iw_n,G_iw_n
-3139.4982584873997j,"[[ 3.34519573e-10+3.18522299e-04j  7.01215301e-12+1.01506327e-07j
   8.85639603e-12+2.63780417e-11j -2.93116767e-08-3.09382942e-14j
  -9.56008604e-12+6.99688783e-12j  1.29640633e-12-1.53527898e-12j]
 [-1.50854765e-11-1.01413973e-07j  1.87753953e-10+3.18521670e-04j
   1.81592005e-11+1.01537835e-07j -9.55827728e-12-7.00846793e-12j
  -2.86358359e-08-4.88094765e-14j  1.67609805e-12-3.29699778e-12j]
 [-8.20674472e-12+1.88735850e-11j -1.00503126e-11-1.01400798e-07j
  -5.33238473e-10+3.18521621e-04j  1.29197461e-12+1.52425283e-12j
   1.67036770e-12+3.28714088e-12j -2.93697111e-08-4.79403903e-15j]
 [-2.88762350e-08+3.58220527e-14j  1.31537990e-11-3.43828968e-12j
  -1.83182966e-13-2.08478477e-12j -5.91840563e-10+3.18522299e-04j
   1.51019148e-11-1.01413968e-07j  8.16892330e-12+1.88509007e-11j]
 [ 1.31635256e-11+3.44105666e-12j -2.87723290e-08-1.00912433e-13j
  -6.89643607e-12+1.99365044e-12j -7.07693086e-12+1.01506309e-07j
  -4.47041272e-10+3.18521670e-04j  1.02567110e-11-1.01400828e-07j]
 [-1.78455453e-13+2.07707485e-12j -6.90232132e-12-1.98931717e-12j
  -2.89691794e-08-8.74250560e-14j -8.84624193e-12+2.63967476e-11j
  -1.82934259e-11+1.01537850e-07j  2.76173660e-10+3.18521621e-04j]]"
-3135.3094682826136j,"[[ 3.51149713e-10+3.18947361e-04j -1.81915514e-11+1.01735179e-07j
  -1.05228428e-12+4.33437036e-11j -2.93610307e-08-7.05094881e-14j
  -5.02196890e-12+3.11330924e-12j -1.39082598e-13-1.27285169e-12j]
 [ 1.21474654e-11-1.01585512e-07j  3.20461281e-10+3.18947181e-04j
   5.48649756e-13+1.01768317e-07j -5.02656733e-12-3.11529471e-12j
  -2.87443621e-08+1.36355353e-14j  4.14692984e-12-2.99978946e-12j]
 [-3.95072341e-13+2.54017647e-11j  2.78234075e-11-1.01620469e-07j
  -6.73788222e-10+3.18947582e-04j -1.49047055e-13+1.27486840e-12j
   4.14525489e-12+3.01381604e-12j -2.94596026e-08+6.57251559e-15j]
 [-2.89205659e-08-9.10410327e-16j  6.55957192e-12+3.45114100e-12j
   1.49944136e-12+9.06181574e-13j -6.09036147e-10+3.18947361e-04j
  -1.18821474e-11-1.01585455e-07j  3.90545897e-13+2.54150141e-11j]
 [ 6.54833096e-12-3.46345881e-12j -2.88809194e-08-5.24114944e-14j
  -9.88991307e-12-1.15343818e-12j  1.81253995e-11+1.01735135e-07j
  -5.80217229e-10+3.18947181e-04j -2.76049945e-11-1.01620422e-07j]
 [ 1.50515787e-12-9.04159875e-13j -9.88389594e-12+1.13568597e-12j
  -2.90571926e-08-7.45084236e-14j  1.01656787e-12+4.33484827e-11j
  -7.32804191e-13+1.01768322e-07j  4.15488144e-10+3.18947582e-04j]]"
-3131.120678077827j,"[[ 3.14200913e-10+3.19374151e-04j -4.09384454e-11+1.02032149e-07j
   3.66068419e-12+5.26699500e-11j -2.94589471e-08-4.75662064e-14j
   1.12453504e-12+3.11707728e-12j  3.78701162e-12-4.86568163e-12j]
 [ 6.28843123e-11-1.01901680e-07j -8.93465198e-13+3.19373962e-04j
   7.85387218e-12+1.02073441e-07j  1.13437775e-12-3.11842252e-12j
  -2.88209764e-08+7.53376240e-14j -3.72735431e-12+1.38554271e-12j]
 [-4.23057663e-13+4.02044089e-11j -2.23547972e-11-1.01909636e-07j
  -5.76298307e-10+3.19374124e-04j  3.78314893e-12+4.87046015e-12j
  -3.71290742e-12-1.39003733e-12j -2.95357461e-08+2.94476861e-14j]
 [-2.90207212e-08+2.61755288e-14j  4.40294792e-12-9.13358149e-13j
   1.25635280e-12+2.95625111e-12j -5.72378268e-10+3.19374151e-04j
  -6.26470583e-11-1.01901655e-07j  4.65223968e-13+4.02200646e-11j]
 [ 4.40951597e-12+9.14563639e-13j -2.89556326e-08+1.53218127e-14j
   1.09306220e-11+3.93311746e-12j  4.07677461e-11+1.02032226e-07j
  -2.59198354e-10+3.19373962e-04j  2.26666526e-11-1.01909697e-07j]
 [ 1.25686356e-12-2.96316333e-12j  1.09401064e-11-3.91846192e-12j
  -2.91323797e-08-4.97846390e-14j -3.66134977e-12+5.26729085e-11j
  -8.07502034e-12+1.02073405e-07j  3.17810079e-10+3.19374125e-04j]]"
-3126.931887873041j,"[[ 3.81543699e-10+3.19801898e-04j  6.91889241e-12+1.02318614e-07j
  -5.35943949e-12+3.24656263e-11j -2.95242776e-08-5.71691023e-14j
  -4.41361342e-14-2.22194875e-12j -4.40232956e-13-1.79675378e-12j]
 [ 5.11753385e-12-1.02175440e-07j  9.06171506e-11+3.19801788e-04j
  -1.69031334e-11+1.02387084e-07j -5.44992304e-14+2.21705887e-12j
  -2.88813761e-08+5.48837023e-14j  7.23197844e-12+1.14446292e-11j]
 [ 8.44617773e-12+1.59556284e-13j  4.12520052e-11-1.02248295e-07j
  -6.63330349e-10+3.19801892e-04j -4.36229644e-13+1.78731784e-12j
   7.23523876e-12-1.14428813e-11j -2.96274325e-08-1.73972868e-14j]
 [-2.90845795e-08+1.66534626e-14j  1.39088145e-12+7.10788348e-14j
   9.22407608e-13+3.52940025e-12j -6.40884289e-10+3.19801898e-04j
  -4.92688696e-12-1.02175378e-07j -8.47561290e-12+1.63292162e-13j]
 [ 1.37873776e-12-6.59157914e-14j -2.90172476e-08-7.75783527e-15j
   3.52799636e-12+4.17786274e-12j -7.02486790e-12+1.02318609e-07j
  -3.51082945e-10+3.19801788e-04j -4.10762091e-11-1.02248317e-07j]
 [ 9.22084596e-13-3.53677991e-12j  3.52830320e-12-4.18115459e-12j
  -2.92233584e-08-9.41470969e-14j  5.38270821e-12+3.25018748e-11j
   1.67215417e-11+1.02387124e-07j  4.03918790e-10+3.19801892e-04j]]"
-3122.743097668254j,"[[ 1.73748464e-10+3.20231011e-04j  9.30871711e-12+1.02623641e-07j
   6.05410079e-12+1.86013871e-11j -2.95890165e-08-4.54476982e-14j
   1.15081734e-13-1.19497466e-11j  1.35198623e-12-3.44038659e-12j]
 [ 6.37945850e-12-1.02490283e-07j  1.42300149e-10+3.20230872e-04j
   2.71509538e-12+1.02667323e-07j  1.22708837e-13+1.19448571e-11j
  -2.89487029e-08-8.13358874e-17j -9.55496167e-12+4.08971277e-12j]
 [ 1.04162323e-11+3.63594882e-11j -1.69791294e-11-1.02519110e-07j
  -7.55015192e-10+3.20231001e-04j  1.34427307e-12+3.43374175e-12j
  -9.56242107e-12-4.10250886e-12j -2.97156808e-08+5.69820407e-15j]
 [-2.91456779e-08+2.50682661e-14j  9.14448532e-13-2.70234477e-12j
   1.42942224e-13-1.89473996e-12j -4.33805988e-10+3.20231011e-04j
  -6.22718257e-12-1.02490190e-07j -1.03975872e-11+3.63910029e-11j]
 [ 9.28202238e-13+2.70519482e-12j -2.90864368e-08-6.19938678e-14j
   1.08777846e-11+7.99251194e-15j -9.46993015e-12+1.02623533e-07j
  -4.03738907e-10+3.20230872e-04j  1.71660462e-11-1.02519141e-07j]
 [ 1.42073615e-13+1.89278249e-12j  1.08691851e-11-1.26004705e-14j
  -2.93100240e-08-7.05173801e-14j -6.02179799e-12+1.85498614e-11j
  -2.97340414e-12+1.02667333e-07j  4.94771506e-10+3.20231001e-04j]]"
-3118.554307463468j,"[[ 2.77895965e-10+3.20661049e-04j -5.94634784e-11+1.02886590e-07j
  -1.97083427e-11+1.83716313e-11j -2.96421338e-08-4.89056675e-14j
   4.81758421e-12-2.89961706e-12j -2.56556683e-13-9.62294193e-13j]
 [ 2.92424167e-11-1.02721876e-07j  3.29963594e-11+3.20660989e-04j
   1.06706938e-11+1.02829399e-07j  4.82402657e-12+2.89421753e-12j
  -2.90096168e-08-7.02212224e-14j -1.01650072e-11+5.79928257e-12j]
 [-1.57967854e-11+2.76301883e-11j -2.93813484e-11-1.02736015e-07j
  -7.81342200e-10+3.20661081e-04j -2.57390731e-13+9.58146678e-13j
  -1.01592620e-11-5.79011815e-12j -2.97920539e-08+1.64613972e-14j]
 [-2.91997579e-08+1.62121785e-14j -2.36984408e-12-1.73767930e-12j
  -9.95230078e-13+4.05209678e-13j -5.38665037e-10+3.20661049e-04j
  -2.90359422e-11-1.02721957e-07j  1.57651644e-11+2.75851304e-11j]
 [-2.36327991e-12+1.74480321e-12j -2.91471664e-08-1.27562640e-13j
   8.40540203e-12+4.17035044e-12j  5.92044694e-11+1.02886717e-07j
  -2.94884464e-10+3.20660989e-04j  2.95014751e-11-1.02736043e-07j]
 [-9.93185888e-13-4.04961440e-13j  8.41004732e-12-4.19254695e-12j
  -2.93887561e-08-6.07668567e-14j  1.97618988e-11+1.83538799e-11j
  -1.07910242e-11+1.02829422e-07j  5.20418159e-10+3.20661081e-04j]]"
-3114.365517258682j,"[[ 3.21848622e-10+3.21092187e-04j -1.42308041e-11+1.03169416e-07j
  -1.53522166e-12+4.37655229e-11j -2.97250409e-08-7.11380540e-14j
   4.18420002e-12-1.12067231e-12j  9.72125235e-13-1.75828292e-12j]
 [ 1.35871792e-12-1.03090210e-07j  1.19774222e-10+3.21092283e-04j
  -4.29188243e-11+1.03082360e-07j  4.18533360e-12+1.10902442e-12j
  -2.91138736e-08-8.50622001e-14j -1.11747072e-11+4.43190514e-12j]
 [-6.60401147e-12+1.57176349e-11j  1.58354749e-11-1.02978783e-07j
  -7.81023429e-10+3.21092116e-04j  9.77242000e-13+1.75159693e-12j
  -1.11554235e-11-4.41311073e-12j -2.98832902e-08-2.77813142e-15j]
 [-2.92811174e-08-3.56468780e-15j -2.75481560e-12-4.20105628e-12j
  -1.43612558e-12+8.79283014e-13j -5.83240038e-10+3.21092187e-04j
  -1.27763557e-12-1.03090163e-07j  6.56032403e-12+1.57206377e-11j]
 [-2.76449400e-12+4.20213762e-12j -2.92543527e-08-1.47750747e-13j
   7.04888620e-12+8.18617836e-12j  1.41043805e-11+1.03169403e-07j
  -3.82923568e-10+3.21092283e-04j -1.58082888e-11-1.02978864e-07j]
 [-1.43723621e-12-8.79616080e-13j  7.06481273e-12-8.21693066e-12j
  -2.94749705e-08-8.19458784e-14j  1.50560726e-12+4.37597439e-11j
   4.29401020e-11+1.03082466e-07j  5.19579319e-10+3.21092116e-04j]]"
-3110.1767270538953j,"[[ 3.76883813e-10+3.21524609e-04j -2.47710919e-11+1.03428132e-07j
   2.10176160e-12+4.38394530e-11j -2.98097052e-08-4.95966634e-14j
   6.73531176e-13+3.23539191e-12j -4.50359071e-12+3.39506526e-12j]
 [ 4.81224710e-11-1.03253648e-07j -1.28639065e-10+3.21524727e-04j
   4.47880763e-11+1.03419942e-07j  6.69812177e-13-3.23425342e-12j
  -2.92048522e-08-5.63472183e-14j -2.17703269e-13+5.12540044e-12j]
 [ 1.50242580e-11+3.70677652e-11j -6.18199099e-11-1.03246292e-07j
  -8.18109725e-10+3.21524651e-04j -4.49297419e-12-3.39859704e-12j
  -2.29673125e-13-5.12443187e-12j -2.99901665e-08-2.86772798e-14j]
 [-2.93661327e-08+1.70096426e-14j -4.26911994e-12-1.86136154e-12j
  -7.59837668e-13-2.39073758e-12j -6.38946788e-10+3.21524609e-04j
  -4.77563235e-11-1.03253602e-07j -1.50331979e-11+3.70996799e-11j]
 [-4.26828597e-12+1.84537304e-12j -2.93443528e-08-1.14072160e-13j
   8.51777225e-13+1.16853397e-11j  2.45327368e-11+1.03428168e-07j
  -1.35114355e-10+3.21524728e-04j  6.21002989e-11-1.03246362e-07j]
 [-7.53592803e-13+2.39213517e-12j  8.38706170e-13-1.16779206e-11j
  -2.95793025e-08-1.06341391e-13j -2.07653994e-12+4.37919988e-11j
  -4.50419442e-11+1.03419991e-07j  5.55802113e-10+3.21524651e-04j]]"
-3105.987936849109j,"[[ 3.74091621e-10+3.21958157e-04j  1.19810806e-11+1.03708572e-07j
   6.22665542e-12+3.48423253e-11j -2.99201638e-08-8.62138514e-14j
  -1.86927627e-14-4.43844636e-12j -1.07727438e-12+4.96146375e-12j]
 [ 4.22514877e-12-1.03557414e-07j  2.71039209e-10+3.21958333e-04j
   2.44391717e-11+1.03682492e-07j -2.61925461e-14+4.43940932e-12j
  -2.93042757e-08+3.10531444e-14j -6.04431427e-12-4.99607174e-12j]
 [-1.31229215e-11+2.44254788e-11j -6.98099252e-12-1.03563877e-07j
  -5.10649990e-10+3.21958279e-04j -1.07579460e-12-4.95213587e-12j
  -6.03837493e-12+5.00835238e-12j -3.01017784e-08-7.24798207e-15j]
 [-2.94723393e-08-2.68667634e-14j -8.86462290e-12-4.84965960e-12j
  -1.87597826e-12+2.21559993e-14j -6.36487202e-10+3.21958157e-04j
  -3.91852837e-12-1.03557367e-07j  1.31205557e-11+2.43831650e-11j]
 [-8.86381634e-12+4.84059973e-12j -2.94436108e-08-3.05817464e-14j
   2.98744932e-12-3.62859952e-12j -1.22017639e-11+1.03708536e-07j
  -5.35736770e-10+3.21958333e-04j  7.19593739e-12-1.03563868e-07j]
 [-1.88521211e-12-1.68088468e-14j  2.97787474e-12+3.63352869e-12j
  -2.96920403e-08-7.85608408e-14j -6.22312828e-12+3.48324955e-11j
  -2.45793752e-11+1.03682525e-07j  2.47815455e-10+3.21958279e-04j]]"
-3101.7991466443223j,"[[ 2.52059424e-10+3.22393001e-04j -3.91181372e-11+1.03977432e-07j
   1.98921244e-11+4.64530032e-11j -3.00197655e-08-5.96262331e-14j
   1.49022883e-13-1.11422210e-12j  3.03811367e-12+1.28337105e-13j]
 [ 3.08490701e-11-1.03865746e-07j  4.16066551e-10+3.22392998e-04j
   6.94352807e-12+1.04010224e-07j  1.60086035e-13+1.11944718e-12j
  -2.93744611e-08+5.90671497e-14j  3.38214247e-12-1.24664986e-12j]
 [ 6.17585332e-12+4.03805362e-11j -3.51087804e-11-1.03857712e-07j
  -6.01374904e-10+3.22392938e-04j  3.03216134e-12-1.33095362e-13j
   3.36327358e-12+1.23732717e-12j -3.02055495e-08-1.62318260e-14j]
 [-2.95736637e-08-3.55460863e-15j -6.90546377e-12-1.72858262e-13j
  -8.58580960e-13+3.67502173e-14j -5.15688891e-10+3.22393002e-04j
  -3.07714624e-11-1.03865733e-07j -6.14863327e-12+4.04075022e-11j]
 [-6.90584625e-12+1.60856577e-13j -2.95140248e-08-5.29725995e-15j
  -2.71649944e-12+4.91257668e-14j  3.90356743e-11+1.03977512e-07j
  -6.81357588e-10+3.22392998e-04j  3.52584775e-11-1.03857817e-07j]
 [-8.51265211e-13-3.61923453e-14j -2.72861814e-12-3.89833865e-14j
  -2.97959857e-08-9.43107742e-14j -1.99266209e-11+4.64280767e-11j
  -7.08497709e-12+1.04010291e-07j  3.38008830e-10+3.22392938e-04j]]"
