iw_n,G_iw_n
-1395.565269894666j,"[[ 1.66496637e-10+7.16552020e-04j  3.24079294e-07+5.78993224e-13j]
 [ 3.23583397e-07+5.78993217e-13j -1.66418699e-10+7.16552020e-04j]]"
-1394.1690064930706j,"[[-2.84626899e-10+7.17269488e-04j  3.24710415e-07+6.20051531e-13j]
 [ 3.24213524e-07+6.20051534e-13j  2.84472680e-10+7.17269489e-04j]]"
-1392.772743091475j,"[[-9.05938128e-11+7.17988585e-04j  3.25403117e-07+5.87355111e-13j]
 [ 3.24905229e-07+5.87355086e-13j  9.03314569e-11+7.17988585e-04j]]"
-1391.3764796898795j,"[[-3.50855115e-10+7.18709182e-04j  3.26133612e-07+5.52966052e-13j]
 [ 3.25634725e-07+5.52966030e-13j  3.50890547e-10+7.18709182e-04j]]"
-1389.980216288284j,"[[-1.78782455e-10+7.19431140e-04j  3.26669080e-07+5.26166913e-13j]
 [ 3.26169190e-07+5.26166932e-13j  1.78766762e-10+7.19431140e-04j]]"
-1388.5839528866884j,"[[-1.19068541e-10+7.20154441e-04j  3.27315409e-07+5.14716176e-13j]
 [ 3.26814513e-07+5.14716185e-13j  1.19205112e-10+7.20154441e-04j]]"
-1387.187689485093j,"[[-2.17646482e-10+7.20879538e-04j  3.28085933e-07+5.19829979e-13j]
 [ 3.27584028e-07+5.19829975e-13j  2.17753814e-10+7.20879539e-04j]]"
-1385.7914260834978j,"[[ 1.21648357e-11+7.21605445e-04j  3.28725485e-07+4.18745372e-13j]
 [ 3.28222568e-07+4.18745350e-13j -1.25641167e-11+7.21605445e-04j]]"
-1384.3951626819023j,"[[-1.27358452e-11+7.22333309e-04j  3.29535800e-07+3.59017860e-13j]
 [ 3.29031869e-07+3.59017846e-13j  1.24868937e-11+7.22333309e-04j]]"
-1382.9988992803067j,"[[-4.91258611e-10+7.23062613e-04j  3.30349138e-07+2.65131908e-13j]
 [ 3.29844188e-07+2.65131914e-13j  4.91211996e-10+7.23062614e-04j]]"
-1381.6026358787112j,"[[-2.45403102e-10+7.23793446e-04j  3.31012127e-07+2.31613408e-13j]
 [ 3.30506156e-07+2.31613368e-13j  2.44939251e-10+7.23793446e-04j]]"
-1380.2063724771158j,"[[-4.14732573e-11+7.24525418e-04j  3.31672223e-07+1.53485403e-13j]
 [ 3.31165228e-07+1.53485340e-13j  4.10616258e-11+7.24525418e-04j]]"
