iw_n,G_iw_n
-837.2344421816798j,"[[-2.21915851e-10+1.19439248e-03j  1.23705735e-10+1.62407042e-17j]
 [ 9.78687581e-11+1.58803689e-17j  2.21471816e-10+1.19439248e-03j]]"
-836.1872446304833j,"[[-1.06953545e-09+1.19588893e-03j  1.23977590e-10+2.08164079e-17j]
 [ 9.80758563e-11+2.04495750e-17j  1.06923763e-09+1.19588893e-03j]]"
-835.1400470792868j,"[[-1.19016429e-09+1.19738796e-03j  1.24241945e-10+6.74340243e-18j]
 [ 9.82752029e-11+6.37871589e-18j  1.18917596e-09+1.19738796e-03j]]"
-834.09284952809j,"[[-1.08246095e-09+1.19889136e-03j  1.24552342e-10+6.52509402e-18j]
 [ 9.85203793e-11+6.15065775e-18j  1.08218242e-09+1.19889136e-03j]]"
-833.0456519768935j,"[[-1.19798565e-09+1.20039780e-03j  1.24843338e-10-7.09761024e-19j]
 [ 9.87458800e-11-1.07637346e-18j  1.19739872e-09+1.20039780e-03j]]"
-831.9984544256969j,"[[-3.14424230e-10+1.20190873e-03j  1.25142844e-10-2.68210829e-17j]
 [ 9.89796498e-11-2.71855449e-17j  3.13485077e-10+1.20190873e-03j]]"
-830.9512568745002j,"[[-5.22883246e-10+1.20342364e-03j  1.25416821e-10-2.28112805e-17j]
 [ 9.91876488e-11-2.31840136e-17j  5.23234955e-10+1.20342364e-03j]]"
-829.9040593233036j,"[[-3.78874079e-10+1.20494193e-03j  1.25695518e-10-9.12466825e-18j]
 [ 9.94001207e-11-9.49572660e-18j  3.79342432e-10+1.20494193e-03j]]"
-828.8568617721071j,"[[-1.00850407e-09+1.20646401e-03j  1.25979900e-10-1.31658399e-17j]
 [ 9.96179885e-11-1.35446598e-17j  1.00914917e-09+1.20646401e-03j]]"
-827.8096642209106j,"[[-1.09549284e-09+1.20798987e-03j  1.26297957e-10-7.22049482e-18j]
 [ 9.98693082e-11-7.59301435e-18j  1.09654901e-09+1.20798987e-03j]]"
-826.7624666697138j,"[[-3.13430704e-10+1.20951974e-03j  1.26620805e-10+1.20342912e-17j]
 [ 1.00125172e-10+1.16528661e-17j  3.14505968e-10+1.20951974e-03j]]"
-825.7152691185173j,"[[-3.24516660e-10+1.21105374e-03j  1.26978537e-10+1.91734015e-17j]
 [ 1.00415638e-10+1.87915259e-17j  3.26164089e-10+1.21105374e-03j]]"
-824.6680715673207j,"[[ 6.65450083e-11+1.21259204e-03j  1.27330768e-10+1.19517295e-17j]
 [ 1.00700380e-10+1.15673636e-17j -6.52819936e-11+1.21259204e-03j]]"
-823.6208740161242j,"[[-2.86105078e-10+1.21413391e-03j  1.27673564e-10+2.09544079e-17j]
 [ 1.00975435e-10+2.05691005e-17j  2.87390922e-10+1.21413391e-03j]]"
-822.5736764649274j,"[[ 8.33107316e-12+1.21568009e-03j  1.27956775e-10+2.94176810e-17j]
 [ 1.01190627e-10+2.90382576e-17j -7.88388712e-12+1.21568009e-03j]]"
-821.5264789137309j,"[[-9.61743407e-10+1.21722872e-03j  1.28266739e-10+3.45345677e-18j]
 [ 1.01432304e-10+3.07867102e-18j  9.61872621e-10+1.21722872e-03j]]"
-820.4792813625344j,"[[-5.97219123e-10+1.21878180e-03j  1.28612880e-10-8.92455874e-18j]
 [ 1.01709889e-10-9.30639135e-18j  5.97343825e-10+1.21878180e-03j]]"
-819.4320838113376j,"[[-3.10910895e-10+1.22033993e-03j  1.28981834e-10-2.69723097e-18j]
 [ 1.02010050e-10-3.08631827e-18j  3.10693649e-10+1.22033993e-03j]]"
-818.3848862601411j,"[[-3.30810961e-10+1.22190148e-03j  1.29341709e-10-1.35252599e-17j]
 [ 1.02300846e-10-1.39069566e-17j  3.30119952e-10+1.22190148e-03j]]"
-817.3376887089445j,"[[-1.19259385e-09+1.22346629e-03j  1.29678345e-10-4.31437750e-18j]
 [ 1.02568151e-10-4.70174107e-18j  1.19252918e-09+1.22346629e-03j]]"
-816.290491157748j,"[[-5.42496789e-10+1.22503685e-03j  1.30045649e-10+1.10549716e-17j]
 [ 1.02865843e-10+1.06659971e-17j  5.42207910e-10+1.22503685e-03j]]"
-815.2432936065512j,"[[-1.38267941e-09+1.22660920e-03j  1.30358774e-10+2.33338438e-17j]
 [ 1.03109103e-10+2.29461114e-17j  1.38222726e-09+1.22660920e-03j]]"
-814.1960960553547j,"[[-1.67414463e-09+1.22818716e-03j  1.30682060e-10+3.22053843e-17j]
 [ 1.03362225e-10+3.18195829e-17j  1.67299628e-09+1.22818716e-03j]]"
-813.1488985041582j,"[[-1.90613972e-09+1.22976921e-03j  1.31012531e-10+1.43484193e-17j]
 [ 1.03622304e-10+1.39633091e-17j  1.90563945e-09+1.22976921e-03j]]"
-812.1017009529616j,"[[-1.05717942e-09+1.23135457e-03j  1.31347083e-10-1.87139661e-19j]
 [ 1.03886185e-10-5.80439080e-19j  1.05663095e-09+1.23135457e-03j]]"
-811.0545034017649j,"[[-1.16858751e-09+1.23294404e-03j  1.31716358e-10-6.70421376e-18j]
 [ 1.04184483e-10-7.09923058e-18j  1.16857483e-09+1.23294404e-03j]]"
-810.0073058505683j,"[[-5.56127103e-10+1.23453875e-03j  1.32053358e-10-6.07644984e-18j]
 [ 1.04450266e-10-6.47412004e-18j  5.56778149e-10+1.23453875e-03j]]"
-808.9601082993718j,"[[-1.11968465e-09+1.23613784e-03j  1.32359468e-10-1.78271676e-18j]
 [ 1.04684864e-10-2.18142875e-18j  1.11948255e-09+1.23613784e-03j]]"
