iw_n,G_iw_n
-1395.565269894666j,"[[ 1.23259316e-06+7.16550355e-04j  1.09207481e-07-2.87754091e-15j]
 [ 1.09918083e-07-2.87698533e-15j -1.23259355e-06+7.16550355e-04j]]"
-1394.1690064930706j,"[[ 1.23527590e-06+7.17268225e-04j  1.09473764e-07-1.45099277e-14j]
 [ 1.10185790e-07-1.45093685e-14j -1.23527622e-06+7.17268225e-04j]]"
-1392.772743091475j,"[[ 1.23801765e-06+7.17987262e-04j  1.09648353e-07-1.81052447e-14j]
 [ 1.10361808e-07-1.81050294e-14j -1.23801775e-06+7.17987262e-04j]]"
-1391.3764796898795j,"[[ 1.24046974e-06+7.18707421e-04j  1.09815570e-07-3.32959584e-14j]
 [ 1.10530457e-07-3.32955016e-14j -1.24046984e-06+7.18707421e-04j]]"
-1389.980216288284j,"[[ 1.24278451e-06+7.19429036e-04j  1.10088219e-07-4.68822720e-14j]
 [ 1.10804543e-07-4.68816235e-14j -1.24278479e-06+7.19429035e-04j]]"
-1388.5839528866884j,"[[ 1.24482694e-06+7.20152678e-04j  1.10362791e-07-5.73346265e-14j]
 [ 1.11080556e-07-5.73341308e-14j -1.24482687e-06+7.20152678e-04j]]"
-1387.187689485093j,"[[ 1.24770380e-06+7.20877546e-04j  1.10629604e-07-4.77263533e-14j]
 [ 1.11348815e-07-4.77260865e-14j -1.24770384e-06+7.20877546e-04j]]"
-1385.7914260834978j,"[[ 1.24990926e-06+7.21604311e-04j  1.10826577e-07-5.60475474e-14j]
 [ 1.11547238e-07-5.60471427e-14j -1.24990955e-06+7.21604311e-04j]]"
-1384.3951626819023j,"[[ 1.25281822e-06+7.22331972e-04j  1.11018449e-07-5.41750636e-14j]
 [ 1.11740564e-07-5.41747640e-14j -1.25281854e-06+7.22331972e-04j]]"
-1382.9988992803067j,"[[ 1.25495729e-06+7.23061367e-04j  1.11234685e-07-4.31572041e-14j]
 [ 1.11958259e-07-4.31573536e-14j -1.25495753e-06+7.23061367e-04j]]"
-1381.6026358787112j,"[[ 1.25750375e-06+7.23792196e-04j  1.11445661e-07-4.48172884e-14j]
 [ 1.12170698e-07-4.48173890e-14j -1.25750411e-06+7.23792196e-04j]]"
-1380.2063724771158j,"[[ 1.26056835e-06+7.24524595e-04j  1.11684692e-07-5.55744195e-14j]
 [ 1.12411197e-07-5.55742681e-14j -1.26056880e-06+7.24524594e-04j]]"
-1378.8101090755204j,"[[ 1.26323629e-06+7.25258130e-04j  1.11904812e-07-7.61914664e-14j]
 [ 1.12632789e-07-7.61913554e-14j -1.26323641e-06+7.25258129e-04j]]"
-1377.4138456739247j,"[[ 1.26561136e-06+7.25993135e-04j  1.12118719e-07-7.51094691e-14j]
 [ 1.12848172e-07-7.51094299e-14j -1.26561115e-06+7.25993135e-04j]]"
-1376.0175822723295j,"[[ 1.26813719e-06+7.26729860e-04j  1.12297943e-07-7.81801981e-14j]
 [ 1.13028877e-07-7.81799922e-14j -1.26813707e-06+7.26729860e-04j]]"
-1374.621318870734j,"[[ 1.27069932e-06+7.27467874e-04j  1.12518244e-07-7.20816594e-14j]
 [ 1.13250664e-07-7.20813331e-14j -1.27069921e-06+7.27467874e-04j]]"
-1373.2250554691384j,"[[ 1.27342318e-06+7.28207545e-04j  1.12788666e-07-6.42381057e-14j]
 [ 1.13522577e-07-6.42382364e-14j -1.27342301e-06+7.28207545e-04j]]"
-1371.828792067543j,"[[ 1.27580091e-06+7.28948675e-04j  1.13020123e-07-5.08508011e-14j]
 [ 1.13755528e-07-5.08511515e-14j -1.27580109e-06+7.28948675e-04j]]"
