iw_n,G_iw_n
-2354.6236938655497j,"[[1.12104460e-07+4.24695757e-04j 1.80366552e-07-2.45573965e-10j
  1.80366552e-07-2.45573965e-10j]
 [1.80366552e-07-2.45573965e-10j 1.12104460e-07+4.24695757e-04j
  1.80366552e-07-2.45573965e-10j]
 [1.80366552e-07-2.45573965e-10j 1.80366552e-07-2.45573965e-10j
  1.12104460e-07+4.24695757e-04j]]"
-2351.48210121196j,"[[1.12401652e-07+4.25263128e-04j 1.80848023e-07-2.53360606e-10j
  1.80848023e-07-2.53360606e-10j]
 [1.80848023e-07-2.53360606e-10j 1.12401652e-07+4.25263128e-04j
  1.80848023e-07-2.53360606e-10j]
 [1.80848023e-07-2.53360606e-10j 1.80848023e-07-2.53360606e-10j
  1.12401652e-07+4.25263128e-04j]]"
-2348.3405085583704j,"[[1.12705344e-07+4.25832026e-04j 1.81341345e-07-2.52991673e-10j
  1.81341345e-07-2.52991673e-10j]
 [1.81341345e-07-2.52991673e-10j 1.12705344e-07+4.25832026e-04j
  1.81341345e-07-2.52991673e-10j]
 [1.81341345e-07-2.52991673e-10j 1.81341345e-07-2.52991673e-10j
  1.12705344e-07+4.25832026e-04j]]"
-2345.1989159047807j,"[[1.13010645e-07+4.26402503e-04j 1.81823721e-07-2.42630638e-10j
  1.81823721e-07-2.42630638e-10j]
 [1.81823721e-07-2.42630638e-10j 1.13010645e-07+4.26402503e-04j
  1.81823721e-07-2.42630638e-10j]
 [1.81823721e-07-2.42630638e-10j 1.81823721e-07-2.42630638e-10j
  1.13010645e-07+4.26402503e-04j]]"
-2342.0573232511906j,"[[1.13309344e-07+4.26974474e-04j 1.82302825e-07-2.48767592e-10j
  1.82302825e-07-2.48767592e-10j]
 [1.82302825e-07-2.48767592e-10j 1.13309344e-07+4.26974474e-04j
  1.82302825e-07-2.48767592e-10j]
 [1.82302825e-07-2.48767592e-10j 1.82302825e-07-2.48767592e-10j
  1.13309344e-07+4.26974474e-04j]]"
-2338.915730597601j,"[[1.13614391e-07+4.27547954e-04j 1.82795620e-07-2.54170229e-10j
  1.82795620e-07-2.54170229e-10j]
 [1.82795620e-07-2.54170229e-10j 1.13614391e-07+4.27547954e-04j
  1.82795620e-07-2.54170229e-10j]
 [1.82795620e-07-2.54170229e-10j 1.82795620e-07-2.54170229e-10j
  1.13614391e-07+4.27547954e-04j]]"
-2335.7741379440113j,"[[1.13917688e-07+4.28122976e-04j 1.83291495e-07-2.57368098e-10j
  1.83291495e-07-2.57368098e-10j]
 [1.83291495e-07-2.57368098e-10j 1.13917688e-07+4.28122976e-04j
  1.83291495e-07-2.57368098e-10j]
 [1.83291495e-07-2.57368098e-10j 1.83291495e-07-2.57368098e-10j
  1.13917688e-07+4.28122976e-04j]]"
-2332.6325452904216j,"[[1.14235753e-07+4.28699582e-04j 1.83784808e-07-2.54915732e-10j
  1.83784808e-07-2.54915732e-10j]
 [1.83784808e-07-2.54915732e-10j 1.14235753e-07+4.28699582e-04j
  1.83784808e-07-2.54915732e-10j]
 [1.83784808e-07-2.54915732e-10j 1.83784808e-07-2.54915732e-10j
  1.14235753e-07+4.28699582e-04j]]"
-2329.4909526368315j,"[[1.14535201e-07+4.29277783e-04j 1.84281676e-07-2.56941726e-10j
  1.84281676e-07-2.56941726e-10j]
 [1.84281676e-07-2.56941726e-10j 1.14535201e-07+4.29277783e-04j
  1.84281676e-07-2.56941726e-10j]
 [1.84281676e-07-2.56941726e-10j 1.84281676e-07-2.56941726e-10j
  1.14535201e-07+4.29277783e-04j]]"
-2326.349359983242j,"[[1.14838561e-07+4.29857404e-04j 1.84779221e-07-2.55632638e-10j
  1.84779221e-07-2.55632638e-10j]
 [1.84779221e-07-2.55632638e-10j 1.14838561e-07+4.29857404e-04j
  1.84779221e-07-2.55632638e-10j]
 [1.84779221e-07-2.55632638e-10j 1.84779221e-07-2.55632638e-10j
  1.14838561e-07+4.29857404e-04j]]"
-2323.207767329652j,"[[1.15162398e-07+4.30438699e-04j 1.85274279e-07-2.57498942e-10j
  1.85274279e-07-2.57498942e-10j]
 [1.85274279e-07-2.57498942e-10j 1.15162398e-07+4.30438699e-04j
  1.85274279e-07-2.57498942e-10j]
 [1.85274279e-07-2.57498942e-10j 1.85274279e-07-2.57498942e-10j
  1.15162398e-07+4.30438699e-04j]]"
-2320.066174676062j,"[[1.15471894e-07+4.31021625e-04j 1.85775203e-07-2.59694142e-10j
  1.85775203e-07-2.59694142e-10j]
 [1.85775203e-07-2.59694142e-10j 1.15471894e-07+4.31021625e-04j
  1.85775203e-07-2.59694142e-10j]
 [1.85775203e-07-2.59694142e-10j 1.85775203e-07-2.59694142e-10j
  1.15471894e-07+4.31021625e-04j]]"
-2316.9245820224724j,"[[1.15785886e-07+4.31606051e-04j 1.86286333e-07-2.65610037e-10j
  1.86286333e-07-2.65610037e-10j]
 [1.86286333e-07-2.65610037e-10j 1.15785886e-07+4.31606051e-04j
  1.86286333e-07-2.65610037e-10j]
 [1.86286333e-07-2.65610037e-10j 1.86286333e-07-2.65610037e-10j
  1.15785886e-07+4.31606051e-04j]]"
-2313.7829893688827j,"[[1.16091693e-07+4.32192082e-04j 1.86799395e-07-2.61227568e-10j
  1.86799395e-07-2.61227568e-10j]
 [1.86799395e-07-2.61227568e-10j 1.16091693e-07+4.32192082e-04j
  1.86799395e-07-2.61227568e-10j]
 [1.86799395e-07-2.61227568e-10j 1.86799395e-07-2.61227568e-10j
  1.16091693e-07+4.32192082e-04j]]"
-2310.641396715293j,"[[1.16410028e-07+4.32779634e-04j 1.87302346e-07-2.60897191e-10j
  1.87302346e-07-2.60897191e-10j]
 [1.87302346e-07-2.60897191e-10j 1.16410028e-07+4.32779634e-04j
  1.87302346e-07-2.60897191e-10j]
 [1.87302346e-07-2.60897191e-10j 1.87302346e-07-2.60897191e-10j
  1.16410028e-07+4.32779634e-04j]]"
-2307.499804061703j,"[[1.16728485e-07+4.33368948e-04j 1.87814139e-07-2.62051978e-10j
  1.87814139e-07-2.62051978e-10j]
 [1.87814139e-07-2.62051978e-10j 1.16728485e-07+4.33368948e-04j
  1.87814139e-07-2.62051978e-10j]
 [1.87814139e-07-2.62051978e-10j 1.87814139e-07-2.62051978e-10j
  1.16728485e-07+4.33368948e-04j]]"
-2304.358211408113j,"[[1.17049717e-07+4.33959713e-04j 1.88318550e-07-2.62440690e-10j
  1.88318550e-07-2.62440690e-10j]
 [1.88318550e-07-2.62440690e-10j 1.17049717e-07+4.33959713e-04j
  1.88318550e-07-2.62440690e-10j]
 [1.88318550e-07-2.62440690e-10j 1.88318550e-07-2.62440690e-10j
  1.17049717e-07+4.33959713e-04j]]"
-2301.2166187545236j,"[[1.17364153e-07+4.34552156e-04j 1.88838796e-07-2.67021062e-10j
  1.88838796e-07-2.67021062e-10j]
 [1.88838796e-07-2.67021062e-10j 1.17364153e-07+4.34552156e-04j
  1.88838796e-07-2.67021062e-10j]
 [1.88838796e-07-2.67021062e-10j 1.88838796e-07-2.67021062e-10j
  1.17364153e-07+4.34552156e-04j]]"
-2298.075026100934j,"[[1.17686661e-07+4.35146223e-04j 1.89354781e-07-2.66170081e-10j
  1.89354781e-07-2.66170081e-10j]
 [1.89354781e-07-2.66170081e-10j 1.17686661e-07+4.35146223e-04j
  1.89354781e-07-2.66170081e-10j]
 [1.89354781e-07-2.66170081e-10j 1.89354781e-07-2.66170081e-10j
  1.17686661e-07+4.35146223e-04j]]"
-2294.9334334473438j,"[[1.18008336e-07+4.35741874e-04j 1.89874763e-07-2.67933183e-10j
  1.89874763e-07-2.67933183e-10j]
 [1.89874763e-07-2.67933183e-10j 1.18008336e-07+4.35741874e-04j
  1.89874763e-07-2.67933183e-10j]
 [1.89874763e-07-2.67933183e-10j 1.89874763e-07-2.67933183e-10j
  1.18008336e-07+4.35741874e-04j]]"
-2291.791840793754j,"[[1.18332673e-07+4.36339130e-04j 1.90390896e-07-2.68734404e-10j
  1.90390896e-07-2.68734404e-10j]
 [1.90390896e-07-2.68734404e-10j 1.18332673e-07+4.36339130e-04j
  1.90390896e-07-2.68734404e-10j]
 [1.90390896e-07-2.68734404e-10j 1.90390896e-07-2.68734404e-10j
  1.18332673e-07+4.36339130e-04j]]"
-2288.6502481401644j,"[[1.18659876e-07+4.36938145e-04j 1.90910622e-07-2.65626128e-10j
  1.90910622e-07-2.65626128e-10j]
 [1.90910622e-07-2.65626128e-10j 1.18659876e-07+4.36938145e-04j
  1.90910622e-07-2.65626128e-10j]
 [1.90910622e-07-2.65626128e-10j 1.90910622e-07-2.65626128e-10j
  1.18659876e-07+4.36938145e-04j]]"
-2285.5086554865743j,"[[1.18988090e-07+4.37538729e-04j 1.91432159e-07-2.72437154e-10j
  1.91432159e-07-2.72437154e-10j]
 [1.91432159e-07-2.72437154e-10j 1.18988090e-07+4.37538729e-04j
  1.91432159e-07-2.72437154e-10j]
 [1.91432159e-07-2.72437154e-10j 1.91432159e-07-2.72437154e-10j
  1.18988090e-07+4.37538729e-04j]]"
-2282.3670628329846j,"[[1.19314324e-07+4.38141028e-04j 1.91967378e-07-2.77469311e-10j
  1.91967378e-07-2.77469311e-10j]
 [1.91967378e-07-2.77469311e-10j 1.19314324e-07+4.38141028e-04j
  1.91967378e-07-2.77469311e-10j]
 [1.91967378e-07-2.77469311e-10j 1.91967378e-07-2.77469311e-10j
  1.19314324e-07+4.38141028e-04j]]"
-2279.225470179395j,"[[1.19642846e-07+4.38744926e-04j 1.92506218e-07-2.77398336e-10j
  1.92506218e-07-2.77398336e-10j]
 [1.92506218e-07-2.77398336e-10j 1.19642846e-07+4.38744926e-04j
  1.92506218e-07-2.77398336e-10j]
 [1.92506218e-07-2.77398336e-10j 1.92506218e-07-2.77398336e-10j
  1.19642846e-07+4.38744926e-04j]]"
-2276.0838775258053j,"[[1.19973215e-07+4.39350480e-04j 1.93035693e-07-2.78880176e-10j
  1.93035693e-07-2.78880176e-10j]
 [1.93035693e-07-2.78880176e-10j 1.19973215e-07+4.39350480e-04j
  1.93035693e-07-2.78880176e-10j]
 [1.93035693e-07-2.78880176e-10j 1.93035693e-07-2.78880176e-10j
  1.19973215e-07+4.39350480e-04j]]"
-2272.942284872215j,"[[1.20307329e-07+4.39957758e-04j 1.93567399e-07-2.72272822e-10j
  1.93567399e-07-2.72272822e-10j]
 [1.93567399e-07-2.72272822e-10j 1.20307329e-07+4.39957758e-04j
  1.93567399e-07-2.72272822e-10j]
 [1.93567399e-07-2.72272822e-10j 1.93567399e-07-2.72272822e-10j
  1.20307329e-07+4.39957758e-04j]]"
-2269.8006922186255j,"[[1.20641874e-07+4.40566718e-04j 1.94100513e-07-2.77169313e-10j
  1.94100513e-07-2.77169313e-10j]
 [1.94100513e-07-2.77169313e-10j 1.20641874e-07+4.40566718e-04j
  1.94100513e-07-2.77169313e-10j]
 [1.94100513e-07-2.77169313e-10j 1.94100513e-07-2.77169313e-10j
  1.20641874e-07+4.40566718e-04j]]"
-2266.659099565036j,"[[1.20965042e-07+4.41177328e-04j 1.94638809e-07-2.77817302e-10j
  1.94638809e-07-2.77817302e-10j]
 [1.94638809e-07-2.77817302e-10j 1.20965042e-07+4.41177328e-04j
  1.94638809e-07-2.77817302e-10j]
 [1.94638809e-07-2.77817302e-10j 1.94638809e-07-2.77817302e-10j
  1.20965042e-07+4.41177328e-04j]]"
-2263.517506911446j,"[[1.21311481e-07+4.41789594e-04j 1.95174215e-07-2.74276031e-10j
  1.95174215e-07-2.74276031e-10j]
 [1.95174215e-07-2.74276031e-10j 1.21311481e-07+4.41789594e-04j
  1.95174215e-07-2.74276031e-10j]
 [1.95174215e-07-2.74276031e-10j 1.95174215e-07-2.74276031e-10j
  1.21311481e-07+4.41789594e-04j]]"
-2260.375914257856j,"[[1.21646107e-07+4.42403633e-04j 1.95716777e-07-2.82867872e-10j
  1.95716777e-07-2.82867872e-10j]
 [1.95716777e-07-2.82867872e-10j 1.21646107e-07+4.42403633e-04j
  1.95716777e-07-2.82867872e-10j]
 [1.95716777e-07-2.82867872e-10j 1.95716777e-07-2.82867872e-10j
  1.21646107e-07+4.42403633e-04j]]"
-2257.2343216042664j,"[[1.21989130e-07+4.43019343e-04j 1.96262795e-07-2.80231709e-10j
  1.96262795e-07-2.80231709e-10j]
 [1.96262795e-07-2.80231709e-10j 1.21989130e-07+4.43019343e-04j
  1.96262795e-07-2.80231709e-10j]
 [1.96262795e-07-2.80231709e-10j 1.96262795e-07-2.80231709e-10j
  1.21989130e-07+4.43019343e-04j]]"
-2254.0927289506767j,"[[1.22326193e-07+4.43636816e-04j 1.96808820e-07-2.84231386e-10j
  1.96808820e-07-2.84231386e-10j]
 [1.96808820e-07-2.84231386e-10j 1.22326193e-07+4.43636816e-04j
  1.96808820e-07-2.84231386e-10j]
 [1.96808820e-07-2.84231386e-10j 1.96808820e-07-2.84231386e-10j
  1.22326193e-07+4.43636816e-04j]]"
