iw_n,G_iw_n
-2140.566994423227j,"[[8.63183929e-14+4.67164750e-04j 1.89184422e-07-1.09225679e-07j
  1.88810561e-07+1.09009849e-07j]
 [1.88810561e-07+1.09009849e-07j 8.63183929e-14+4.67164750e-04j
  1.89184422e-07-1.09225679e-07j]
 [1.89184422e-07-1.09225679e-07j 1.88810561e-07+1.09009849e-07j
  8.63183929e-14+4.67164750e-04j]]"
-2137.7110011017817j,"[[8.68532943e-14+4.67789097e-04j 1.89660624e-07-1.09500630e-07j
  1.89349260e-07+1.09320843e-07j]
 [1.89349260e-07+1.09320843e-07j 8.68532943e-14+4.67789097e-04j
  1.89660624e-07-1.09500630e-07j]
 [1.89660624e-07-1.09500630e-07j 1.89349260e-07+1.09320843e-07j
  8.68532943e-14+4.67789097e-04j]]"
-2134.8550077803366j,"[[5.31626271e-15+4.68414995e-04j 1.90195140e-07-1.09809211e-07j
  1.89859883e-07+1.09615640e-07j]
 [1.89859883e-07+1.09615640e-07j 5.31626271e-15+4.68414995e-04j
  1.90195140e-07-1.09809211e-07j]
 [1.90195140e-07-1.09809211e-07j 1.89859883e-07+1.09615640e-07j
  5.31626271e-15+4.68414995e-04j]]"
-2131.9990144588915j,"[[2.97931530e-14+4.69042339e-04j 1.90719316e-07-1.10111832e-07j
  1.90349465e-07+1.09898321e-07j]
 [1.90349465e-07+1.09898321e-07j 2.97931530e-14+4.69042339e-04j
  1.90719316e-07-1.10111832e-07j]
 [1.90719316e-07-1.10111832e-07j 1.90349465e-07+1.09898321e-07j
  2.97931530e-14+4.69042339e-04j]]"
-2129.143021137446j,"[[2.71465026e-14+4.69671481e-04j 1.91202014e-07-1.10390528e-07j
  1.90854455e-07+1.10189867e-07j]
 [1.90854455e-07+1.10189867e-07j 2.71465026e-14+4.69671481e-04j
  1.91202014e-07-1.10390528e-07j]
 [1.91202014e-07-1.10390528e-07j 1.90854455e-07+1.10189867e-07j
  2.71465026e-14+4.69671481e-04j]]"
-2126.287027816001j,"[[1.06181981e-14+4.70302288e-04j 1.91751514e-07-1.10707785e-07j
  1.91363862e-07+1.10483977e-07j]
 [1.91363862e-07+1.10483977e-07j 1.06181981e-14+4.70302288e-04j
  1.91751514e-07-1.10707785e-07j]
 [1.91751514e-07-1.10707785e-07j 1.91363862e-07+1.10483977e-07j
  1.06181981e-14+4.70302288e-04j]]"
-2123.4310344945557j,"[[4.02840597e-14+4.70934765e-04j 1.92242140e-07-1.10991050e-07j
  1.91886033e-07+1.10785464e-07j]
 [1.91886033e-07+1.10785464e-07j 4.02840597e-14+4.70934765e-04j
  1.92242140e-07-1.10991050e-07j]
 [1.92242140e-07-1.10991050e-07j 1.91886033e-07+1.10785464e-07j
  4.02840597e-14+4.70934765e-04j]]"
-2120.5750411731105j,"[[6.05353023e-15+4.71569337e-04j 1.92754800e-07-1.11287034e-07j
  1.92416965e-07+1.11091978e-07j]
 [1.92416965e-07+1.11091978e-07j 6.05353023e-15+4.71569337e-04j
  1.92754800e-07-1.11287034e-07j]
 [1.92754800e-07-1.11287034e-07j 1.92416965e-07+1.11091978e-07j
  6.05353023e-15+4.71569337e-04j]]"
-2117.719047851665j,"[[-5.50427123e-14+4.72205242e-04j  1.93268196e-07-1.11583425e-07j
   1.92909810e-07+1.11376538e-07j]
 [ 1.92909810e-07+1.11376538e-07j -5.50427123e-14+4.72205242e-04j
   1.93268196e-07-1.11583425e-07j]
 [ 1.93268196e-07-1.11583425e-07j  1.92909810e-07+1.11376538e-07j
  -5.50427123e-14+4.72205242e-04j]]"
-2114.86305453022j,"[[2.18530281e-14+4.72842705e-04j 1.93785262e-07-1.11881963e-07j
  1.93412196e-07+1.11666602e-07j]
 [1.93412196e-07+1.11666602e-07j 2.18530281e-14+4.72842705e-04j
  1.93785262e-07-1.11881963e-07j]
 [1.93785262e-07-1.11881963e-07j 1.93412196e-07+1.11666602e-07j
  2.18530281e-14+4.72842705e-04j]]"
-2112.0070612087743j,"[[1.02295030e-14+4.73482299e-04j 1.94310928e-07-1.12185477e-07j
  1.93950351e-07+1.11977283e-07j]
 [1.93950351e-07+1.11977283e-07j 1.02295030e-14+4.73482299e-04j
  1.94310928e-07-1.12185477e-07j]
 [1.94310928e-07-1.12185477e-07j 1.93950351e-07+1.11977283e-07j
  1.02295030e-14+4.73482299e-04j]]"
-2109.1510678873287j,"[[2.56531690e-15+4.74123289e-04j 1.94831114e-07-1.12485790e-07j
  1.94498325e-07+1.12293661e-07j]
 [1.94498325e-07+1.12293661e-07j 2.56531690e-15+4.74123289e-04j
  1.94831114e-07-1.12485790e-07j]
 [1.94831114e-07-1.12485790e-07j 1.94498325e-07+1.12293661e-07j
  2.56531690e-15+4.74123289e-04j]]"
-2106.2950745658836j,"[[2.97899025e-14+4.74766258e-04j 1.95387789e-07-1.12807189e-07j
  1.94991038e-07+1.12578140e-07j]
 [1.94991038e-07+1.12578140e-07j 2.97899025e-14+4.74766258e-04j
  1.95387789e-07-1.12807189e-07j]
 [1.95387789e-07-1.12807189e-07j 1.94991038e-07+1.12578140e-07j
  2.97899025e-14+4.74766258e-04j]]"
-2103.4390812444385j,"[[-1.43316193e-14+4.75410875e-04j  1.95930731e-07-1.13120663e-07j
   1.95550717e-07+1.12901259e-07j]
 [ 1.95550717e-07+1.12901259e-07j -1.43316193e-14+4.75410875e-04j
   1.95930731e-07-1.13120663e-07j]
 [ 1.95930731e-07-1.13120663e-07j  1.95550717e-07+1.12901259e-07j
  -1.43316193e-14+4.75410875e-04j]]"
-2100.5830879229934j,"[[-5.18624516e-14+4.76057263e-04j  1.96442006e-07-1.13415838e-07j
   1.96063471e-07+1.13197311e-07j]
 [ 1.96063471e-07+1.13197311e-07j -5.18624516e-14+4.76057263e-04j
   1.96442006e-07-1.13415838e-07j]
 [ 1.96442006e-07-1.13415838e-07j  1.96063471e-07+1.13197311e-07j
  -5.18624516e-14+4.76057263e-04j]]"
-2097.727094601548j,"[[-2.74585207e-15+4.76705441e-04j  1.97011178e-07-1.13744462e-07j
   1.96612674e-07+1.13514384e-07j]
 [ 1.96612674e-07+1.13514384e-07j -2.74585207e-15+4.76705441e-04j
   1.97011178e-07-1.13744462e-07j]
 [ 1.97011178e-07-1.13744462e-07j  1.96612674e-07+1.13514384e-07j
  -2.74585207e-15+4.76705441e-04j]]"
-2094.8711012801027j,"[[-1.15439428e-14+4.77355330e-04j  1.97527849e-07-1.14042778e-07j
   1.97155942e-07+1.13828023e-07j]
 [ 1.97155942e-07+1.13828023e-07j -1.15439428e-14+4.77355330e-04j
   1.97527849e-07-1.14042778e-07j]
 [ 1.97527849e-07-1.14042778e-07j  1.97155942e-07+1.13828023e-07j
  -1.15439428e-14+4.77355330e-04j]]"
-2092.0151079586576j,"[[-8.10679630e-14+4.78007052e-04j  1.98081220e-07-1.14362236e-07j
   1.97678151e-07+1.14129527e-07j]
 [ 1.97678151e-07+1.14129527e-07j -8.10679630e-14+4.78007052e-04j
   1.98081220e-07-1.14362236e-07j]
 [ 1.98081220e-07-1.14362236e-07j  1.97678151e-07+1.14129527e-07j
  -8.10679630e-14+4.78007052e-04j]]"
-2089.1591146372125j,"[[-2.11882579e-14+4.78660523e-04j  1.98626067e-07-1.14676820e-07j
   1.98248383e-07+1.14458759e-07j]
 [ 1.98248383e-07+1.14458759e-07j -2.11882579e-14+4.78660523e-04j
   1.98626067e-07-1.14676820e-07j]
 [ 1.98626067e-07-1.14676820e-07j  1.98248383e-07+1.14458759e-07j
  -2.11882579e-14+4.78660523e-04j]]"
