iw_n,G_iw_n
-3139.4982584873997j,"[[-2.02728261e-14+3.18521901e-04j  8.79207790e-08-5.07610838e-08j
   8.77992143e-08+5.06909019e-08j]
 [ 8.77992143e-08+5.06909019e-08j -2.02728261e-14+3.18521901e-04j
   8.79207790e-08-5.07610838e-08j]
 [ 8.79207790e-08-5.07610838e-08j  8.77992143e-08+5.06909019e-08j
  -2.02728261e-14+3.18521901e-04j]]"
-3135.3094682826136j,"[[3.17916064e-14+3.18947493e-04j 8.81648326e-08-5.09019896e-08j
  8.80442703e-08+5.08323833e-08j]
 [8.80442703e-08+5.08323833e-08j 3.17916064e-14+3.18947493e-04j
  8.81648326e-08-5.09019896e-08j]
 [8.81648326e-08-5.09019896e-08j 8.80442703e-08+5.08323833e-08j
  3.17916064e-14+3.18947493e-04j]]"
-3131.120678077827j,"[[2.82652379e-14+3.19374104e-04j 8.83864774e-08-5.10299606e-08j
  8.82789280e-08+5.09678586e-08j]
 [8.82789280e-08+5.09678586e-08j 2.82652379e-14+3.19374104e-04j
  8.83864774e-08-5.10299606e-08j]
 [8.83864774e-08-5.10299606e-08j 8.82789280e-08+5.09678586e-08j
  2.82652379e-14+3.19374104e-04j]]"
-3126.931887873041j,"[[-4.75017817e-14+3.19801950e-04j  8.86292261e-08-5.11701052e-08j
   8.85123511e-08+5.11026337e-08j]
 [ 8.85123511e-08+5.11026337e-08j -4.75017817e-14+3.19801950e-04j
   8.86292261e-08-5.11701052e-08j]
 [ 8.86292261e-08-5.11701052e-08j  8.85123511e-08+5.11026337e-08j
  -4.75017817e-14+3.19801950e-04j]]"
-3122.743097668254j,"[[1.45843510e-14+3.20230954e-04j 8.88737917e-08-5.13113100e-08j
  8.87429900e-08+5.12357884e-08j]
 [8.87429900e-08+5.12357884e-08j 1.45843510e-14+3.20230954e-04j
  8.88737917e-08-5.13113100e-08j]
 [8.88737917e-08-5.13113100e-08j 8.87429900e-08+5.12357884e-08j
  1.45843510e-14+3.20230954e-04j]]"
-3118.554307463468j,"[[2.45064345e-14+3.20661032e-04j 8.90775918e-08-5.14289714e-08j
  8.89892708e-08+5.13779747e-08j]
 [8.89892708e-08+5.13779747e-08j 2.45064345e-14+3.20661032e-04j
  8.90775918e-08-5.14289714e-08j]
 [8.90775918e-08-5.14289714e-08j 8.89892708e-08+5.13779747e-08j
  2.45064345e-14+3.20661032e-04j]]"
-3114.365517258682j,"[[-5.72845037e-14+3.21092324e-04j  8.93520183e-08-5.15874096e-08j
   8.92087298e-08+5.15046863e-08j]
 [ 8.92087298e-08+5.15046863e-08j -5.72845037e-14+3.21092324e-04j
   8.93520183e-08-5.15874096e-08j]
 [ 8.93520183e-08-5.15874096e-08j  8.92087298e-08+5.15046863e-08j
  -5.72845037e-14+3.21092324e-04j]]"
-3110.1767270538953j,"[[2.46817952e-15+3.21524820e-04j 8.95781776e-08-5.17179881e-08j
  8.94627060e-08+5.16513150e-08j]
 [8.94627060e-08+5.16513150e-08j 2.46817952e-15+3.21524820e-04j
  8.95781776e-08-5.17179881e-08j]
 [8.95781776e-08-5.17179881e-08j 8.94627060e-08+5.16513150e-08j
  2.46817952e-15+3.21524820e-04j]]"
-3105.987936849109j,"[[6.31182619e-15+3.21958515e-04j 8.98238404e-08-5.18598213e-08j
  8.97058175e-08+5.17916768e-08j]
 [8.97058175e-08+5.17916768e-08j 6.31182619e-15+3.21958515e-04j
  8.98238404e-08-5.18598213e-08j]
 [8.98238404e-08-5.18598213e-08j 8.97058175e-08+5.17916768e-08j
  6.31182619e-15+3.21958515e-04j]]"
-3101.7991466443223j,"[[-3.42213376e-14+3.22393091e-04j  9.00532860e-08-5.19922899e-08j
   8.99429169e-08+5.19285673e-08j]
 [ 8.99429169e-08+5.19285673e-08j -3.42213376e-14+3.22393091e-04j
   9.00532860e-08-5.19922899e-08j]
 [ 9.00532860e-08-5.19922899e-08j  8.99429169e-08+5.19285673e-08j
  -3.42213376e-14+3.22393091e-04j]]"
