iw_n,G_iw_n
-397.7256299444678j,"[[3.12384109e-11+2.51414214e-03j 5.50093783e-06-3.17596835e-06j
  5.44671692e-06+3.14466318e-06j]
 [5.44671692e-06+3.14466318e-06j 3.12384109e-11+2.51414214e-03j
  5.50093783e-06-3.17596835e-06j]
 [5.50093783e-06-3.17596835e-06j 5.44671692e-06+3.14466318e-06j
  3.12384109e-11+2.51414214e-03j]]"
-397.30675092398917j,"[[3.05685863e-11+2.51679435e-03j 5.51241949e-06-3.18259763e-06j
  5.45841886e-06+3.15141945e-06j]
 [5.45841886e-06+3.15141945e-06j 3.05685863e-11+2.51679435e-03j
  5.51241949e-06-3.18259763e-06j]
 [5.51241949e-06-3.18259763e-06j 5.45841886e-06+3.15141945e-06j
  3.05685863e-11+2.51679435e-03j]]"
-396.88787190351053j,"[[2.99787782e-11+2.51944835e-03j 5.52466757e-06-3.18966882e-06j
  5.46957108e-06+3.15785842e-06j]
 [5.46957108e-06+3.15785842e-06j 2.99787782e-11+2.51944835e-03j
  5.52466757e-06-3.18966882e-06j]
 [5.52466757e-06-3.18966882e-06j 5.46957108e-06+3.15785842e-06j
  2.99787782e-11+2.51944835e-03j]]"
-396.4689928830319j,"[[3.13224559e-11+2.52211062e-03j 5.53571111e-06-3.19604429e-06j
  5.48082244e-06+3.16435392e-06j]
 [5.48082244e-06+3.16435392e-06j 3.13224559e-11+2.52211062e-03j
  5.53571111e-06-3.19604429e-06j]
 [5.53571111e-06-3.19604429e-06j 5.48082244e-06+3.16435392e-06j
  3.13224559e-11+2.52211062e-03j]]"
-396.05011386255325j,"[[3.23095808e-11+2.52477727e-03j 5.54821505e-06-3.20326391e-06j
  5.49258293e-06+3.17114385e-06j]
 [5.49258293e-06+3.17114385e-06j 3.23095808e-11+2.52477727e-03j
  5.54821505e-06-3.20326391e-06j]
 [5.54821505e-06-3.20326391e-06j 5.49258293e-06+3.17114385e-06j
  3.23095808e-11+2.52477727e-03j]]"
-395.6312348420746j,"[[3.19515063e-11+2.52745079e-03j 5.55993696e-06-3.21003173e-06j
  5.50379805e-06+3.17761905e-06j]
 [5.50379805e-06+3.17761905e-06j 3.19515063e-11+2.52745079e-03j
  5.55993696e-06-3.21003173e-06j]
 [5.55993696e-06-3.21003173e-06j 5.50379805e-06+3.17761905e-06j
  3.19515063e-11+2.52745079e-03j]]"
-395.21235582159596j,"[[3.10494653e-11+2.53012801e-03j 5.57135503e-06-3.21662359e-06j
  5.51574775e-06+3.18451855e-06j]
 [5.51574775e-06+3.18451855e-06j 3.10494653e-11+2.53012801e-03j
  5.57135503e-06-3.21662359e-06j]
 [5.57135503e-06-3.21662359e-06j 5.51574775e-06+3.18451855e-06j
  3.10494653e-11+2.53012801e-03j]]"
-394.7934768011173j,"[[3.23314129e-11+2.53281324e-03j 5.58428107e-06-3.22408687e-06j
  5.52668162e-06+3.19083092e-06j]
 [5.52668162e-06+3.19083092e-06j 3.23314129e-11+2.53281324e-03j
  5.58428107e-06-3.22408687e-06j]
 [5.58428107e-06-3.22408687e-06j 5.52668162e-06+3.19083092e-06j
  3.23314129e-11+2.53281324e-03j]]"
-394.3745977806387j,"[[3.11516180e-11+2.5355022e-03j 5.59538788e-06-3.2304990e-06j
  5.53941711e-06+3.1981838e-06j]
 [5.53941711e-06+3.1981838e-06j 3.11516180e-11+2.5355022e-03j
  5.59538788e-06-3.2304990e-06j]
 [5.59538788e-06-3.2304990e-06j 5.53941711e-06+3.1981838e-06j
  3.11516180e-11+2.5355022e-03j]]"
-393.9557187601601j,"[[3.20038642e-11+2.53820068e-03j 5.60728390e-06-3.23736688e-06j
  5.55114327e-06+3.20495361e-06j]
 [5.55114327e-06+3.20495361e-06j 3.20038642e-11+2.53820068e-03j
  5.60728390e-06-3.23736688e-06j]
 [5.60728390e-06-3.23736688e-06j 5.55114327e-06+3.20495361e-06j
  3.20038642e-11+2.53820068e-03j]]"
-393.5368397396814j,"[[3.08117026e-11+2.54089970e-03j 5.61913396e-06-3.24420933e-06j
  5.56262606e-06+3.21158381e-06j]
 [5.56262606e-06+3.21158381e-06j 3.08117026e-11+2.54089970e-03j
  5.61913396e-06-3.24420933e-06j]
 [5.61913396e-06-3.24420933e-06j 5.56262606e-06+3.21158381e-06j
  3.08117026e-11+2.54089970e-03j]]"
-393.11796071920276j,"[[3.20449221e-11+2.54360818e-03j 5.63179439e-06-3.25151850e-06j
  5.57419462e-06+3.21826242e-06j]
 [5.57419462e-06+3.21826242e-06j 3.20449221e-11+2.54360818e-03j
  5.63179439e-06-3.25151850e-06j]
 [5.63179439e-06-3.25151850e-06j 5.57419462e-06+3.21826242e-06j
  3.20449221e-11+2.54360818e-03j]]"
-392.69908169872417j,"[[3.13642312e-11+2.54632024e-03j 5.64377770e-06-3.25843656e-06j
  5.58621518e-06+3.22520234e-06j]
 [5.58621518e-06+3.22520234e-06j 3.13642312e-11+2.54632024e-03j
  5.64377770e-06-3.25843656e-06j]
 [5.64377770e-06-3.25843656e-06j 5.58621518e-06+3.22520234e-06j
  3.13642312e-11+2.54632024e-03j]]"
-392.28020267824553j,"[[3.16254413e-11+2.54903891e-03j 5.65584681e-06-3.26540516e-06j
  5.59843718e-06+3.23225958e-06j]
 [5.59843718e-06+3.23225958e-06j 3.16254413e-11+2.54903891e-03j
  5.65584681e-06-3.26540516e-06j]
 [5.65584681e-06-3.26540516e-06j 5.59843718e-06+3.23225958e-06j
  3.16254413e-11+2.54903891e-03j]]"
-391.86132365776683j,"[[3.04890232e-11+2.55176214e-03j 5.66863287e-06-3.27278661e-06j
  5.60990781e-06+3.23888177e-06j]
 [5.60990781e-06+3.23888177e-06j 3.04890232e-11+2.55176214e-03j
  5.66863287e-06-3.27278661e-06j]
 [5.66863287e-06-3.27278661e-06j 5.60990781e-06+3.23888177e-06j
  3.04890232e-11+2.55176214e-03j]]"
-391.44244463728825j,"[[3.21601254e-11+2.55449301e-03j 5.68067735e-06-3.27974074e-06j
  5.62206311e-06+3.24589918e-06j]
 [5.62206311e-06+3.24589918e-06j 3.21601254e-11+2.55449301e-03j
  5.68067735e-06-3.27974074e-06j]
 [5.68067735e-06-3.27974074e-06j 5.62206311e-06+3.24589918e-06j
  3.21601254e-11+2.55449301e-03j]]"
-391.0235656168096j,"[[3.19718117e-11+2.55722985e-03j 5.69180428e-06-3.28616516e-06j
  5.63465632e-06+3.25317003e-06j]
 [5.63465632e-06+3.25317003e-06j 3.19718117e-11+2.55722985e-03j
  5.69180428e-06-3.28616516e-06j]
 [5.69180428e-06-3.28616516e-06j 5.63465632e-06+3.25317003e-06j
  3.19718117e-11+2.55722985e-03j]]"
-390.6046865963309j,"[[3.09391219e-11+2.55997199e-03j 5.70381168e-06-3.29309737e-06j
  5.64674552e-06+3.26015031e-06j]
 [5.64674552e-06+3.26015031e-06j 3.09391219e-11+2.55997199e-03j
  5.70381168e-06-3.29309737e-06j]
 [5.70381168e-06-3.29309737e-06j 5.64674552e-06+3.26015031e-06j
  3.09391219e-11+2.55997199e-03j]]"
-390.18580757585227j,"[[3.12605397e-11+2.56272059e-03j 5.71710769e-06-3.30077388e-06j
  5.65858999e-06+3.26698774e-06j]
 [5.65858999e-06+3.26698774e-06j 3.12605397e-11+2.56272059e-03j
  5.71710769e-06-3.30077388e-06j]
 [5.71710769e-06-3.30077388e-06j 5.65858999e-06+3.26698774e-06j
  3.12605397e-11+2.56272059e-03j]]"
-389.7669285553737j,"[[3.00333080e-11+2.56547398e-03j 5.72897558e-06-3.30762591e-06j
  5.67020371e-06+3.27369368e-06j]
 [5.67020371e-06+3.27369368e-06j 3.00333080e-11+2.56547398e-03j
  5.72897558e-06-3.30762591e-06j]
 [5.72897558e-06-3.30762591e-06j 5.67020371e-06+3.27369368e-06j
  3.00333080e-11+2.56547398e-03j]]"
-389.34804953489504j,"[[2.97571978e-11+2.56823317e-03j 5.74107636e-06-3.31461272e-06j
  5.68212487e-06+3.28057675e-06j]
 [5.68212487e-06+3.28057675e-06j 2.97571978e-11+2.56823317e-03j
  5.74107636e-06-3.31461272e-06j]
 [5.74107636e-06-3.31461272e-06j 5.68212487e-06+3.28057675e-06j
  2.97571978e-11+2.56823317e-03j]]"
-388.92917051441634j,"[[3.09938891e-11+2.57100076e-03j 5.75386172e-06-3.32199348e-06j
  5.69536919e-06+3.28822248e-06j]
 [5.69536919e-06+3.28822248e-06j 3.09938891e-11+2.57100076e-03j
  5.75386172e-06-3.32199348e-06j]
 [5.75386172e-06-3.32199348e-06j 5.69536919e-06+3.28822248e-06j
  3.09938891e-11+2.57100076e-03j]]"
-388.51029149393776j,"[[3.22063410e-11+2.57377025e-03j 5.76636899e-06-3.32921495e-06j
  5.70663347e-06+3.29472643e-06j]
 [5.70663347e-06+3.29472643e-06j 3.22063410e-11+2.57377025e-03j
  5.76636899e-06-3.32921495e-06j]
 [5.76636899e-06-3.32921495e-06j 5.70663347e-06+3.29472643e-06j
  3.22063410e-11+2.57377025e-03j]]"
-388.0914124734591j,"[[3.14252321e-11+2.57654811e-03j 5.77767549e-06-3.33574228e-06j
  5.71961630e-06+3.30222179e-06j]
 [5.71961630e-06+3.30222179e-06j 3.14252321e-11+2.57654811e-03j
  5.77767549e-06-3.33574228e-06j]
 [5.77767549e-06-3.33574228e-06j 5.71961630e-06+3.30222179e-06j
  3.14252321e-11+2.57654811e-03j]]"
-387.6725334529805j,"[[3.07685527e-11+2.57933373e-03j 5.79140927e-06-3.34367165e-06j
  5.73182185e-06+3.30926831e-06j]
 [5.73182185e-06+3.30926831e-06j 3.07685527e-11+2.57933373e-03j
  5.79140927e-06-3.34367165e-06j]
 [5.79140927e-06-3.34367165e-06j 5.73182185e-06+3.30926831e-06j
  3.07685527e-11+2.57933373e-03j]]"
-387.25365443250183j,"[[3.17908869e-11+2.58212112e-03j 5.80323490e-06-3.35049972e-06j
  5.74371259e-06+3.31613390e-06j]
 [5.74371259e-06+3.31613390e-06j 3.17908869e-11+2.58212112e-03j
  5.80323490e-06-3.35049972e-06j]
 [5.80323490e-06-3.35049972e-06j 5.74371259e-06+3.31613390e-06j
  3.17908869e-11+2.58212112e-03j]]"
-386.8347754120232j,"[[3.18651419e-11+2.58491696e-03j 5.81597388e-06-3.35785414e-06j
  5.75600022e-06+3.32322795e-06j]
 [5.75600022e-06+3.32322795e-06j 3.18651419e-11+2.58491696e-03j
  5.81597388e-06-3.35785414e-06j]
 [5.81597388e-06-3.35785414e-06j 5.75600022e-06+3.32322795e-06j
  3.18651419e-11+2.58491696e-03j]]"
-386.41589639154455j,"[[3.23549441e-11+2.58771787e-03j 5.82841233e-06-3.36503592e-06j
  5.76915719e-06+3.33082431e-06j]
 [5.76915719e-06+3.33082431e-06j 3.23549441e-11+2.58771787e-03j
  5.82841233e-06-3.36503592e-06j]
 [5.82841233e-06-3.36503592e-06j 5.76915719e-06+3.33082431e-06j
  3.23549441e-11+2.58771787e-03j]]"
-385.9970173710659j,"[[3.18066963e-11+2.59052586e-03j 5.84174182e-06-3.37273189e-06j
  5.78054194e-06+3.33739736e-06j]
 [5.78054194e-06+3.33739736e-06j 3.18066963e-11+2.59052586e-03j
  5.84174182e-06-3.37273189e-06j]
 [5.84174182e-06-3.37273189e-06j 5.78054194e-06+3.33739736e-06j
  3.18066963e-11+2.59052586e-03j]]"
-385.57813835058727j,"[[3.25676708e-11+2.59334019e-03j 5.85460402e-06-3.38015722e-06j
  5.79363928e-06+3.34495927e-06j]
 [5.79363928e-06+3.34495927e-06j 3.25676708e-11+2.59334019e-03j
  5.85460402e-06-3.38015722e-06j]
 [5.85460402e-06-3.38015722e-06j 5.79363928e-06+3.34495927e-06j
  3.25676708e-11+2.59334019e-03j]]"
-385.1592593301086j,"[[3.41884445e-11+2.59616124e-03j 5.86705963e-06-3.38734875e-06j
  5.80723105e-06+3.35280603e-06j]
 [5.80723105e-06+3.35280603e-06j 3.41884445e-11+2.59616124e-03j
  5.86705963e-06-3.38734875e-06j]
 [5.86705963e-06-3.38734875e-06j 5.80723105e-06+3.35280603e-06j
  3.41884445e-11+2.59616124e-03j]]"
-384.74038030963004j,"[[3.36892706e-11+2.59898637e-03j 5.88041170e-06-3.39505796e-06j
  5.82005048e-06+3.36020747e-06j]
 [5.82005048e-06+3.36020747e-06j 3.36892706e-11+2.59898637e-03j
  5.88041170e-06-3.39505796e-06j]
 [5.88041170e-06-3.39505796e-06j 5.82005048e-06+3.36020747e-06j
  3.36892706e-11+2.59898637e-03j]]"
-384.32150128915134j,"[[3.39822934e-11+2.60181820e-03j 5.89312755e-06-3.40239906e-06j
  5.83140777e-06+3.36676425e-06j]
 [5.83140777e-06+3.36676425e-06j 3.39822934e-11+2.60181820e-03j
  5.89312755e-06-3.40239906e-06j]
 [5.89312755e-06-3.40239906e-06j 5.83140777e-06+3.36676425e-06j
  3.39822934e-11+2.60181820e-03j]]"
-383.9026222686727j,"[[3.25560812e-11+2.60465727e-03j 5.90622819e-06-3.40996283e-06j
  5.84440866e-06+3.37427091e-06j]
 [5.84440866e-06+3.37427091e-06j 3.25560812e-11+2.60465727e-03j
  5.90622819e-06-3.40996283e-06j]
 [5.90622819e-06-3.40996283e-06j 5.84440866e-06+3.37427091e-06j
  3.25560812e-11+2.60465727e-03j]]"
-383.4837432481941j,"[[3.31607686e-11+2.60750135e-03j 5.91803275e-06-3.41677814e-06j
  5.85718254e-06+3.38164579e-06j]
 [5.85718254e-06+3.38164579e-06j 3.31607686e-11+2.60750135e-03j
  5.91803275e-06-3.41677814e-06j]
 [5.91803275e-06-3.41677814e-06j 5.85718254e-06+3.38164579e-06j
  3.31607686e-11+2.60750135e-03j]]"
-383.0648642277155j,"[[3.10419360e-11+2.61035360e-03j 5.93212715e-06-3.42491549e-06j
  5.86983287e-06+3.38894982e-06j]
 [5.86983287e-06+3.38894982e-06j 3.10419360e-11+2.61035360e-03j
  5.93212715e-06-3.42491549e-06j]
 [5.93212715e-06-3.42491549e-06j 5.86983287e-06+3.38894982e-06j
  3.10419360e-11+2.61035360e-03j]]"
-382.6459852072368j,"[[3.26527867e-11+2.61321052e-03j 5.94504771e-06-3.43237512e-06j
  5.88318672e-06+3.39665868e-06j]
 [5.88318672e-06+3.39665868e-06j 3.26527867e-11+2.61321052e-03j
  5.94504771e-06-3.43237512e-06j]
 [5.94504771e-06-3.43237512e-06j 5.88318672e-06+3.39665868e-06j
  3.26527867e-11+2.61321052e-03j]]"
-382.22710618675814j,"[[3.23687962e-11+2.61607375e-03j 5.95785585e-06-3.43977002e-06j
  5.89553167e-06+3.40378673e-06j]
 [5.89553167e-06+3.40378673e-06j 3.23687962e-11+2.61607375e-03j
  5.95785585e-06-3.43977002e-06j]
 [5.95785585e-06-3.43977002e-06j 5.89553167e-06+3.40378673e-06j
  3.23687962e-11+2.61607375e-03j]]"
