iw_n,G_iw_n
-2242.498756062428j,"[[1.46514723e-14+4.45930467e-04j 1.72360360e-07-9.95123084e-08j
  1.72054553e-07+9.93357344e-08j]
 [1.72054553e-07+9.93357344e-08j 1.46514723e-14+4.45930467e-04j
  1.72360360e-07-9.95123084e-08j]
 [1.72360360e-07-9.95123084e-08j 1.72054553e-07+9.93357344e-08j
  1.46514723e-14+4.45930467e-04j]]"
-2239.5067630590097j,"[[-2.50175373e-15+4.46526256e-04j  1.72819791e-07-9.97775564e-08j
   1.72520607e-07+9.96048112e-08j]
 [ 1.72520607e-07+9.96048112e-08j -2.50175373e-15+4.46526256e-04j
   1.72819791e-07-9.97775564e-08j]
 [ 1.72819791e-07-9.97775564e-08j  1.72520607e-07+9.96048112e-08j
  -2.50175373e-15+4.46526256e-04j]]"
-2236.514770055591j,"[[4.71954658e-14+4.47123673e-04j 1.73290030e-07-1.00049050e-07j
  1.72972747e-07+9.98658600e-08j]
 [1.72972747e-07+9.98658600e-08j 4.71954658e-14+4.47123673e-04j
  1.73290030e-07-1.00049050e-07j]
 [1.73290030e-07-1.00049050e-07j 1.72972747e-07+9.98658600e-08j
  4.71954658e-14+4.47123673e-04j]]"
-2233.522777052172j,"[[3.17702772e-16+4.47722653e-04j 1.73753222e-07-1.00316466e-07j
  1.73445265e-07+1.00138666e-07j]
 [1.73445265e-07+1.00138666e-07j 3.17702772e-16+4.47722653e-04j
  1.73753222e-07-1.00316466e-07j]
 [1.73753222e-07-1.00316466e-07j 1.73445265e-07+1.00138666e-07j
  3.17702772e-16+4.47722653e-04j]]"
-2230.530784048753j,"[[8.07530644e-15+4.48323194e-04j 1.74227800e-07-1.00590470e-07j
  1.73906776e-07+1.00405127e-07j]
 [1.73906776e-07+1.00405127e-07j 8.07530644e-15+4.48323194e-04j
  1.74227800e-07-1.00590470e-07j]
 [1.74227800e-07-1.00590470e-07j 1.73906776e-07+1.00405127e-07j
  8.07530644e-15+4.48323194e-04j]]"
-2227.538791045334j,"[[8.27158410e-15+4.48925382e-04j 1.74692376e-07-1.00858686e-07j
  1.74384016e-07+1.00680657e-07j]
 [1.74384016e-07+1.00680657e-07j 8.27158410e-15+4.48925382e-04j
  1.74692376e-07-1.00858686e-07j]
 [1.74692376e-07-1.00858686e-07j 1.74384016e-07+1.00680657e-07j
  8.27158410e-15+4.48925382e-04j]]"
-2224.5467980419153j,"[[-2.7515133e-14+4.49529176e-04j  1.7516336e-07-1.01130611e-07j
   1.7485084e-07+1.00950182e-07j]
 [ 1.7485084e-07+1.00950182e-07j -2.7515133e-14+4.49529176e-04j
   1.7516336e-07-1.01130611e-07j]
 [ 1.7516336e-07-1.01130611e-07j  1.7485084e-07+1.00950182e-07j
  -2.7515133e-14+4.49529176e-04j]]"
-2221.554805038497j,"[[1.59305598e-14+4.50134622e-04j 1.75634671e-07-1.01402725e-07j
  1.75321887e-07+1.01222140e-07j]
 [1.75321887e-07+1.01222140e-07j 1.59305598e-14+4.50134622e-04j
  1.75634671e-07-1.01402725e-07j]
 [1.75634671e-07-1.01402725e-07j 1.75321887e-07+1.01222140e-07j
  1.59305598e-14+4.50134622e-04j]]"
-2218.5628120350775j,"[[-2.33394741e-14+4.50741645e-04j  1.76109393e-07-1.01676803e-07j
   1.75788178e-07+1.01491350e-07j]
 [ 1.75788178e-07+1.01491350e-07j -2.33394741e-14+4.50741645e-04j
   1.76109393e-07-1.01676803e-07j]
 [ 1.76109393e-07-1.01676803e-07j  1.75788178e-07+1.01491350e-07j
  -2.33394741e-14+4.50741645e-04j]]"
-2215.5708190316586j,"[[-8.04351920e-15+4.51350294e-04j  1.76586151e-07-1.01952066e-07j
   1.76272632e-07+1.01771053e-07j]
 [ 1.76272632e-07+1.01771053e-07j -8.04351920e-15+4.51350294e-04j
   1.76586151e-07-1.01952066e-07j]
 [ 1.76586151e-07-1.01952066e-07j  1.76272632e-07+1.01771053e-07j
  -8.04351920e-15+4.51350294e-04j]]"
