iw_n,G_iw_n
-672.7496268187285j,"[[1.84247848e-07+1.48635538e-03j 2.20787256e-06-8.75827625e-09j
  2.20787264e-06-8.75827604e-09j]
 [2.20787264e-06-8.75827604e-09j 1.84247848e-07+1.48635538e-03j
  2.20787256e-06-8.75827625e-09j]
 [2.20787256e-06-8.75827625e-09j 2.20787264e-06-8.75827604e-09j
  1.84247848e-07+1.48635538e-03j]]"
-671.8520289177029j,"[[1.85987191e-07+1.48833863e-03j 2.21589558e-06-7.58460775e-09j
  2.21589566e-06-7.58460754e-09j]
 [2.21589566e-06-7.58460754e-09j 1.85987191e-07+1.48833863e-03j
  2.21589558e-06-7.58460775e-09j]
 [2.21589558e-06-7.58460775e-09j 2.21589566e-06-7.58460754e-09j
  1.85987191e-07+1.48833863e-03j]]"
-670.9544310166773j,"[[1.84609768e-07+1.49033082e-03j 2.22170528e-06-6.19160340e-09j
  2.22170536e-06-6.19160319e-09j]
 [2.22170536e-06-6.19160319e-09j 1.84609768e-07+1.49033082e-03j
  2.22170528e-06-6.19160340e-09j]
 [2.22170528e-06-6.19160340e-09j 2.22170536e-06-6.19160319e-09j
  1.84609768e-07+1.49033082e-03j]]"
-670.0568331156517j,"[[1.84227424e-07+1.49232782e-03j 2.22877586e-06-7.39124831e-09j
  2.22877594e-06-7.39124809e-09j]
 [2.22877594e-06-7.39124809e-09j 1.84227424e-07+1.49232782e-03j
  2.22877586e-06-7.39124831e-09j]
 [2.22877586e-06-7.39124831e-09j 2.22877594e-06-7.39124809e-09j
  1.84227424e-07+1.49232782e-03j]]"
-669.1592352146259j,"[[1.86653680e-07+1.49432776e-03j 2.23359828e-06-7.84604228e-09j
  2.23359836e-06-7.84604206e-09j]
 [2.23359836e-06-7.84604206e-09j 1.86653680e-07+1.49432776e-03j
  2.23359828e-06-7.84604228e-09j]
 [2.23359828e-06-7.84604228e-09j 2.23359836e-06-7.84604206e-09j
  1.86653680e-07+1.49432776e-03j]]"
-668.2616373136003j,"[[1.86364229e-07+1.49633439e-03j 2.24012115e-06-7.42171529e-09j
  2.24012123e-06-7.42171508e-09j]
 [2.24012123e-06-7.42171508e-09j 1.86364229e-07+1.49633439e-03j
  2.24012115e-06-7.42171529e-09j]
 [2.24012115e-06-7.42171529e-09j 2.24012123e-06-7.42171508e-09j
  1.86364229e-07+1.49633439e-03j]]"
-667.3640394125747j,"[[1.88679783e-07+1.49834603e-03j 2.24726679e-06-7.88062611e-09j
  2.24726687e-06-7.88062590e-09j]
 [2.24726687e-06-7.88062590e-09j 1.88679783e-07+1.49834603e-03j
  2.24726679e-06-7.88062611e-09j]
 [2.24726679e-06-7.88062611e-09j 2.24726687e-06-7.88062590e-09j
  1.88679783e-07+1.49834603e-03j]]"
-666.4664415115491j,"[[1.87722227e-07+1.50036656e-03j 2.25167111e-06-6.24172853e-09j
  2.25167119e-06-6.24172832e-09j]
 [2.25167119e-06-6.24172832e-09j 1.87722227e-07+1.50036656e-03j
  2.25167111e-06-6.24172853e-09j]
 [2.25167111e-06-6.24172853e-09j 2.25167119e-06-6.24172832e-09j
  1.87722227e-07+1.50036656e-03j]]"
-665.5688436105232j,"[[1.87460586e-07+1.50239059e-03j 2.25820849e-06-8.24719771e-09j
  2.25820857e-06-8.24719749e-09j]
 [2.25820857e-06-8.24719749e-09j 1.87460586e-07+1.50239059e-03j
  2.25820849e-06-8.24719771e-09j]
 [2.25820849e-06-8.24719771e-09j 2.25820857e-06-8.24719749e-09j
  1.87460586e-07+1.50239059e-03j]]"
-664.6712457094976j,"[[1.89478682e-07+1.50441632e-03j 2.26603085e-06-7.52612128e-09j
  2.26603093e-06-7.52612107e-09j]
 [2.26603093e-06-7.52612107e-09j 1.89478682e-07+1.50441632e-03j
  2.26603085e-06-7.52612128e-09j]
 [2.26603085e-06-7.52612128e-09j 2.26603093e-06-7.52612107e-09j
  1.89478682e-07+1.50441632e-03j]]"
