iw_n,G_iw_n
-941.8494775462199j,"[[1.58243221e-13+1.06171729e-03j 9.78422633e-07-5.64892986e-07j
  9.74039384e-07+5.62361438e-07j]
 [9.74039384e-07+5.62361438e-07j 1.58243221e-13+1.06171729e-03j
  9.78422633e-07-5.64892986e-07j]
 [9.78422633e-07-5.64892986e-07j 9.74039384e-07+5.62361438e-07j
  1.58243221e-13+1.06171729e-03j]]"
-940.592840484784j,"[[6.66144168e-13+1.06313603e-03j 9.80950202e-07-5.66352016e-07j
  9.76961037e-07+5.64048426e-07j]
 [9.76961037e-07+5.64048426e-07j 6.66144168e-13+1.06313603e-03j
  9.80950202e-07-5.66352016e-07j]
 [9.80950202e-07-5.66352016e-07j 9.76961037e-07+5.64048426e-07j
  6.66144168e-13+1.06313603e-03j]]"
-939.3362034233481j,"[[3.55427602e-13+1.06455881e-03j 9.83667971e-07-5.67921189e-07j
  9.79560081e-07+5.65549323e-07j]
 [9.79560081e-07+5.65549323e-07j 3.55427602e-13+1.06455881e-03j
  9.83667971e-07-5.67921189e-07j]
 [9.83667971e-07-5.67921189e-07j 9.79560081e-07+5.65549323e-07j
  3.55427602e-13+1.06455881e-03j]]"
-938.0795663619123j,"[[-1.86434303e-13+1.06598221e-03j  9.86590562e-07-5.69608378e-07j
   9.82204649e-07+5.67075873e-07j]
 [ 9.82204649e-07+5.67075873e-07j -1.86434303e-13+1.06598221e-03j
   9.86590562e-07-5.69608378e-07j]
 [ 9.86590562e-07-5.69608378e-07j  9.82204649e-07+5.67075873e-07j
  -1.86434303e-13+1.06598221e-03j]]"
-936.8229293004763j,"[[3.74149222e-13+1.06741324e-03j 9.89241046e-07-5.71139002e-07j
  9.84661560e-07+5.68494318e-07j]
 [9.84661560e-07+5.68494318e-07j 3.74149222e-13+1.06741324e-03j
  9.89241046e-07-5.71139002e-07j]
 [9.89241046e-07-5.71139002e-07j 9.84661560e-07+5.68494318e-07j
  3.74149222e-13+1.06741324e-03j]]"
-935.5662922390404j,"[[2.97988715e-13+1.06884792e-03j 9.90889338e-07-5.72090115e-07j
  9.87029841e-07+5.69861885e-07j]
 [9.87029841e-07+5.69861885e-07j 2.97988715e-13+1.06884792e-03j
  9.90889338e-07-5.72090115e-07j]
 [9.90889338e-07-5.72090115e-07j 9.87029841e-07+5.69861885e-07j
  2.97988715e-13+1.06884792e-03j]]"
-934.3096551776046j,"[[2.58836596e-14+1.07028462e-03j 9.93785402e-07-5.73762430e-07j
  9.89927902e-07+5.71534937e-07j]
 [9.89927902e-07+5.71534937e-07j 2.58836596e-14+1.07028462e-03j
  9.93785402e-07-5.73762430e-07j]
 [9.93785402e-07-5.73762430e-07j 9.89927902e-07+5.71534937e-07j
  2.58836596e-14+1.07028462e-03j]]"
-933.0530181161687j,"[[2.25830268e-13+1.07172518e-03j 9.96806813e-07-5.75507057e-07j
  9.92769645e-07+5.73175469e-07j]
 [9.92769645e-07+5.73175469e-07j 2.25830268e-13+1.07172518e-03j
  9.96806813e-07-5.75507057e-07j]
 [9.96806813e-07-5.75507057e-07j 9.92769645e-07+5.73175469e-07j
  2.25830268e-13+1.07172518e-03j]]"
-931.7963810547326j,"[[4.84746263e-13+1.07317216e-03j 9.99415808e-07-5.77013153e-07j
  9.95035007e-07+5.74483858e-07j]
 [9.95035007e-07+5.74483858e-07j 4.84746263e-13+1.07317216e-03j
  9.99415808e-07-5.77013153e-07j]
 [9.99415808e-07-5.77013153e-07j 9.95035007e-07+5.74483858e-07j
  4.84746263e-13+1.07317216e-03j]]"
-930.5397439932967j,"[[-4.19603574e-13+1.07462086e-03j  1.00171924e-06-5.78343008e-07j
   9.98187827e-07+5.76303941e-07j]
 [ 9.98187827e-07+5.76303941e-07j -4.19603574e-13+1.07462086e-03j
   1.00171924e-06-5.78343008e-07j]
 [ 1.00171924e-06-5.78343008e-07j  9.98187827e-07+5.76303941e-07j
  -4.19603574e-13+1.07462086e-03j]]"
-929.2831069318609j,"[[-3.07704312e-13+1.07607198e-03j  1.00489056e-06-5.80174089e-07j
   1.00015250e-06+5.77438094e-07j]
 [ 1.00015250e-06+5.77438094e-07j -3.07704312e-13+1.07607198e-03j
   1.00489056e-06-5.80174089e-07j]
 [ 1.00489056e-06-5.80174089e-07j  1.00015250e-06+5.77438094e-07j
  -3.07704312e-13+1.07607198e-03j]]"
-928.0264698704248j,"[[1.29074238e-13+1.07752983e-03j 1.00713103e-06-5.81467676e-07j
  1.00255465e-06+5.78824741e-07j]
 [1.00255465e-06+5.78824741e-07j 1.29074238e-13+1.07752983e-03j
  1.00713103e-06-5.81467676e-07j]
 [1.00713103e-06-5.81467676e-07j 1.00255465e-06+5.78824741e-07j
  1.29074238e-13+1.07752983e-03j]]"
-926.7698328089889j,"[[-1.78497917e-13+1.07899238e-03j  1.00991999e-06-5.83077695e-07j
   1.00616094e-06+5.80907392e-07j]
 [ 1.00616094e-06+5.80907392e-07j -1.78497917e-13+1.07899238e-03j
   1.00991999e-06-5.83077695e-07j]
 [ 1.00991999e-06-5.83077695e-07j  1.00616094e-06+5.80907392e-07j
  -1.78497917e-13+1.07899238e-03j]]"
