omg,A_omg
-35.0,9.972801791651354e-07
-34.850721630854466,9.806627471840923e-07
-34.70163067822666,9.64440010614359e-07
-34.55272784624238,9.486054410555385e-07
-34.40401384166395,9.331526373627329e-07
-34.25548937389545,9.180753262844087e-07
-34.10715515498805,9.033673626098803e-07
-33.95901189964507,8.89022729939799e-07
-33.81106032522722,8.750355409713508e-07
-33.663301151757565,8.614000381682689e-07
-33.51573510192652,8.48110594352027e-07
-33.36836290109676,8.351617133411082e-07
-33.221185277307995,8.225480306620758e-07
-33.0742029612818,8.102643143500328e-07
-32.92741668642623,7.983054657712581e-07
-32.780827188840476,7.866665205340959e-07
-32.634435207319285,7.753426494950188e-07
-32.488241483357506,7.643291598414879e-07
-32.342246761154385,7.536214962482553e-07
-32.19645178761786,7.432152421589031e-07
-32.050857312368734,7.331061211704744e-07
-31.905464087744832,7.232899985206115e-07
-31.76027286880486,7.137628827186096e-07
-31.615284413332564,7.045209272994055e-07
-31.470499481840346,6.955604327303474e-07
-31.325918837573127,6.86877848470697e-07
-31.18154324651198,6.784697752078334e-07
-31.037373477377628,6.703329672661621e-07
-30.89341030163395,6.624643352219395e-07
-30.74965449349132,6.548609487277058e-07
-30.606106829909837,6.475200395582169e-07
-30.462768090602506,6.404390049072444e-07
-30.31963905803831,6.33615410951216e-07
-30.176720517445034,6.270469966903448e-07
-30.034013256812283,6.207316781009358e-07
-29.89151806689402,6.14667552617143e-07
-29.74923574121132,6.088529039645276e-07
-29.607167076054797,6.032862073848813e-07
-29.465312870487026,5.979661352653392e-07
-29.32367392634477,5.928915632185272e-07
-29.182251048241227,5.880615766435952e-07
-29.04104504356792,5.834754778043558e-07
-28.900056722496785,5.791327934694826e-07
-28.759286897981795,5.750332831576109e-07
-28.61873638576071,5.711769480374797e-07
-28.478406004356618,5.675640405376856e-07
-28.338296575079333,5.64195074717188e-07
-28.19840892202665,5.610708374725042e-07
-28.058743872085508,5.581924006361804e-07
-27.91930225493299,5.555611340532323e-07
-27.78008490303724,5.531787197135027e-07
-27.641092651658084,5.510471670219519e-07
-27.502326338847773,5.491688293236946e-07
-27.363786805451365,5.475464217709742e-07
-27.225474895107006,5.461830406625024e-07
