omg,A_omg
-35.0,0.0006527720458885992
-34.850721630854466,0.0006495921022745441
-34.70163067822666,0.0006464410430639569
-34.55272784624238,0.0006433190196750087
-34.40401384166395,0.0006402261446232728
-34.25548937389545,0.000637162571588209
-34.10715515498805,0.0006341283608299951
-33.95901189964507,0.0006311238109389472
-33.81106032522722,0.0006281488281162919
-33.663301151757565,0.0006252037354081927
-33.51573510192652,0.0006222884889800447
-33.36836290109676,0.0006194034698414337
-33.221185277307995,0.0006165486554927329
-33.0742029612818,0.0006137243143400508
-32.92741668642623,0.0006109304813777716
-32.780827188840476,0.0006081673758150312
-32.634435207319285,0.0006054351635075834
-32.488241483357506,0.0006027340040125773
-32.342246761154385,0.0006000640399595218
-32.19645178761786,0.0005974254927701929
-32.050857312368734,0.0005948185261913925
-31.905464087744832,0.0005922432589615153
-31.76027286880486,0.0005896999747885324
-31.615284413332564,0.0005871887776904076
-31.470499481840346,0.0005847099604786314
-31.325918837573127,0.0005822635998460281
-31.18154324651198,0.0005798500497021133
-31.037373477377628,0.0005774693897601466
-30.89341030163395,0.0005751218689094193
-30.74965449349132,0.0005728077673868594
-30.606106829909837,0.0005705272422877213
-30.462768090602506,0.0005682806057292484
-30.31963905803831,0.0005660680161289
-30.176720517445034,0.0005638897513319066
-30.034013256812283,0.0005617460722671993
-29.89151806689402,0.0005596372183908449
-29.74923574121132,0.0005575634928715162
-29.607167076054797,0.0005555251410462424
-29.465312870487026,0.0005535224310154261
-29.32367392634477,0.0005515556928820958
-29.182251048241227,0.0005496252133140919
-29.04104504356792,0.0005477312727104035
-28.900056722496785,0.0005458742326275313
-28.759286897981795,0.0005440543768987654
-28.61873638576071,0.0005422720459343283
-28.478406004356618,0.0005405275762338875
-28.338296575079333,0.0005388213680061109
-28.19840892202665,0.0005371537411594384
-28.058743872085508,0.0005355251144661368
-27.91930225493299,0.0005339358053403475
-27.78008490303724,0.000532386275748515
-27.641092651658084,0.0005308769189167008
-27.502326338847773,0.0005294081385927797
-27.363786805451365,0.0005279804008865146
-27.225474895107006,0.0005265941333524335
-27.087391454246113,0.0005252498140078226
-26.949537332093406,0.0005239479062701041
-26.811913380666777,0.0005226889374939206
-26.674520454776953,0.0005214733670130627
-26.53735941202708,0.0005203017431198833
-26.40043111281211,0.0005191746252179563
-26.263736420318114,0.0005180925619924639
-26.12727620052121,0.0005170561223697563
-25.99105132218664,0.0005160659145736881
-25.855062656867386,0.0005151225408665883
-25.71931107890287,0.0005142266523186855
-25.58379746541729,0.000513378887559291
-25.4485226963179,0.0005125799583313843
-25.31348765429304,0.0005118305256849186
-25.178693224810097,0.0005111313452475115
-25.044140296113135,0.0005104831435072681
-24.909829759220493,0.0005098867241952698
-24.775762507922124,0.0005093428565634674
-24.64193943877673,0.0005088523984043062
-24.508361451108772,0.0005084161842530939
-24.37502944700531,0.0005080351172143602
-24.241944331312453,0.0005077101032445088
-24.10910701163192,0.0005074421042279404
-23.97651839831719,0.0005072320860533441
-23.844179404469457,0.000507081098211243
-23.712090945933532,0.0005069901403023552
-23.58025394129337,0.0005069603372533057
-23.44866931186757,0.0005069928431893234
-23.317337981704448,0.0005070887916087954
-23.18626087757707,0.0005072493829836912
-23.05543892897804,0.0005074759219747436
-22.924873068114078,0.0005077696945732616
-22.794564229900253,0.0005081320123207517
-22.664513351954206,0.0005085643222592761
-22.534721374590003,0.0005090680534450306
-22.405189240811765,0.0005096447244041607
-22.275917896307188,0.0005102958798784072
-22.146908289440752,0.0005110231713103992
-22.018161371246585,0.000511828241174644
-21.889678095421356,0.0005127128757044949
-21.76145941831671,0.000513678849882058
-21.63350629893155,0.0005147280667567117
-21.505819698904055,0.0005158624686527609
-21.378400582503495,0.0005170841212426241
-21.251249916621738,0.0005183950957621405
-21.124368670764575,0.0005197976100753736
-20.997757817042718,0.0005212939368241923
-20.871418330162584,0.0005228864352315159
-20.745351187416844,0.000524577590857593
