omg,A_omg
-10.163270330317562,0.02637526287233017
-10.068233777949423,0.028339411605867726
-9.973573976134634,0.030381689549395956
-9.87929205851447,0.03250016073598275
-9.78538915873018,0.03469264653805664
-9.691866410377312,0.03695675808438055
-9.598724946959912,0.039289930448007125
-9.505965901844064,0.04168945783872126
-9.413590408211139,0.04415252902346067
-9.321599599010646,0.04667626220545325
-9.229994606912616,0.04925773861703214
-9.138776564259711,0.051894034119690194
-9.047946603018705,0.05458224815609479
-8.957505854731892,0.057319529459273225
-8.86745545046779,0.060103097993359104
-8.777796520771592,0.0629302626727401
-8.688530195615293,0.06579843448332517
-8.599657604347225,0.06870513470552653
-8.511179875641439,0.07164799801459935
-8.423098137446512,0.07462477030632751
-8.335413516934103,0.07763330116560217
-8.248127140446972,0.0806715309605409
-8.161240133446832,0.08373747260591224
-8.074753620461664,0.08682918809620285
-7.988668725032632,0.08994475996352588
-7.9029865696608255,0.09308225786579669
-7.817708275753436,0.09623970056274378
-7.7328349635696085,0.0994150135878638
-7.64836775216607,0.10260598297871318
-7.564307759342171,0.10581020548555103
-7.480656101584739,0.10902503574255491
-7.397413894012601,0.11224753095642476
-7.31458225032053,0.115474393748464
-7.232162282723191,0.11870191387463366
-7.150155101898399,0.12192590964999131
-7.068561816930302,0.1251416700133269
-6.9873835352521105,0.12834389828853635
-6.90662136258846,0.1315266588271174
-6.826276402897552,0.13468332784765485
-6.746349758312963,0.13780654992269945
-6.666842529084981,0.14088820169177546
-6.587755813521838,0.14391936449691822
-6.5090907079305715,0.1468903077361316
-6.430848306557397,0.14979048480087565
-6.35302970152819,0.1526085434955411
-6.2756359827881845,0.15533235281845725
-6.198668238041705,0.15794904790639458
-6.122127552691634,0.16044509479035524
-6.046015009778365,0.16280637637681894
-5.970331689918655,0.16501830073865992
-5.895078671244246,0.16706593237349232
-5.820257029339999,0.1689341465579847
-5.745867837182114,0.1706078062959449
-5.671912165075778,0.17207196063774452
-5.59839108059273,0.17331206234650418
-5.525305648508571,0.17431420202983655
-5.452656930739838,0.1750653549697938
-5.380445986280844,0.17555363600301088
-5.308673871140275,0.17576855697625376
-5.237341638277613,0.1757012805654384
-5.1664503375393025,0.17534486366123664
-5.096001015594844,0.17469448312919927
-5.025994715872521,0.1737476366000977
-4.956432478495035,0.1725043110734722
-4.887315340214943,0.17096711255041785
-4.818644334350001,0.16914135066515007
-4.750420490718117,0.1670350733559786
-4.682644835572507,0.1646590479788259
-4.615318391536281,0.1620266868817578
-4.548442177537272,0.15915391725857547
-4.482017208742434,0.15605899701534692
-4.416044496492308,0.15276228031071148
-4.350525048235248,0.14928593828689385
-4.285459867461697,0.1456536421799312
-4.220849953638037,0.14189021740472652
-4.156696302140762,0.13802127826546579
-4.092999904190233,0.13407285359056864
-4.0297617467845654,0.13007101379370356
-3.966982812633219,0.12604150961180383
-3.904664080090825,0.122009432084982
-3.8428065230907045,0.11799890226493814
-3.781411111078455,0.11403279773666021
-3.720478808945483,0.11013252139359966
-3.6600105769625806,0.10631781611583124
-3.60000737071325,0.10260662715994093
-3.540470141027342,0.0990150122705589
-3.4813998339144874,0.09555709785480307
-3.422797390497557,0.09224507808459058
-3.3646637469462135,0.0890892525638574
-3.306999834410437,0.08609809724541581
-3.2498065789540433,0.08327836261431941
-3.1930849014884046,0.08063519276814737
-3.136835717706063,0.07817225889020281
-3.0810599380144943,0.07589190070102053
-3.025758467469945,0.07379526973918044
-2.9709322057112644,0.07188246872719459
-2.9165820468940282,0.07015268177420614
-2.8627088796245417,0.06860429072290108
-2.80931358689417,0.06723497353387564
-2.7563970460135536,0.06604178120213972
-2.703960128547223,0.06502119031753584
-2.6520037002481516,0.06416912902178963
-2.600528620992584,0.0634809748131798
-2.5495357447149516,0.06295152344088878
-2.4990259193430404,0.06257492907041733
-2.448999986733341,0.062344617045071764
-2.399458782606473,0.06225317197550676
-2.350403136482953,0.062292205605971956
-2.301833871619202,0.06245221095457766
-2.2537518049435903,0.06272241159065337
-2.206157746992986,0.06309061751501352
-2.1590525018493096,0.0635431017973027
-2.112436867076447,0.06406451464815638
-2.066311633657584,0.06463785361514351
-2.0206775859325177,0.0652445096484216
-1.9755355015354823,0.06586440838248861
-1.930886151333226,0.06647626361392658
-1.8867302993634425,0.067057955194754
-1.8430687027733654,0.06758703616791738
-1.7999021117588683,0.06804136401795277
-1.757231269503869,0.06839983888545167
-1.715056912120076,0.06864321846406513
-1.6733797685870258,0.06875496649524365
-1.6322005606926169,0.06872208106457228
-1.5915200029740575,0.06853584216620953
-1.5513388026590036,0.06819241689660085
-1.5116576596073017,0.06769326624742056
-1.4724772662531365,0.0670453099663731
-1.4337983075474838,0.06626082442539083
-1.395621460901154,0.06535707086344011
-1.3579473961281394,0.06435567490967956
-1.3207767753896107,0.06328179968622723
-1.2841102531381452,0.06216317097263642
-1.2479484760626818,0.0610290215589626
-1.2122920830337875,0.059909021856322055
-1.177141705049543,0.058832255277402476
-1.1424979651818319,0.05782628131511671
-1.108361478523264,0.05691630910396867
-1.0747328521345736,0.05612448256826358
-1.0416126849925789,0.055469258225845225
-1.0090015679386823,0.05496484137171681
-0.9769000836279318,0.05462063849081227
-0.9453088064786925,0.054440685881321366
-0.9142283026228029,0.05442302893186551
-0.8836591298565395,0.054559055259017344
-0.853601837591853,0.05483282900586322
-0.8240569668085769,0.05522053189323273
-0.79502505000697,0.055690183861985515
-0.7665066111610628,0.05620188072305892
-0.7385021656725854,0.05670882851160434
-0.71101222032555,0.05715944736614609
-0.6840372732414153,0.05750073298572782
-0.6575778138351112,0.05768288167675287
-0.6316343227715677,0.05766491148045179
-0.6062072719229477,0.05742069231135767
-0.5812971243266958,0.056944520415540295
-0.5569043341441073,0.056255248235813654
-0.5330293466197773,0.05539810152224546
-0.5096725980417176,0.05444369833917685
-0.48683451570205705,0.05348433372514275
-0.46451551785877854,0.052628105702587344
-0.4427160136978401,0.05199167614676393
-0.4214364032964184,0.05169214893681718
-0.4006770775865576,0.051837548012361484
-0.3804384183198408,0.05251361803644568
-0.3607207980327445,0.05376221170934918
-0.3415245800127735,0.05554385642844355
-0.3228501182652934,0.057676049552927086
-0.3046977574814278,0.05974454033613026
-0.28706783300642513,0.06100781297014697
-0.26996067080909825,0.06036780832873144
-0.2533765874518821,0.05655437721263662
-0.2373158900618506,0.04868382043296872
-0.2217788763025581,0.03711861253535477
-0.20676583434654106,0.024002858147774635
-0.19227704284892866,0.012535408470564714
-0.17831277092167852,0.0050151660030378605
-0.1648732781087574,0.0014562099747794117
-0.1519588143621533,0.00029133816876928135
-0.13956962001881124,3.836186100334989e-05
-0.12770592577832218,3.2086428089639814e-06
-0.11636795268152156,1.66921365352957e-07
-0.10555591209008952,5.38311844614283e-09
-0.09527000566683341,1.0941952701804027e-10
-0.08551042535697917,1.45477830196811e-12
-0.0762773533703438,1.3385585118033202e-14
-0.0675709621643037,9.168585339788195e-17
-0.059391414427778955,5.092112475114853e-19
-0.0517388630661344,2.5167777977446007e-21
-0.04461345118674842,1.2181195724984742e-23
-0.038015312085811104,6.339846915562764e-26
-0.03194456923583289,3.8732564837080235e-28
-0.026401336274041398,3.0057026609754675e-30
-0.02138571699180858,3.1726355606457185e-32
-0.016897805325015725,4.824176980218637e-34
-0.012937685345136174,1.1070548521267853e-35
-0.009505431251398022,3.976765847141918e-37
-0.006601107363934489,2.299180219658596e-38
-0.004224768117580879,2.1840178359383593e-39
-0.0023764580569860527,3.4851939863282673e-40
-0.0010562118322567926,1.0306329270853142e-40
-0.00026405419579589307,6.595819847535072e-41
0.0,6.370134245054973e-41
0.00026405419579589307,6.595819847535072e-41
0.0010562118322567926,1.0306329270853142e-40
0.0023764580569860527,3.4851939863282673e-40
0.004224768117580879,2.1840178359383593e-39
0.006601107363934489,2.299180219658596e-38
0.009505431251398022,3.976765847141918e-37
0.012937685345136174,1.1070548521267853e-35
0.016897805325015725,4.824176980218637e-34
0.02138571699180858,3.1726355606457185e-32
0.026401336274034293,3.0057026609754675e-30
0.03194456923582578,3.8732564837080235e-28
0.038015312085811104,6.339846915562764e-26
0.04461345118674842,1.2181195724984742e-23
0.051738863066141505,2.5167777977446007e-21
0.059391414427778955,5.092112475114853e-19
0.0675709621643037,9.168585339788195e-17
0.0762773533703438,1.3385585118033202e-14
0.08551042535697917,1.45477830196811e-12
0.09527000566683341,1.0941952701804027e-10
0.10555591209008242,5.38311844614283e-09
0.11636795268152156,1.66921365352957e-07
0.12770592577832218,3.2086428089639814e-06
0.13956962001881124,3.836186100334989e-05
0.1519588143621604,0.00029133816876928135
0.1648732781087574,0.0014562099747794117
0.17831277092167852,0.0050151660030378605
0.19227704284892866,0.012535408470564714
0.20676583434654106,0.024002858147774635
0.2217788763025581,0.03711861253535477
0.2373158900618506,0.04868382043296872
0.2533765874518821,0.05655437721263662
0.26996067080909825,0.06036780832873144
0.287067833006418,0.06100781297014697
0.3046977574814278,0.05974454033613026
0.3228501182652934,0.057676049552927086
0.3415245800127664,0.05554385642844355
0.3607207980327445,0.05376221170934918
0.3804384183198479,0.05251361803644568
0.40067707758655047,0.051837548012361484
0.4214364032964184,0.05169214893681718
0.4427160136978401,0.05199167614676393
0.46451551785877854,0.052628105702587344
0.48683451570205705,0.05348433372514275
0.5096725980417176,0.05444369833917685
0.5330293466197773,0.05539810152224546
0.5569043341441073,0.056255248235813654
0.5812971243266958,0.056944520415540295
0.6062072719229477,0.05742069231135767
0.6316343227715677,0.05766491148045179
0.6575778138351112,0.05768288167675287
0.6840372732414153,0.05750073298572782
0.7110122203255429,0.05715944736614609
0.7385021656725854,0.05670882851160434
0.7665066111610628,0.05620188072305892
0.79502505000697,0.055690183861985515
0.8240569668085769,0.05522053189323273
0.8536018375918459,0.05483282900586322
0.8836591298565395,0.054559055259017344
0.91422830262281,0.05442302893186551
0.9453088064786925,0.054440685881321366
0.9769000836279318,0.05462063849081227
1.0090015679386823,0.05496484137171681
1.0416126849925718,0.055469258225845225
1.0747328521345736,0.05612448256826358
1.108361478523257,0.05691630910396867
1.1424979651818319,0.05782628131511671
1.177141705049543,0.058832255277402476
1.2122920830337947,0.059909021856322055
1.2479484760626818,0.0610290215589626
1.2841102531381452,0.06216317097263642
1.3207767753896107,0.06328179968622723
1.3579473961281323,0.06435567490967956
1.395621460901154,0.06535707086344011
1.4337983075474767,0.06626082442539083
1.4724772662531365,0.0670453099663731
1.5116576596073017,0.06769326624742056
1.5513388026590036,0.06819241689660085
1.5915200029740575,0.06853584216620953
1.6322005606926169,0.06872208106457228
1.6733797685870186,0.06875496649524365
1.715056912120076,0.06864321846406513
1.757231269503869,0.06839983888545167
1.7999021117588683,0.06804136401795277
1.8430687027733725,0.06758703616791738
1.8867302993634425,0.067057955194754
1.930886151333226,0.06647626361392658
1.9755355015354823,0.06586440838248861
2.0206775859325177,0.0652445096484216
2.066311633657584,0.06463785361514351
2.112436867076468,0.06406451464815638
2.1590525018493096,0.0635431017973027
2.206157746992986,0.06309061751501352
2.2537518049435974,0.06272241159065337
2.301833871619202,0.06245221095457766
2.350403136482953,0.062292205605971956
2.399458782606473,0.06225317197550676
2.448999986733341,0.062344617045071764
2.4990259193430475,0.06257492907041733
2.5495357447149445,0.06295152344088878
2.600528620992584,0.0634809748131798
2.6520037002481516,0.06416912902178963
2.7039601285472443,0.06502119031753584
2.7563970460135536,0.06604178120213972
2.80931358689417,0.06723497353387564
2.8627088796245417,0.06860429072290108
2.916582046894021,0.07015268177420614
2.9709322057112644,0.07188246872719459
3.0257584674699416,0.07379526973918044
3.0810599380144907,0.07589190070102053
3.136835717706063,0.07817225889020281
3.1930849014884046,0.08063519276814737
3.2498065789540433,0.08327836261431941
3.3069998344104405,0.08609809724541581
3.3646637469462135,0.0890892525638574
3.422797390497557,0.09224507808459058
3.4813998339144874,0.09555709785480307
3.540470141027342,0.0990150122705589
3.600007370713236,0.10260662715994093
3.660010576962584,0.10631781611583124
3.720478808945508,0.11013252139359966
3.781411111078448,0.11403279773666021
3.842806523090701,0.11799890226493814
3.904664080090818,0.122009432084982
3.966982812633219,0.12604150961180383
4.0297617467845654,0.13007101379370356
4.092999904190236,0.13407285359056864
4.156696302140766,0.13802127826546579
4.22084995363803,0.14189021740472652
4.285459867461697,0.1456536421799312
4.350525048235248,0.14928593828689385
4.4160444964923045,0.15276228031071148
4.482017208742434,0.15605899701534692
4.548442177537275,0.15915391725857547
4.6153183915362845,0.1620266868817578
4.682644835572503,0.1646590479788259
4.750420490718135,0.1670350733559786
4.818644334349997,0.16914135066515007
4.887315340214947,0.17096711255041785
4.9564324784950315,0.1725043110734722
5.025994715872521,0.1737476366000977
5.096001015594851,0.17469448312919927
5.1664503375393025,0.17534486366123664
5.2373416382775915,0.1757012805654384
5.308673871140272,0.17576855697625376
5.38044598628084,0.17555363600301088
5.452656930739842,0.1750653549697938
5.525305648508571,0.17431420202983655
5.598391080592727,0.17331206234650418
5.6719121650757955,0.17207196063774452
5.745867837182118,0.1706078062959449
5.820257029339999,0.1689341465579847
5.895078671244249,0.16706593237349232
5.970331689918673,0.16501830073865992
6.046015009778365,0.16280637637681894
6.12212755269163,0.16044509479035524
6.198668238041726,0.15794904790639458
6.275635982788181,0.15533235281845725
6.353029701528193,0.1526085434955411
6.430848306557394,0.14979048480087565
6.509090707930575,0.1468903077361316
6.587755813521838,0.14391936449691822
6.666842529084981,0.14088820169177546
6.746349758312967,0.13780654992269945
6.826276402897555,0.13468332784765485
6.90662136258846,0.1315266588271174
6.987383535252114,0.12834389828853635
7.068561816930298,0.1251416700133269
7.150155101898406,0.12192590964999131
7.232162282723188,0.11870191387463366
7.314582250320527,0.115474393748464
7.397413894012601,0.11224753095642476
7.480656101584742,0.10902503574255491
7.564307759342178,0.10581020548555103
7.648367752166074,0.10260598297871318
7.7328349635696085,0.0994150135878638
7.817708275753432,0.09623970056274378
7.9029865696608255,0.09308225786579669
7.988668725032632,0.08994475996352588
8.074753620461664,0.08682918809620285
8.161240133446832,0.08373747260591224
8.24812714044699,0.0806715309605409
8.335413516934103,0.07763330116560217
8.423098137446509,0.07462477030632751
8.511179875641439,0.07164799801459935
8.599657604347229,0.06870513470552653
8.688530195615293,0.06579843448332517
8.777796520771588,0.0629302626727401
8.867455450467787,0.060103097993359104
8.957505854731892,0.057319529459273225
9.047946603018708,0.05458224815609479
9.138776564259707,0.051894034119690194
9.22999460691262,0.04925773861703214
9.321599599010625,0.04667626220545325
9.413590408211135,0.04415252902346067
9.505965901844064,0.04168945783872126
9.598724946959905,0.039289930448007125
9.691866410377308,0.03695675808438055
9.785389158730176,0.03469264653805664
9.879292058514473,0.03250016073598275
9.973573976134631,0.030381689549395956
10.068233777949423,0.028339411605867726
10.163270330317559,0.02637526287233017
10.258682499642859,0.02449090674630748
10.3544691524189,0.022687707344421867
10.450629155273411,0.020966706610559063
10.547161375012152,0.019328605781866175
10.64406467866246,0.01777375165128322
10.741337933516284,0.016302127952543693
10.838980007172843,0.01491335207159884
10.93698976758099,0.013606677159794873
11.035366083080966,0.012380999593829156
11.134107822445877,0.011234871599035575
11.233213854922738,0.010166518730317063
11.332683050273047,0.009173861792943949
11.432514278812945,0.008254542687067497
11.532706411453141,0.007405953578124569
11.633258319738125,0.006625268732842353
11.734168875885203,0.005909478318744647
11.835436952823045,0.005255423444781224
11.937061424229718,0.004659831721976305
12.039041164570577,0.00411935264466024
12.141375049135377,0.0036305921335688498
12.244061954075335,0.0031901456393866835
12.347100756439481,0.002794629276370038
12.450490334210762,0.0024407085373398356
12.55422956634181,0.0021251242301769087
12.658317332790034,0.0018447153684121396
12.762752514552503,0.0015964388413761254
12.867533993700505,0.0013773857793794517
12.972660653413385,0.0011847946138875947
13.078131378012358,0.0010160609092913573
13.18394505299353,0.0008687441098537919
13.290100565060868,0.0007405714015364557
13.39659680215857,0.0006294389329159135
13.50343265350304,0.0005334106721656106
13.610607009614512,0.00045071519833492945
13.718118762348247,0.0003797407356242872
13.825966804925429,0.00031902874001909554
13.934150031963455,0.0002672663397585998
14.042667339506025,0.00022327791608472145
14.15151762505279,0.0001860160900007516
14.260699787588564,0.0001545523558603348
14.37021272761212,0.00012806757490698987
14.480055347164715,0.00010584251269809004
14.590226549858109,8.724857482859957e-05
14.700725240902308,7.173886649708874e-05
14.811550327132785,5.883967402450828e-05
14.922700717037493,4.814244105327028e-05
15.034175320783227,3.9296289248701825e-05
15.14597305024202,3.20011131614249e-05
15.258092819016717,2.600126160610047e-05
15.370533542466482,2.1079803465480908e-05
15.48329413773181,1.705336413468304e-05
15.596373523759134,1.3767509700225903e-05
15.70977062132522,1.1092649167947458e-05
15.82348435306099,8.920420347298892e-06
15.937513643475114,7.160522083532329e-06
16.05185741897722,5.737954119483695e-06
16.16651460790068,4.590625689937478e-06
16.281484140525144,3.6672947470176332e-06
16.396764949098575,2.9258012516223723e-06
16.512355967859108,2.3315600377368984e-06
16.628256133056325,1.8562811867385114e-06
16.744464382972502,1.4768884891981632e-06
16.860979657943027,1.1746093016202343e-06
16.97780090037709,9.342118296320003e-07
17.09492705477747,7.433685149057602e-07
17.21235706776025,5.921267177750265e-07
17.330089888074262,4.724702353112731e-07
17.448124466619888,3.7795735360835284e-07
17.566459756467957,3.0342309244608407e-07
17.685094712877856,2.4473505840787694e-07
17.804028293315675,1.9859388344038467e-07
17.923259457471765,1.6237059906633554e-07
18.042787167278206,1.3397449441551103e-07
18.16261038692575,1.1174604327324133e-07
18.282728082880503,9.437037674440469e-08
18.403139223900368,8.080753933694784e-08
18.523842781051066,7.023641236326623e-08
18.64483772772187,6.200973385149497e-08
18.766123039641172,5.561810195279892e-08
18.8876976948914,5.066123126705163e-08
19.009560673924035,4.68250495132992e-08
19.13171095957403,4.386348524503264e-08
19.254147537074097,4.158401437859221e-08
19.376869394068514,3.9836211581203235e-08
19.499875520626887,3.8502698448900675e-08
19.62316490925739,3.749199936656044e-08
19.746736554919828,3.6732912631373714e-08
19.870589455038342,3.617008276308667e-08
19.994722609513992,3.576052321210153e-08
20.119135020736834,3.5470889658922065e-08
20.243825693597785,3.5275345057877666e-08
20.368793635500367,3.5153890400816774e-08
20.494037856371904,3.509106141430859e-08
20.619557368674727,3.507491232947968e-08
20.745351187416844,3.509622451457074e-08
20.871418330162584,3.514789098204096e-08
20.997757817042718,3.522443825881691e-08
21.124368670764575,3.532165539392949e-08
21.251249916621738,3.543630641817697e-08
21.378400582503495,3.556590772342532e-08
21.505819698904055,3.570855588268461e-08
21.63350629893155,3.586279461444198e-08
21.76145941831671,3.6027512090082616e-08
21.889678095421374,3.6201861735966395e-08
22.018161371246585,3.638520120817414e-08
22.146908289440752,3.657704540914944e-08
22.275917896307185,3.6777030343632884e-08
22.405189240811758,3.698488533402136e-08
22.534721374590006,3.7200411676687274e-08
22.664513351954206,3.7423466256871946e-08
22.794564229900253,3.765394897777219e-08
22.92487306811408,3.789179312123888e-08
23.055438928978063,3.813695796008705e-08
23.18626087757707,3.838942309848471e-08
23.317337981704448,3.8649184137787415e-08
23.448669311867576,3.891624935831547e-08
23.580253941293392,3.9190637179411455e-08
23.712090945933525,3.947237421542269e-08
23.844179404469457,3.976149378773052e-08
23.97651839831719,4.005803478560237e-08
24.10910701163194,4.036204079381257e-08
24.241944331312453,4.06735594241826e-08
24.37502944700531,4.099264180296615e-08
24.50836145110877,4.1319342177264935e-08
24.641939438776724,4.165371761247929e-08
24.775762507922124,4.199582775924569e-08
24.909829759220486,4.2345734673478254e-08
25.044140296113135,4.270350267704324e-08
25.178693224810118,4.306919824945597e-08
25.313487654293056,4.344288994335845e-08
25.4485226963179,4.382464831820003e-08
25.58379746541729,4.4214545887857295e-08
25.71931107890289,4.461265707900082e-08
25.85506265686739,4.501905819769688e-08
25.991051322186635,4.5433827402396226e-08
26.12727620052121,4.5857044681857915e-08
26.263736420318118,4.6288791836910104e-08
26.40043111281213,4.6729152465158946e-08
26.53735941202708,4.7178211948179175e-08
