iw_n,G_iw_n
-1726.3051631475914j,(-1.7385294425493336e-09+0.0005792693638264888j)
-1723.1635704940015j,(-1.4439178465259074e-09+0.0005803259969733902j)
-1720.0219778404116j,(-1.4129428198002837e-09+0.0005813854337599355j)
-1716.880385186822j,(-9.128182362718358e-10+0.0005824492578546145j)
-1713.738792533232j,(-4.465945845701735e-10+0.000583517337400159j)
-1710.5971998796424j,(-1.0353306839893077e-09+0.000584589242356974j)
-1707.4556072260525j,(-1.4739332568339014e-09+0.0005856637194371397j)
-1704.3140145724628j,(-1.0372526782278692e-09+0.0005867438493714029j)
-1701.172421918873j,(-2.0871035118407863e-09+0.0005878261590428094j)
-1698.0308292652833j,(-5.720617304904021e-10+0.0005889142222790732j)
-1694.8892366116934j,(6.709678152360915e-12+0.0005900073885688847j)
-1691.7476439581035j,(-8.811610858401251e-10+0.0005911014740128565j)
-1688.6060513045138j,(-1.1852369743421443e-09+0.0005922012832381014j)
-1685.464458650924j,(-1.1344688716877477e-09+0.00059330498256172j)
-1682.3228659973342j,(-9.134975923538705e-10+0.0005944121909754493j)
-1679.1812733437444j,(-2.326175954840127e-09+0.0005955258720123763j)
-1676.0396806901547j,(-1.417459923693447e-09+0.0005966415862481415j)
-1672.8980880365648j,(-1.8376253037930387e-09+0.0005977631380323115j)
-1669.7564953829751j,(-1.293622455284169e-10+0.000598887659970702j)
-1666.6149027293852j,(-1.439903006148414e-09+0.0006000162405589649j)
-1663.4733100757956j,(-1.7056754092728308e-09+0.0006011492402321677j)
-1660.3317174222057j,(-2.230497722522155e-09+0.0006022851513859383j)
-1657.1901247686158j,(-2.1711903947291567e-09+0.0006034286133945844j)
-1654.048532115026j,(-1.0309033207786765e-09+0.0006045735545231717j)
-1650.9069394614362j,(-1.4097948404238858e-09+0.0006057252244738649j)
-1647.7653468078465j,(-1.1431226564639333e-09+0.000606878827784606j)
-1644.6237541542566j,(4.965894787610491e-10+0.0006080382457960833j)
-1641.482161500667j,(-1.383164853928498e-09+0.0006092025416370358j)
-1638.340568847077j,(-9.429559260307925e-10+0.0006103701009088205j)
-1635.1989761934874j,(-1.075531454099502e-09+0.0006115436591676049j)
-1632.0573835398975j,(-8.153089939594017e-10+0.0006127203403185586j)
-1628.9157908863078j,(-2.3953256042447986e-10+0.0006139027900566094j)
-1625.774198232718j,(-2.773819210906321e-10+0.0006150891027987021j)
-1622.632605579128j,(-4.483283564876948e-10+0.0006162790816294708j)
-1619.4910129255384j,(-7.072285192841678e-10+0.0006174756102283453j)
-1616.3494202719485j,(-1.1509631704601728e-09+0.0006186753607657807j)
-1613.2078276183588j,(-1.1840419153583906e-09+0.0006198808379678442j)
-1610.066234964769j,(-1.6677922726744104e-09+0.0006210902723877105j)
-1606.9246423111792j,(-2.068441655827259e-09+0.0006223037268480382j)
-1603.7830496575893j,(-2.2589431766898874e-10+0.0006235226459982775j)
-1600.6414570039997j,(-1.082729043262312e-09+0.0006247460597431619j)
-1597.4998643504098j,(-6.957248067230604e-11+0.0006259759780124824j)
-1594.35827169682j,(-1.6753171019994553e-09+0.0006272084745324852j)
-1591.2166790432302j,(-1.9796968366333986e-09+0.0006284478441162905j)
-1588.0750863896403j,(-9.852398083009102e-10+0.0006296911115859453j)
-1584.9334937360507j,(-7.598099716340273e-10+0.0006309378106819347j)
-1581.7919010824608j,(-1.5347939562915199e-09+0.0006321914989343838j)
-1578.650308428871j,(-1.4361082430607829e-09+0.0006334506438372237j)
-1575.5087157752812j,(-1.0893893802846918e-09+0.0006347117246659882j)
-1572.3671231216915j,(-1.4397207268536934e-10+0.0006359804572304382j)
-1569.2255304681016j,(-1.1101606881126681e-09+0.0006372524443054072j)
-1566.083937814512j,(-1.9011155738412746e-09+0.0006385330205015932j)
-1562.942345160922j,(-6.01194208408621e-10+0.0006398168981802719j)
-1559.8007525073324j,(-5.838861034074683e-10+0.0006411037435356726j)
-1556.6591598537425j,(-1.783012552325631e-09+0.0006423991892712803j)
-1553.5175672001526j,(-1.6417891942759957e-09+0.0006436977738800452j)
-1550.375974546563j,(3.2801931355310593e-10+0.0006450020402869263j)
-1547.234381892973j,(-1.377423820770513e-09+0.0006463120572822012j)
-1544.0927892393834j,(-8.065697901401529e-10+0.0006476251722948859j)
-1540.9511965857935j,(7.795642460358924e-10+0.0006489468344262672j)
-1537.8096039322038j,(-8.693877885869438e-10+0.0006502724534022396j)
-1534.668011278614j,(-2.165530953367918e-09+0.0006516028176874371j)
-1531.5264186250242j,(-1.6395595338164859e-09+0.0006529405038664211j)
-1528.3848259714343j,(-1.0450138756574894e-09+0.0006542827850491616j)
-1525.2432333178447j,(-6.868041267723052e-10+0.0006556297271076208j)
-1522.1016406642548j,(-3.381651300955878e-10+0.0006569829300224932j)
-1518.9600480106649j,(-1.8744584539728046e-09+0.0006583425170980192j)
-1515.8184553570752j,(-2.383538066633909e-10+0.0006597065255518813j)
-1512.6768627034853j,(-1.1995094430186417e-09+0.0006610767847099289j)
-1509.5352700498956j,(-1.0075440810282916e-09+0.0006624520068525543j)
-1506.3936773963057j,(-1.0383530499902153e-09+0.0006638340954076798j)
-1503.252084742716j,(-4.1857974624739397e-10+0.0006652203295071339j)
-1500.1104920891262j,(-3.0101203659092723e-09+0.0006666117695826042j)
-1496.9688994355365j,(-1.332581507121273e-09+0.0006680143606376948j)
-1493.8273067819466j,(-2.2601647882467425e-09+0.0006694176022984318j)
-1490.6857141283567j,(-2.7920835752374604e-09+0.0006708282998963625j)
-1487.544121474767j,(-7.773983081331721e-10+0.0006722448699340855j)
-1484.4025288211772j,(-1.0969036211772908e-09+0.0006736680766520121j)
-1481.2609361675875j,(-1.4343057376859242e-09+0.0006750952903941629j)
-1478.1193435139976j,(-1.6225535329697597e-09+0.0006765316204735911j)
-1474.977750860408j,(-1.6711376686150416e-09+0.0006779717382802644j)
-1471.836158206818j,(-2.0245928699570144e-09+0.0006794190006670063j)
-1468.6945655532284j,(-1.3600771636127451e-09+0.0006808741830557814j)
-1465.5529728996385j,(-1.9481306687791607e-09+0.0006823331064432766j)
-1462.4113802460488j,(-1.4602695414530902e-09+0.0006837970271324289j)
-1459.269787592459j,(-1.6151551428490018e-09+0.0006852698030661276j)
-1456.128194938869j,(-1.2777365774353865e-09+0.0006867498418885094j)
-1452.9866022852793j,(-6.264298892947711e-10+0.0006882328980915854j)
-1449.8450096316894j,(-1.0748605224174684e-09+0.0006897251940253092j)
-1446.7034169780998j,(-1.0119673232298738e-09+0.0006912228976282097j)
-1443.5618243245099j,(-9.652619546156548e-10+0.0006927269453262544j)
-1440.4202316709202j,(9.305634318929216e-11+0.0006942373170212377j)
-1437.2786390173303j,(-1.4311686409328904e-09+0.0006957551599123558j)
-1434.1370463637406j,(-1.6689887015355314e-09+0.0006972791767511212j)
-1430.9954537101507j,(-2.1769371815893647e-09+0.0006988093808644886j)
-1427.853861056561j,(-1.146744945341396e-09+0.0007003472264181834j)
-1424.7122684029712j,(-3.375895183929277e-10+0.0007018921779741522j)
-1421.5706757493813j,(-1.3290196194385104e-09+0.0007034420703851319j)
-1418.4290830957916j,(-2.304944196003342e-09+0.0007050013085559559j)
-1415.2874904422017j,(-1.685928861838751e-09+0.0007065659598758148j)
-1412.145897788612j,(-1.1563429323614718e-09+0.000708138305042367j)
-1409.0043051350222j,(-2.608712450243396e-09+0.0007097185150407821j)
-1405.8627124814325j,(-8.781503688142897e-10+0.0007113025252347995j)
-1402.7211198278426j,(-1.556434771103316e-10+0.0007128955920722339j)
-1399.579527174253j,(-3.006354521783758e-10+0.0007144954755561746j)
-1396.437934520663j,(-1.3225929357801513e-09+0.0007161034490770743j)
-1393.2963418670734j,(-2.653264027988673e-09+0.0007177165305187379j)
-1390.1547492134835j,(-2.727873364634625e-09+0.0007193400156377427j)
-1387.0131565598936j,(-1.7901198743016397e-09+0.0007209686065817826j)
-1383.871563906304j,(-2.6145936369267377e-09+0.0007226065273601405j)
-1380.729971252714j,(-2.9683580484389006e-09+0.0007242508201054886j)
-1377.5883785991243j,(-7.527202268789568e-11+0.0007259015442190692j)
-1374.4467859455344j,(-1.1147320396159722e-09+0.0007275585132175788j)
-1371.3051932919448j,(-9.169672544666862e-10+0.0007292270832341077j)
-1368.1636006383549j,(-1.7577699421827728e-09+0.0007309000273543269j)
-1365.0220079847652j,(-2.030423525735e-09+0.0007325847493934182j)
-1361.8804153311753j,(-3.0386749320816644e-10+0.0007342738678736537j)
-1358.7388226775856j,(-2.3933548174553953e-09+0.0007359709273664647j)
-1355.5972300239957j,(-2.7866614521338377e-09+0.0007376769149517769j)
-1352.4556373704058j,(-1.2694303870035776e-09+0.0007393918080765952j)
-1349.3140447168162j,(-8.856775089698048e-10+0.0007411119033157369j)
-1346.1724520632263j,(-1.970564769870364e-09+0.0007428412757399823j)
-1343.0308594096366j,(-3.0631384025918254e-09+0.0007445777977464153j)
-1339.8892667560467j,(-6.626658960549677e-10+0.0007463254529841392j)
-1336.747674102457j,(-9.23901753038388e-10+0.0007480805091021334j)
-1333.6060814488671j,(-1.7269693199207217e-09+0.0007498415463183059j)
-1330.4644887952775j,(-2.3829822963746277e-09+0.0007516124155762137j)
-1327.3228961416876j,(-2.162458021536061e-09+0.0007533904976986119j)
-1324.181303488098j,(-1.0834637392476162e-09+0.000755178520599634j)
-1321.039710834508j,(-1.7866829899691978e-09+0.0007569744973465103j)
-1317.8981181809181j,(-3.3795682537197824e-09+0.0007587785945378791j)
-1314.7565255273284j,(-4.699686504836822e-10+0.0007605912111102474j)
-1311.6149328737386j,(4.2689771034987866e-10+0.0007624140103868824j)
-1308.4733402201489j,(-1.5065091016519294e-09+0.0007642431311757877j)
