iw_n,G_iw_n
-2301.7402175301218j,(-1.415887654595413e-09+0.0004344504849510485j)
-2297.551427325335j,(-2.0413364286398995e-09+0.0004352430480393277j)
-2293.3626371205487j,(-2.282947309004958e-09+0.0004360376584158974j)
-2289.1738469157626j,(-1.4921025351746289e-09+0.00043683718314936295j)
-2284.985056710976j,(-1.678944764979316e-09+0.0004376365406063587j)
-2280.79626650619j,(-2.3732851516985383e-09+0.00043844076722841964j)
-2276.6074763014035j,(-2.2595586062093446e-09+0.00043924780785813307j)
-2272.418686096617j,(-1.980070264741733e-09+0.0004400564730856009j)
-2268.2298958918304j,(-1.9504963332090243e-09+0.0004408700014076735j)
-2264.0411056870444j,(-1.2498203994974295e-09+0.00044168480411230156j)
-2259.852315482258j,(-2.0596738492607356e-09+0.00044250350780109074j)
-2255.6635252774713j,(-1.642600146681395e-09+0.00044332580492587314j)
-2251.4747350726852j,(-2.6317818401024125e-09+0.00044415007180237j)
-2247.2859448678987j,(-1.7615316826110558e-09+0.0004449778254284441j)
-2243.097154663112j,(-1.7762839544207508e-09+0.0004458103637228242j)
-2238.9083644583257j,(-9.246660519451022e-10+0.00044664281234663947j)
-2234.7195742535396j,(-9.014920971010913e-10+0.00044748047892149745j)
-2230.530784048753j,(-1.3152542077053602e-09+0.0004483209880815405j)
-2226.341993843967j,(-1.000148952039696e-09+0.0004491640935205137j)
-2222.1532036391804j,(-4.185957520738033e-10+0.00045001239203469216j)
-2217.964413434394j,(-1.9855563637913846e-09+0.0004508603595754299j)
-2213.7756232296074j,(-1.5803552530218918e-09+0.00045171406380554264j)
-2209.586833024821j,(-2.320906853496197e-09+0.0004525717012437589j)
-2205.398042820035j,(-2.0229808389189696e-09+0.00045343027586666816j)
-2201.2092526152483j,(-2.7212992487154512e-09+0.00045429369308950477j)
-2197.020462410462j,(-2.040894964517546e-09+0.0004551579792823817j)
-2192.8316722056757j,(-1.1579510390863042e-09+0.0004560298263586613j)
-2188.642882000889j,(-3.6806227643559715e-09+0.0004569013968398335j)
-2184.4540917961026j,(-8.183045229592965e-10+0.00045777734899752053j)
-2180.2653015913165j,(-3.3320408193778038e-09+0.00045865708815857187j)
-2176.07651138653j,(-1.9112200196762676e-09+0.00045953958110442106j)
-2171.887721181744j,(-2.5383130452083837e-09+0.0004604256180595439j)
-2167.6989309769574j,(-1.6325658251165671e-09+0.00046131472322868164j)
-2163.510140772171j,(-3.3654780024392655e-09+0.00046220892342950406j)
-2159.3213505673843j,(-7.050863249367828e-10+0.00046310373207316687j)
-2155.132560362598j,(-2.6441033527287553e-09+0.0004640039628195614j)
-2150.9437701578117j,(-1.4557764990645131e-09+0.00046490904435425926j)
-2146.754979953025j,(-2.062749804681599e-09+0.0004658160302191944j)
-2142.566189748239j,(-2.858587242566337e-09+0.0004667274930582723j)
-2138.3773995434526j,(-1.1205972614668899e-09+0.0004676408141212604j)
-2134.188609338666j,(-2.763930245330752e-09+0.00046855850044170137j)
-2129.9998191338796j,(-1.2434928911419676e-09+0.00046948004295134944j)
-2125.8110289290935j,(-2.424111378359639e-09+0.00047040541581703924j)
-2121.622238724307j,(-2.8675718030842103e-09+0.00047133484607302307j)
-2117.4334485195204j,(-2.705817104086427e-09+0.00047226611369760027j)
-2113.2446583147344j,(-3.1110013087538296e-09+0.0004732024118111518j)
