iw_n,G_iw_n
-785.2410837647687j,"[[ 9.49330539e-06+1.27341180e-03j  4.36175253e-10+2.92376889e-11j]
 [-3.71331335e-10+2.99663011e-11j -8.34441597e-06+1.27342786e-03j]]"
-784.9269244994098j,"[[ 9.50087128e-06+1.27392141e-03j  4.15559857e-10+2.62222862e-11j]
 [-3.92593235e-10+2.69517735e-11j -8.35105065e-06+1.27393748e-03j]]"
-784.6127652340508j,"[[ 9.50844687e-06+1.27443141e-03j  3.99100357e-10+2.54834572e-11j]
 [-4.09700014e-10+2.62138211e-11j -8.35769589e-06+1.27444750e-03j]]"
-784.2986059686918j,"[[ 9.51603385e-06+1.27494185e-03j  3.91199375e-10+2.48243022e-11j]
 [-4.18249053e-10+2.55555441e-11j -8.36435523e-06+1.27495795e-03j]]"
-783.9844467033329j,"[[ 9.52368074e-06+1.27545270e-03j  3.59210595e-10+2.24631725e-11j]
 [-4.50886669e-10+2.31952938e-11j -8.37106661e-06+1.27546882e-03j]]"
-783.6702874379739j,"[[ 9.53132747e-06+1.27596392e-03j  3.16101107e-10+2.03555077e-11j]
 [-4.94645775e-10+2.10885098e-11j -8.37777308e-06+1.27598006e-03j]]"
-783.356128172615j,"[[ 9.53892014e-06+1.27647554e-03j  2.97930346e-10+1.74032222e-11j]
 [-5.13466933e-10+1.81371065e-11j -8.38442530e-06+1.27649171e-03j]]"
-783.041968907256j,"[[ 9.54652761e-06+1.27698762e-03j  2.89806783e-10+1.12778168e-11j]
 [-5.22241678e-10+1.20125847e-11j -8.39109871e-06+1.27700381e-03j]]"
-782.727809641897j,"[[ 9.55420115e-06+1.27750012e-03j  2.63267105e-10+5.33779710e-12j]
 [-5.49433322e-10+6.07345003e-12j -8.39783720e-06+1.27751634e-03j]]"
-782.4136503765379j,"[[ 9.56186930e-06+1.27801302e-03j  2.40056542e-10-1.30298077e-12j]
 [-5.73296636e-10-5.66441370e-13j -8.40457476e-06+1.27802928e-03j]]"
-782.0994911111791j,"[[ 9.56953153e-06+1.27852635e-03j  2.50770401e-10-7.77189691e-12j]
 [-5.63236315e-10-7.03446961e-12j -8.41130784e-06+1.27854264e-03j]]"
-781.78533184582j,"[[ 9.57722872e-06+1.27904008e-03j  2.75533326e-10-1.71143931e-11j]
 [-5.39127717e-10-1.63760765e-11j -8.41807753e-06+1.27905641e-03j]]"
-781.471172580461j,"[[ 9.58495553e-06+1.27955421e-03j  2.86852717e-10-2.63087791e-11j]
 [-5.28463441e-10-2.55695717e-11j -8.42487947e-06+1.27957056e-03j]]"
-781.1570133151021j,"[[ 9.59266700e-06+1.28006875e-03j  3.19652013e-10-2.94041542e-11j]
 [-4.96320051e-10-2.86640546e-11j -8.43167082e-06+1.28008513e-03j]]"
-780.8428540497431j,"[[ 9.60038412e-06+1.28058376e-03j  3.96106759e-10-2.90124572e-11j]
 [-4.20522002e-10-2.82714639e-11j -8.43846951e-06+1.28060017e-03j]]"
-780.528694784384j,"[[ 9.60817027e-06+1.28109917e-03j  4.55042995e-10-3.13287320e-11j]
 [-3.62243257e-10-3.05868437e-11j -8.44533206e-06+1.28111560e-03j]]"
-780.2145355190252j,"[[ 9.61598824e-06+1.28161492e-03j  4.72237831e-10-3.19619977e-11j]
 [-3.45706706e-10-3.12192128e-11j -8.45222614e-06+1.28163137e-03j]]"
-779.9003762536661j,"[[ 9.62376229e-06+1.28213105e-03j  5.02981981e-10-3.06236731e-11j]
 [-3.15621637e-10-2.98799903e-11j -8.45907591e-06+1.28214751e-03j]]"
-779.5862169883072j,"[[ 9.63151803e-06+1.28264763e-03j  5.35246910e-10-2.98302847e-11j]
 [-2.84016585e-10-2.90857025e-11j -8.46590247e-06+1.28266410e-03j]]"
-779.2720577229481j,"[[ 9.63931365e-06+1.28316464e-03j  5.45675044e-10-3.02493415e-11j]
 [-2.74249127e-10-2.95038584e-11j -8.47276250e-06+1.28318112e-03j]]"
-778.9578984575892j,"[[ 9.64711600e-06+1.28368203e-03j  5.69901726e-10-3.06076288e-11j]
 [-2.50683921e-10-2.98612435e-11j -8.47962841e-06+1.28369852e-03j]]"
-778.6437391922302j,"[[ 9.65489066e-06+1.28419983e-03j  6.12212613e-10-3.45204342e-11j]
 [-2.09035309e-10-3.37731452e-11j -8.48646379e-06+1.28421632e-03j]]"
-778.3295799268712j,"[[ 9.66269751e-06+1.28471808e-03j  6.28926484e-10-3.77221598e-11j]
 [-1.92984516e-10-3.69739656e-11j -8.49332779e-06+1.28473458e-03j]]"
-778.0154206615123j,"[[ 9.67052576e-06+1.28523672e-03j  6.33975696e-10-4.05742405e-11j]
 [-1.88599185e-10-3.98251396e-11j -8.50020865e-06+1.28525323e-03j]]"
-777.7012613961533j,"[[ 9.67830759e-06+1.28575576e-03j  6.66803632e-10-4.26172268e-11j]
 [-1.56435935e-10-4.18672177e-11j -8.50703904e-06+1.28577228e-03j]]"
-777.3871021307943j,"[[ 9.68605430e-06+1.28627524e-03j  7.19397480e-10-4.58702443e-11j]
 [-1.04507579e-10-4.51193255e-11j -8.51382863e-06+1.28629177e-03j]]"
-777.0729428654353j,"[[ 9.69382687e-06+1.28679517e-03j  7.70440343e-10-4.59386178e-11j]
 [-5.41310163e-11-4.51867879e-11j -8.52063774e-06+1.28681170e-03j]]"
-776.7587836000764j,"[[ 9.70159540e-06+1.28731553e-03j  8.15550407e-10-4.56438137e-11j]
 [-9.68805998e-12-4.48910711e-11j -8.52743338e-06+1.28733207e-03j]]"
-776.4446243347173j,"[[ 9.70933393e-06+1.28783635e-03j  8.77903704e-10-4.21799148e-11j]
 [ 5.19973185e-11-4.14262581e-11j -8.53420332e-06+1.28785292e-03j]]"
-776.1304650693585j,"[[ 9.71712860e-06+1.28835764e-03j  9.50499693e-10-3.86469873e-11j]
 [ 1.23924578e-10-3.78924151e-11j -8.54103198e-06+1.28837424e-03j]]"
-775.8163058039994j,"[[ 9.72500047e-06+1.28887933e-03j  1.00607255e-09-3.45740510e-11j]
 [ 1.78827890e-10-3.38185618e-11j -8.54794096e-06+1.28889596e-03j]]"
-775.5021465386404j,"[[ 9.73289129e-06+1.28940141e-03j  1.03720194e-09-2.98758199e-11j]
 [ 2.09286931e-10-2.91194122e-11j -8.55487416e-06+1.28941808e-03j]]"
-775.1879872732815j,"[[ 9.74075328e-06+1.28992391e-03j  1.07743011e-09-2.29616423e-11j]
 [ 2.48843930e-10-2.22043146e-11j -8.56178674e-06+1.28994061e-03j]]"
-774.8738280079225j,"[[ 9.74863770e-06+1.29044688e-03j  1.10292178e-09-1.85585749e-11j]
 [ 2.73663609e-10-1.78003257e-11j -8.56871985e-06+1.29046360e-03j]]"
-774.5596687425634j,"[[ 9.75657553e-06+1.29097024e-03j  1.09233163e-09-1.41208857e-11j]
 [ 2.62400651e-10-1.33617136e-11j -8.57570012e-06+1.29098698e-03j]]"
-774.2455094772046j,"[[ 9.76450219e-06+1.29149398e-03j  1.08921378e-09-1.13206071e-11j]
 [ 2.58609184e-10-1.05605105e-11j -8.58266841e-06+1.29151074e-03j]]"
-773.9313502118455j,"[[ 9.77239565e-06+1.29201816e-03j  1.10345185e-09-8.97023545e-12j]
 [ 2.72172811e-10-8.20921291e-12j -8.58960388e-06+1.29203494e-03j]]"
-773.6171909464865j,"[[ 9.78033843e-06+1.29254282e-03j  1.10869875e-09-5.16487426e-12j]
 [ 2.76744441e-10-4.40292425e-12j -8.59657635e-06+1.29255961e-03j]]"
-773.3030316811275j,"[[ 9.78830914e-06+1.29306785e-03j  1.11587764e-09+1.78404109e-12j]
 [ 2.83247241e-10+2.54692008e-12j -8.60357444e-06+1.29308468e-03j]]"
-772.9888724157686j,"[[ 9.79623711e-06+1.29359330e-03j  1.12170035e-09+8.18397505e-12j]
 [ 2.88393040e-10+8.94778454e-12j -8.61053494e-06+1.29361015e-03j]]"
-772.6747131504096j,"[[ 9.80417273e-06+1.29411921e-03j  1.10094989e-09+1.33464368e-11j]
 [ 2.66964833e-10+1.41111783e-11j -8.61749993e-06+1.29413609e-03j]]"
-772.3605538850506j,"[[ 9.81215538e-06+1.29464558e-03j  1.06135136e-09+1.89807181e-11j]
 [ 2.26687736e-10+1.97463932e-11j -8.62451170e-06+1.29466249e-03j]]"
-772.0463946196917j,"[[ 9.82015995e-06+1.29517236e-03j  1.04853329e-09+2.82355590e-11j]
 [ 2.13190275e-10+2.90021691e-11j -8.63154836e-06+1.29518931e-03j]]"
-771.7322353543327j,"[[ 9.82814022e-06+1.29569956e-03j  1.06468940e-09+3.45584353e-11j]
 [ 2.28666160e-10+3.53259821e-11j -8.63856443e-06+1.29571655e-03j]]"
-771.4180760889737j,"[[ 9.83615356e-06+1.29622721e-03j  1.02901401e-09+3.68042646e-11j]
 [ 1.92309710e-10+3.75727495e-11j -8.64561640e-06+1.29624422e-03j]]"
-771.1039168236147j,"[[ 9.84422730e-06+1.29675527e-03j  9.49643060e-10+4.13080858e-11j]
 [ 1.12256874e-10+4.20775103e-11j -8.65272966e-06+1.29677231e-03j]]"
-770.7897575582558j,"[[ 9.85228863e-06+1.29728372e-03j  8.83924545e-10+4.68912030e-11j]
 [ 4.58556371e-11+4.76615686e-11j -8.65983161e-06+1.29730080e-03j]]"
-770.4755982928967j,"[[ 9.86031117e-06+1.29781262e-03j  8.52622917e-10+4.84369916e-11j]
 [ 1.38704506e-11+4.92083000e-11j -8.66689502e-06+1.29782972e-03j]]"
-770.1614390275378j,"[[ 9.86837437e-06+1.29834197e-03j  7.79501330e-10+4.33430819e-11j]
 [-5.99355312e-11+4.41153345e-11j -8.67399152e-06+1.29835908e-03j]]"
-769.8472797621788j,"[[ 9.87647678e-06+1.29887173e-03j  6.69145813e-10+3.97625170e-11j]
 [-1.70976281e-10+4.05357154e-11j -8.68111888e-06+1.29888886e-03j]]"
-769.5331204968198j,"[[ 9.88455786e-06+1.29940191e-03j  6.19046152e-10+3.60850436e-11j]
 [-2.21762015e-10+3.68591893e-11j -8.68822740e-06+1.29941906e-03j]]"
-769.2189612314609j,"[[ 9.89261125e-06+1.29993254e-03j  6.08354582e-10+2.63046048e-11j]
 [-2.33140497e-10+2.70796994e-11j -8.69531205e-06+1.29994971e-03j]]"
-768.9048019661019j,"[[ 9.90070124e-06+1.30046363e-03j  5.73315831e-10+1.67964392e-11j]
 [-2.68867004e-10+1.75724842e-11j -8.70242695e-06+1.30048082e-03j]]"
-768.5906427007428j,"[[ 9.90882268e-06+1.30099514e-03j  5.56463332e-10+1.10526443e-11j]
 [-2.86408102e-10+1.18296413e-11j -8.70956903e-06+1.30101235e-03j]]"
-768.276483435384j,"[[ 9.91696217e-06+1.30152709e-03j  5.75255050e-10+6.72057039e-12j]
 [-2.68305828e-10+7.49852087e-12j -8.71673205e-06+1.30154432e-03j]]"
-767.9623241700249j,"[[ 9.92513179e-06+1.30205948e-03j  5.92538530e-10+1.23301067e-12j]
 [-2.51712637e-10+2.01191621e-12j -8.72392519e-06+1.30207673e-03j]]"
-767.6481649046659j,"[[ 9.93335185e-06+1.30259227e-03j  5.95405043e-10-1.25760740e-12j]
 [-2.49537261e-10-4.77745229e-13j -8.73116922e-06+1.30260955e-03j]]"
-767.334005639307j,"[[ 9.94155583e-06+1.30312542e-03j  6.24416166e-10-8.50128513e-13j]
 [-2.21218124e-10-6.93081285e-14j -8.73839826e-06+1.30314272e-03j]]"
