iw_n,G_iw_n
-1569.7491292436998j,[[1.14801907e-13+0.00063704j]]
-1567.6547341413068j,[[-2.77841391e-14+0.00063789j]]
-1565.5603390389135j,[[-1.01710399e-13+0.00063875j]]
-1563.4659439365205j,[[-3.36052493e-14+0.0006396j]]
-1561.371548834127j,[[-5.6157564e-15+0.00064046j]]
-1559.277153731734j,[[1.60699492e-13+0.00064132j]]
-1557.182758629341j,[[1.12437555e-13+0.00064218j]]
-1555.0883635269477j,[[-5.84227555e-16+0.00064305j]]
-1552.9939684245544j,[[-4.99733701e-14+0.00064391j]]
-1550.8995733221611j,[[-8.18926327e-14+0.00064478j]]
-1548.805178219768j,[[1.27678246e-13+0.00064566j]]
-1546.7107831173746j,[[1.1429848e-13+0.00064653j]]
-1544.6163880149816j,[[1.1534326e-13+0.00064741j]]
-1542.5219929125885j,[[1.30618421e-13+0.00064829j]]
-1540.4275978101953j,[[1.08020321e-13+0.00064917j]]
-1538.333202707802j,[[1.78911866e-13+0.00065005j]]
-1536.2388076054087j,[[6.42014164e-14+0.00065093j]]
-1534.1444125030157j,[[1.28407802e-13+0.00065183j]]
-1532.0500174006227j,[[9.14199947e-14+0.00065272j]]
-1529.9556222982292j,[[3.8592768e-14+0.00065361j]]
-1527.8612271958361j,[[7.04927793e-14+0.00065451j]]
-1525.7668320934429j,[[1.82180873e-13+0.0006554j]]
-1523.6724369910496j,[[1.80539736e-13+0.0006563j]]
-1521.5780418886563j,[[-3.19177228e-14+0.00065721j]]
-1519.4836467862633j,[[-8.55991271e-14+0.00065811j]]
-1517.3892516838703j,[[-1.09539077e-14+0.00065902j]]
-1515.2948565814768j,[[1.64602581e-13+0.00065993j]]
-1513.2004614790837j,[[8.10880178e-14+0.00066085j]]
-1511.1060663766905j,[[7.91333561e-14+0.00066176j]]
-1509.0116712742974j,[[1.17437732e-13+0.00066268j]]
-1506.917276171904j,[[-4.95695936e-15+0.0006636j]]
-1504.822881069511j,[[-2.83307629e-14+0.00066453j]]
-1502.7284859671179j,[[5.35024412e-15+0.00066545j]]
-1500.6340908647244j,[[1.72897176e-13+0.00066638j]]
-1498.5396957623313j,[[7.954136e-14+0.00066731j]]
-1496.445300659938j,[[-1.24476879e-14+0.00066825j]]
-1494.350905557545j,[[3.73656719e-14+0.00066918j]]
-1492.2565104551516j,[[3.94684097e-14+0.00067012j]]
-1490.1621153527585j,[[-2.36660723e-14+0.00067106j]]
-1488.0677202503655j,[[-2.12623778e-13+0.00067201j]]
-1485.9733251479722j,[[-6.42715964e-14+0.00067295j]]
-1483.878930045579j,[[7.01166575e-14+0.0006739j]]
-1481.7845349431857j,[[5.34405131e-14+0.00067486j]]
-1479.6901398407927j,[[-1.30523794e-13+0.00067581j]]
-1477.5957447383992j,[[-1.88368206e-13+0.00067677j]]
-1475.5013496360061j,[[-2.85197661e-14+0.00067773j]]
-1473.406954533613j,[[-1.1768758e-13+0.00067869j]]
-1471.3125594312198j,[[-4.69588164e-14+0.00067966j]]
-1469.2181643288266j,[[-4.86013106e-15+0.00068063j]]
-1467.1237692264333j,[[-1.00161337e-13+0.0006816j]]
-1465.0293741240403j,[[-2.43954201e-13+0.00068257j]]
-1462.9349790216468j,[[-2.33011846e-13+0.00068355j]]
-1460.8405839192537j,[[-9.62978604e-14+0.00068453j]]
-1458.7461888168607j,[[-1.12380514e-13+0.00068551j]]
-1456.6517937144674j,[[3.93856543e-14+0.0006865j]]
-1454.5573986120742j,[[2.44421877e-14+0.00068749j]]
-1452.463003509681j,[[5.74531233e-15+0.00068848j]]
-1450.3686084072879j,[[-9.41401818e-14+0.00068947j]]
-1448.2742133048948j,[[-5.78622501e-14+0.00069047j]]
-1446.1798182025013j,[[1.3035153e-13+0.00069147j]]
-1444.0854231001083j,[[2.62595786e-14+0.00069247j]]
-1441.991027997715j,[[4.63555242e-14+0.00069348j]]
-1439.8966328953218j,[[4.40590241e-14+0.00069449j]]
-1437.8022377929285j,[[2.66954013e-14+0.0006955j]]
-1435.7078426905355j,[[-8.77628841e-14+0.00069652j]]
-1433.6134475881424j,[[-1.84212078e-13+0.00069753j]]
-1431.519052485749j,[[-3.87438852e-14+0.00069855j]]
-1429.424657383356j,[[-3.3361466e-14+0.00069958j]]
-1427.3302622809626j,[[4.37499414e-14+0.0007006j]]
-1425.2358671785696j,[[1.94094091e-14+0.00070163j]]
-1423.1414720761761j,[[7.17735153e-14+0.00070266j]]
-1421.047076973783j,[[-6.41849563e-15+0.0007037j]]
-1418.95268187139j,[[-1.28619774e-13+0.00070474j]]
-1416.8582867689965j,[[-1.0026201e-13+0.00070578j]]
-1414.7638916666035j,[[-2.92128505e-14+0.00070683j]]
-1412.6694965642102j,[[1.11069127e-13+0.00070787j]]
-1410.5751014618172j,[[-5.12267546e-14+0.00070892j]]
-1408.4807063594237j,[[-1.69301576e-13+0.00070998j]]
-1406.3863112570307j,[[-2.27629702e-13+0.00071104j]]
-1404.2919161546376j,[[-1.5985973e-13+0.0007121j]]
-1402.1975210522444j,[[-1.89989872e-13+0.00071316j]]
-1400.1031259498511j,[[-1.43599253e-13+0.00071423j]]
-1398.0087308474579j,[[1.69079412e-13+0.0007153j]]
-1395.9143357450648j,[[3.61500169e-14+0.00071637j]]
-1393.8199406426713j,[[-3.36252825e-14+0.00071745j]]
-1391.7255455402783j,[[-5.86755388e-14+0.00071853j]]
-1389.6311504378853j,[[9.27184392e-14+0.00071961j]]
-1387.536755335492j,[[1.53860761e-13+0.00072069j]]
-1385.4423602330987j,[[1.06031614e-14+0.00072178j]]
-1383.3479651307055j,[[1.44085981e-13+0.00072288j]]
-1381.2535700283124j,[[1.26806056e-13+0.00072397j]]
-1379.1591749259194j,[[8.54509968e-14+0.00072507j]]
-1377.064779823526j,[[8.10758256e-14+0.00072618j]]
-1374.9703847211329j,[[2.02809574e-13+0.00072728j]]
-1372.8759896187396j,[[2.79928093e-13+0.00072839j]]
-1370.7815945163463j,[[1.71120552e-13+0.0007295j]]
-1368.687199413953j,[[1.2382117e-13+0.00073062j]]
-1366.59280431156j,[[8.63874914e-14+0.00073174j]]
-1364.4984092091668j,[[2.02027922e-13+0.00073286j]]
-1362.4040141067737j,[[1.31572112e-13+0.00073399j]]
-1360.3096190043805j,[[1.20710052e-13+0.00073512j]]
-1358.2152239019872j,[[3.91700171e-14+0.00073625j]]
-1356.120828799594j,[[-3.58688917e-14+0.00073739j]]
-1354.026433697201j,[[-6.64173207e-14+0.00073853j]]
-1351.9320385948076j,[[-1.93817359e-13+0.00073968j]]
-1349.8376434924144j,[[-7.72084766e-14+0.00074082j]]
