iw_n,G_iw_n
-282.58625919040185j,[[-1.55906892e-07+0.0035372j]]
-282.2720999250429j,[[-1.56297678e-07+0.00354114j]]
-281.9579406596839j,[[-1.56662709e-07+0.00354499j]]
-281.64378139432495j,[[-1.56954514e-07+0.00354899j]]
-281.329622128966j,[[-1.5727653e-07+0.00355293j]]
-281.015462863607j,[[-1.57787782e-07+0.00355691j]]
-280.70130359824805j,[[-1.58087932e-07+0.00356091j]]
-280.3871443328891j,[[-1.58409642e-07+0.0035649j]]
-280.07298506753006j,[[-1.58791898e-07+0.00356883j]]
-279.7588258021711j,[[-1.59117953e-07+0.00357286j]]
-279.4446665368121j,[[-1.59506962e-07+0.00357684j]]
-279.1305072714531j,[[-1.59847377e-07+0.00358087j]]
-278.81634800609413j,[[-1.60260727e-07+0.00358486j]]
-278.50218874073516j,[[-1.60460684e-07+0.00358895j]]
-278.1880294753762j,[[-1.60784251e-07+0.003593j]]
-277.8738702100172j,[[-1.61312877e-07+0.00359713j]]
-277.5597109446582j,[[-1.61608226e-07+0.00360119j]]
-277.24555167929924j,[[-1.62037314e-07+0.00360523j]]
-276.9313924139403j,[[-1.6258537e-07+0.00360932j]]
-276.61723314858125j,[[-1.62871678e-07+0.00361334j]]
-276.3030738832223j,[[-1.63060618e-07+0.00361747j]]
-275.9889146178633j,[[-1.63424679e-07+0.00362161j]]
-275.67475535250435j,[[-1.64063734e-07+0.0036257j]]
-275.3605960871454j,[[-1.64257917e-07+0.00362994j]]
-275.0464368217864j,[[-1.64771233e-07+0.00363396j]]
-274.73227755642745j,[[-1.65167791e-07+0.00363805j]]
-274.4181182910684j,[[-1.65414575e-07+0.00364227j]]
-274.10395902570946j,[[-1.65838556e-07+0.00364653j]]
-273.7897997603505j,[[-1.66167562e-07+0.0036507j]]
-273.4756404949915j,[[-1.6647444e-07+0.00365486j]]
-273.1614812296325j,[[-1.66974501e-07+0.00365905j]]
-272.84732196427353j,[[-1.67200088e-07+0.00366332j]]
-272.53316269891457j,[[-1.67757297e-07+0.00366756j]]
-272.21900343355554j,[[-1.67997305e-07+0.00367172j]]
-271.9048441681966j,[[-1.68418718e-07+0.00367597j]]
-271.5906849028376j,[[-1.68880963e-07+0.00368021j]]
-271.27652563747864j,[[-1.6928551e-07+0.00368441j]]
-270.9623663721196j,[[-1.6950907e-07+0.00368868j]]
-270.64820710676065j,[[-1.69835529e-07+0.00369299j]]
-270.3340478414017j,[[-1.70194435e-07+0.00369731j]]
-270.0198885760427j,[[-1.70835072e-07+0.00370155j]]
-269.70572931068375j,[[-1.71195327e-07+0.00370587j]]
-269.3915700453248j,[[-1.71694893e-07+0.00371021j]]
-269.0774107799658j,[[-1.71995364e-07+0.00371445j]]
-268.7632515146068j,[[-1.7242728e-07+0.00371886j]]
-268.4490922492478j,[[-1.72736674e-07+0.00372332j]]
-268.13493298388886j,[[-1.73301309e-07+0.00372765j]]
-267.8207737185299j,[[-1.73594419e-07+0.00373192j]]
-267.50661445317087j,[[-1.74131534e-07+0.00373631j]]
-267.1924551878119j,[[-1.74490961e-07+0.00374074j]]
-266.87829592245293j,[[-1.74823164e-07+0.00374509j]]
-266.56413665709397j,[[-1.75321295e-07+0.00374956j]]
-266.24997739173494j,[[-1.75551785e-07+0.00375387j]]
-265.935818126376j,[[-1.76159366e-07+0.00375838j]]
-265.621658861017j,[[-1.76289403e-07+0.00376275j]]
-265.307499595658j,[[-1.76913975e-07+0.0037672j]]
-264.993340330299j,[[-1.772676e-07+0.00377166j]]
-264.67918106494005j,[[-1.77789622e-07+0.00377623j]]
-264.3650217995811j,[[-1.78011046e-07+0.00378064j]]
-264.0508625342221j,[[-1.78613703e-07+0.00378518j]]
-263.73670326886315j,[[-1.79020963e-07+0.00378977j]]
-263.4225440035042j,[[-1.79560425e-07+0.00379424j]]
-263.1083847381452j,[[-1.79887337e-07+0.00379875j]]
-262.7942254727862j,[[-1.80372298e-07+0.00380325j]]
-262.4800662074272j,[[-1.80772364e-07+0.0038078j]]
-262.16590694206826j,[[-1.81215739e-07+0.00381246j]]
-261.85174767670924j,[[-1.8166656e-07+0.00381692j]]
-261.53758841135027j,[[-1.82077505e-07+0.00382151j]]
-261.2234291459913j,[[-1.82431358e-07+0.00382605j]]
-260.90926988063234j,[[-1.82829307e-07+0.00383072j]]
-260.5951106152733j,[[-1.83231193e-07+0.00383534j]]
-260.28095134991435j,[[-1.8365057e-07+0.00383993j]]
-259.9667920845554j,[[-1.8424404e-07+0.00384457j]]
-259.65263281919636j,[[-1.84619966e-07+0.00384912j]]
-259.3384735538374j,[[-1.85069957e-07+0.00385389j]]
-259.0243142884784j,[[-1.8559771e-07+0.00385851j]]
-258.71015502311946j,[[-1.8600386e-07+0.00386317j]]
-258.3959957577605j,[[-1.86497788e-07+0.00386792j]]
-258.0818364924015j,[[-1.86870014e-07+0.00387262j]]
-257.76767722704255j,[[-1.87115858e-07+0.00387734j]]
-257.4535179616836j,[[-1.876393e-07+0.0038821j]]
-257.13935869632456j,[[-1.88379027e-07+0.00388686j]]
-256.8251994309656j,[[-1.88613224e-07+0.00389147j]]
-256.51104016560663j,[[-1.89012306e-07+0.00389625j]]
-256.1968809002476j,[[-1.89548721e-07+0.00390108j]]
-255.88272163488864j,[[-1.9012083e-07+0.0039059j]]
-255.56856236952967j,[[-1.90595032e-07+0.00391068j]]
-255.2544031041707j,[[-1.9091752e-07+0.00391541j]]
-254.94024383881168j,[[-1.91492647e-07+0.00392026j]]
-254.62608457345272j,[[-1.91883776e-07+0.00392513j]]
-254.31192530809375j,[[-1.9223445e-07+0.00392992j]]
-253.99776604273478j,[[-1.92906653e-07+0.00393485j]]
-253.6836067773758j,[[-1.93439155e-07+0.00393967j]]
-253.36944751201682j,[[-1.93851985e-07+0.00394455j]]
-253.05528824665785j,[[-1.94401444e-07+0.00394945j]]
-252.74112898129883j,[[-1.94697403e-07+0.00395432j]]
-252.42696971593986j,[[-1.95298884e-07+0.00395933j]]
-252.1128104505809j,[[-1.95660242e-07+0.00396421j]]
-251.79865118522193j,[[-1.96272308e-07+0.00396915j]]
-251.48449191986293j,[[-1.96714288e-07+0.00397406j]]
-251.17033265450397j,[[-1.97284612e-07+0.00397899j]]
-250.856173389145j,[[-1.97886676e-07+0.00398401j]]
-250.54201412378603j,[[-1.98359773e-07+0.00398906j]]
-250.227854858427j,[[-1.98615329e-07+0.003994j]]
-249.91369559306804j,[[-1.9932054e-07+0.00399906j]]
-249.59953632770907j,[[-1.99892588e-07+0.00400406j]]
-249.28537706235005j,[[-2.00371292e-07+0.00400909j]]
-248.97121779699108j,[[-2.00758723e-07+0.00401406j]]
-248.65705853163212j,[[-2.01141185e-07+0.00401919j]]
-248.34289926627315j,[[-2.01881566e-07+0.00402437j]]
-248.02874000091415j,[[-2.0225254e-07+0.00402941j]]
-247.7145807355552j,[[-2.02864792e-07+0.00403456j]]
-247.40042147019622j,[[-2.0350489e-07+0.00403952j]]
-247.08626220483725j,[[-2.03806322e-07+0.00404475j]]
-246.77210293947823j,[[-2.0439206e-07+0.0040499j]]
-246.45794367411926j,[[-2.04880762e-07+0.00405507j]]
-246.1437844087603j,[[-2.05526363e-07+0.00406026j]]
-245.8296251434013j,[[-2.06063125e-07+0.00406536j]]
-245.51546587804233j,[[-2.06614066e-07+0.00407047j]]
-245.20130661268337j,[[-2.07288418e-07+0.00407575j]]
-244.8871473473244j,[[-2.07726272e-07+0.00408097j]]
-244.57298808196538j,[[-2.08205091e-07+0.00408619j]]
-244.2588288166064j,[[-2.08639036e-07+0.0040915j]]
-243.94466955124744j,[[-2.09603365e-07+0.00409678j]]
-243.63051028588848j,[[-2.09834571e-07+0.00410206j]]
-243.31635102052945j,[[-2.10419417e-07+0.00410735j]]
-243.0021917551705j,[[-2.10871265e-07+0.00411261j]]
-242.68803248981152j,[[-2.11413727e-07+0.00411795j]]
-242.37387322445252j,[[-2.11945376e-07+0.00412316j]]
-242.05971395909356j,[[-2.1255387e-07+0.00412864j]]
-241.7455546937346j,[[-2.1306186e-07+0.00413403j]]
-241.43139542837562j,[[-2.13376035e-07+0.00413929j]]
-241.1172361630166j,[[-2.14215021e-07+0.00414477j]]
-240.80307689765763j,[[-2.14780366e-07+0.00415017j]]
-240.48891763229867j,[[-2.15145123e-07+0.00415548j]]
-240.1747583669397j,[[-2.15582959e-07+0.00416105j]]
-239.8605991015807j,[[-2.16162727e-07+0.00416642j]]
-239.54643983622174j,[[-2.16976514e-07+0.00417187j]]
-239.23228057086277j,[[-2.17270442e-07+0.00417734j]]
-238.91812130550375j,[[-2.18005167e-07+0.00418285j]]
-238.60396204014478j,[[-2.18706323e-07+0.00418835j]]
-238.2898027747858j,[[-2.19191687e-07+0.00419382j]]
