iw_n,G_iw_n
-1569.6743294186147j,[[-2.26841461e-14+0.00063707j]]
-1567.4303346660504j,[[-1.26887407e-14+0.00063799j]]
-1565.1863399134863j,[[2.29200842e-14+0.0006389j]]
-1562.9423451609223j,[[6.26063796e-15+0.00063982j]]
-1560.6983504083582j,[[-2.1508736e-14+0.00064074j]]
-1558.4543556557937j,[[-6.29582564e-15+0.00064166j]]
-1556.2103609032297j,[[3.15630901e-14+0.00064259j]]
-1553.9663661506656j,[[-1.16676928e-14+0.00064351j]]
-1551.7223713981016j,[[-1.99389456e-14+0.00064444j]]
-1549.4783766455373j,[[1.08929117e-14+0.00064538j]]
-1547.2343818929733j,[[2.05921992e-14+0.00064631j]]
-1544.9903871404092j,[[-1.71738747e-14+0.00064725j]]
-1542.7463923878447j,[[-1.88544829e-14+0.00064819j]]
-1540.5023976352807j,[[2.87352607e-14+0.00064914j]]
-1538.2584028827166j,[[2.48686205e-15+0.00065008j]]
-1536.0144081301526j,[[-2.04898218e-14+0.00065103j]]
-1533.7704133775883j,[[-5.16460097e-15+0.00065199j]]
-1531.5264186250242j,[[2.88100938e-14+0.00065294j]]
-1529.2824238724602j,[[-7.04738698e-15+0.0006539j]]
-1527.0384291198961j,[[-2.63167131e-14+0.00065486j]]
-1524.7944343673316j,[[1.75646485e-14+0.00065582j]]
-1522.5504396147676j,[[1.5350943e-14+0.00065679j]]
-1520.3064448622035j,[[-1.38325516e-14+0.00065776j]]
-1518.0624501096393j,[[-2.05854823e-14+0.00065873j]]
-1515.8184553570752j,[[2.85121683e-14+0.00065971j]]
-1513.5744606045112j,[[5.46561597e-15+0.00066069j]]
-1511.330465851947j,[[-2.59481453e-14+0.00066167j]]
-1509.0864710993828j,[[1.16716489e-15+0.00066265j]]
-1506.8424763468188j,[[2.29330271e-14+0.00066364j]]
-1504.5984815942547j,[[-1.83275216e-15+0.00066463j]]
-1502.3544868416907j,[[-3.06772026e-14+0.00066562j]]
-1500.1104920891262j,[[1.98898722e-14+0.00066662j]]
-1497.8664973365621j,[[1.6163405e-14+0.00066761j]]
-1495.622502583998j,[[-1.73373502e-14+0.00066862j]]
-1493.3785078314338j,[[-1.57185145e-14+0.00066962j]]
-1491.1345130788698j,[[2.29347564e-14+0.00067063j]]
-1488.8905183263057j,[[1.17638189e-14+0.00067164j]]
-1486.6465235737417j,[[-3.22074973e-14+0.00067265j]]
-1484.4025288211772j,[[5.62274755e-15+0.00067367j]]
-1482.158534068613j,[[2.13550781e-14+0.00067469j]]
-1479.914539316049j,[[-2.66851642e-15+0.00067571j]]
-1477.670544563485j,[[-2.81413485e-14+0.00067674j]]
-1475.4265498109207j,[[1.54972559e-14+0.00067777j]]
-1473.1825550583567j,[[2.25183177e-14+0.0006788j]]
-1470.9385603057926j,[[-2.43851267e-14+0.00067984j]]
-1468.6945655532281j,[[-9.88315817e-15+0.00068087j]]
-1466.450570800664j,[[1.91187084e-14+0.00068192j]]
-1464.2065760481j,[[1.38598277e-14+0.00068296j]]
-1461.962581295536j,[[-3.24465884e-14+0.00068401j]]
-1459.718586542972j,[[3.11817201e-15+0.00068506j]]
-1457.4745917904077j,[[2.66501316e-14+0.00068612j]]
-1455.2305970378436j,[[-9.23796344e-15+0.00068717j]]
-1452.9866022852793j,[[-2.18920464e-14+0.00068824j]]
-1450.7426075327153j,[[9.96277904e-15+0.0006893j]]
-1448.4986127801512j,[[2.72786313e-14+0.00069037j]]
-1446.254618027587j,[[-2.73430289e-14+0.00069144j]]
-1444.010623275023j,[[-1.00679807e-14+0.00069251j]]
-1441.7666285224586j,[[2.23564694e-14+0.00069359j]]
-1439.5226337698946j,[[8.96594105e-15+0.00069467j]]
-1437.2786390173303j,[[-2.67950084e-14+0.00069576j]]
-1435.0346442647663j,[[-3.29956686e-15+0.00069685j]]
-1432.7906495122022j,[[3.32991939e-14+0.00069794j]]
-1430.5466547596382j,[[-1.43870437e-14+0.00069903j]]
-1428.3026600070739j,[[-1.96710041e-14+0.00070013j]]
-1426.0586652545098j,[[1.04488668e-14+0.00070123j]]
-1423.8146705019456j,[[2.49532796e-14+0.00070234j]]
-1421.5706757493815j,[[-2.31957118e-14+0.00070345j]]
-1419.3266809968175j,[[-1.63342531e-14+0.00070456j]]
-1417.0826862442532j,[[2.97373604e-14+0.00070567j]]
-1414.8386914916891j,[[2.52544726e-15+0.00070679j]]
-1412.5946967391249j,[[-2.24361936e-14+0.00070791j]]
-1410.3507019865608j,[[-5.78710881e-15+0.00070904j]]
-1408.1067072339965j,[[3.39778459e-14+0.00071017j]]
-1405.8627124814325j,[[-1.24051641e-14+0.0007113j]]
-1403.6187177288684j,[[-2.4712113e-14+0.00071244j]]
-1401.3747229763044j,[[1.7217493e-14+0.00071358j]]
-1399.13072822374j,[[1.83069922e-14+0.00071473j]]
-1396.8867334711758j,[[-1.73182616e-14+0.00071588j]]
-1394.6427387186118j,[[-2.14850553e-14+0.00071703j]]
-1392.3987439660477j,[[3.33152639e-14+0.00071818j]]
-1390.1547492134837j,[[2.02622215e-15+0.00071934j]]
-1387.9107544609194j,[[-2.53011441e-14+0.0007205j]]
-1385.6667597083554j,[[-8.84030658e-16+0.00072167j]]
-1383.422764955791j,[[2.82297926e-14+0.00072284j]]
-1381.178770203227j,[[-5.89515952e-15+0.00072402j]]
-1378.9347754506628j,[[-3.17114244e-14+0.00072519j]]
-1376.6907806980987j,[[2.30574351e-14+0.00072638j]]
-1374.4467859455347j,[[1.53723805e-14+0.00072756j]]
-1372.2027911929704j,[[-1.73805916e-14+0.00072875j]]
-1369.9587964404063j,[[-1.93804237e-14+0.00072995j]]
-1367.714801687842j,[[2.94055182e-14+0.00073114j]]
-1365.470806935278j,[[8.14213008e-15+0.00073235j]]
-1363.226812182714j,[[-3.29394677e-14+0.00073355j]]
-1360.98281743015j,[[6.18985065e-15+0.00073476j]]
-1358.7388226775856j,[[2.32733107e-14+0.00073597j]]
-1356.4948279250216j,[[-2.98511912e-15+0.00073719j]]
-1354.2508331724573j,[[-3.28335506e-14+0.00073841j]]
-1352.006838419893j,[[2.1610698e-14+0.00073964j]]
-1349.762843667329j,[[2.00637232e-14+0.00074087j]]
-1347.518848914765j,[[-2.42782788e-14+0.0007421j]]
-1345.2748541622009j,[[-1.23084476e-14+0.00074334j]]
-1343.0308594096366j,[[2.31479234e-14+0.00074458j]]
-1340.7868646570726j,[[1.36663271e-14+0.00074583j]]
-1338.5428699045083j,[[-3.71241143e-14+0.00074708j]]
-1336.2988751519442j,[[7.43277804e-15+0.00074833j]]
-1334.0548803993802j,[[2.56782546e-14+0.00074959j]]
-1331.8108856468161j,[[-7.83991189e-15+0.00075085j]]
-1329.5668908942519j,[[-2.69703914e-14+0.00075212j]]
-1327.3228961416876j,[[1.49980316e-14+0.00075339j]]
-1325.0789013891235j,[[2.73461485e-14+0.00075467j]]
-1322.8349066365593j,[[-3.08006438e-14+0.00075595j]]
-1320.5909118839952j,[[-8.5815361e-15+0.00075723j]]
-1318.3469171314312j,[[2.27120174e-14+0.00075852j]]
-1316.102922378867j,[[1.18052138e-14+0.00075982j]]
-1313.8589276263028j,[[-3.34520782e-14+0.00076111j]]
-1311.6149328737388j,[[1.50716927e-15+0.00076242j]]
-1309.3709381211745j,[[3.34977854e-14+0.00076372j]]
-1307.1269433686105j,[[-1.55319479e-14+0.00076503j]]
-1304.8829486160464j,[[-2.13298089e-14+0.00076635j]]
-1302.6389538634821j,[[1.16220795e-14+0.00076767j]]
-1300.394959110918j,[[2.88951138e-14+0.00076899j]]
-1298.1509643583538j,[[-2.99217271e-14+0.00077032j]]
-1295.9069696057898j,[[-1.28469464e-14+0.00077166j]]
-1293.6629748532255j,[[2.96609187e-14+0.000773j]]
-1291.4189801006614j,[[4.30837049e-15+0.00077434j]]
-1289.1749853480974j,[[-2.67587633e-14+0.00077569j]]
-1286.9309905955333j,[[-4.39416001e-15+0.00077704j]]
-1284.686995842969j,[[3.825643e-14+0.0007784j]]
-1282.443001090405j,[[-1.75611814e-14+0.00077976j]]
-1280.1990063378407j,[[-2.31574572e-14+0.00078113j]]
-1277.9550115852765j,[[1.63816986e-14+0.0007825j]]
-1275.7110168327124j,[[2.29092216e-14+0.00078387j]]
-1273.4670220801484j,[[-2.32054837e-14+0.00078525j]]
-1271.2230273275843j,[[-2.03847339e-14+0.00078664j]]
-1268.97903257502j,[[3.68196236e-14+0.00078803j]]
-1266.735037822456j,[[-2.74845396e-16+0.00078943j]]
-1264.4910430698917j,[[-2.57146017e-14+0.00079083j]]
-1262.2470483173277j,[[-2.79776494e-15+0.00079223j]]
-1260.0030535647636j,[[3.48139193e-14+0.00079365j]]
-1257.7590588121996j,[[-1.1870009e-14+0.00079506j]]
