iw_n,G_iw_n
-131.88405959769952j,[[-4.53905392e-07+0.00757942j]]
-131.75839589155592j,[[-4.5470578e-07+0.00758664j]]
-131.63273218541232j,[[-4.55527051e-07+0.00759388j]]
-131.50706847926875j,[[-4.56259072e-07+0.00760112j]]
-131.38140477312515j,[[-4.5735454e-07+0.00760838j]]
-131.25574106698156j,[[-4.5829289e-07+0.00761566j]]
-131.13007736083796j,[[-4.59158659e-07+0.00762296j]]
-131.0044136546944j,[[-4.60064637e-07+0.00763026j]]
-130.87874994855076j,[[-4.60882849e-07+0.00763759j]]
-130.7530862424072j,[[-4.61828891e-07+0.00764492j]]
-130.6274225362636j,[[-4.62695461e-07+0.00765227j]]
-130.50175883012j,[[-4.63496794e-07+0.00765963j]]
-130.3760951239764j,[[-4.64533789e-07+0.00766701j]]
-130.25043141783283j,[[-4.65295053e-07+0.0076744j]]
-130.12476771168923j,[[-4.66035553e-07+0.0076818j]]
-129.99910400554563j,[[-4.67136002e-07+0.00768922j]]
-129.87344029940203j,[[-4.67945044e-07+0.00769665j]]
-129.74777659325846j,[[-4.69002418e-07+0.0077041j]]
-129.62211288711487j,[[-4.69933467e-07+0.00771157j]]
-129.49644918097127j,[[-4.70745317e-07+0.00771904j]]
-129.37078547482767j,[[-4.71739786e-07+0.00772653j]]
-129.2451217686841j,[[-4.72658885e-07+0.00773404j]]
-129.1194580625405j,[[-4.73502718e-07+0.00774156j]]
-128.9937943563969j,[[-4.74271949e-07+0.0077491j]]
-128.8681306502533j,[[-4.75333845e-07+0.00775664j]]
-128.74246694410974j,[[-4.76245243e-07+0.00776421j]]
-128.6168032379661j,[[-4.7727635e-07+0.00777178j]]
-128.49113953182254j,[[-4.78369739e-07+0.00777938j]]
-128.36547582567894j,[[-4.79164008e-07+0.00778699j]]
-128.23981211953537j,[[-4.80081116e-07+0.00779462j]]
-128.11414841339175j,[[-4.80973528e-07+0.00780226j]]
-127.98848470724818j,[[-4.81837622e-07+0.00780992j]]
-127.86282100110458j,[[-4.82534823e-07+0.00781758j]]
-127.73715729496098j,[[-4.83812298e-07+0.00782526j]]
-127.6114935888174j,[[-4.84714463e-07+0.00783296j]]
