iw_n,G_iw_n
-1569.7491292436998j,[[1.6092565e-13+0.00063704j]]
-1567.6547341413068j,[[1.13561962e-13+0.00063789j]]
-1565.5603390389135j,[[-3.06197783e-13+0.00063874j]]
-1563.4659439365205j,[[-2.96602606e-14+0.0006396j]]
-1561.371548834127j,[[6.31973064e-14+0.00064045j]]
-1559.277153731734j,[[-6.24631514e-14+0.00064131j]]
-1557.182758629341j,[[3.13957342e-14+0.00064218j]]
-1555.0883635269477j,[[-2.0100712e-13+0.00064304j]]
-1552.9939684245544j,[[-3.22844668e-13+0.00064391j]]
-1550.8995733221611j,[[1.07784733e-13+0.00064478j]]
-1548.805178219768j,[[-7.49119405e-14+0.00064565j]]
-1546.7107831173746j,[[2.57930295e-14+0.00064653j]]
-1544.6163880149816j,[[7.76059514e-14+0.0006474j]]
-1542.5219929125885j,[[1.64287927e-14+0.00064828j]]
-1540.4275978101953j,[[2.33046634e-13+0.00064916j]]
-1538.333202707802j,[[3.46233827e-13+0.00065005j]]
-1536.2388076054087j,[[-4.57544648e-14+0.00065093j]]
-1534.1444125030157j,[[2.29142054e-13+0.00065182j]]
-1532.0500174006227j,[[3.44112548e-14+0.00065271j]]
-1529.9556222982292j,[[3.42813565e-14+0.00065361j]]
-1527.8612271958361j,[[1.60028225e-13+0.0006545j]]
-1525.7668320934429j,[[-1.6013024e-13+0.0006554j]]
-1523.6724369910496j,[[-2.49729799e-13+0.0006563j]]
-1521.5780418886563j,[[5.9991418e-14+0.0006572j]]
-1519.4836467862633j,[[-1.65932506e-13+0.00065811j]]
-1517.3892516838703j,[[6.95225986e-14+0.00065902j]]
-1515.2948565814768j,[[-6.11086719e-14+0.00065993j]]
-1513.2004614790837j,[[-3.6154736e-13+0.00066084j]]
-1511.1060663766905j,[[-5.61661622e-14+0.00066176j]]
-1509.0116712742974j,[[-1.75265994e-13+0.00066268j]]
-1506.917276171904j,[[-6.67928024e-14+0.0006636j]]
-1504.822881069511j,[[1.17815755e-13+0.00066452j]]
-1502.7284859671179j,[[-2.8215495e-14+0.00066545j]]
-1500.6340908647244j,[[-4.06436789e-14+0.00066638j]]
-1498.5396957623313j,[[1.45163581e-13+0.00066731j]]
-1496.445300659938j,[[-7.56763858e-14+0.00066824j]]
-1494.350905557545j,[[1.34851636e-13+0.00066918j]]
-1492.2565104551516j,[[2.50729528e-13+0.00067012j]]
-1490.1621153527585j,[[1.0885779e-13+0.00067106j]]
-1488.0677202503655j,[[2.74915057e-13+0.00067201j]]
-1485.9733251479722j,[[2.15248603e-13+0.00067295j]]
-1483.878930045579j,[[2.18144542e-14+0.0006739j]]
-1481.7845349431857j,[[4.2612339e-13+0.00067485j]]
-1479.6901398407927j,[[1.61779051e-13+0.00067581j]]
-1477.5957447383992j,[[1.05318418e-13+0.00067677j]]
-1475.5013496360061j,[[2.17264011e-13+0.00067773j]]
-1473.406954533613j,[[-1.78682522e-13+0.00067869j]]
-1471.3125594312198j,[[-6.10885657e-14+0.00067966j]]
-1469.2181643288266j,[[6.85797386e-14+0.00068062j]]
-1467.1237692264333j,[[-2.21421424e-13+0.0006816j]]
-1465.0293741240403j,[[1.4816201e-13+0.00068257j]]
-1462.9349790216468j,[[-5.57316711e-14+0.00068355j]]
-1460.8405839192537j,[[-1.57542703e-13+0.00068453j]]
-1458.7461888168607j,[[1.49359004e-13+0.00068551j]]
-1456.6517937144674j,[[-1.33180217e-13+0.0006865j]]
-1454.5573986120742j,[[-5.2639362e-14+0.00068748j]]
-1452.463003509681j,[[1.64640123e-13+0.00068848j]]
-1450.3686084072879j,[[-2.0423198e-13+0.00068947j]]
-1448.2742133048948j,[[8.40165724e-14+0.00069047j]]
-1446.1798182025013j,[[8.57969142e-14+0.00069147j]]
-1444.0854231001083j,[[-4.93815953e-14+0.00069247j]]
-1441.991027997715j,[[1.68572538e-13+0.00069348j]]
-1439.8966328953218j,[[1.91540357e-15+0.00069449j]]
-1437.8022377929285j,[[-1.41871343e-13+0.0006955j]]
-1435.7078426905355j,[[1.07793333e-13+0.00069651j]]
-1433.6134475881424j,[[-1.15023369e-14+0.00069753j]]
-1431.519052485749j,[[-2.4761982e-14+0.00069855j]]
-1429.424657383356j,[[1.89752775e-13+0.00069957j]]
-1427.3302622809626j,[[-1.10513035e-13+0.0007006j]]
-1425.2358671785696j,[[-3.99796869e-14+0.00070163j]]
-1423.1414720761761j,[[1.87991434e-13+0.00070266j]]
-1421.047076973783j,[[-1.84732636e-13+0.0007037j]]
-1418.95268187139j,[[5.84852788e-14+0.00070473j]]
-1416.8582867689965j,[[-8.14066256e-14+0.00070578j]]
-1414.7638916666035j,[[-3.91927702e-13+0.00070682j]]
-1412.6694965642102j,[[7.27542522e-14+0.00070787j]]
-1410.5751014618172j,[[-2.16289305e-13+0.00070892j]]
-1408.4807063594237j,[[-1.24519674e-13+0.00070997j]]
-1406.3863112570307j,[[1.89635061e-13+0.00071103j]]
-1404.2919161546376j,[[-1.04324598e-13+0.00071209j]]
-1402.1975210522444j,[[3.96876815e-14+0.00071316j]]
-1400.1031259498511j,[[2.72882746e-13+0.00071422j]]
-1398.0087308474579j,[[-1.70188159e-13+0.00071529j]]
-1395.9143357450648j,[[3.14590058e-13+0.00071637j]]
-1393.8199406426713j,[[1.15455169e-13+0.00071744j]]
-1391.7255455402783j,[[7.86088582e-14+0.00071852j]]
-1389.6311504378853j,[[4.36367084e-13+0.0007196j]]
-1387.536755335492j,[[1.7651897e-13+0.00072069j]]
-1385.4423602330987j,[[1.23148622e-13+0.00072178j]]
-1383.3479651307055j,[[2.67475968e-13+0.00072288j]]
-1381.2535700283124j,[[-1.34602654e-13+0.00072397j]]
-1379.1591749259194j,[[1.31272744e-13+0.00072507j]]
-1377.064779823526j,[[2.70452363e-13+0.00072617j]]
-1374.9703847211329j,[[-4.89304414e-14+0.00072728j]]
-1372.8759896187396j,[[2.85026586e-14+0.00072839j]]
-1370.7815945163463j,[[-8.35274479e-14+0.0007295j]]
-1368.687199413953j,[[-1.47949085e-13+0.00073062j]]
-1366.59280431156j,[[3.09249568e-13+0.00073174j]]
-1364.4984092091668j,[[2.3457838e-13+0.00073286j]]
-1362.4040141067737j,[[-1.23888443e-13+0.00073399j]]
-1360.3096190043805j,[[5.95291982e-14+0.00073512j]]
-1358.2152239019872j,[[-3.08294105e-13+0.00073625j]]
-1356.120828799594j,[[9.80657923e-14+0.00073738j]]
-1354.026433697201j,[[3.57179084e-13+0.00073853j]]
-1351.9320385948076j,[[4.98691887e-14+0.00073967j]]
-1349.8376434924144j,[[1.42776331e-13+0.00074082j]]
-1347.7432483900213j,[[2.49020717e-13+0.00074197j]]
-1345.648853287628j,[[-5.55929396e-14+0.00074312j]]
-1343.5544581852348j,[[4.21669947e-13+0.00074428j]]
-1341.4600630828415j,[[-6.53967278e-15+0.00074544j]]
-1339.3656679804485j,[[-5.12224105e-14+0.00074661j]]
-1337.2712728780552j,[[1.58078367e-13+0.00074778j]]
-1335.1768777756622j,[[-7.30624318e-14+0.00074895j]]
-1333.082482673269j,[[-1.15899154e-13+0.00075013j]]
-1330.9880875708757j,[[1.61333385e-14+0.00075131j]]
-1328.8936924684824j,[[-4.00922522e-13+0.0007525j]]
-1326.7992973660891j,[[-5.04883547e-14+0.00075368j]]
-1324.704902263696j,[[-2.72626391e-14+0.00075488j]]
-1322.6105071613028j,[[-3.01301836e-13+0.00075607j]]
-1320.5161120589098j,[[-2.06627536e-14+0.00075727j]]
-1318.4217169565165j,[[-1.83203288e-13+0.00075847j]]
-1316.3273218541233j,[[-8.95218886e-14+0.00075968j]]
-1314.23292675173j,[[2.29023368e-13+0.00076089j]]
-1312.138531649337j,[[1.06143855e-13+0.0007621j]]
-1310.0441365469437j,[[1.15115659e-13+0.00076332j]]
-1307.9497414445507j,[[4.02346056e-13+0.00076454j]]
-1305.8553463421574j,[[-2.44528044e-14+0.00076577j]]
-1303.7609512397642j,[[1.86363166e-13+0.000767j]]
-1301.666556137371j,[[1.09729886e-13+0.00076823j]]
-1299.5721610349776j,[[-1.64259968e-13+0.00076947j]]
-1297.4777659325846j,[[1.96675974e-13+0.00077071j]]
-1295.3833708301913j,[[1.12409957e-13+0.00077196j]]
-1293.2889757277983j,[[-1.53470692e-13+0.00077321j]]
-1291.194580625405j,[[1.88948585e-13+0.00077447j]]
-1289.1001855230118j,[[-1.90938767e-13+0.00077572j]]
-1287.0057904206185j,[[1.92856359e-14+0.00077698j]]
-1284.9113953182255j,[[1.53067669e-13+0.00077825j]]
-1282.8170002158322j,[[-2.55353894e-13+0.00077952j]]
-1280.722605113439j,[[-6.40323657e-14+0.0007808j]]
-1278.628210011046j,[[6.13209366e-15+0.00078207j]]
-1276.5338149086526j,[[-1.1082496e-13+0.00078336j]]
-1274.4394198062594j,[[1.97845732e-13+0.00078465j]]
-1272.345024703866j,[[-6.04430355e-14+0.00078594j]]
-1270.250629601473j,[[-1.2575721e-13+0.00078723j]]
-1268.1562344990798j,[[1.70467725e-13+0.00078853j]]
-1266.0618393966868j,[[3.58164411e-14+0.00078984j]]
-1263.9674442942935j,[[1.0076435e-13+0.00079115j]]
-1261.8730491919002j,[[2.09051273e-13+0.00079246j]]
-1259.778654089507j,[[1.72650449e-14+0.00079378j]]
-1257.6842589871137j,[[1.85024881e-13+0.0007951j]]
-1255.5898638847207j,[[4.27245407e-13+0.00079643j]]
-1253.4954687823274j,[[9.56335779e-14+0.00079775j]]
-1251.4010736799344j,[[3.91176729e-13+0.00079909j]]
-1249.306678577541j,[[2.6321033e-13+0.00080043j]]
-1247.2122834751478j,[[1.7175995e-14+0.00080177j]]
-1245.1178883727546j,[[2.09561555e-13+0.00080312j]]
-1243.0234932703615j,[[-1.60096378e-13+0.00080447j]]
-1240.9290981679683j,[[-1.64631804e-13+0.00080583j]]
-1238.834703065575j,[[2.58114288e-13+0.00080719j]]
-1236.740307963182j,[[-8.23395202e-14+0.00080856j]]
-1234.6459128607887j,[[6.74728691e-14+0.00080993j]]
-1232.5515177583954j,[[2.40564708e-15+0.00081131j]]
-1230.4571226560022j,[[-4.61541496e-13+0.00081269j]]
-1228.3627275536091j,[[1.23915677e-13+0.00081408j]]
-1226.2683324512159j,[[6.83077351e-14+0.00081547j]]
-1224.1739373488228j,[[-1.0222022e-13+0.00081686j]]
-1222.0795422464296j,[[2.04608706e-13+0.00081826j]]
-1219.9851471440363j,[[-3.62867959e-13+0.00081966j]]
-1217.890752041643j,[[-5.2191724e-14+0.00082107j]]
