iw_n,G_iw_n
-2930.0587482480805j,[[-7.47216907e-14+0.00034129j]]
-2925.8699580432935j,[[-2.94229901e-14+0.00034178j]]
-2921.6811678385075j,[[1.38477484e-14+0.00034227j]]
-2917.4923776337214j,[[2.80015178e-14+0.00034276j]]
-2913.303587428935j,[[4.04014213e-14+0.00034325j]]
-2909.1147972241483j,[[5.45250708e-14+0.00034375j]]
-2904.926007019362j,[[7.20731602e-14+0.00034424j]]
-2900.7372168145757j,[[1.00762808e-13+0.00034474j]]
-2896.5484266097897j,[[1.08396963e-13+0.00034524j]]
-2892.3596364050027j,[[7.24184927e-14+0.00034574j]]
-2888.1708462002166j,[[3.06225505e-14+0.00034624j]]
-2883.98205599543j,[[-1.81429227e-14+0.00034674j]]
-2879.7932657906435j,[[-5.78043536e-14+0.00034725j]]
-2875.604475585857j,[[-9.3080435e-14+0.00034775j]]
-2871.415685381071j,[[-1.18571298e-13+0.00034826j]]
-2867.226895176285j,[[-1.11985714e-13+0.00034877j]]
-2863.038104971498j,[[-2.61841694e-14+0.00034928j]]
-2858.849314766712j,[[6.52166034e-14+0.00034979j]]
-2854.6605245619253j,[[6.80956265e-14+0.0003503j]]
-2850.471734357139j,[[5.51934739e-14+0.00035082j]]
-2846.2829441523522j,[[1.00459456e-13+0.00035133j]]
-2842.094153947566j,[[7.60633892e-14+0.00035185j]]
-2837.90536374278j,[[1.48957422e-14+0.00035237j]]
-2833.716573537993j,[[7.39423197e-15+0.00035289j]]
-2829.527783333207j,[[-8.00644687e-15+0.00035341j]]
-2825.3389931284205j,[[-7.01292111e-14+0.00035394j]]
-2821.1502029236344j,[[-7.62689824e-14+0.00035446j]]
-2816.9614127188474j,[[-4.37414409e-14+0.00035499j]]
-2812.7726225140614j,[[-3.21032222e-14+0.00035552j]]
-2808.5838323092753j,[[-2.34611557e-14+0.00035605j]]
-2804.3950421044888j,[[1.64014412e-15+0.00035658j]]
-2800.2062518997022j,[[5.48709831e-14+0.00035712j]]
-2796.0174616949157j,[[1.0632447e-13+0.00035765j]]
-2791.8286714901296j,[[8.38885625e-14+0.00035819j]]
-2787.6398812853427j,[[2.94182133e-14+0.00035873j]]
-2783.4510910805566j,[[-1.05250859e-14+0.00035926j]]
-2779.2623008757705j,[[-5.47868472e-14+0.00035981j]]
-2775.073510670984j,[[-9.39665949e-14+0.00036035j]]
-2770.8847204661975j,[[-1.08553059e-13+0.00036089j]]
-2766.695930261411j,[[-1.24814834e-13+0.00036144j]]
-2762.507140056625j,[[-1.21407858e-13+0.00036199j]]
-2758.318349851839j,[[-3.98680772e-14+0.00036254j]]
-2754.129559647052j,[[2.72471203e-14+0.00036309j]]
-2749.9407694422657j,[[3.86671295e-14+0.00036364j]]
-2745.751979237479j,[[9.60947376e-14+0.0003642j]]
-2741.5631890326927j,[[1.49980695e-13+0.00036475j]]
-2737.374398827906j,[[1.07788658e-13+0.00036531j]]
-2733.18560862312j,[[8.24520005e-14+0.00036587j]]
-2728.9968184183335j,[[6.51307377e-14+0.00036643j]]
-2724.8080282135475j,[[-1.5067152e-14+0.000367j]]
-2720.619238008761j,[[-8.01304122e-14+0.00036756j]]
-2716.4304478039744j,[[-8.44419924e-14+0.00036813j]]
-2712.241657599188j,[[-9.73323359e-14+0.0003687j]]
-2708.052867394402j,[[-9.47892336e-14+0.00036927j]]
-2703.8640771896153j,[[-4.37040296e-14+0.00036984j]]
-2699.6752869848287j,[[-6.57136257e-15+0.00037041j]]
-2695.4864967800427j,[[3.80275969e-14+0.00037099j]]
-2691.297706575256j,[[7.59622959e-14+0.00037157j]]
-2687.1089163704696j,[[7.95619827e-14+0.00037215j]]
-2682.920126165683j,[[8.19121358e-14+0.00037273j]]
-2678.731335960897j,[[5.38546501e-14+0.00037331j]]
-2674.5425457561105j,[[-2.88781389e-15+0.00037389j]]
-2670.3537555513244j,[[-2.61376648e-15+0.00037448j]]
-2666.164965346538j,[[-2.12037731e-14+0.00037507j]]
-2661.9761751417514j,[[-8.16632042e-14+0.00037566j]]
-2657.787384936965j,[[-6.72705146e-14+0.00037625j]]
-2653.5985947321783j,[[-2.02932013e-14+0.00037685j]]
-2649.409804527392j,[[-1.87079301e-14+0.00037744j]]
-2645.2210143226057j,[[-1.73975187e-15+0.00037804j]]
-2641.0322241178196j,[[4.47608858e-14+0.00037864j]]
-2636.843433913033j,[[7.04262036e-14+0.00037924j]]
-2632.6546437082466j,[[1.00881415e-13+0.00037984j]]
-2628.46585350346j,[[1.0487578e-13+0.00038045j]]
-2624.277063298674j,[[2.27305763e-14+0.00038106j]]
-2620.0882730938874j,[[-6.3672639e-14+0.00038166j]]
-2615.8994828891014j,[[-6.1517851e-14+0.00038228j]]
-2611.710692684315j,[[-4.81615476e-14+0.00038289j]]
-2607.5219024795283j,[[-8.85797329e-14+0.0003835j]]
-2603.333112274742j,[[-1.09351782e-13+0.00038412j]]
-2599.1443220699553j,[[-4.67556283e-14+0.00038474j]]
-2594.955531865169j,[[5.11204643e-14+0.00038536j]]
-2590.7667416603826j,[[7.22855016e-14+0.00038598j]]
-2586.5779514555966j,[[5.43040651e-14+0.00038661j]]
-2582.38916125081j,[[5.86402664e-14+0.00038724j]]
-2578.2003710460235j,[[9.49255429e-14+0.00038787j]]
-2574.011580841237j,[[9.36077958e-14+0.0003885j]]
-2569.822790636451j,[[5.9163717e-14+0.00038913j]]
-2565.6340004316644j,[[2.18772302e-14+0.00038977j]]
-2561.445210226878j,[[-4.6692499e-14+0.0003904j]]
-2557.256420022092j,[[-1.05584505e-13+0.00039104j]]
-2553.0676298173053j,[[-9.80824931e-14+0.00039168j]]
-2548.8788396125187j,[[-8.58603118e-14+0.00039233j]]
-2544.690049407732j,[[-9.19247923e-14+0.00039297j]]
-2540.501259202946j,[[-4.88872849e-14+0.00039362j]]
-2536.3124689981596j,[[2.52775859e-14+0.00039427j]]
-2532.1236787933735j,[[5.75462805e-14+0.00039492j]]
-2527.934888588587j,[[5.22139735e-14+0.00039558j]]
-2523.7460983838005j,[[3.49443519e-14+0.00039623j]]
-2519.557308179014j,[[1.49464572e-14+0.00039689j]]
-2515.3685179742274j,[[-3.21369495e-15+0.00039755j]]
-2511.1797277694413j,[[-3.09928129e-14+0.00039822j]]
-2506.990937564655j,[[-7.86449703e-14+0.00039888j]]
-2502.8021473598687j,[[-8.0434515e-14+0.00039955j]]
-2498.613357155082j,[[-8.98458781e-14+0.00040022j]]
-2494.4245669502957j,[[-1.24387738e-13+0.00040089j]]
-2490.235776745509j,[[-1.1851722e-13+0.00040157j]]
-2486.046986540723j,[[-3.15658005e-14+0.00040224j]]
-2481.8581963359366j,[[4.8892186e-14+0.00040292j]]
-2477.66940613115j,[[7.58362006e-14+0.0004036j]]
-2473.480615926364j,[[1.13042532e-13+0.00040429j]]
-2469.2918257215774j,[[1.50119431e-13+0.00040497j]]
-2465.103035516791j,[[1.38303004e-13+0.00040566j]]
-2460.9142453120044j,[[8.30589333e-14+0.00040635j]]
-2456.7254551072183j,[[1.91281135e-15+0.00040704j]]
-2452.5366649024318j,[[-3.44834331e-14+0.00040774j]]
-2448.3478746976457j,[[-1.33481369e-14+0.00040844j]]
-2444.159084492859j,[[-6.85990975e-14+0.00040914j]]
-2439.9702942880726j,[[-1.10961614e-13+0.00040984j]]
-2435.781504083286j,[[-3.86573505e-14+0.00041054j]]
