iw_n,G_iw_n
-376.78167892053585j,[[-2.37347424e-07+0.00265345j]]
-376.3627999000572j,[[-2.37861921e-07+0.00265637j]]
-375.94392087957857j,[[-2.386057e-07+0.00265935j]]
-375.5250418591j,[[-2.39062482e-07+0.00266233j]]
-375.1061628386213j,[[-2.39412722e-07+0.00266529j]]
-374.68728381814265j,[[-2.39991735e-07+0.00266827j]]
-374.268404797664j,[[-2.40463999e-07+0.00267122j]]
-373.8495257771854j,[[-2.41082103e-07+0.00267424j]]
-373.4306467567067j,[[-2.41536606e-07+0.00267724j]]
-373.0117677362281j,[[-2.42035168e-07+0.00268025j]]
-372.5928887157495j,[[-2.42598905e-07+0.00268326j]]
-372.1740096952708j,[[-2.43217018e-07+0.00268627j]]
-371.75513067479216j,[[-2.4366076e-07+0.0026893j]]
-371.33625165431357j,[[-2.4435011e-07+0.00269233j]]
-370.91737263383493j,[[-2.44727655e-07+0.00269537j]]
-370.49849361335623j,[[-2.45301659e-07+0.00269844j]]
-370.07961459287765j,[[-2.45764382e-07+0.00270148j]]
-369.660735572399j,[[-2.46300611e-07+0.00270452j]]
-369.24185655192036j,[[-2.47016767e-07+0.00270758j]]
-368.8229775314417j,[[-2.47545423e-07+0.00271067j]]
-368.4040985109631j,[[-2.48141456e-07+0.00271374j]]
-367.98521949048444j,[[-2.48643938e-07+0.00271678j]]
-367.56634047000574j,[[-2.49245733e-07+0.00271992j]]
-367.14746144952716j,[[-2.49784246e-07+0.00272304j]]
-366.7285824290485j,[[-2.50352435e-07+0.00272616j]]
-366.3097034085699j,[[-2.51157008e-07+0.00272927j]]
-365.89082438809123j,[[-2.51467909e-07+0.00273238j]]
-365.4719453676126j,[[-2.52095467e-07+0.0027355j]]
-365.05306634713395j,[[-2.5266587e-07+0.00273863j]]
-364.63418732665536j,[[-2.53327178e-07+0.00274181j]]
-364.21530830617667j,[[-2.53935458e-07+0.00274494j]]
-363.796429285698j,[[-2.54300497e-07+0.0027481j]]
-363.37755026521944j,[[-2.54925964e-07+0.00275125j]]
-362.95867124474074j,[[-2.55684507e-07+0.00275442j]]
-362.5397922242621j,[[-2.56286928e-07+0.00275761j]]
-362.1209132037835j,[[-2.5694558e-07+0.0027608j]]
-361.7020341833049j,[[-2.57653203e-07+0.00276399j]]
-361.2831551628262j,[[-2.58039854e-07+0.00276721j]]
-360.8642761423476j,[[-2.58675607e-07+0.00277039j]]
-360.44539712186895j,[[-2.59129539e-07+0.00277367j]]
-360.0265181013903j,[[-2.59741436e-07+0.00277688j]]
-359.6076390809116j,[[-2.60607362e-07+0.00278011j]]
-359.188760060433j,[[-2.6106509e-07+0.00278331j]]
-358.7698810399544j,[[-2.61678223e-07+0.00278657j]]
-358.3510020194757j,[[-2.62216908e-07+0.00278986j]]
-357.9321229989971j,[[-2.63035496e-07+0.00279309j]]
-357.51324397851846j,[[-2.63399204e-07+0.00279638j]]
-357.0943649580398j,[[-2.64179767e-07+0.00279968j]]
-356.6754859375612j,[[-2.64708285e-07+0.00280295j]]
-356.25660691708254j,[[-2.65200987e-07+0.00280624j]]
-355.8377278966039j,[[-2.65989723e-07+0.0028095j]]
-355.4188488761253j,[[-2.66488888e-07+0.00281285j]]
-354.9999698556466j,[[-2.67132533e-07+0.00281617j]]
-354.58109083516797j,[[-2.67639575e-07+0.00281948j]]
-354.1622118146894j,[[-2.68527572e-07+0.00282279j]]
-353.7433327942107j,[[-2.69157391e-07+0.0028261j]]
-353.32445377373205j,[[-2.69772408e-07+0.00282947j]]
-352.90557475325346j,[[-2.70426588e-07+0.00283283j]]
-352.4866957327748j,[[-2.71214799e-07+0.00283618j]]
-352.0678167122961j,[[-2.71693316e-07+0.00283958j]]
-351.6489376918175j,[[-2.723037e-07+0.00284297j]]
-351.2300586713389j,[[-2.73026625e-07+0.00284636j]]
-350.81117965086025j,[[-2.73651942e-07+0.00284971j]]
-350.39230063038156j,[[-2.74405137e-07+0.00285314j]]
-349.97342160990297j,[[-2.75028452e-07+0.00285657j]]
-349.55454258942433j,[[-2.75802635e-07+0.00286j]]
-349.13566356894563j,[[-2.76374457e-07+0.0028634j]]
-348.71678454846705j,[[-2.76918271e-07+0.00286684j]]
-348.2979055279884j,[[-2.77589933e-07+0.00287031j]]
-347.87902650750976j,[[-2.78105279e-07+0.00287375j]]
-347.4601474870311j,[[-2.78731854e-07+0.00287719j]]
-347.0412684665525j,[[-2.79527576e-07+0.0028807j]]
-346.62238944607384j,[[-2.80278121e-07+0.00288418j]]
-346.2035104255952j,[[-2.80937315e-07+0.00288766j]]
-345.78463140511656j,[[-2.81665606e-07+0.00289116j]]
-345.3657523846379j,[[-2.82458231e-07+0.00289466j]]
-344.94687336415933j,[[-2.83134565e-07+0.0028982j]]
-344.52799434368063j,[[-2.83747808e-07+0.00290171j]]
-344.109115323202j,[[-2.84407266e-07+0.00290526j]]
-343.69023630272335j,[[-2.85023638e-07+0.0029088j]]
-343.27135728224476j,[[-2.8591752e-07+0.00291233j]]
-342.85247826176607j,[[-2.86871539e-07+0.00291591j]]
-342.4335992412874j,[[-2.87111634e-07+0.00291946j]]
-342.01472022080884j,[[-2.88089046e-07+0.002923j]]
-341.59584120033014j,[[-2.88637525e-07+0.00292659j]]
-341.1769621798515j,[[-2.89150149e-07+0.00293019j]]
-340.7580831593729j,[[-2.89918985e-07+0.00293381j]]
-340.3392041388943j,[[-2.90508729e-07+0.00293738j]]
-339.9203251184156j,[[-2.91370327e-07+0.00294099j]]
-339.501446097937j,[[-2.91988956e-07+0.0029446j]]
-339.08256707745835j,[[-2.92929723e-07+0.00294827j]]
-338.6636880569797j,[[-2.93690477e-07+0.00295192j]]
-338.24480903650107j,[[-2.94563983e-07+0.00295554j]]
-337.8259300160224j,[[-2.94949304e-07+0.00295925j]]
-337.4070509955438j,[[-2.95545655e-07+0.00296289j]]
-336.9881719750651j,[[-2.96530336e-07+0.00296657j]]
-336.5692929545865j,[[-2.97136685e-07+0.00297027j]]
-336.15041393410786j,[[-2.97588338e-07+0.00297394j]]
-335.7315349136292j,[[-2.98661755e-07+0.00297768j]]
-335.3126558931506j,[[-2.99589585e-07+0.00298141j]]
-334.89377687267194j,[[-3.00293031e-07+0.00298512j]]
-334.4748978521933j,[[-3.00869598e-07+0.00298882j]]
-334.0560188317147j,[[-3.01888084e-07+0.0029926j]]
-333.637139811236j,[[-3.02480002e-07+0.00299634j]]
-333.21826079075737j,[[-3.0320972e-07+0.00300013j]]
-332.7993817702788j,[[-3.04203311e-07+0.00300385j]]
-332.3805027498001j,[[-3.04770388e-07+0.00300764j]]
-331.96162372932145j,[[-3.05553125e-07+0.00301147j]]
-331.54274470884286j,[[-3.06345748e-07+0.00301524j]]
-331.1238656883642j,[[-3.07169783e-07+0.00301909j]]
-330.7049866678855j,[[-3.07942892e-07+0.00302291j]]
-330.28610764740694j,[[-3.08860797e-07+0.00302677j]]
-329.8672286269283j,[[-3.09587298e-07+0.00303057j]]
