iw_n,G_iw_n
-986.4600932271951j,"[[ 1.56097929e-10+1.01371361e-03j -1.44648291e-06-2.61668752e-14j]
 [-1.44790656e-06-2.62737727e-14j -2.22843804e-10+1.01371361e-03j]]"
-984.6648974251437j,"[[ 9.12786492e-11+1.01556161e-03j -1.45169235e-06-6.22532795e-14j]
 [-1.45312120e-06-6.23607627e-14j -1.58127617e-10+1.01556161e-03j]]"
-982.8697016230924j,"[[ 1.80315464e-10+1.01741655e-03j -1.45709953e-06-9.70123133e-14j]
 [-1.45853360e-06-9.71203865e-14j -2.47759776e-10+1.01741655e-03j]]"
-981.0745058210412j,"[[-1.02360530e-10+1.01927813e-03j -1.46255635e-06-7.24075330e-14j]
 [-1.46399568e-06-7.25162006e-14j  3.48201854e-11+1.01927813e-03j]]"
-979.2793100189898j,"[[-9.71367056e-11+1.02114666e-03j -1.46800193e-06-6.71101259e-14j]
 [-1.46944654e-06-6.72193922e-14j  2.92340431e-11+1.02114666e-03j]]"
-977.4841142169386j,"[[-3.32005125e-11+1.02302192e-03j -1.47342729e-06-8.78603123e-14j]
 [-1.47487721e-06-8.79701817e-14j -3.47130835e-11+1.02302192e-03j]]"
-975.6889184148871j,"[[-6.19065535e-11+1.02490399e-03j -1.47882336e-06-1.17466956e-13j]
 [-1.48027862e-06-1.17577433e-13j -6.20123808e-12+1.02490399e-03j]]"
-973.8937226128359j,"[[-3.65190258e-12+1.02679331e-03j -1.48425915e-06-1.75212552e-13j]
 [-1.48571978e-06-1.75323641e-13j -6.44532185e-11+1.02679331e-03j]]"
-972.0985268107845j,"[[-1.40895416e-10+1.02868934e-03j -1.48985131e-06-2.23270595e-13j]
 [-1.49131734e-06-2.23382301e-13j  7.22522528e-11+1.02868934e-03j]]"
-970.3033310087333j,"[[ 1.69182654e-11+1.03059240e-03j -1.49539673e-06-2.46028061e-13j]
 [-1.49686819e-06-2.46140388e-13j -8.59720218e-11+1.03059240e-03j]]"
-968.5081352066819j,"[[ 1.36942704e-10+1.03250278e-03j -1.50104767e-06-2.30308551e-13j]
 [-1.50252459e-06-2.30421503e-13j -2.06148642e-10+1.03250278e-03j]]"
-966.7129394046306j,"[[ 1.34881227e-10+1.03442030e-03j -1.50656405e-06-2.20423348e-13j]
 [-1.50804645e-06-2.20536931e-13j -2.04304453e-10+1.03442030e-03j]]"
