iw_n,G_iw_n
-470.92473877310994j,"[[ 6.50648517e-11+2.12341517e-03j -8.47447030e-07+5.52056985e-15j]
 [-8.47295996e-07+5.52841250e-15j -1.52682854e-10+2.12341516e-03j]]"
-470.296420242392j,"[[ 1.33562214e-10+2.12625226e-03j -8.49810508e-07-2.94154930e-14j]
 [-8.49659070e-07-2.94076153e-14j -2.21225249e-10+2.12625226e-03j]]"
-469.66810171167407j,"[[ 3.81371725e-10+2.12909694e-03j -8.51980477e-07-6.63422669e-14j]
 [-8.51828634e-07-6.63343603e-14j -4.69338939e-10+2.12909694e-03j]]"
-469.03978318095614j,"[[ 3.59091040e-10+2.13194853e-03j -8.54173835e-07-2.66948782e-14j]
 [-8.54021584e-07-2.66869424e-14j -4.47306500e-10+2.13194853e-03j]]"
-468.41146465023814j,"[[ 4.32346978e-10+2.13480812e-03j -8.56551700e-07-7.26752799e-15j]
 [-8.56399041e-07-7.25955841e-15j -5.21140308e-10+2.13480812e-03j]]"
-467.7831461195202j,"[[ 3.55157272e-10+2.13767557e-03j -8.58764504e-07-2.51533917e-14j]
 [-8.58611435e-07-2.51453838e-14j -4.43583974e-10+2.13767557e-03j]]"
-467.1548275888023j,"[[ 2.06874328e-10+2.14055021e-03j -8.60991761e-07-5.77959807e-14j]
 [-8.60838280e-07-5.77879375e-14j -2.96227057e-10+2.14055021e-03j]]"
-466.52650905808434j,"[[ 9.28425667e-11+2.14343301e-03j -8.63401951e-07-1.35547624e-14j]
 [-8.63248056e-07-1.35466959e-14j -1.82144054e-10+2.14343301e-03j]]"
-465.8981905273663j,"[[ 5.74144518e-10+2.14632348e-03j -8.65628795e-07-1.08560554e-14j]
 [-8.65474485e-07-1.08479562e-14j -6.63566841e-10+2.14632348e-03j]]"
-465.26987199664836j,"[[ 4.74475266e-10+2.14922204e-03j -8.68033067e-07-1.42768573e-14j]
 [-8.67878339e-07-1.42687250e-14j -5.63795656e-10+2.14922204e-03j]]"
-464.64155346593043j,"[[ 5.19931996e-10+2.15212873e-03j -8.70326618e-07-5.38292950e-14j]
 [-8.70171472e-07-5.38211409e-14j -6.09176991e-10+2.15212873e-03j]]"
-464.0132349352124j,"[[ 2.12326935e-10+2.15504243e-03j -8.72542404e-07-9.18435759e-14j]
 [-8.72386837e-07-9.18353832e-14j -3.01784685e-10+2.15504243e-03j]]"
-463.38491640449445j,"[[-6.99092223e-11+2.15796399e-03j -8.74930501e-07-7.88206703e-14j]
 [-8.74774512e-07-7.88124414e-14j -2.01480614e-11+2.15796399e-03j]]"
-462.7565978737765j,"[[ 3.99770329e-10+2.16089369e-03j -8.77405217e-07-5.42759339e-14j]
 [-8.77248805e-07-5.42676635e-14j -4.90271540e-10+2.16089369e-03j]]"
-462.1282793430586j,"[[ 1.26336808e-10+2.16383156e-03j -8.79811462e-07-1.86809972e-14j]
 [-8.79654624e-07-1.86727013e-14j -2.16875972e-10+2.16383156e-03j]]"
-461.4999608123406j,"[[ 2.88233705e-10+2.16677722e-03j -8.82301219e-07-4.94365693e-14j]
 [-8.82143954e-07-4.94282389e-14j -3.79033611e-10+2.16677722e-03j]]"
-460.87164228162266j,"[[ 3.55038686e-11+2.16973163e-03j -8.84542834e-07-2.74349395e-14j]
 [-8.84385139e-07-2.74265764e-14j -1.26493898e-10+2.16973163e-03j]]"
-460.2433237509047j,"[[ 2.61099446e-10+2.17269315e-03j -8.86780088e-07-4.83698808e-14j]
 [-8.86621963e-07-4.83614712e-14j -3.52252063e-10+2.17269315e-03j]]"
