iw_n,Sigma_iw_n
-1101.9598231385844j,"[[ 0.31299398+6.71658787e-04j -0.12279014+2.56514333e-08j]
 [-0.12208953+2.56514965e-08j  3.68700592+6.71774497e-04j]]"
-1101.5902240028681j,"[[ 0.31299386+7.24469851e-04j -0.12276609-7.03688041e-09j]
 [-0.12206549-7.03677800e-09j  3.68700598+7.24523338e-04j]]"
-1101.2206248671516j,"[[ 0.31288604+8.18202620e-04j -0.12277309-3.06935307e-08j]
 [-0.12207248-3.06934931e-08j  3.6871139 +8.18257314e-04j]]"
-1100.8510257314351j,"[[ 0.31287856+9.04952704e-04j -0.12279311-1.60572842e-08j]
 [-0.1220925 -1.60572554e-08j  3.68712139+9.04994208e-04j]]"
-1100.4814265957189j,"[[ 0.3129241 +8.23086505e-04j -0.1228049 +2.02843444e-08j]
 [-0.12210429+2.02843785e-08j  3.68707585+8.23072485e-04j]]"
-1100.1118274600024j,"[[ 0.31298666+7.69290892e-04j -0.12278881+3.11973216e-08j]
 [-0.12208821+3.11973899e-08j  3.68701323+7.69211084e-04j]]"
-1099.7422283242859j,"[[ 0.31297033+6.92836620e-04j -0.12277295-4.51430324e-09j]
 [-0.12207235-4.51422595e-09j  3.68702954+6.92779881e-04j]]"
-1099.3726291885694j,"[[ 0.31296446+6.73309688e-04j -0.12274533-2.85945209e-08j]
 [-0.12204473-2.85944877e-08j  3.68703548+6.73253237e-04j]]"
-1099.0030300528529j,"[[ 0.31298429+6.49821132e-04j -0.1227489 -4.42097095e-08j]
 [-0.1220483 -4.42097056e-08j  3.6870157 +6.49751253e-04j]]"
-1098.6334309171366j,"[[ 0.31304142+6.73858244e-04j -0.12275048-1.41391400e-08j]
 [-0.12204988-1.41391468e-08j  3.68695859+6.73771540e-04j]]"
-1098.26383178142j,"[[ 0.31304222+6.96807499e-04j -0.1227418 +1.01801089e-08j]
 [-0.1220412 +1.01801225e-08j  3.68695775+6.96690478e-04j]]"
-1097.8942326457036j,"[[ 0.31305202+6.93603650e-04j -0.12273863-4.84269469e-09j]
 [-0.12203802-4.84262231e-09j  3.68694786+6.93478672e-04j]]"
-1097.524633509987j,"[[ 0.31300289+6.91045047e-04j -0.12276456-4.62491052e-08j]
 [-0.12206396-4.62490194e-08j  3.68699698+6.90952582e-04j]]"
-1097.1550343742706j,"[[ 0.31302499+6.57974749e-04j -0.12276449-7.80245640e-08j]
 [-0.12206389-7.80245663e-08j  3.68697502+6.57901840e-04j]]"
-1096.785435238554j,"[[ 0.31306443+5.71704008e-04j -0.12275455-5.37932846e-08j]
 [-0.12205395-5.37933378e-08j  3.68693565+5.71606756e-04j]]"
-1096.4158361028378j,"[[ 0.31304417+5.88195598e-04j -0.12272015-2.61146396e-08j]
 [-0.12201954-2.61146313e-08j  3.68695581+5.88031673e-04j]]"
-1096.0462369671213j,"[[ 0.31305708+5.40896767e-04j -0.12271307-2.70792742e-08j]
 [-0.12201246-2.70793311e-08j  3.68694301+5.40725050e-04j]]"
-1095.6766378314048j,"[[ 0.31302528+5.63719411e-04j -0.12272696-3.17062038e-08j]
 [-0.12202635-3.17062982e-08j  3.68697486+5.63654710e-04j]]"
-1095.3070386956883j,"[[ 0.31303695+5.74054473e-04j -0.12271818-4.84090133e-08j]
 [-0.12201758-4.84091675e-08j  3.68696329+5.73989922e-04j]]"
-1094.9374395599718j,"[[ 0.31301776+5.93827982e-04j -0.1227213 -5.90593347e-08j]
 [-0.1220207 -5.90594878e-08j  3.68698248+5.93781414e-04j]]"
-1094.5678404242556j,"[[ 0.31304441+5.89690768e-04j -0.12272962-3.26441976e-08j]
 [-0.12202901-3.26444163e-08j  3.68695593+5.89688093e-04j]]"
-1094.198241288539j,"[[ 0.31302122+5.90049140e-04j -0.122726  +2.45095941e-08j]
 [-0.1220254 +2.45093901e-08j  3.6869791 +5.90044783e-04j]]"
-1093.8286421528228j,"[[ 0.31294129+5.77842625e-04j -0.1227281 +3.04238695e-08j]
 [-0.1220275 +3.04238191e-08j  3.68705879+5.77790380e-04j]]"
-1093.4590430171063j,"[[ 0.31297183+6.13104035e-04j -0.1227195 -2.26137181e-08j]
 [-0.1220189 -2.26137721e-08j  3.68702825+6.13159289e-04j]]"
-1093.0894438813898j,"[[ 0.31300879+5.90594955e-04j -0.12273467-4.40368105e-08j]
 [-0.12203406-4.40369125e-08j  3.68699137+5.90651929e-04j]]"
-1092.7198447456733j,"[[ 0.31300199+5.35082271e-04j -0.12274079-4.67156488e-08j]
 [-0.12204018-4.67157539e-08j  3.68699818+5.35167344e-04j]]"
-1092.350245609957j,"[[ 0.31298484+5.51529398e-04j -0.12272596-1.45168304e-08j]
 [-0.12202536-1.45169772e-08j  3.68701539+5.51525838e-04j]]"
-1091.9806464742405j,"[[ 0.3129553 +5.63711589e-04j -0.122721  +2.19670454e-08j]
 [-0.1220204 +2.19668810e-08j  3.68704496+5.63638178e-04j]]"
-1091.611047338524j,"[[ 0.31295017+5.15410097e-04j -0.12271301+4.27652377e-08j]
 [-0.1220124 +4.27650810e-08j  3.68705008+5.15289837e-04j]]"
-1091.2414482028075j,"[[ 0.31294229+5.81568122e-04j -0.12270499+2.12770995e-08j]
 [-0.12200439+2.12769917e-08j  3.68705788+5.81539672e-04j]]"
-1090.871849067091j,"[[ 0.31291165+5.28289881e-04j -0.12269739-1.75911454e-08j]
 [-0.12199679-1.75912512e-08j  3.68708851+5.28357223e-04j]]"
-1090.5022499313748j,"[[ 0.31285341+5.93651287e-04j -0.12269037+4.17715559e-10j]
 [-0.12198976+4.17549611e-10j  3.68714685+5.93696251e-04j]]"
-1090.1326507956583j,"[[ 0.31285543+5.76770053e-04j -0.1226848 +4.06218520e-08j]
 [-0.12198419+4.06217402e-08j  3.68714474+5.76738823e-04j]]"
-1089.7630516599418j,"[[ 0.31285945+6.40628996e-04j -0.12267633+4.39065425e-08j]
 [-0.12197573+4.39064047e-08j  3.68714077+6.40625229e-04j]]"
-1089.3934525242253j,"[[ 0.31286847+6.67433295e-04j -0.1226787 +2.57487719e-08j]
 [-0.1219781 +2.57486273e-08j  3.68713176+6.67542682e-04j]]"
-1089.0238533885088j,"[[ 0.31283913+7.14668960e-04j -0.12267747-5.83412668e-09j]
 [-0.12197687-5.83430958e-09j  3.68716115+7.14831768e-04j]]"
-1088.6542542527923j,"[[ 0.3128727 +7.15156693e-04j -0.12267821-2.03928637e-08j]
 [-0.12197761-2.03930304e-08j  3.68712756+7.15302737e-04j]]"
-1088.284655117076j,"[[ 0.31288798+6.81067715e-04j -0.12267441-7.79400938e-09j]
 [-0.12197381-7.79421568e-09j  3.68711234+6.81151949e-04j]]"
-1087.9150559813595j,"[[ 0.31288232+6.84660742e-04j -0.12267257+3.29345196e-08j]
 [-0.12197197+3.29343350e-08j  3.68711796+6.84732882e-04j]]"
-1087.545456845643j,"[[ 0.31289586+6.83923420e-04j -0.12266755+5.43908350e-08j]
 [-0.12196695+5.43906943e-08j  3.68710436+6.83999609e-04j]]"
-1087.1758577099265j,"[[ 0.31295592+7.02515434e-04j -0.12266381+3.08377724e-08j]
 [-0.1219632 +3.08377518e-08j  3.68704411+7.02655642e-04j]]"
-1086.80625857421j,"[[ 0.31297726+7.02823668e-04j -0.12266247-6.20070984e-09j]
 [-0.12196187-6.20075353e-09j  3.68702281+7.02964869e-04j]]"
-1086.4366594384937j,"[[ 0.31294583+6.95610474e-04j -0.12267454-9.96284548e-09j]
 [-0.12197393-9.96293767e-09j  3.68705432+6.95682023e-04j]]"
-1086.0670603027775j,"[[ 0.31286491+6.70780769e-04j -0.12268506+2.70383874e-08j]
 [-0.12198445+2.70382523e-08j  3.6871353 +6.70741447e-04j]]"
-1085.697461167061j,"[[ 0.31282903+6.44115796e-04j -0.12268305+4.69014399e-08j]
 [-0.12198245+4.69013042e-08j  3.68717119+6.44034096e-04j]]"
-1085.3278620313445j,"[[ 0.31287247+6.20007487e-04j -0.12268031+3.88629071e-08j]
 [-0.1219797 +3.88627587e-08j  3.68712776+6.20037649e-04j]]"
-1084.958262895628j,"[[ 0.31289864+5.67729696e-04j -0.1226816 +6.72338549e-09j]
 [-0.121981  +6.72328227e-09j  3.68710152+5.67920483e-04j]]"
-1084.5886637599115j,"[[ 0.31286437+5.22331412e-04j -0.12266532-2.54275934e-08j]
 [-0.12196472-2.54277100e-08j  3.68713582+5.22683478e-04j]]"
-1084.2190646241952j,"[[ 0.31287315+5.38727665e-04j -0.12266227-7.94010597e-09j]
 [-0.12196166-7.94024422e-09j  3.68712707+5.39072553e-04j]]"
-1083.8494654884787j,"[[ 0.31282784+5.26625869e-04j -0.12266602+2.87523358e-08j]
 [-0.12196541+2.87521963e-08j  3.68717237+5.26908530e-04j]]"
-1083.4798663527622j,"[[ 0.31276491+5.18135789e-04j -0.12265407+4.13840916e-08j]
 [-0.12195346+4.13840364e-08j  3.68723518+5.18520064e-04j]]"
-1083.1102672170457j,"[[ 0.31277135+5.85719322e-04j -0.12264681+2.97659295e-08j]
 [-0.1219462 +2.97659229e-08j  3.68722867+5.86082031e-04j]]"
-1082.7406680813292j,"[[ 0.31271484+6.13381440e-04j -0.12263939-9.94973035e-09j]
 [-0.12193879-9.94970652e-09j  3.68728513+6.13785969e-04j]]"
-1082.371068945613j,"[[ 0.31273984+6.73540725e-04j -0.12262571-3.30988980e-09j]
 [-0.1219251 -3.30987483e-09j  3.68726014+6.73969495e-04j]]"
-1082.0014698098964j,"[[ 0.31273093+6.82140848e-04j -0.12261838+3.20521821e-08j]
 [-0.12191778+3.20522521e-08j  3.68726897+6.82527798e-04j]]"
-1081.63187067418j,"[[ 0.31273505+6.88030620e-04j -0.12261941+6.15605889e-08j]
 [-0.1219188 +6.15607637e-08j  3.68726468+6.88333908e-04j]]"
-1081.2622715384634j,"[[ 0.31273923+6.97455046e-04j -0.12263483+5.34325945e-08j]
 [-0.12193422+5.34328660e-08j  3.68726035+6.97760672e-04j]]"
-1080.892672402747j,"[[ 0.31279713+6.40077908e-04j -0.1226339 +2.57204016e-08j]
 [-0.12193329+2.57207653e-08j  3.68720231+6.40358520e-04j]]"
-1080.5230732670304j,"[[ 0.31282795+6.24300730e-04j -0.12261904-1.25685998e-08j]
 [-0.12191843-1.25682226e-08j  3.68717147+6.24612391e-04j]]"
-1080.1534741313142j,"[[ 0.31285049+6.41714541e-04j -0.12262047-2.29195441e-08j]
 [-0.12191987-2.29191830e-08j  3.68714896+6.41950231e-04j]]"
-1079.7838749955977j,"[[ 0.31281462+6.03451185e-04j -0.12261787-6.01192370e-09j]
 [-0.12191726-6.01158927e-09j  3.68718486+6.03527333e-04j]]"
-1079.4142758598812j,"[[ 0.31281907+5.44559090e-04j -0.12260878-1.56299043e-09j]
 [-0.12190818-1.56272581e-09j  3.68718052+5.44566324e-04j]]"
-1079.0446767241647j,"[[ 0.3128103 +5.41198209e-04j -0.12260965+1.61949884e-08j]
 [-0.12190904+1.61952315e-08j  3.68718933+5.41180900e-04j]]"
-1078.6750775884484j,"[[ 0.3127534 +5.39642033e-04j -0.12260184-1.41152291e-09j]
 [-0.12190123-1.41125428e-09j  3.68724619+5.39716703e-04j]]"
-1078.3054784527321j,"[[ 0.31275531+5.90073645e-04j -0.12257974-2.30716174e-08j]
 [-0.12187913-2.30714059e-08j  3.68724436+5.90138771e-04j]]"
-1077.9358793170156j,"[[ 0.31273383+5.98802890e-04j -0.12257179+2.96653246e-10j]
 [-0.12187119+2.96818519e-10j  3.68726591+5.98757702e-04j]]"
-1077.5662801812991j,"[[ 0.31267973+5.83825098e-04j -0.1225738 +1.83973728e-08j]
 [-0.1218732 +1.83975636e-08j  3.68731998+5.83749369e-04j]]"
-1077.1966810455826j,"[[ 0.31264357+5.31890824e-04j -0.12258218+2.02786140e-08j]
 [-0.12188158+2.02788636e-08j  3.68735605+5.31834686e-04j]]"
-1076.8270819098661j,"[[ 0.31267702+5.27347104e-04j -0.12256752-3.82315159e-09j]
 [-0.12186692-3.82291083e-09j  3.68732261+5.27237670e-04j]]"
-1076.4574827741496j,"[[ 0.31265796+5.70152659e-04j -0.12256581-2.82730439e-08j]
 [-0.12186521-2.82728042e-08j  3.68734167+5.70017640e-04j]]"
-1076.0878836384334j,"[[ 0.3126413 +5.86513547e-04j -0.12255684-4.49150251e-08j]
 [-0.12185624-4.49148326e-08j  3.68735841+5.86433037e-04j]]"
-1075.7182845027169j,"[[ 0.31266489+6.71642458e-04j -0.1225577 -2.30567666e-08j]
 [-0.1218571 -2.30566687e-08j  3.68733496+6.71554592e-04j]]"
-1075.3486853670004j,"[[ 0.31267028+6.69268322e-04j -0.12257043+1.80099600e-09j]
 [-0.12186982+1.80110446e-09j  3.68732955+6.69156506e-04j]]"
-1074.9790862312839j,"[[ 0.31270146+5.99469237e-04j -0.12255414-1.17183852e-08j]
 [-0.12185354-1.17182009e-08j  3.68729826+5.99375367e-04j]]"
-1074.6094870955674j,"[[ 0.31271261+6.91076363e-04j -0.12255272-6.26608756e-08j]
 [-0.12185212-6.26607474e-08j  3.6872872 +6.91089824e-04j]]"
-1074.239887959851j,"[[ 0.31267638+6.50449617e-04j -0.12255039-7.65064413e-08j]
 [-0.12184979-7.65063745e-08j  3.68732352+6.50562175e-04j]]"
-1073.8702888241346j,"[[ 0.31267346+7.66673711e-04j -0.12254392-2.88158390e-08j]
 [-0.12184331-2.88158159e-08j  3.68732651+7.66697586e-04j]]"
-1073.500689688418j,"[[ 0.31273268+7.80972070e-04j -0.12256507+2.25018998e-09j]
 [-0.12186447+2.25027955e-09j  3.68726719+7.80913877e-04j]]"
-1073.1310905527016j,"[[ 0.31274935+7.52702165e-04j -0.12257147+9.98656222e-10j]
 [-0.12187087+9.98736213e-10j  3.68725053+7.52579944e-04j]]"
-1072.761491416985j,"[[ 0.31275696+7.97169474e-04j -0.12257136-7.64829617e-09j]
 [-0.12187075-7.64818044e-09j  3.68724286+7.97033343e-04j]]"
-1072.3918922812686j,"[[ 0.31272312+7.66455886e-04j -0.12257865-4.43479654e-08j]
 [-0.12187805-4.43478286e-08j  3.68727667+7.66366569e-04j]]"
-1072.0222931455523j,"[[ 0.31275072+7.07878911e-04j -0.12257407-5.26846804e-08j]
 [-0.12187347-5.26846013e-08j  3.68724916+7.07838122e-04j]]"
-1071.6526940098358j,"[[ 0.31282802+7.26572256e-04j -0.12255808-2.28151772e-08j]
 [-0.12185748-2.28151178e-08j  3.68717189+7.26452441e-04j]]"
-1071.2830948741193j,"[[ 0.31281151+7.19465907e-04j -0.12256358+5.20160327e-09j]
 [-0.12186297+5.20166599e-09j  3.68718839+7.19306325e-04j]]"
-1070.913495738403j,"[[ 0.3127903 +6.90934114e-04j -0.12254535+5.31596827e-09j]
 [-0.12184474+5.31601809e-09j  3.68720963+6.90681801e-04j]]"
-1070.5438966026866j,"[[ 0.3128264 +7.87185627e-04j -0.12253225-2.94962812e-08j]
 [-0.12183164-2.94962400e-08j  3.68717353+7.86906724e-04j]]"
-1070.1742974669703j,"[[ 0.3128333 +8.38304338e-04j -0.12253603-4.40565007e-08j]
 [-0.12183542-4.40565424e-08j  3.68716676+8.37951298e-04j]]"
-1069.8046983312538j,"[[ 0.31285902+8.06686138e-04j -0.12254191-3.08167600e-08j]
 [-0.12184131-3.08168621e-08j  3.68714113+8.06355154e-04j]]"
-1069.4350991955373j,"[[ 0.31283302+7.59682062e-04j -0.12255861-7.39596922e-09j]
 [-0.12185801-7.39610171e-09j  3.68716718+7.59343817e-04j]]"
-1069.0655000598208j,"[[ 0.31276642+6.71331283e-04j -0.1225633 +1.16113268e-08j]
 [-0.12186269+1.16111591e-08j  3.68723384+6.71110450e-04j]]"
-1068.6959009241043j,"[[ 0.3127365 +6.78224946e-04j -0.12254445+1.90065877e-08j]
 [-0.12184384+1.90064603e-08j  3.68726369+6.78059708e-04j]]"
-1068.3263017883878j,"[[ 0.31277215+6.94841192e-04j -0.1225279 -6.60702064e-09j]
 [-0.1218273 -6.60709718e-09j  3.68722797+6.94717063e-04j]]"
-1067.9567026526715j,"[[ 0.3128473 +6.74906488e-04j -0.12250887-2.22484982e-08j]
 [-0.12180826-2.22485985e-08j  3.68715285+6.74773397e-04j]]"
-1067.587103516955j,"[[ 0.31282079+7.21538589e-04j -0.12251949-1.73185440e-09j]
 [-0.12181889-1.73197276e-09j  3.6871794 +7.21368075e-04j]]"
-1067.2175043812385j,"[[ 0.31281661+6.98289916e-04j -0.12251957+2.39832534e-08j]
 [-0.12181897+2.39830665e-08j  3.68718368+6.98085667e-04j]]"
-1066.847905245522j,"[[ 0.31273162+7.67351446e-04j -0.12253262+3.75518992e-08j]
 [-0.12183202+3.75517497e-08j  3.6872686 +7.67129750e-04j]]"
-1066.4783061098055j,"[[ 0.31272171+7.33633438e-04j -0.12253026+1.26512031e-08j]
 [-0.12182966+1.26511158e-08j  3.68727842+7.33441099e-04j]]"
-1066.1087069740893j,"[[ 0.31269753+8.07734682e-04j -0.12251647-2.05187593e-08j]
 [-0.12181587-2.05188664e-08j  3.68730263+8.07506183e-04j]]"
-1065.7391078383728j,"[[ 0.31273439+8.66183084e-04j -0.12252679-2.11877009e-08j]
 [-0.12182618-2.11878665e-08j  3.68726586+8.65959706e-04j]]"
-1065.3695087026563j,"[[ 0.31277128+8.54257455e-04j -0.12253864+3.10356828e-09j]
 [-0.12183804+3.10331878e-09j  3.6872291 +8.54149500e-04j]]"
-1064.9999095669398j,"[[ 0.31279328+8.54412732e-04j -0.12255047+4.76984833e-08j]
 [-0.12184986+4.76982936e-08j  3.687207  +8.54275193e-04j]]"
-1064.6303104312233j,"[[ 0.31284633+8.38355557e-04j -0.12254887+4.01832398e-08j]
 [-0.12184827+4.01830985e-08j  3.68715389+8.38258923e-04j]]"
-1064.2607112955068j,"[[ 0.31277699+8.38543527e-04j -0.12255428-2.77952864e-09j]
 [-0.12185367-2.77965036e-09j  3.6872232 +8.38494528e-04j]]"
-1063.8911121597905j,"[[ 0.31272467+8.00321717e-04j -0.12254714-1.70738774e-08j]
 [-0.12184653-1.70740071e-08j  3.68727553+8.00314799e-04j]]"
-1063.521513024074j,"[[ 0.3127521 +8.21690530e-04j -0.12253414-1.24038839e-08j]
 [-0.12183354-1.24040442e-08j  3.68724814+8.21759417e-04j]]"
-1063.1519138883577j,"[[ 0.31274765+8.48993893e-04j -0.12254182+3.45950975e-08j]
 [-0.12184121+3.45948610e-08j  3.68725271+8.48944517e-04j]]"
-1062.7823147526412j,"[[ 0.3127263 +8.46379601e-04j -0.12255165+5.98577461e-08j]
 [-0.12185105+5.98575905e-08j  3.68727394+8.46370649e-04j]]"
-1062.4127156169247j,"[[ 0.31277393+8.57826680e-04j -0.12255382+4.49505630e-08j]
 [-0.12185321+4.49504473e-08j  3.68722624+8.57786268e-04j]]"
-1062.0431164812085j,"[[ 0.31279728+8.04499131e-04j -0.12255275+2.47120060e-09j]
 [-0.12185215+2.47111781e-09j  3.68720284+8.04563272e-04j]]"
-1061.673517345492j,"[[ 0.31278731+8.52505733e-04j -0.12255836-2.14887699e-09j]
 [-0.12185775-2.14901297e-09j  3.68721289+8.52600699e-04j]]"
-1061.3039182097755j,"[[ 0.31276786+8.83453010e-04j -0.12255419+1.39597438e-08j]
 [-0.12185359+1.39596653e-08j  3.68723226+8.83528945e-04j]]"
-1060.934319074059j,"[[ 0.31283516+9.35160372e-04j -0.12255038+3.15440021e-08j]
 [-0.12184978+3.15438880e-08j  3.68716501+9.35170676e-04j]]"
-1060.5647199383425j,"[[ 0.31282386+9.57589248e-04j -0.12256964+4.13941096e-08j]
 [-0.12186904+4.13940352e-08j  3.68717625+9.57606216e-04j]]"
-1060.195120802626j,"[[ 0.31281322+9.42760983e-04j -0.12257529+2.10855568e-08j]
 [-0.12187468+2.10855131e-08j  3.68718685+9.42796848e-04j]]"
-1059.8255216669097j,"[[ 0.31281017+1.00836558e-03j -0.12256712-1.00465218e-08j]
 [-0.12186652-1.00465249e-08j  3.68718983+1.00843704e-03j]]"
-1059.4559225311932j,"[[ 0.31292771+1.01607879e-03j -0.12257791-1.93653752e-08j]
 [-0.12187731-1.93653682e-08j  3.68707228+1.01609477e-03j]]"
-1059.0863233954767j,"[[ 0.3129422 +9.57678805e-04j -0.12259928+8.66631258e-09j]
 [-0.12189867+8.66627799e-09j  3.68705786+9.57692635e-04j]]"
-1058.7167242597602j,"[[ 0.31294415+8.74490817e-04j -0.12260453+3.74467467e-08j]
 [-0.12190393+3.74467597e-08j  3.68705583+8.74413289e-04j]]"
-1058.3471251240437j,"[[ 0.3129094 +8.63796932e-04j -0.12260977+2.09892613e-08j]
 [-0.12190916+2.09892911e-08j  3.68709056+8.63623697e-04j]]"
-1057.9775259883274j,"[[ 0.31294121+8.35899010e-04j -0.12261801-3.57092175e-09j]
 [-0.12191741-3.57093243e-09j  3.6870588 +8.35723142e-04j]]"
-1057.607926852611j,"[[ 0.31292982+8.01084736e-04j -0.12262095-1.23298984e-08j]
 [-0.12192035-1.23299076e-08j  3.6870702 +8.01007785e-04j]]"
-1057.2383277168944j,"[[ 0.31292044+6.85950515e-04j -0.12262012-4.73547077e-09j]
 [-0.12191951-4.73556902e-09j  3.68707971+6.85876268e-04j]]"
-1056.868728581178j,"[[ 0.31292126+7.04131342e-04j -0.12260744+2.83340335e-08j]
 [-0.12190684+2.83339686e-08j  3.68707884+7.04033092e-04j]]"
-1056.4991294454614j,"[[ 0.31291134+7.67133669e-04j -0.12262325+4.07417412e-08j]
 [-0.12192264+4.07417185e-08j  3.6870887 +7.67001874e-04j]]"
-1056.129530309745j,"[[ 0.31296291+7.42247552e-04j -0.12264378+1.65291303e-08j]
 [-0.12194317+1.65291249e-08j  3.6870371 +7.42114920e-04j]]"
-1055.7599311740287j,"[[ 0.31294467+7.43157369e-04j -0.1226435 -2.67159044e-08j]
 [-0.12194289-2.67159084e-08j  3.68705534+7.43090626e-04j]]"
-1055.3903320383124j,"[[ 0.3129219 +7.39890994e-04j -0.12264586-4.27257384e-08j]
 [-0.12194525-4.27257779e-08j  3.68707816+7.39920609e-04j]]"
-1055.020732902596j,"[[ 0.31289529+7.30399026e-04j -0.12264197-2.69824617e-08j]
 [-0.12194137-2.69824498e-08j  3.68710469+7.30383148e-04j]]"
-1054.6511337668794j,"[[ 0.31288651+7.29818988e-04j -0.1226441 -3.69882447e-09j]
 [-0.12194349-3.69879786e-09j  3.68711345+7.29723241e-04j]]"
-1054.281534631163j,"[[ 0.31290612+7.27296927e-04j -0.12263609+1.18198009e-08j]
 [-0.12193549+1.18198088e-08j  3.68709387+7.27195069e-04j]]"
-1053.9119354954466j,"[[ 0.31298215+7.93803425e-04j -0.12263945-8.05690376e-09j]
 [-0.12193884-8.05691277e-09j  3.68701787+7.93773512e-04j]]"
-1053.5423363597301j,"[[ 0.31299093+8.00295000e-04j -0.12265253-2.22325408e-08j]
 [-0.12195193-2.22325143e-08j  3.68700903+8.00342865e-04j]]"
-1053.1727372240136j,"[[ 0.31302906+7.73741086e-04j -0.12264277-2.74914221e-08j]
 [-0.12194216-2.74914538e-08j  3.68697099+7.73783432e-04j]]"
-1052.8031380882971j,"[[ 0.31311683+6.79302753e-04j -0.12262843-1.03711650e-08j]
 [-0.12192783-1.03712061e-08j  3.68688323+6.79275067e-04j]]"
-1052.4335389525806j,"[[ 0.31305295+7.09562940e-04j -0.12263087+2.18764739e-09j]
 [-0.12193027+2.18754713e-09j  3.6869472 +7.09478139e-04j]]"
-1052.0639398168641j,"[[ 0.31308656+7.26040138e-04j -0.12262596+1.29737265e-09j]
 [-0.12192536+1.29729299e-09j  3.68691356+7.25971041e-04j]]"
-1051.6943406811479j,"[[ 0.31307606+7.11205269e-04j -0.12262784-1.60603797e-08j]
 [-0.12192723-1.60604684e-08j  3.68692408+7.11214416e-04j]]"
-1051.3247415454314j,"[[ 0.31312001+6.78505713e-04j -0.12264735-3.22006646e-08j]
 [-0.12194674-3.22007014e-08j  3.68688004+6.78572117e-04j]]"
-1050.9551424097149j,"[[ 0.31317277+6.18301149e-04j -0.1226473 -3.59210562e-08j]
 [-0.1219467 -3.59211125e-08j  3.68682732+6.18296875e-04j]]"
-1050.5855432739984j,"[[ 0.31309746+5.55628051e-04j -0.12264681-3.86908632e-09j]
 [-0.1219462 -3.86915965e-09j  3.68690265+5.55530355e-04j]]"
-1050.2159441382819j,"[[ 0.31306422+5.48493937e-04j -0.12265312+9.52514938e-09j]
 [-0.12195252+9.52506537e-09j  3.68693591+5.48377362e-04j]]"
-1049.8463450025656j,"[[ 0.31299906+5.94786123e-04j -0.12264911-1.94462576e-08j]
 [-0.12194851-1.94463057e-08j  3.68700101+5.94723564e-04j]]"
