iw_n,Sigma_iw_n
-1099.3726291885694j,"[[ 5.05526348e-02+1.40318407e-04j -2.11235572e-03+3.08077293e-08j]
 [-3.60479519e-04+3.08076202e-08j  3.94944743e+00+1.40067706e-04j]]"
-1099.0030300528529j,"[[ 5.05215255e-02+1.21481835e-04j -2.08398251e-03+6.86635464e-08j]
 [-3.32106360e-04+6.86638977e-08j  3.94947825e+00+1.21110323e-04j]]"
-1098.6334309171366j,"[[ 5.05150847e-02+1.27683190e-04j -2.08809791e-03+5.53773206e-08j]
 [-3.36221727e-04+5.53780074e-08j  3.94948448e+00+1.27432201e-04j]]"
-1098.26383178142j,"[[ 5.04832461e-02+1.81745947e-04j -2.12375153e-03-4.23879428e-09j]
 [-3.71875158e-04-4.23799824e-09j  3.94951625e+00+1.81614831e-04j]]"
-1097.8942326457036j,"[[ 5.05651474e-02+2.42411286e-04j -2.08277996e-03-5.02485464e-08j]
 [-3.30903376e-04-5.02480019e-08j  3.94943451e+00+2.42409013e-04j]]"
-1097.524633509987j,"[[ 5.06230570e-02+1.00556575e-04j -2.04611651e-03-4.89165619e-08j]
 [-2.94240367e-04-4.89161241e-08j  3.94937667e+00+1.00454329e-04j]]"
-1097.1550343742706j,"[[ 5.05312113e-02+5.04029917e-05j -2.07031576e-03+1.95053474e-08j]
 [-3.18439754e-04+1.95058341e-08j  3.94946848e+00+5.00915464e-05j]]"
-1096.785435238554j,"[[ 5.04612678e-02+1.15353489e-04j -2.09212318e-03+5.66875791e-08j]
 [-3.40246952e-04+5.66878270e-08j  3.94953858e+00+1.14952135e-04j]]"
-1096.4158361028378j,"[[ 5.04389054e-02+9.06089031e-05j -2.08354571e-03+3.37617881e-08j]
 [-3.31669545e-04+3.37620594e-08j  3.94956092e+00+9.02844813e-05j]]"
-1096.0462369671213j,"[[ 5.04096671e-02+1.67628128e-04j -2.05511036e-03-1.83703198e-08j]
 [-3.03233930e-04-1.83702733e-08j  3.94959030e+00+1.67542298e-04j]]"
-1095.6766378314048j,"[[ 5.04523620e-02+1.96797979e-04j -2.01851534e-03-3.36428678e-08j]
 [-2.66638804e-04-3.36429754e-08j  3.94954771e+00+1.96747796e-04j]]"
-1095.3070386956883j,"[[ 5.04432558e-02+2.37654890e-04j -2.02632327e-03+1.66478370e-08j]
 [-2.74446591e-04+1.66476812e-08j  3.94955684e+00+2.37542009e-04j]]"
-1094.9374395599718j,"[[ 5.04625773e-02+1.80555603e-04j -2.01079930e-03+6.30403594e-08j]
 [-2.58922790e-04+6.30402326e-08j  3.94953750e+00+1.80279865e-04j]]"
-1094.5678404242556j,"[[ 5.04913127e-02+2.34199206e-04j -2.01386120e-03+6.72929528e-08j]
 [-2.61984498e-04+6.72931917e-08j  3.94950854e+00+2.33978422e-04j]]"
-1094.198241288539j,"[[ 5.04668069e-02+2.62428251e-04j -1.98650065e-03+4.09273125e-09j]
 [-2.34623842e-04+4.09303328e-09j  3.94953300e+00+2.62450677e-04j]]"
-1093.8286421528228j,"[[ 5.04641230e-02+1.54260796e-04j -1.98643482e-03-6.32220700e-08j]
 [-2.34558345e-04-6.32216388e-08j  3.94953561e+00+1.54542102e-04j]]"
-1093.4590430171063j,"[[ 5.03928411e-02+2.98743543e-04j -2.01623148e-03-7.27071418e-08j]
 [-2.64354522e-04-7.27070897e-08j  3.94960713e+00+2.99177279e-04j]]"
-1093.0894438813898j,"[[ 5.04410562e-02+3.03630592e-04j -1.97770949e-03-4.97616097e-08j]
 [-2.25832505e-04-4.97615641e-08j  3.94955892e+00+3.03911919e-04j]]"
-1092.7198447456733j,"[[ 5.04748922e-02+2.98030225e-04j -1.97115759e-03-1.07197037e-08j]
 [-2.19280606e-04-1.07193533e-08j  3.94952489e+00+2.98078984e-04j]]"
-1092.350245609957j,"[[ 5.04972962e-02+3.28561430e-04j -1.94474008e-03+1.99029795e-08j]
 [-1.92862984e-04+1.99036760e-08j  3.94950227e+00+3.28399393e-04j]]"
-1091.9806464742405j,"[[ 5.04843619e-02+3.64667971e-04j -1.94338531e-03+6.84313610e-09j]
 [-1.91508076e-04+6.84423732e-09j  3.94951495e+00+3.64470735e-04j]]"
-1091.611047338524j,"[[ 5.04955853e-02+4.30159404e-04j -1.94213496e-03-4.06409847e-08j]
 [-1.90257506e-04-4.06402041e-08j  3.94950393e+00+4.29939954e-04j]]"
-1091.2414482028075j,"[[ 5.04737947e-02+4.81396080e-04j -1.90748982e-03-6.26520433e-08j]
 [-1.55612181e-04-6.26515633e-08j  3.94952591e+00+4.81166821e-04j]]"
-1090.871849067091j,"[[ 5.05115683e-02+4.75132647e-04j -1.90427528e-03-1.31673746e-08j]
 [-1.52397647e-04-1.31672866e-08j  3.94948838e+00+4.74831408e-04j]]"
-1090.5022499313748j,"[[ 5.06051852e-02+4.73901178e-04j -1.92983794e-03+4.85146636e-08j]
 [-1.77960294e-04+4.85149256e-08j  3.94939465e+00+4.73552024e-04j]]"
-1090.1326507956583j,"[[ 5.05904595e-02+4.76481302e-04j -1.93712349e-03+6.97732845e-08j]
 [-1.85245820e-04+6.97737296e-08j  3.94940926e+00+4.76297222e-04j]]"
-1089.7630516599418j,"[[ 5.06050886e-02+5.02356025e-04j -1.94041871e-03+2.39439834e-08j]
 [-1.88540940e-04+2.39443082e-08j  3.94939471e+00+5.02310847e-04j]]"
-1089.3934525242253j,"[[ 5.06485948e-02+4.65376620e-04j -1.91474669e-03-4.72197969e-08j]
 [-1.62869028e-04-4.72196228e-08j  3.94935130e+00+4.65519248e-04j]]"
-1089.0238533885088j,"[[ 5.06334757e-02+4.56246658e-04j -1.89759737e-03-3.98505043e-08j]
 [-1.45719719e-04-3.98506495e-08j  3.94936661e+00+4.56322517e-04j]]"
-1088.6542542527923j,"[[ 5.06827851e-02+5.74857653e-04j -1.91782702e-03+1.22581081e-08j]
 [-1.65948973e-04+1.22579355e-08j  3.94931732e+00+5.74730577e-04j]]"
-1088.284655117076j,"[[ 5.07354462e-02+5.27741121e-04j -1.92500453e-03+7.30157467e-08j]
 [-1.73126621e-04+7.30157486e-08j  3.94926455e+00+5.27328889e-04j]]"
-1087.9150559813595j,"[[ 5.06866359e-02+5.37766111e-04j -1.89323418e-03+6.41850438e-08j]
 [-1.41356220e-04+6.41852361e-08j  3.94931324e+00+5.37334878e-04j]]"
-1087.545456845643j,"[[ 5.07786804e-02+5.89693847e-04j -1.84897168e-03+6.75279325e-10j]
 [-9.70935382e-05+6.75610615e-10j  3.94922111e+00+5.89562025e-04j]]"
-1087.1758577099265j,"[[ 5.07977132e-02+6.40033233e-04j -1.86461559e-03-3.67940197e-08j]
 [-1.12737271e-04-3.67937976e-08j  3.94920215e+00+6.40170980e-04j]]"
-1086.80625857421j,"[[ 5.08205272e-02+6.17071737e-04j -1.88492618e-03-3.78528343e-08j]
 [-1.33047920e-04-3.78527939e-08j  3.94917945e+00+6.17380722e-04j]]"
-1086.4366594384937j,"[[ 5.08740103e-02+5.78487100e-04j -1.83252700e-03+1.73417502e-08j]
 [-8.06488477e-05+1.73417149e-08j  3.94912601e+00+5.78672525e-04j]]"
-1086.0670603027775j,"[[ 5.08475368e-02+5.83094145e-04j -1.84127310e-03+3.27132429e-08j]
 [-8.93949092e-05+3.27134103e-08j  3.94915236e+00+5.83217681e-04j]]"
-1085.697461167061j,"[[ 5.09172634e-02+5.23297659e-04j -1.87393620e-03+3.02036323e-08j]
 [-1.22058190e-04+3.02042137e-08j  3.94908238e+00+5.23388498e-04j]]"
-1085.3278620313445j,"[[ 5.10190078e-02+5.56670510e-04j -1.87827044e-03-3.05630102e-09j]
 [-1.26392309e-04-3.05560828e-09j  3.94898056e+00+5.56860135e-04j]]"
-1084.958262895628j,"[[ 5.10119938e-02+6.22683513e-04j -1.86416110e-03-4.78552048e-08j]
 [-1.12282739e-04-4.78546086e-08j  3.94898764e+00+6.22915978e-04j]]"
-1084.5886637599115j,"[[ 5.10171729e-02+5.10223349e-04j -1.84965636e-03-4.12672646e-08j]
 [-9.77783424e-05-4.12668487e-08j  3.94898257e+00+5.10257112e-04j]]"
-1084.2190646241952j,"[[ 5.11398551e-02+5.59510149e-04j -1.85677229e-03-5.15248506e-09j]
 [-1.04894096e-04-5.15208531e-09j  3.94885990e+00+5.59364572e-04j]]"
-1083.8494654884787j,"[[ 5.11371302e-02+3.80034750e-04j -1.83137984e-03+5.94441483e-08j]
 [-7.95022114e-05+5.94448337e-08j  3.94886244e+00+3.79718715e-04j]]"
-1083.4798663527622j,"[[ 5.11294483e-02+3.81388207e-04j -1.87111742e-03+3.51842535e-08j]
 [-1.19239777e-04+3.51852164e-08j  3.94886996e+00+3.81185891e-04j]]"
-1083.1102672170457j,"[[ 5.11178562e-02+3.81151847e-04j -1.82864877e-03-2.75732323e-08j]
 [-7.67711084e-05-2.75722142e-08j  3.94888151e+00+3.81025036e-04j]]"
-1082.7406680813292j,"[[ 5.11303423e-02+3.82725948e-04j -1.83877525e-03-8.49735407e-08j]
 [-8.68975619e-05-8.49730659e-08j  3.94886936e+00+3.82703907e-04j]]"
-1082.371068945613j,"[[ 5.12150119e-02+3.47051601e-04j -1.82211721e-03-7.38802455e-08j]
 [-7.02396272e-05-7.38801634e-08j  3.94878494e+00+3.46989203e-04j]]"
-1082.0014698098964j,"[[ 5.12189850e-02+3.19260296e-04j -1.87108004e-03+2.26184202e-08j]
 [-1.19202528e-04+2.26184403e-08j  3.94878100e+00+3.18991967e-04j]]"
-1081.63187067418j,"[[ 5.12496577e-02+1.80239560e-04j -1.85796649e-03+6.79224557e-08j]
 [-1.06089410e-04+6.79225479e-08j  3.94875028e+00+1.79935462e-04j]]"
-1081.2622715384634j,"[[ 5.12508314e-02+2.59197958e-04j -1.84570594e-03+4.77560191e-08j]
 [-9.38285939e-05+4.77564693e-08j  3.94874889e+00+2.58872572e-04j]]"
-1080.892672402747j,"[[ 5.12038585e-02+1.73260185e-04j -1.87707432e-03-2.45643802e-08j]
 [-1.25197230e-04-2.45639660e-08j  3.94879589e+00+1.73158198e-04j]]"
-1080.5230732670304j,"[[ 5.12156780e-02+1.33095744e-04j -1.87463880e-03-3.52296165e-08j]
 [-1.22761831e-04-3.52291430e-08j  3.94878403e+00+1.33018965e-04j]]"
-1080.1534741313142j,"[[ 5.12004452e-02+2.12132068e-04j -1.86823637e-03-4.27596630e-09j]
 [-1.16359126e-04-4.27576682e-09j  3.94879943e+00+2.12015875e-04j]]"
-1079.7838749955977j,"[[ 5.12622469e-02+1.14810811e-04j -1.83322777e-03+2.66304920e-08j]
 [-8.13508259e-05+2.66306002e-08j  3.94873769e+00+1.14553582e-04j]]"
-1079.4142758598812j,"[[ 5.11787729e-02+1.04408263e-04j -1.82084964e-03+4.69476891e-08j]
 [-6.89727070e-05+4.69478934e-08j  3.94882110e+00+1.04073376e-04j]]"
-1079.0446767241647j,"[[ 5.12467216e-02-1.93036251e-05j -1.79932084e-03+5.99116592e-09j]
 [-4.74442931e-05+5.99113810e-09j  3.94875329e+00-1.94236709e-05j]]"
-1078.6750775884484j,"[[ 5.11732866e-02-6.52265937e-05j -1.79882942e-03-3.33480583e-08j]
 [-4.69530126e-05-3.33481333e-08j  3.94882676e+00-6.50623997e-05j]]"
-1078.3054784527321j,"[[ 5.11979760e-02-5.17511091e-05j -1.82471742e-03-5.17470954e-08j]
 [-7.28409482e-05-5.17475783e-08j  3.94880232e+00-5.13468119e-05j]]"
-1077.9358793170156j,"[[ 5.11857654e-02-9.58642847e-05j -1.81827802e-03-2.22201543e-08j]
 [-6.64016753e-05-2.22204980e-08j  3.94881445e+00-9.55463640e-05j]]"
-1077.5662801812991j,"[[ 5.11458533e-02-1.52540372e-04j -1.84317119e-03+2.13438264e-08j]
 [-9.12950175e-05+2.13437708e-08j  3.94885418e+00-1.52395709e-04j]]"
-1077.1966810455826j,"[[ 5.11499196e-02-1.77095735e-04j -1.83892739e-03+5.16908112e-08j]
 [-8.70512812e-05+5.16913029e-08j  3.94884978e+00-1.77064251e-04j]]"
-1076.8270819098661j,"[[ 5.10775729e-02-1.50247340e-04j -1.83507151e-03+3.40342255e-08j]
 [-8.31952935e-05+3.40353742e-08j  3.94892172e+00-1.50151176e-04j]]"
-1076.4574827741496j,"[[ 5.10480861e-02-1.78599456e-04j -1.76914546e-03-3.38219435e-08j]
 [-1.72693246e-05-3.38207880e-08j  3.94895120e+00-1.78399429e-04j]]"
-1076.0878836384334j,"[[ 5.10459426e-02-2.24455133e-04j -1.75363211e-03-6.69497358e-08j]
 [-1.75609902e-06-6.69486709e-08j  3.94895340e+00-2.24319663e-04j]]"
-1075.7182845027169j,"[[ 5.09687083e-02-1.96866569e-04j -1.72940172e-03-3.53527302e-08j]
 [ 2.24743952e-05-3.53521378e-08j  3.94903093e+00-1.96796636e-04j]]"
-1075.3486853670004j,"[[ 5.09729366e-02-2.71270304e-04j -1.76839725e-03+3.71384526e-08j]
 [-1.65213609e-05+3.71390353e-08j  3.94902671e+00-2.71404063e-04j]]"
-1074.9790862312839j,"[[ 5.08754212e-02-1.92593763e-04j -1.75435828e-03+7.73997541e-08j]
 [-2.48211443e-06+7.74004333e-08j  3.94912416e+00-1.92717877e-04j]]"
-1074.6094870955674j,"[[ 5.08530491e-02-1.92146754e-04j -1.72907450e-03+3.97283417e-08j]
 [ 2.28016749e-05+3.97291421e-08j  3.94914646e+00-1.92288163e-04j]]"
-1074.239887959851j,"[[ 5.08618621e-02-1.50264249e-04j -1.70759377e-03-2.39895410e-08j]
 [ 4.42825661e-05-2.39887765e-08j  3.94913767e+00-1.50370186e-04j]]"
-1073.8702888241346j,"[[ 5.08367317e-02-1.34139632e-04j -1.71941622e-03-1.88605456e-08j]
 [ 3.24601792e-05-1.88602091e-08j  3.94916306e+00-1.34317616e-04j]]"
-1073.500689688418j,"[[ 5.08430972e-02-1.29634940e-04j -1.71180167e-03+2.29627968e-08j]
 [ 4.00747601e-05+2.29631744e-08j  3.94915667e+00-1.29904710e-04j]]"
-1073.1310905527016j,"[[ 5.08270559e-02-1.41849950e-04j -1.72173427e-03+5.04917157e-08j]
 [ 3.01421394e-05+5.04920262e-08j  3.94917275e+00-1.42259246e-04j]]"
-1072.761491416985j,"[[ 5.07572147e-02-1.56459896e-04j -1.73962628e-03+3.42485995e-08j]
 [ 1.22500977e-05+3.42493369e-08j  3.94924233e+00-1.56886753e-04j]]"
-1072.3918922812686j,"[[ 5.07709666e-02-1.27053866e-04j -1.73563037e-03-1.48833137e-08j]
 [ 1.62461161e-05-1.48824614e-08j  3.94922851e+00-1.27232260e-04j]]"
-1072.0222931455523j,"[[ 5.07228383e-02-1.18049015e-04j -1.73771977e-03-5.79606798e-08j]
 [ 1.41567640e-05-5.79599549e-08j  3.94927672e+00-1.18072515e-04j]]"
-1071.6526940098358j,"[[ 5.06534871e-02-8.09422966e-05j -1.72226359e-03-7.10748892e-08j]
 [ 2.96130847e-05-7.10744241e-08j  3.94934623e+00-8.08850064e-05j]]"
-1071.2830948741193j,"[[ 5.06883713e-02+4.09962670e-05j -1.72300769e-03-3.04590038e-08j]
 [ 2.88694025e-05-3.04589696e-08j  3.94931161e+00+4.07645891e-05j]]"
-1070.913495738403j,"[[ 5.06838622e-02+6.74895914e-05j -1.72110785e-03+1.96423944e-09j]
 [ 3.07693389e-05+1.96423489e-09j  3.94931614e+00+6.70733523e-05j]]"
-1070.5438966026866j,"[[ 5.07751495e-02+2.11822851e-05j -1.73046942e-03+4.00966568e-08j]
 [ 2.14076343e-05+4.00968220e-08j  3.94922475e+00+2.06802708e-05j]]"
-1070.1742974669703j,"[[ 5.07660345e-02+5.54890260e-05j -1.75801576e-03+2.50826555e-08j]
 [-6.13857632e-06+2.50830118e-08j  3.94923375e+00+5.51458902e-05j]]"
-1069.8046983312538j,"[[ 5.07301640e-02+1.23964389e-04j -1.75450566e-03-2.36283318e-08j]
 [-2.62823409e-06-2.36281813e-08j  3.94926974e+00+1.23877667e-04j]]"
-1069.4350991955373j,"[[ 5.07339328e-02+1.09002418e-04j -1.76514985e-03-3.76114186e-08j]
 [-1.32724565e-05-3.76114621e-08j  3.94926609e+00+1.08995916e-04j]]"
-1069.0655000598208j,"[[ 5.07922318e-02+2.15393965e-04j -1.78402154e-03-1.87309176e-08j]
 [-3.21437768e-05-1.87307669e-08j  3.94920768e+00+2.15404796e-04j]]"
-1068.6959009241043j,"[[ 5.07882581e-02+2.36593934e-04j -1.79141773e-03+4.42463284e-08j]
 [-3.95398790e-05+4.42466159e-08j  3.94921157e+00+2.36480862e-04j]]"
-1068.3263017883878j,"[[ 5.08682590e-02+2.53086892e-04j -1.79914390e-03+2.77395492e-08j]
 [-4.72659855e-05+2.77400871e-08j  3.94913141e+00+2.52980556e-04j]]"
-1067.9567026526715j,"[[ 5.08326123e-02+1.98277733e-04j -1.80519955e-03-2.38415074e-08j]
 [-5.33217963e-05-2.38408595e-08j  3.94916699e+00+1.98174741e-04j]]"
-1067.587103516955j,"[[ 5.09308717e-02+1.95561776e-04j -1.80583124e-03-7.27349968e-08j]
 [-5.39534828e-05-7.27345002e-08j  3.94906883e+00+1.95509129e-04j]]"
-1067.2175043812385j,"[[ 5.09682960e-02+1.90764964e-04j -1.82859447e-03-5.75047058e-08j]
 [-7.67167040e-05-5.75047654e-08j  3.94903174e+00+1.90622027e-04j]]"
-1066.847905245522j,"[[ 5.09914785e-02+1.01426259e-04j -1.81734266e-03+2.06187259e-08j]
 [-6.54651765e-05+2.06185949e-08j  3.94900860e+00+1.01061264e-04j]]"
-1066.4783061098055j,"[[ 5.10237392e-02+1.04398200e-04j -1.81376053e-03+6.60185352e-08j]
 [-6.18830236e-05+6.60184406e-08j  3.94897632e+00+1.03933874e-04j]]"
-1066.1087069740893j,"[[ 5.09872843e-02+4.61514189e-05j -1.79936867e-03+7.91170017e-08j]
 [-4.74913336e-05+7.91174184e-08j  3.94901246e+00+4.56326450e-05j]]"
-1065.7391078383728j,"[[ 5.10138121e-02+1.55052701e-05j -1.76822142e-03+9.59899935e-09j]
 [-1.63441637e-05+9.59966588e-09j  3.94898578e+00+1.52753573e-05j]]"
-1065.3695087026563j,"[[ 5.09231878e-02-4.45376611e-05j -1.80332523e-03-1.41024894e-08j]
 [-5.14481585e-05-1.41019008e-08j  3.94907645e+00-4.46433612e-05j]]"
-1064.9999095669398j,"[[ 5.09236610e-02+2.36084650e-05j -1.82386685e-03-7.81677741e-09j]
 [-7.19895406e-05-7.81677563e-09j  3.94907634e+00+2.35610200e-05j]]"
-1064.6303104312233j,"[[ 5.09722123e-02-1.86452003e-05j -1.84897410e-03+1.03561633e-08j]
 [-9.70969113e-05+1.03558153e-08j  3.94902800e+00-1.88202539e-05j]]"
-1064.2607112955068j,"[[ 5.10358676e-02+9.84871804e-06j -1.84132076e-03+3.75697557e-08j]
 [-8.94434574e-05+3.75694986e-08j  3.94896429e+00+9.59893441e-06j]]"
-1063.8911121597905j,"[[ 5.09779377e-02-6.91510038e-05j -1.88580178e-03+2.50492593e-08j]
 [-1.33924727e-04+2.50490452e-08j  3.94902219e+00-6.93025527e-05j]]"
-1063.521513024074j,"[[ 5.10022906e-02-7.98258213e-05j -1.86445265e-03+6.51315785e-09j]
 [-1.12575612e-04+6.51307913e-09j  3.94899776e+00-7.98304643e-05j]]"
-1063.1519138883577j,"[[ 5.09186314e-02-1.16161621e-04j -1.90732060e-03-4.58051281e-08j]
 [-1.55443661e-04-4.58054900e-08j  3.94908159e+00-1.15921520e-04j]]"
-1062.7823147526412j,"[[ 5.09267560e-02-8.23008425e-05j -1.87931068e-03-3.51430246e-08j]
 [-1.27433610e-04-3.51433495e-08j  3.94907344e+00-8.21414103e-05j]]"
-1062.4127156169247j,"[[ 5.09194147e-02-3.72037346e-05j -1.89458732e-03+6.60503200e-09j]
 [-1.42710086e-04+6.60490972e-09j  3.94908066e+00-3.71781694e-05j]]"
-1062.0431164812085j,"[[ 5.09149772e-02-1.25180908e-04j -1.92547247e-03+4.69853005e-08j]
 [-1.73595513e-04+4.69856702e-08j  3.94908480e+00-1.25289590e-04j]]"
-1061.673517345492j,"[[ 5.08523568e-02-1.38095633e-04j -1.90663199e-03+4.00886351e-08j]
 [-1.54755060e-04+4.00894249e-08j  3.94914716e+00-1.38114256e-04j]]"
-1061.3039182097755j,"[[ 5.08639925e-02-1.38815903e-04j -1.92018011e-03-3.85037815e-08j]
 [-1.68303157e-04-3.85030678e-08j  3.94913558e+00-1.38711994e-04j]]"
-1060.934319074059j,"[[ 5.08811654e-02-1.12504421e-04j -1.88747363e-03-7.38144539e-08j]
 [-1.35596581e-04-7.38139853e-08j  3.94911855e+00-1.12284911e-04j]]"
-1060.5647199383425j,"[[ 5.08782989e-02-1.57302870e-04j -1.92093398e-03-5.06603601e-08j]
 [-1.69057064e-04-5.06603798e-08j  3.94912171e+00-1.57139881e-04j]]"
-1060.195120802626j,"[[ 5.08086004e-02-1.10084576e-04j -1.92404968e-03+2.02144529e-08j]
 [-1.72172588e-04+2.02145507e-08j  3.94919134e+00-1.10152441e-04j]]"
-1059.8255216669097j,"[[ 5.07378602e-02-1.75552628e-04j -1.90605070e-03+5.19710263e-08j]
 [-1.54173803e-04+5.19713435e-08j  3.94926195e+00-1.75779580e-04j]]"
-1059.4559225311932j,"[[ 5.06682398e-02-1.09547007e-04j -1.93005103e-03+2.87794384e-08j]
 [-1.78173893e-04+2.87801049e-08j  3.94933136e+00-1.09829172e-04j]]"
-1059.0863233954767j,"[[ 5.06980118e-02-2.48167498e-05j -1.92330013e-03-2.85850129e-08j]
 [-1.71422699e-04-2.85841892e-08j  3.94930149e+00-2.49825819e-05j]]"
-1058.7167242597602j,"[[ 5.06632725e-02+9.67159756e-05j -1.92757802e-03-6.00946864e-08j]
 [-1.75700174e-04-6.00942921e-08j  3.94933649e+00+9.65352115e-05j]]"
-1058.3471251240437j,"[[ 5.07112252e-02+1.64776333e-04j -1.95048414e-03-2.96017765e-08j]
 [-1.98606050e-04-2.96017293e-08j  3.94928875e+00+1.64611636e-04j]]"
-1057.9775259883274j,"[[ 5.07221732e-02+1.58438216e-04j -1.90741842e-03+4.86973759e-09j]
 [-1.55540330e-04+4.86955360e-09j  3.94927794e+00+1.58203947e-04j]]"
-1057.607926852611j,"[[ 5.08178482e-02+1.61352448e-04j -1.91932422e-03+2.19625582e-08j]
 [-1.67446111e-04+2.19626678e-08j  3.94918208e+00+1.61201492e-04j]]"
-1057.2383277168944j,"[[ 5.08259234e-02+2.06778911e-04j -1.93419064e-03+1.25580253e-08j]
 [-1.82312361e-04+1.25583397e-08j  3.94917389e+00+2.06783134e-04j]]"
-1056.868728581178j,"[[ 5.08785809e-02+2.12003153e-04j -1.92978728e-03-2.15229460e-08j]
 [-1.77908963e-04-2.15227817e-08j  3.94912132e+00+2.12158131e-04j]]"
