iw_n,Sigma_iw_n
-1100.8510257314351j,"[[ 0.42826312+9.47557790e-04j -0.17819581-4.84993806e-07j]
 [-0.17932792-4.84992297e-07j  3.57173834+9.46668767e-04j]]"
-1100.4814265957189j,"[[ 0.42830632+9.20899989e-04j -0.17821937-4.42590103e-07j]
 [-0.17935147-4.42588606e-07j  3.57169513+9.19902402e-04j]]"
-1100.1118274600024j,"[[ 0.42828723+8.32132035e-04j -0.17822737-4.13759202e-07j]
 [-0.17935947-4.13757819e-07j  3.57171411+8.31094206e-04j]]"
-1099.7422283242859j,"[[ 0.42829561+8.72341444e-04j -0.17823818-4.26060164e-07j]
 [-0.17937028-4.26058785e-07j  3.57170573+8.71269594e-04j]]"
-1099.3726291885694j,"[[ 0.42826703+8.50044954e-04j -0.17824679-4.16212754e-07j]
 [-0.1793789 -4.16211321e-07j  3.57173436+8.48937951e-04j]]"
-1099.0030300528529j,"[[ 0.42831066+8.62459447e-04j -0.17824215-3.92445452e-07j]
 [-0.17937426-3.92443887e-07j  3.57169085+8.61368597e-04j]]"
-1098.6334309171366j,"[[ 0.42828682+9.58933088e-04j -0.17824636-3.91384129e-07j]
 [-0.17937846-3.91382580e-07j  3.57171468+9.58069392e-04j]]"
-1098.26383178142j,"[[ 0.42813719+8.59088300e-04j -0.17825542-4.12684446e-07j]
 [-0.17938752-4.12682736e-07j  3.57186446+8.58270937e-04j]]"
-1097.8942326457036j,"[[ 0.42806511+8.05341934e-04j -0.17825169-3.78312191e-07j]
 [-0.1793838 -3.78310044e-07j  3.57193697+8.04513228e-04j]]"
-1097.524633509987j,"[[ 0.42808152+6.95561392e-04j -0.17824741-3.33672486e-07j]
 [-0.17937951-3.33670219e-07j  3.57192067+6.94808152e-04j]]"
-1097.1550343742706j,"[[ 0.42811367+5.71432780e-04j -0.17817979-2.83245286e-07j]
 [-0.17931189-2.83242704e-07j  3.57188883+5.70844330e-04j]]"
-1096.785435238554j,"[[ 0.42806208+6.57552415e-04j -0.17814087-2.28196622e-07j]
 [-0.17927298-2.28194066e-07j  3.57194039+6.57213170e-04j]]"
-1096.4158361028378j,"[[ 0.42802478+7.60811548e-04j -0.17811508-2.01322835e-07j]
 [-0.17924719-2.01320635e-07j  3.57197735+7.60631818e-04j]]"
-1096.0462369671213j,"[[ 0.4281409 +8.39006205e-04j -0.17812249-2.31368608e-07j]
 [-0.17925459-2.31366648e-07j  3.57186099+8.39160141e-04j]]"
-1095.6766378314048j,"[[ 0.42806987+8.23916132e-04j -0.17813444-2.42334421e-07j]
 [-0.17926654-2.42332219e-07j  3.57193226+8.24070221e-04j]]"
-1095.3070386956883j,"[[ 0.42798593+7.82465938e-04j -0.17808173-2.21838458e-07j]
 [-0.17921383-2.21836286e-07j  3.57201617+7.82490195e-04j]]"
-1094.9374395599718j,"[[ 0.42803667+9.43768086e-04j -0.17805329-1.91054952e-07j]
 [-0.17918539-1.91052808e-07j  3.5719654 +9.43678401e-04j]]"
-1094.5678404242556j,"[[ 0.42800151+9.12302969e-04j -0.17808461-1.57977302e-07j]
 [-0.17921672-1.57975181e-07j  3.57200054+9.12214828e-04j]]"
-1094.198241288539j,"[[ 0.42797591+9.80162679e-04j -0.17808968-9.65676520e-08j]
 [-0.17922179-9.65657375e-08j  3.57202594+9.80220677e-04j]]"
-1093.8286421528228j,"[[ 0.42799192+1.06832775e-03j -0.17807205-1.18887852e-07j]
 [-0.17920416-1.18886285e-07j  3.5720096 +1.06860279e-03j]]"
-1093.4590430171063j,"[[ 0.42805925+1.09983558e-03j -0.17804027-1.60621526e-07j]
 [-0.17917237-1.60620064e-07j  3.57194216+1.10024999e-03j]]"
-1093.0894438813898j,"[[ 0.42807621+1.13828091e-03j -0.1780451 -1.76522678e-07j]
 [-0.17917721-1.76521125e-07j  3.57192529+1.13879954e-03j]]"
-1092.7198447456733j,"[[ 0.42805847+1.25002597e-03j -0.17804475-1.80277030e-07j]
 [-0.17917686-1.80275421e-07j  3.57194308+1.25061682e-03j]]"
-1092.350245609957j,"[[ 0.42804263+1.21366181e-03j -0.17805843-2.19069522e-07j]
 [-0.17919054-2.19067733e-07j  3.5719591 +1.21432832e-03j]]"
-1091.9806464742405j,"[[ 0.42793146+1.27664119e-03j -0.17811186-1.38783578e-07j]
 [-0.17924397-1.38781572e-07j  3.57207047+1.27723051e-03j]]"
-1091.611047338524j,"[[ 0.42805523+1.15079694e-03j -0.17815545-9.40942186e-08j]
 [-0.17928756-9.40926251e-08j  3.57194631+1.15130604e-03j]]"
-1091.2414482028075j,"[[ 0.42803278+1.08217275e-03j -0.17815473-8.12147193e-08j]
 [-0.17928684-8.12132120e-08j  3.57196867+1.08260594e-03j]]"
-1090.871849067091j,"[[ 0.42799888+1.16317812e-03j -0.17814473-7.89961820e-08j]
 [-0.17927683-7.89947982e-08j  3.57200245+1.16365591e-03j]]"
-1090.5022499313748j,"[[ 0.42802961+1.14568449e-03j -0.17818626-9.56365260e-08j]
 [-0.17931837-9.56352342e-08j  3.57197163+1.14603440e-03j]]"
-1090.1326507956583j,"[[ 0.42792891+1.15230770e-03j -0.1781722 -1.33881503e-07j]
 [-0.17930431-1.33880163e-07j  3.57207238+1.15254101e-03j]]"
-1089.7630516599418j,"[[ 0.42787093+1.09937897e-03j -0.17812934-1.31606945e-07j]
 [-0.17926145-1.31605587e-07j  3.57213037+1.09952060e-03j]]"
-1089.3934525242253j,"[[ 0.4279432 +1.03860789e-03j -0.17811297-9.77276792e-08j]
 [-0.17924507-9.77263452e-08j  3.57205808+1.03853846e-03j]]"
-1089.0238533885088j,"[[ 0.42804488+1.02673760e-03j -0.17808788-6.41918574e-08j]
 [-0.17921999-6.41904163e-08j  3.5719565 +1.02659396e-03j]]"
-1088.6542542527923j,"[[ 0.42805295+9.77648843e-04j -0.17805244-4.31144190e-08j]
 [-0.17918454-4.31128967e-08j  3.57194851+9.77658212e-04j]]"
-1088.284655117076j,"[[ 0.42800661+9.17141804e-04j -0.17805457-1.63017024e-08j]
 [-0.17918668-1.63002523e-08j  3.57199478+9.17325270e-04j]]"
-1087.9150559813595j,"[[ 0.42804753+8.80717499e-04j -0.17806527+4.95759335e-09j]
 [-0.17919737+4.95890471e-09j  3.57195373+8.81106581e-04j]]"
-1087.545456845643j,"[[ 0.4279963 +9.41523845e-04j -0.17803964-4.30125275e-08j]
 [-0.17917175-4.30112733e-08j  3.5720049 +9.42297930e-04j]]"
-1087.1758577099265j,"[[ 0.42790143+1.00244989e-03j -0.1780174 -6.97080265e-08j]
 [-0.17914951-6.97066661e-08j  3.57209988+1.00322383e-03j]]"
-1086.80625857421j,"[[ 0.42804659+1.13646291e-03j -0.17800992-3.26763014e-08j]
 [-0.17914203-3.26748017e-08j  3.57195485+1.13725752e-03j]]"
-1086.4366594384937j,"[[ 0.42808256+1.26843311e-03j -0.17805163-2.79492909e-08j]
 [-0.17918374-2.79480204e-08j  3.57191866+1.26920411e-03j]]"
-1086.0670603027775j,"[[ 0.42807323+1.18712562e-03j -0.17807886-4.41139401e-08j]
 [-0.17921097-4.41125580e-08j  3.57192809+1.18786058e-03j]]"
-1085.697461167061j,"[[ 0.42804991+1.13019817e-03j -0.17805622-7.56320043e-09j]
 [-0.17918833-7.56187683e-09j  3.57195136+1.13081827e-03j]]"
-1085.3278620313445j,"[[ 0.42817533+1.25000198e-03j -0.17804738+1.92722803e-08j]
 [-0.17917948+1.92737518e-08j  3.57182608+1.25063521e-03j]]"
-1084.958262895628j,"[[ 0.42825699+1.34555383e-03j -0.17807073+4.21784308e-08j]
 [-0.17920284+4.21798683e-08j  3.57174438+1.34613560e-03j]]"
-1084.5886637599115j,"[[ 0.42821798+1.35766953e-03j -0.17809051+4.04314036e-08j]
 [-0.17922261+4.04328725e-08j  3.57178343+1.35834802e-03j]]"
-1084.2190646241952j,"[[ 0.42830093+1.27526350e-03j -0.17812375+6.40937894e-08j]
 [-0.17925585+6.40952959e-08j  3.57170051+1.27609045e-03j]]"
-1083.8494654884787j,"[[ 0.42843144+1.20544890e-03j -0.17816752+1.01324102e-07j]
 [-0.17929962+1.01325509e-07j  3.57156991+1.20631037e-03j]]"
-1083.4798663527622j,"[[ 0.42842577+9.58975693e-04j -0.17813656+1.35012395e-07j]
 [-0.17926866+1.35013480e-07j  3.57157526+9.59820284e-04j]]"
-1083.1102672170457j,"[[ 0.42837244+8.50802396e-04j -0.17808077+1.52285951e-07j]
 [-0.17921288+1.52286679e-07j  3.57162826+8.51678746e-04j]]"
-1082.7406680813292j,"[[ 0.42836004+8.39427370e-04j -0.17805594+1.21486159e-07j]
 [-0.17918805+1.21486684e-07j  3.57164046+8.40299449e-04j]]"
-1082.371068945613j,"[[ 0.42825502+8.27932057e-04j -0.17802669+1.06758970e-07j]
 [-0.1791588 +1.06759457e-07j  3.57174544+8.29076861e-04j]]"
-1082.0014698098964j,"[[ 0.42834936+7.14476084e-04j -0.17796812+8.87867745e-08j]
 [-0.17910023+8.87872060e-08j  3.57165105+7.15792638e-04j]]"
-1081.63187067418j,"[[ 0.42829493+6.33596241e-04j -0.1779327 +6.77541705e-08j]
 [-0.1790648 +6.77546459e-08j  3.57170553+6.34903867e-04j]]"
-1081.2622715384634j,"[[ 0.42821973+6.37005708e-04j -0.17794544+8.06978247e-08j]
 [-0.17907754+8.06983962e-08j  3.57178081+6.38129895e-04j]]"
-1080.892672402747j,"[[ 0.42817953+7.62131946e-04j -0.17793494+1.28632907e-07j]
 [-0.17906705+1.28633307e-07j  3.57182085+7.63012781e-04j]]"
-1080.5230732670304j,"[[ 0.42821544+8.29708688e-04j -0.17789676+1.50075967e-07j]
 [-0.17902887+1.50076227e-07j  3.5717848 +8.30276333e-04j]]"
-1080.1534741313142j,"[[ 0.4282373 +8.83822903e-04j -0.17789374+1.75367450e-07j]
 [-0.17902585+1.75367828e-07j  3.57176306+8.84252144e-04j]]"
-1079.7838749955977j,"[[ 0.4282621 +9.33933929e-04j -0.1778982 +1.91415828e-07j]
 [-0.17903031+1.91416147e-07j  3.5717382 +9.34378329e-04j]]"
-1079.4142758598812j,"[[ 0.42828906+1.01315636e-03j -0.17788772+1.93874593e-07j]
 [-0.17901982+1.93874798e-07j  3.57171113+1.01358097e-03j]]"
-1079.0446767241647j,"[[ 0.42823867+1.04256045e-03j -0.17792019+1.80273034e-07j]
 [-0.17905229+1.80273159e-07j  3.57176144+1.04291431e-03j]]"
-1078.6750775884484j,"[[ 0.4282183 +8.61870953e-04j -0.17794761+1.66699096e-07j]
 [-0.17907972+1.66699142e-07j  3.57178174+8.62326754e-04j]]"
-1078.3054784527321j,"[[ 0.42827285+7.35321512e-04j -0.17794499+1.78406387e-07j]
 [-0.17907709+1.78406341e-07j  3.57172711+7.35773488e-04j]]"
-1077.9358793170156j,"[[ 0.42824528+6.96138863e-04j -0.17789703+1.80730107e-07j]
 [-0.17902913+1.80729854e-07j  3.57175448+6.96608587e-04j]]"
-1077.5662801812991j,"[[ 0.42826523+7.56818721e-04j -0.17786461+1.60598387e-07j]
 [-0.17899671+1.60597890e-07j  3.5717343 +7.57244585e-04j]]"
-1077.1966810455826j,"[[ 0.4282898 +7.97344329e-04j -0.17785004+1.16034958e-07j]
 [-0.17898215+1.16034401e-07j  3.57170967+7.97577758e-04j]]"
-1076.8270819098661j,"[[ 0.42827723+9.53966736e-04j -0.17786792+7.11776491e-08j]
 [-0.17900002+7.11770818e-08j  3.57172223+9.53956982e-04j]]"
-1076.4574827741496j,"[[ 0.42822564+9.93870713e-04j -0.17790346+2.08829250e-08j]
 [-0.17903557+2.08827124e-08j  3.57177415+9.93764747e-04j]]"
-1076.0878836384334j,"[[ 0.42817623+8.86837525e-04j -0.17796226+1.50340005e-08j]
 [-0.17909437+1.50342446e-08j  3.571824  +8.86758448e-04j]]"
-1075.7182845027169j,"[[ 0.42819906+6.09131379e-04j -0.17791341+4.11710319e-08j]
 [-0.17904552+4.11716248e-08j  3.5718015 +6.09045278e-04j]]"
-1075.3486853670004j,"[[ 0.42826585+5.94685646e-04j -0.1778402 +8.59000952e-08j]
 [-0.1789723 +8.59008334e-08j  3.57173485+5.94586483e-04j]]"
-1074.9790862312839j,"[[ 0.42807852+5.42851604e-04j -0.17784501+1.01238488e-07j]
 [-0.17897712+1.01239321e-07j  3.57192226+5.42759930e-04j]]"
-1074.6094870955674j,"[[ 0.42794886+5.24252349e-04j -0.17784954+1.17479517e-07j]
 [-0.17898164+1.17480574e-07j  3.57205214+5.24071511e-04j]]"
-1074.239887959851j,"[[ 0.42781237+5.66863711e-04j -0.17783281+1.33654936e-07j]
 [-0.17896491+1.33655924e-07j  3.57218856+5.66888707e-04j]]"
-1073.8702888241346j,"[[ 0.42775739+5.38052913e-04j -0.17780849+1.18227601e-07j]
 [-0.17894059+1.18228375e-07j  3.57224334+5.38255570e-04j]]"
-1073.500689688418j,"[[ 0.42785027+6.95675511e-04j -0.1777952 +9.73923507e-08j]
 [-0.17892731+9.73929601e-08j  3.5721503 +6.96204588e-04j]]"
-1073.1310905527016j,"[[ 0.42767092+7.85642227e-04j -0.17779486+1.07707189e-07j]
 [-0.17892697+1.07707559e-07j  3.57232943+7.86270807e-04j]]"
-1072.761491416985j,"[[ 0.42763898+8.55634538e-04j -0.17782283+7.71549691e-08j]
 [-0.17895494+7.71552152e-08j  3.57236125+8.56251150e-04j]]"
-1072.3918922812686j,"[[ 0.42767556+7.65804101e-04j -0.17782441+5.71223810e-08j]
 [-0.17895652+5.71226945e-08j  3.57232474+7.66252662e-04j]]"
-1072.0222931455523j,"[[ 0.42764808+8.01398694e-04j -0.17778602+6.86191713e-08j]
 [-0.17891812+6.86195455e-08j  3.57235228+8.01794720e-04j]]"
-1071.6526940098358j,"[[ 0.42762526+8.56839472e-04j -0.17778789+9.15795296e-08j]
 [-0.17891999+9.15796594e-08j  3.57237486+8.57207881e-04j]]"
-1071.2830948741193j,"[[ 0.42770372+9.08769470e-04j -0.17777622+4.92234364e-08j]
 [-0.17890833+4.92236306e-08j  3.57229646+9.09270206e-04j]]"
-1070.913495738403j,"[[ 0.42761203+1.04562610e-03j -0.17781094+2.20136915e-08j]
 [-0.17894305+2.20139731e-08j  3.57238823+1.04597794e-03j]]"
-1070.5438966026866j,"[[ 0.42761948+1.04320673e-03j -0.17779291-1.32272200e-09j]
 [-0.17892502-1.32225273e-09j  3.57238096+1.04338383e-03j]]"
-1070.1742974669703j,"[[ 0.42763607+1.19567259e-03j -0.17775956+3.36057666e-08j]
 [-0.17889167+3.36064772e-08j  3.5723646 +1.19588755e-03j]]"
-1069.8046983312538j,"[[ 0.42767232+1.20546616e-03j -0.17777542+7.03374312e-08j]
 [-0.17890752+7.03382606e-08j  3.57232846+1.20575079e-03j]]"
-1069.4350991955373j,"[[ 0.42775986+1.16070900e-03j -0.17778401+1.02277707e-07j]
 [-0.17891612+1.02278423e-07j  3.57224082+1.16082370e-03j]]"
-1069.0655000598208j,"[[ 0.42784893+1.08416611e-03j -0.17776271+8.84132352e-08j]
 [-0.17889481+8.84136808e-08j  3.57215149+1.08417789e-03j]]"
-1068.6959009241043j,"[[ 0.42789001+1.13745029e-03j -0.17771614+8.69337009e-08j]
 [-0.17884825+8.69337430e-08j  3.57211002+1.13741252e-03j]]"
-1068.3263017883878j,"[[ 0.42787565+1.13152916e-03j -0.17771558+5.88407980e-08j]
 [-0.17884768+5.88403933e-08j  3.57212397+1.13142851e-03j]]"
-1067.9567026526715j,"[[ 0.4278944 +1.12879814e-03j -0.17771313+1.42170855e-08j]
 [-0.17884524+1.42167432e-08j  3.57210527+1.12848258e-03j]]"
-1067.587103516955j,"[[ 0.4278626 +1.20465638e-03j -0.1776864 -2.22036473e-09j]
 [-0.17881851-2.22053694e-09j  3.57213724+1.20427335e-03j]]"
-1067.2175043812385j,"[[ 0.42781048+1.19793598e-03j -0.17765214+1.44286201e-09j]
 [-0.17878424+1.44285191e-09j  3.5721895 +1.19732121e-03j]]"
-1066.847905245522j,"[[ 0.42782467+1.33885821e-03j -0.17763593+1.33277444e-08j]
 [-0.17876804+1.33278915e-08j  3.57217546+1.33828655e-03j]]"
-1066.4783061098055j,"[[ 0.42786598+1.40649910e-03j -0.1776398 +2.53476737e-08j]
 [-0.1787719 +2.53478502e-08j  3.57213419+1.40587516e-03j]]"
-1066.1087069740893j,"[[ 0.42786626+1.42763045e-03j -0.17766532+3.02446375e-08j]
 [-0.17879743+3.02450816e-08j  3.57213416+1.42702369e-03j]]"
-1065.7391078383728j,"[[ 0.42798907+1.32242232e-03j -0.17765579+2.69468373e-08j]
 [-0.17878789+2.69474271e-08j  3.57201148+1.32180197e-03j]]"
-1065.3695087026563j,"[[ 0.42791325+1.35931224e-03j -0.17764741+2.18244619e-08j]
 [-0.17877951+2.18253409e-08j  3.57208757+1.35890994e-03j]]"
-1064.9999095669398j,"[[ 0.42791835+1.39387826e-03j -0.17764801+4.83018768e-09j]
 [-0.17878012+4.83118933e-09j  3.57208259+1.39374331e-03j]]"
-1064.6303104312233j,"[[ 0.42794958+1.36400941e-03j -0.17764693+3.50632969e-08j]
 [-0.17877904+3.50645208e-08j  3.57205156+1.36375086e-03j]]"
-1064.2607112955068j,"[[ 0.42798505+1.43345983e-03j -0.17761767+9.27808157e-08j]
 [-0.17874978+9.27822589e-08j  3.5720163 +1.43316876e-03j]]"
-1063.8911121597905j,"[[ 0.42813875+1.60834296e-03j -0.17760833+1.42045663e-07j]
 [-0.17874044+1.42047037e-07j  3.57186254+1.60802460e-03j]]"
-1063.521513024074j,"[[ 0.42815321+1.70113890e-03j -0.17770296+1.86529395e-07j]
 [-0.17883507+1.86530426e-07j  3.57184776+1.70081894e-03j]]"
-1063.1519138883577j,"[[ 0.42820245+1.57639589e-03j -0.17772454+2.09528006e-07j]
 [-0.17885664+2.09528763e-07j  3.57179826+1.57612558e-03j]]"
-1062.7823147526412j,"[[ 0.42835956+1.63800726e-03j -0.17769412+1.75169749e-07j]
 [-0.17882623+1.75170427e-07j  3.57164107+1.63791938e-03j]]"
-1062.4127156169247j,"[[ 0.4283482 +1.58379529e-03j -0.17773042+1.48297592e-07j]
 [-0.17886253+1.48298212e-07j  3.57165238+1.58366477e-03j]]"
-1062.0431164812085j,"[[ 0.42833822+1.57058322e-03j -0.17776632+1.33367793e-07j]
 [-0.17889843+1.33368537e-07j  3.57166247+1.57038898e-03j]]"
-1061.673517345492j,"[[ 0.42830477+1.44540926e-03j -0.17777459+1.38737825e-07j]
 [-0.1789067 +1.38738684e-07j  3.57169603+1.44517948e-03j]]"
-1061.3039182097755j,"[[ 0.42833203+1.29483678e-03j -0.17777141+1.44641171e-07j]
 [-0.17890351+1.44642219e-07j  3.57166895+1.29470856e-03j]]"
-1060.934319074059j,"[[ 0.42835183+1.25504718e-03j -0.17773542+1.72531546e-07j]
 [-0.17886753+1.72532737e-07j  3.57164928+1.25500584e-03j]]"
-1060.5647199383425j,"[[ 0.42827318+1.25496766e-03j -0.17771845+1.90763605e-07j]
 [-0.17885055+1.90764696e-07j  3.57172784+1.25506651e-03j]]"
-1060.195120802626j,"[[ 0.42819516+1.47646427e-03j -0.17773128+1.96804325e-07j]
 [-0.17886338+1.96805412e-07j  3.57180586+1.47664876e-03j]]"
-1059.8255216669097j,"[[ 0.42814316+1.47117065e-03j -0.17775019+2.07702216e-07j]
 [-0.17888229+2.07703382e-07j  3.57185793+1.47137834e-03j]]"
-1059.4559225311932j,"[[ 0.4280168 +1.46861746e-03j -0.17773853+2.37671332e-07j]
 [-0.17887064+2.37672426e-07j  3.57198422+1.46886788e-03j]]"
-1059.0863233954767j,"[[ 0.42813521+1.60940503e-03j -0.17772385+2.47276647e-07j]
 [-0.17885595+2.47277637e-07j  3.57186571+1.60957015e-03j]]"
-1058.7167242597602j,"[[ 0.42823632+1.60831014e-03j -0.1777795 +2.28202995e-07j]
 [-0.1789116 +2.28203819e-07j  3.57176445+1.60842228e-03j]]"
-1058.3471251240437j,"[[ 0.42831187+1.58623242e-03j -0.17784453+2.62407332e-07j]
 [-0.17897663+2.62408249e-07j  3.57168898+1.58610050e-03j]]"
-1057.9775259883274j,"[[ 0.42832966+1.41800998e-03j -0.17784749+2.89407401e-07j]
 [-0.1789796 +2.89408154e-07j  3.57167104+1.41769702e-03j]]"
-1057.607926852611j,"[[ 0.42832484+1.30087945e-03j -0.1778181 +2.95126646e-07j]
 [-0.17895021+2.95127404e-07j  3.57167586+1.30061002e-03j]]"
-1057.2383277168944j,"[[ 0.42831694+1.34062638e-03j -0.17778778+3.05175552e-07j]
 [-0.17891989+3.05176443e-07j  3.57168389+1.34043364e-03j]]"
-1056.868728581178j,"[[ 0.42822817+1.16158745e-03j -0.17778684+2.99461824e-07j]
 [-0.17891895+2.99462550e-07j  3.5717725 +1.16162196e-03j]]"
-1056.4991294454614j,"[[ 0.42829086+1.25495233e-03j -0.17777798+2.61734732e-07j]
 [-0.17891008+2.61735484e-07j  3.57170984+1.25510196e-03j]]"
-1056.129530309745j,"[[ 0.42834538+1.33381193e-03j -0.17781497+2.84435656e-07j]
 [-0.17894707+2.84436531e-07j  3.57165543+1.33392574e-03j]]"
-1055.7599311740287j,"[[ 0.42839388+1.27097356e-03j -0.17784549+3.05226158e-07j]
 [-0.1789776 +3.05226936e-07j  3.57160684+1.27087400e-03j]]"
-1055.3903320383124j,"[[ 0.42834906+1.19917215e-03j -0.17785731+2.90429454e-07j]
 [-0.17898942+2.90430344e-07j  3.57165176+1.19909371e-03j]]"
-1055.020732902596j,"[[ 0.42833633+1.12711412e-03j -0.17782961+2.79270263e-07j]
 [-0.17896171+2.79271311e-07j  3.57166465+1.12706817e-03j]]"
-1054.6511337668794j,"[[ 0.42832486+1.09798516e-03j -0.17785085+3.24498239e-07j]
 [-0.17898295+3.24499417e-07j  3.57167624+1.09801179e-03j]]"
-1054.281534631163j,"[[ 0.42824049+1.01290959e-03j -0.17786774+3.08573068e-07j]
 [-0.17899985+3.08574001e-07j  3.57176038+1.01305083e-03j]]"
-1053.9119354954466j,"[[ 0.42825812+1.16365971e-03j -0.17788398+3.10747716e-07j]
 [-0.17901609+3.10748738e-07j  3.57174282+1.16385505e-03j]]"
-1053.5423363597301j,"[[ 0.428258  +1.16004133e-03j -0.17793542+3.09589449e-07j]
 [-0.17906752+3.09590339e-07j  3.57174283+1.16020759e-03j]]"
-1053.1727372240136j,"[[ 0.42817383+1.15929100e-03j -0.17792909+2.90693632e-07j]
 [-0.17906119+2.90694423e-07j  3.57182691+1.15928432e-03j]]"
-1052.8031380882971j,"[[ 0.42818829+1.10544737e-03j -0.17792522+2.64646335e-07j]
 [-0.17905733+2.64647089e-07j  3.5718124 +1.10542409e-03j]]"
-1052.4335389525806j,"[[ 0.42831944+1.03707001e-03j -0.17791562+2.83330906e-07j]
 [-0.17904772+2.83331821e-07j  3.57168141+1.03700881e-03j]]"
-1052.0639398168641j,"[[ 0.42834523+1.11579128e-03j -0.17789594+2.95988813e-07j]
 [-0.17902805+2.95989629e-07j  3.57165553+1.11581684e-03j]]"
-1051.6943406811479j,"[[ 0.42834202+1.16493832e-03j -0.17787346+2.52626919e-07j]
 [-0.17900557+2.52627655e-07j  3.57165866+1.16512190e-03j]]"
-1051.3247415454314j,"[[ 0.42834422+1.23151024e-03j -0.1778401 +2.18410141e-07j]
 [-0.17897221+2.18410992e-07j  3.57165657+1.23193783e-03j]]"
-1050.9551424097149j,"[[ 0.4284257 +1.34065251e-03j -0.17786235+2.47093904e-07j]
 [-0.17899446+2.47094847e-07j  3.57157517+1.34122278e-03j]]"
-1050.5855432739984j,"[[ 0.42842881+1.14535045e-03j -0.17787537+2.60959762e-07j]
 [-0.17900748+2.60960470e-07j  3.57157185+1.14614173e-03j]]"
-1050.2159441382819j,"[[ 0.42846501+1.09157351e-03j -0.17787566+2.28607098e-07j]
 [-0.17900777+2.28607736e-07j  3.57153558+1.09242236e-03j]]"
-1049.8463450025656j,"[[ 0.42833826+1.05075155e-03j -0.17786986+2.33674200e-07j]
 [-0.17900197+2.33674989e-07j  3.57166247+1.05143984e-03j]]"
