iw_n,Sigma_iw_n
-1099.3726291885694j,"[[ 1.8181493 +2.45542628e-03j -1.05415395+2.30536121e-09j]
 [-1.05237904+2.30551105e-09j  2.18185061+2.45507679e-03j]]"
-1099.0030300528529j,"[[ 1.81814473+2.45178010e-03j -1.0541925 +2.33366433e-08j]
 [-1.05241759+2.33369042e-08j  2.18185511+2.45140892e-03j]]"
-1098.6334309171366j,"[[ 1.81819009+2.44065605e-03j -1.05419858+3.99593918e-08j]
 [-1.05242366+3.99598891e-08j  2.1818096 +2.44031301e-03j]]"
-1098.26383178142j,"[[ 1.81828072+2.36440567e-03j -1.05421296+1.67522162e-08j]
 [-1.05243805+1.67529570e-08j  2.18171882+2.36404236e-03j]]"
-1097.8942326457036j,"[[ 1.81836008+2.26875068e-03j -1.05419414-3.18872227e-08j]
 [-1.05241923-3.18863364e-08j  2.18163937+2.26831869e-03j]]"
-1097.524633509987j,"[[ 1.81839084+2.25025809e-03j -1.05417402-6.74734538e-08j]
 [-1.05239911-6.74725113e-08j  2.18160858+2.24974190e-03j]]"
-1097.1550343742706j,"[[ 1.81837483+2.26786922e-03j -1.05419816-8.16799389e-08j]
 [-1.05242325-8.16789526e-08j  2.18162456+2.26731142e-03j]]"
-1096.785435238554j,"[[ 1.81833267+2.29524139e-03j -1.05424206-7.75878516e-08j]
 [-1.05246715-7.75868196e-08j  2.18166669+2.29473302e-03j]]"
-1096.4158361028378j,"[[ 1.81830805+2.33246247e-03j -1.05428447-6.61872357e-08j]
 [-1.05250955-6.61861777e-08j  2.1816913 +2.33208855e-03j]]"
-1096.0462369671213j,"[[ 1.81829601+2.34741814e-03j -1.05431672-5.54639350e-08j]
 [-1.0525418 -5.54627969e-08j  2.18170328+2.34724893e-03j]]"
-1095.6766378314048j,"[[ 1.81829796+2.32423927e-03j -1.05431029-5.89302369e-08j]
 [-1.05253538-5.89289782e-08j  2.18170126+2.32432651e-03j]]"
-1095.3070386956883j,"[[ 1.81834211+2.27679022e-03j -1.05426208-5.13480504e-08j]
 [-1.05248717-5.13467598e-08j  2.18165709+2.27714840e-03j]]"
-1094.9374395599718j,"[[ 1.81841079+2.25797395e-03j -1.05422385-2.87474024e-08j]
 [-1.05244894-2.87460848e-08j  2.1815884 +2.25858833e-03j]]"
-1094.5678404242556j,"[[ 1.81847195+2.26550103e-03j -1.05422563-3.02091000e-08j]
 [-1.05245072-3.02076935e-08j  2.18152719+2.26628201e-03j]]"
-1094.198241288539j,"[[ 1.81852644+2.29234439e-03j -1.05423072-4.63618934e-08j]
 [-1.05245581-4.63604541e-08j  2.18147267+2.29314337e-03j]]"
-1093.8286421528228j,"[[ 1.81857227+2.33132184e-03j -1.05421421-5.59875009e-08j]
 [-1.0524393 -5.59862181e-08j  2.18142694+2.33201583e-03j]]"
-1093.4590430171063j,"[[ 1.81860053+2.35436234e-03j -1.05423943-7.71620311e-08j]
 [-1.05246452-7.71611198e-08j  2.18139891+2.35493909e-03j]]"
-1093.0894438813898j,"[[ 1.81859779+2.32710505e-03j -1.05430886-1.07314968e-07j]
 [-1.05253394-1.07314516e-07j  2.18140193+2.32761847e-03j]]"
-1092.7198447456733j,"[[ 1.81861037+2.25944892e-03j -1.05435251-1.48361927e-07j]
 [-1.05257759-1.48361814e-07j  2.18138956+2.25990096e-03j]]"
-1092.350245609957j,"[[ 1.81864779+2.19117224e-03j -1.05436163-1.87299335e-07j]
 [-1.05258672-1.87299519e-07j  2.18135233+2.19154546e-03j]]"
-1091.9806464742405j,"[[ 1.81863597+2.15800804e-03j -1.0543487 -1.93134950e-07j]
 [-1.05257378-1.93135422e-07j  2.18136432+2.15835939e-03j]]"
-1091.611047338524j,"[[ 1.81854459+2.18012540e-03j -1.05434231-1.52759335e-07j]
 [-1.0525674 -1.52759989e-07j  2.18145581+2.18048859e-03j]]"
-1091.2414482028075j,"[[ 1.81843609+2.23099096e-03j -1.05435391-8.92923418e-08j]
 [-1.05257899-8.92929082e-08j  2.18156426+2.23129074e-03j]]"
-1090.871849067091j,"[[ 1.81836712+2.28071642e-03j -1.05439552-6.46232451e-08j]
 [-1.05262061-6.46235113e-08j  2.18163304+2.28080480e-03j]]"
-1090.5022499313748j,"[[ 1.81832466+2.29635674e-03j -1.05446054-8.41285940e-08j]
 [-1.05268563-8.41285317e-08j  2.1816753 +2.29614374e-03j]]"
-1090.1326507956583j,"[[ 1.81829475+2.30429568e-03j -1.05450461-1.18974113e-07j]
 [-1.0527297 -1.18973803e-07j  2.18170506+2.30384315e-03j]]"
-1089.7630516599418j,"[[ 1.81832411+2.32653882e-03j -1.05450984-1.46266016e-07j]
 [-1.05273493-1.46265604e-07j  2.18167564+2.32593471e-03j]]"
-1089.3934525242253j,"[[ 1.81837223+2.37227865e-03j -1.05449685-1.80329492e-07j]
 [-1.05272194-1.80329001e-07j  2.18162747+2.37153133e-03j]]"
-1089.0238533885088j,"[[ 1.81839943+2.44751296e-03j -1.05450385-2.29975641e-07j]
 [-1.05272894-2.29974993e-07j  2.18160017+2.44668629e-03j]]"
-1088.6542542527923j,"[[ 1.81840513+2.53181160e-03j -1.05455202-2.72610210e-07j]
 [-1.05277711-2.72609389e-07j  2.18159437+2.53099573e-03j]]"
-1088.284655117076j,"[[ 1.81840804+2.60496759e-03j -1.05462316-2.92181782e-07j]
 [-1.05284825-2.92180808e-07j  2.18159137+2.60425056e-03j]]"
-1087.9150559813595j,"[[ 1.8184454 +2.63897053e-03j -1.05466755-2.82973651e-07j]
 [-1.05289264-2.82972631e-07j  2.18155398+2.63839693e-03j]]"
-1087.545456845643j,"[[ 1.81850313+2.61539250e-03j -1.05467401-2.57005541e-07j]
 [-1.0528991 -2.57004435e-07j  2.1814962 +2.61493572e-03j]]"
-1087.1758577099265j,"[[ 1.81854355+2.57470898e-03j -1.05468527-2.33798730e-07j]
 [-1.05291035-2.33797348e-07j  2.18145561+2.57441190e-03j]]"
-1086.80625857421j,"[[ 1.81854705+2.52032774e-03j -1.05469157-2.37080589e-07j]
 [-1.05291666-2.37078890e-07j  2.18145191+2.52020877e-03j]]"
-1086.4366594384937j,"[[ 1.8185005 +2.47331674e-03j -1.05467766-2.64648234e-07j]
 [-1.05290275-2.64646364e-07j  2.18149836+2.47335239e-03j]]"
-1086.0670603027775j,"[[ 1.81842499+2.47345293e-03j -1.05468378-2.90874649e-07j]
 [-1.05290886-2.90872744e-07j  2.18157384+2.47361271e-03j]]"
-1085.697461167061j,"[[ 1.81839297+2.49164469e-03j -1.05473376-3.19040040e-07j]
 [-1.05295885-3.19038206e-07j  2.1816059 +2.49191247e-03j]]"
-1085.3278620313445j,"[[ 1.81841401+2.50266480e-03j -1.05478452-3.57888288e-07j]
 [-1.0530096 -3.57886646e-07j  2.18158499+2.50306780e-03j]]"
-1084.958262895628j,"[[ 1.81842995+2.50124378e-03j -1.05481965-3.58700368e-07j]
 [-1.05304474-3.58699014e-07j  2.18156923+2.50185482e-03j]]"
-1084.5886637599115j,"[[ 1.81842692+2.44896169e-03j -1.05485092-2.84440070e-07j]
 [-1.053076  -2.84439054e-07j  2.18157246+2.44977326e-03j]]"
-1084.2190646241952j,"[[ 1.81844589+2.36588501e-03j -1.05487052-2.05242379e-07j]
 [-1.05309561-2.05241605e-07j  2.18155364+2.36680483e-03j]]"
-1083.8494654884787j,"[[ 1.81847788+2.31228089e-03j -1.0548439 -1.75301042e-07j]
 [-1.05306898-1.75300458e-07j  2.18152176+2.31324388e-03j]]"
-1083.4798663527622j,"[[ 1.81847844+2.31766998e-03j -1.05478586-1.54461450e-07j]
 [-1.05301094-1.54461102e-07j  2.18152135+2.31867330e-03j]]"
-1083.1102672170457j,"[[ 1.81844534+2.36044767e-03j -1.05476932-1.16094069e-07j]
 [-1.0529944 -1.16093969e-07j  2.1815546 +2.36145837e-03j]]"
-1082.7406680813292j,"[[ 1.81841111+2.36888213e-03j -1.05480772-7.58922204e-08j]
 [-1.0530328 -7.58923122e-08j  2.18158894+2.36983532e-03j]]"
-1082.371068945613j,"[[ 1.81837086+2.33653341e-03j -1.05485329-5.31632123e-08j]
 [-1.05307838-5.31634431e-08j  2.18162928+2.33737898e-03j]]"
-1082.0014698098964j,"[[ 1.8183657 +2.33176723e-03j -1.05486636-3.99194155e-08j]
 [-1.05309145-3.99196186e-08j  2.18163443+2.33253532e-03j]]"
-1081.63187067418j,"[[ 1.81839895+2.34836471e-03j -1.05485047-2.23723125e-08j]
 [-1.05307556-2.23724228e-08j  2.18160112+2.34904257e-03j]]"
-1081.2622715384634j,"[[ 1.8184386 +2.36209124e-03j -1.05484929-2.03013594e-09j]
 [-1.05307438-2.03017646e-09j  2.18156142+2.36261012e-03j]]"
-1080.892672402747j,"[[ 1.81848217+2.37594975e-03j -1.05485814-4.83716900e-09j]
 [-1.05308323-4.83712256e-09j  2.18151781+2.37631732e-03j]]"
-1080.5230732670304j,"[[ 1.81851058+2.40948756e-03j -1.05488581-3.81025526e-08j]
 [-1.0531109 -3.81023474e-08j  2.1814893 +2.40976754e-03j]]"
-1080.1534741313142j,"[[ 1.8185356 +2.45900036e-03j -1.05491901-6.42388753e-08j]
 [-1.05314409-6.42384527e-08j  2.18146414+2.45915687e-03j]]"
-1079.7838749955977j,"[[ 1.81857182+2.49329294e-03j -1.05491698-8.39387543e-08j]
 [-1.05314207-8.39381672e-08j  2.18142782+2.49323724e-03j]]"
-1079.4142758598812j,"[[ 1.81858436+2.47042173e-03j -1.05488832-1.16143237e-07j]
 [-1.0531134 -1.16142608e-07j  2.18141526+2.47012906e-03j]]"
-1079.0446767241647j,"[[ 1.81852922+2.44031362e-03j -1.05487845-1.51700087e-07j]
 [-1.05310353-1.51699421e-07j  2.18147037+2.43978297e-03j]]"
-1078.6750775884484j,"[[ 1.81842253+2.42854174e-03j -1.05487481-1.84735437e-07j]
 [-1.0530999 -1.84734681e-07j  2.18157702+2.42784075e-03j]]"
-1078.3054784527321j,"[[ 1.81832536+2.44051025e-03j -1.05484516-1.93384167e-07j]
 [-1.05307024-1.93383284e-07j  2.18167411+2.43974301e-03j]]"
-1077.9358793170156j,"[[ 1.81824882+2.48064275e-03j -1.05483518-1.68007963e-07j]
 [-1.05306027-1.68006925e-07j  2.18175055+2.47985529e-03j]]"
-1077.5662801812991j,"[[ 1.8182328 +2.51338839e-03j -1.05485465-1.28707158e-07j]
 [-1.05307973-1.28705988e-07j  2.18176649+2.51265810e-03j]]"
-1077.1966810455826j,"[[ 1.81823926+2.53502584e-03j -1.05489355-9.51417426e-08j]
 [-1.05311863-9.51404497e-08j  2.18175996+2.53440789e-03j]]"
-1076.8270819098661j,"[[ 1.81824008+2.53937345e-03j -1.0549131 -6.30279299e-08j]
 [-1.05313818-6.30264854e-08j  2.18175904+2.53890245e-03j]]"
-1076.4574827741496j,"[[ 1.81824738+2.54023769e-03j -1.05490349-3.35783765e-08j]
 [-1.05312857-3.35767963e-08j  2.18175166+2.53994937e-03j]]"
-1076.0878836384334j,"[[ 1.81825953+2.57407774e-03j -1.05490902-4.02787437e-08j]
 [-1.0531341 -4.02770477e-08j  2.18173944+2.57395310e-03j]]"
-1075.7182845027169j,"[[ 1.81826852+2.64265042e-03j -1.05494308-7.54234086e-08j]
 [-1.05316817-7.54217118e-08j  2.18173045+2.64271253e-03j]]"
-1075.3486853670004j,"[[ 1.81826103+2.68084143e-03j -1.05499575-8.25843209e-08j]
 [-1.05322083-8.25826514e-08j  2.18173795+2.68111997e-03j]]"
-1074.9790862312839j,"[[ 1.81823639+2.69022618e-03j -1.05503913-4.76717722e-08j]
 [-1.05326421-4.76701743e-08j  2.18176265+2.69068414e-03j]]"
-1074.6094870955674j,"[[ 1.81823654+2.66837091e-03j -1.05505395-2.78420070e-08j]
 [-1.05327903-2.78404431e-08j  2.18176251+2.66897652e-03j]]"
-1074.239887959851j,"[[ 1.81826552+2.62931249e-03j -1.05503918-3.56144811e-08j]
 [-1.05326427-3.56130217e-08j  2.1817336 +2.63003316e-03j]]"
-1073.8702888241346j,"[[ 1.81832987+2.58140654e-03j -1.05501849-2.48063648e-08j]
 [-1.05324358-2.48051135e-08j  2.18166937+2.58220053e-03j]]"
-1073.500689688418j,"[[ 1.81837881+2.53536049e-03j -1.05501023-7.69348873e-09j]
 [-1.05323531-7.69235805e-09j  2.18162051+2.53621272e-03j]]"
-1073.1310905527016j,"[[ 1.81834117+2.50125551e-03j -1.05501096-9.75365682e-09j]
 [-1.05323605-9.75264145e-09j  2.18165822+2.50217284e-03j]]"
-1072.761491416985j,"[[ 1.81827038+2.45143433e-03j -1.05500601-9.38748961e-09j]
 [-1.0532311 -9.38677919e-09j  2.18172919+2.45239037e-03j]]"
-1072.3918922812686j,"[[ 1.81823691+2.37772578e-03j -1.05499166+1.13591397e-09j]
 [-1.05321675+1.13627351e-09j  2.18176287+2.37866572e-03j]]"
-1072.0222931455523j,"[[ 1.81824707+2.32914633e-03j -1.05497021+2.33704236e-08j]
 [-1.0531953 +2.33705636e-08j  2.18175285+2.33002745e-03j]]"
-1071.6526940098358j,"[[ 1.8182744 +2.32506068e-03j -1.05493691+5.13394533e-08j]
 [-1.05316199+5.13394879e-08j  2.18172558+2.32581826e-03j]]"
-1071.2830948741193j,"[[ 1.8182928 +2.35206154e-03j -1.05487774+6.81970756e-08j]
 [-1.05310283+6.81969364e-08j  2.18170728+2.35257580e-03j]]"
-1070.913495738403j,"[[ 1.81828216+2.41965026e-03j -1.05484242+8.40700361e-08j]
 [-1.05306751+8.40696922e-08j  2.18171805+2.41988537e-03j]]"
-1070.5438966026866j,"[[ 1.81826803+2.51444550e-03j -1.05486281+8.76534707e-08j]
 [-1.0530879 +8.76530627e-08j  2.18173221+2.51442248e-03j]]"
-1070.1742974669703j,"[[ 1.81829101+2.55696852e-03j -1.05491159+1.10052451e-07j]
 [-1.05313668+1.10052091e-07j  2.18170921+2.55671660e-03j]]"
-1069.8046983312538j,"[[ 1.81830967+2.54601868e-03j -1.05494655+1.68806353e-07j]
 [-1.05317164+1.68806096e-07j  2.18169049+2.54566099e-03j]]"
-1069.4350991955373j,"[[ 1.81832872+2.54342827e-03j -1.05497666+2.23845631e-07j]
 [-1.05320175+2.23845536e-07j  2.18167134+2.54306024e-03j]]"
-1069.0655000598208j,"[[ 1.81834466+2.53280713e-03j -1.05501176+2.50559952e-07j]
 [-1.05323684+2.50560131e-07j  2.18165523+2.53235276e-03j]]"
-1068.6959009241043j,"[[ 1.81833261+2.52514021e-03j -1.05505508+2.47547700e-07j]
 [-1.05328016+2.47548193e-07j  2.18166709+2.52451164e-03j]]"
-1068.3263017883878j,"[[ 1.81830697+2.53028095e-03j -1.05509993+2.15313109e-07j]
 [-1.05332501+2.15313813e-07j  2.1816926 +2.52951324e-03j]]"
-1067.9567026526715j,"[[ 1.81831207+2.51025151e-03j -1.05509948+1.64147955e-07j]
 [-1.05332456+1.64148784e-07j  2.18168743+2.50945803e-03j]]"
-1067.587103516955j,"[[ 1.81834829+2.49660891e-03j -1.055067  +1.10476486e-07j]
 [-1.05329208+1.10477416e-07j  2.18165115+2.49589300e-03j]]"
-1067.2175043812385j,"[[ 1.8183942 +2.48144722e-03j -1.05505001+6.12957964e-08j]
 [-1.0532751 +6.12968374e-08j  2.18160518+2.48082203e-03j]]"
-1066.847905245522j,"[[ 1.81840916+2.46988002e-03j -1.05503547+2.95524342e-08j]
 [-1.05326055+2.95536277e-08j  2.18159012+2.46936058e-03j]]"
-1066.4783061098055j,"[[ 1.81842534+2.48017273e-03j -1.05500164+1.84005814e-08j]
 [-1.05322673+1.84019576e-08j  2.18157383+2.47973767e-03j]]"
-1066.1087069740893j,"[[ 1.81841687+2.46195439e-03j -1.05496962+3.77370053e-08j]
 [-1.05319471+3.77384638e-08j  2.18158225+2.46154849e-03j]]"
-1065.7391078383728j,"[[ 1.81836312+2.39928617e-03j -1.0549426 +8.55107096e-08j]
 [-1.05316769+8.55121757e-08j  2.181636  +2.39893199e-03j]]"
-1065.3695087026563j,"[[ 1.81834576+2.37313718e-03j -1.05489871+1.38606251e-07j]
 [-1.0531238 +1.38607809e-07j  2.18165331+2.37287171e-03j]]"
-1064.9999095669398j,"[[ 1.81837991+2.39803494e-03j -1.05487024+1.80864127e-07j]
 [-1.05309532+1.80865914e-07j  2.18161902+2.39787663e-03j]]"
-1064.6303104312233j,"[[ 1.81837635+2.45288349e-03j -1.05485693+1.98251101e-07j]
 [-1.05308201+1.98253077e-07j  2.18162246+2.45286650e-03j]]"
-1064.2607112955068j,"[[ 1.81836201+2.53254812e-03j -1.05485942+1.84822428e-07j]
 [-1.05308451+1.84824378e-07j  2.18163682+2.53265613e-03j]]"
-1063.8911121597905j,"[[ 1.81836847+2.61925393e-03j -1.05487947+1.46934581e-07j]
 [-1.05310456+1.46936336e-07j  2.18163048+2.61946206e-03j]]"
-1063.521513024074j,"[[ 1.81837872+2.68871869e-03j -1.05491395+1.13757032e-07j]
 [-1.05313903+1.13758510e-07j  2.1816204 +2.68901357e-03j]]"
-1063.1519138883577j,"[[ 1.81840846+2.69523450e-03j -1.05494732+1.05791300e-07j]
 [-1.0531724 +1.05792474e-07j  2.18159083+2.69559412e-03j]]"
-1062.7823147526412j,"[[ 1.81846203+2.65492875e-03j -1.05494354+1.11800008e-07j]
 [-1.05316863+1.11800890e-07j  2.18153744+2.65534644e-03j]]"
-1062.4127156169247j,"[[ 1.81851786+2.64725747e-03j -1.05489863+1.04356923e-07j]
 [-1.05312372+1.04357481e-07j  2.1814818 +2.64763936e-03j]]"
-1062.0431164812085j,"[[ 1.81857487+2.68133208e-03j -1.05489345+9.41600991e-08j]
 [-1.05311854+9.41603055e-08j  2.18142501+2.68155992e-03j]]"
-1061.673517345492j,"[[ 1.81863756+2.69134307e-03j -1.05493262+1.11446567e-07j]
 [-1.05315771+1.11446539e-07j  2.18136245+2.69141681e-03j]]"
-1061.3039182097755j,"[[ 1.81866371+2.65943508e-03j -1.05494298+1.53391042e-07j]
 [-1.05316806+1.53390948e-07j  2.18133635+2.65939682e-03j]]"
-1060.934319074059j,"[[ 1.81862939+2.62497672e-03j -1.0548911 +1.98665406e-07j]
 [-1.05311619+1.98665383e-07j  2.18137063+2.62481520e-03j]]"
-1060.5647199383425j,"[[ 1.81858226+2.62812783e-03j -1.05482268+2.04847467e-07j]
 [-1.05304776+2.04847538e-07j  2.1814177 +2.62778720e-03j]]"
-1060.195120802626j,"[[ 1.81857481+2.63302457e-03j -1.05480206+1.82128129e-07j]
 [-1.05302715+1.82128194e-07j  2.18142515+2.63250536e-03j]]"
-1059.8255216669097j,"[[ 1.81860742+2.57347601e-03j -1.05480845+1.58175705e-07j]
 [-1.05303353+1.58175738e-07j  2.18139256+2.57281217e-03j]]"
-1059.4559225311932j,"[[ 1.81862927+2.48227555e-03j -1.05481829+1.39453676e-07j]
 [-1.05304337+1.39453676e-07j  2.18137073+2.48152468e-03j]]"
-1059.0863233954767j,"[[ 1.81861914+2.41932385e-03j -1.05481534+1.43008681e-07j]
 [-1.05304043+1.43008669e-07j  2.18138086+2.41856051e-03j]]"
-1058.7167242597602j,"[[ 1.81855919+2.39189824e-03j -1.05479006+1.26676998e-07j]
 [-1.05301514+1.26676948e-07j  2.18144084+2.39120020e-03j]]"
-1058.3471251240437j,"[[ 1.81848724+2.38316699e-03j -1.05475858+1.08460034e-07j]
 [-1.05298367+1.08459895e-07j  2.18151284+2.38253605e-03j]]"
-1057.9775259883274j,"[[ 1.8184606 +2.38938248e-03j -1.05471355+1.46912790e-07j]
 [-1.05293864+1.46912690e-07j  2.18153946+2.38879604e-03j]]"
-1057.607926852611j,"[[ 1.81845715+2.38180170e-03j -1.05469012+2.21521592e-07j]
 [-1.05291521+2.21521640e-07j  2.18154282+2.38124542e-03j]]"
-1057.2383277168944j,"[[ 1.81846951+2.33087024e-03j -1.05468762+3.04121022e-07j]
 [-1.0529127 +3.04121293e-07j  2.18153033+2.33029565e-03j]]"
-1056.868728581178j,"[[ 1.81847396+2.26847864e-03j -1.05468026+3.66052812e-07j]
 [-1.05290535+3.66053468e-07j  2.18152565+2.26782789e-03j]]"
-1056.4991294454614j,"[[ 1.81842753+2.24991736e-03j -1.05466898+4.01578147e-07j]
 [-1.05289407+4.01579209e-07j  2.18157184+2.24913730e-03j]]"
-1056.129530309745j,"[[ 1.8183456 +2.27347311e-03j -1.0546392 +4.15315225e-07j]
 [-1.05286429+4.15316601e-07j  2.18165358+2.27261522e-03j]]"
-1055.7599311740287j,"[[ 1.81829593+2.31001562e-03j -1.05459684+3.97294836e-07j]
 [-1.05282193+3.97296342e-07j  2.18170318+2.30926637e-03j]]"
-1055.3903320383124j,"[[ 1.8182946 +2.33424181e-03j -1.0545409 +3.66898217e-07j]
 [-1.05276599+3.66899724e-07j  2.18170451+2.33374310e-03j]]"
-1055.020732902596j,"[[ 1.81831177+2.36681233e-03j -1.05448483+3.43094564e-07j]
 [-1.05270992+3.43096182e-07j  2.18168727+2.36653483e-03j]]"
-1054.6511337668794j,"[[ 1.81836906+2.40877819e-03j -1.05447069+3.42812363e-07j]
 [-1.05269578+3.42814240e-07j  2.18162982+2.40868312e-03j]]"
-1054.281534631163j,"[[ 1.81845537+2.45619836e-03j -1.05450257+3.31057479e-07j]
 [-1.05272766+3.31059553e-07j  2.1815434 +2.45631857e-03j]]"
-1053.9119354954466j,"[[ 1.81850324+2.50416424e-03j -1.05455392+2.84837123e-07j]
 [-1.05277901+2.84839103e-07j  2.18149558+2.50447937e-03j]]"
-1053.5423363597301j,"[[ 1.81850999+2.53948093e-03j -1.05458646+2.39918048e-07j]
 [-1.05281155+2.39919713e-07j  2.18148902+2.53987760e-03j]]"
-1053.1727372240136j,"[[ 1.81849608+2.59393471e-03j -1.05457465+2.38452018e-07j]
 [-1.05279974+2.38453329e-07j  2.18150314+2.59429002e-03j]]"
-1052.8031380882971j,"[[ 1.81848061+2.68385259e-03j -1.05457305+2.45235843e-07j]
 [-1.05279814+2.45236911e-07j  2.18151876+2.68407775e-03j]]"
-1052.4335389525806j,"[[ 1.81847202+2.74961477e-03j -1.05462701+2.02406109e-07j]
 [-1.0528521 +2.02406998e-07j  2.18152745+2.74974068e-03j]]"
-1052.0639398168641j,"[[ 1.81846066+2.74409859e-03j -1.05469646+1.15528934e-07j]
 [-1.05292154+1.15529550e-07j  2.18153897+2.74419997e-03j]]"
-1051.6943406811479j,"[[ 1.8184525 +2.67765140e-03j -1.05472291+4.87899334e-08j]
 [-1.05294799+4.87902103e-08j  2.18154733+2.67770610e-03j]]"
-1051.3247415454314j,"[[ 1.81846506+2.58016016e-03j -1.05471227+5.25413552e-08j]
 [-1.05293735+5.25413792e-08j  2.18153493+2.58015151e-03j]]"
-1050.9551424097149j,"[[ 1.81846373+2.49611649e-03j -1.05467338+9.78330118e-08j]
 [-1.05289846+9.78329095e-08j  2.18153633+2.49606767e-03j]]"
-1050.5855432739984j,"[[ 1.81842568+2.46722108e-03j -1.05461575+1.34806873e-07j]
 [-1.05284083+1.34806763e-07j  2.18157439+2.46711295e-03j]]"
-1050.2159441382819j,"[[ 1.81837814+2.48295292e-03j -1.05457414+1.47686058e-07j]
 [-1.05279922+1.47685982e-07j  2.18162191+2.48278347e-03j]]"
-1049.8463450025656j,"[[ 1.81830263+2.51033955e-03j -1.05453477+1.49297116e-07j]
 [-1.05275986+1.49297030e-07j  2.18169742+2.51014953e-03j]]"
