iw_n,Sigma_iw_n
-1086.4366594384937j,"[[ 0.27662768+6.74848572e-04j -0.10155082+6.00928225e-09j]
 [-0.10132404+6.00918980e-09j  3.72337277+6.74875694e-04j]]"
-1086.0670603027775j,"[[ 0.27666154+6.77812692e-04j -0.10155402+1.93805632e-08j]
 [-0.10132723+1.93804575e-08j  3.72333897+6.77935774e-04j]]"
-1085.697461167061j,"[[ 0.27666586+6.35649450e-04j -0.10156   +1.16699713e-08j]
 [-0.10133321+1.16699076e-08j  3.72333445+6.35848196e-04j]]"
-1085.3278620313445j,"[[ 0.27666834+6.17550348e-04j -0.10155369+3.25394095e-09j]
 [-0.1013269 +3.25387285e-09j  3.72333199+6.17766411e-04j]]"
-1084.958262895628j,"[[ 0.27665757+5.54048669e-04j -0.101559  +1.60662843e-08j]
 [-0.10133221+1.60662154e-08j  3.72334276+5.54385647e-04j]]"
-1084.5886637599115j,"[[ 0.27655281+5.34012297e-04j -0.10156765+1.97054736e-08j]
 [-0.10134086+1.97054536e-08j  3.72344729+5.34325871e-04j]]"
-1084.2190646241952j,"[[ 0.27649012+4.88504869e-04j -0.10156902+2.95951387e-08j]
 [-0.10134223+2.95951242e-08j  3.72350995+4.88748444e-04j]]"
-1083.8494654884787j,"[[ 0.27651353+5.42256966e-04j -0.10155484+3.87738379e-08j]
 [-0.10132805+3.87738325e-08j  3.7234865 +5.42453756e-04j]]"
-1083.4798663527622j,"[[ 0.27653152+5.52826394e-04j -0.10154961+4.13756877e-08j]
 [-0.10132282+4.13756755e-08j  3.72346854+5.52971492e-04j]]"
-1083.1102672170457j,"[[ 0.27656613+5.47882875e-04j -0.10157338+4.85878191e-08j]
 [-0.1013466 +4.85878306e-08j  3.72343382+5.48078627e-04j]]"
-1082.7406680813292j,"[[ 0.27653375+5.41306731e-04j -0.10158068+3.59224892e-08j]
 [-0.10135389+3.59224992e-08j  3.7234662 +5.41536208e-04j]]"
-1082.371068945613j,"[[ 0.2765516 +5.45607565e-04j -0.10156573+2.29696009e-08j]
 [-0.10133894+2.29696022e-08j  3.7234484 +5.45937333e-04j]]"
-1082.0014698098964j,"[[ 0.27647793+5.63050678e-04j -0.10154165+1.43878433e-08j]
 [-0.10131487+1.43878693e-08j  3.72352195+5.63387469e-04j]]"
-1081.63187067418j,"[[ 0.27643589+6.53876125e-04j -0.10155364+1.47629585e-08j]
 [-0.10132685+1.47629741e-08j  3.72356404+6.54131766e-04j]]"
-1081.2622715384634j,"[[ 0.27634591+6.17338462e-04j -0.10157112+2.20180208e-08j]
 [-0.10134433+2.20180543e-08j  3.72365393+6.17698872e-04j]]"
-1080.892672402747j,"[[ 0.27631083+6.21657325e-04j -0.10158202+7.24316368e-09j]
 [-0.10135524+7.24323596e-09j  3.72368883+6.21878293e-04j]]"
-1080.5230732670304j,"[[ 0.27631468+5.80302498e-04j -0.1015707 -2.21337175e-09j]
 [-0.10134391-2.21329666e-09j  3.72368496+5.80488092e-04j]]"
-1080.1534741313142j,"[[ 0.27626762+6.58555203e-04j -0.10156466-6.62987023e-09j]
 [-0.10133787-6.62978197e-09j  3.72373196+6.58742338e-04j]]"
-1079.7838749955977j,"[[ 0.27631945+6.69053343e-04j -0.10156001-7.81245807e-09j]
 [-0.10133322-7.81238670e-09j  3.72368021+6.69067860e-04j]]"
-1079.4142758598812j,"[[ 0.27634092+7.49854017e-04j -0.10155327+4.51866637e-09j]
 [-0.10132648+4.51873765e-09j  3.72365874+7.49717711e-04j]]"
-1079.0446767241647j,"[[ 0.27631733+7.61019148e-04j -0.10156799+1.26993842e-08j]
 [-0.1013412 +1.26994592e-08j  3.72368231+7.60788570e-04j]]"
-1078.6750775884484j,"[[ 0.27635925+8.10063229e-04j -0.10156886+7.29750205e-09j]
 [-0.10134207+7.29755188e-09j  3.72364051+8.09838392e-04j]]"
-1078.3054784527321j,"[[ 0.27634017+8.50671940e-04j -0.10157558+3.20137534e-10j]
 [-0.10134879+3.20194866e-10j  3.72365956+8.50405534e-04j]]"
-1077.9358793170156j,"[[ 0.27639605+8.02993501e-04j -0.10159499-2.28897415e-08j]
 [-0.1013682 -2.28897195e-08j  3.72360385+8.02701858e-04j]]"
-1077.5662801812991j,"[[ 0.27643885+6.98599278e-04j -0.10158203-1.70550033e-08j]
 [-0.10135525-1.70549956e-08j  3.72356112+6.98380802e-04j]]"
-1077.1966810455826j,"[[ 0.27650175+7.29019135e-04j -0.10155354-1.48307292e-08j]
 [-0.10132675-1.48307253e-08j  3.72349823+7.28791929e-04j]]"
-1076.8270819098661j,"[[ 0.27647595+7.30440909e-04j -0.10153329-1.73554022e-08j]
 [-0.10130651-1.73553893e-08j  3.72352399+7.30305272e-04j]]"
-1076.4574827741496j,"[[ 0.27646924+8.33895450e-04j -0.10151887-1.51707957e-08j]
 [-0.10129208-1.51707799e-08j  3.72353068+8.33837638e-04j]]"
-1076.0878836384334j,"[[ 0.27644341+8.58503798e-04j -0.10152357-1.28709414e-08j]
 [-0.10129679-1.28709472e-08j  3.72355662+8.58368906e-04j]]"
-1075.7182845027169j,"[[ 0.27644475+8.99413933e-04j -0.10151735-1.46129569e-08j]
 [-0.10129057-1.46129751e-08j  3.72355534+8.99292349e-04j]]"
-1075.3486853670004j,"[[ 0.27643657+9.57084361e-04j -0.10152495-2.71708915e-08j]
 [-0.10129816-2.71709137e-08j  3.72356354+9.56922095e-04j]]"
-1074.9790862312839j,"[[ 0.27652718+9.63926774e-04j -0.10154545-2.55577167e-08j]
 [-0.10131867-2.55577516e-08j  3.72347298+9.63788370e-04j]]"
-1074.6094870955674j,"[[ 0.27656748+8.65586922e-04j -0.10155239-2.19890344e-08j]
 [-0.1013256 -2.19890562e-08j  3.72343263+8.65392349e-04j]]"
-1074.239887959851j,"[[ 0.27657755+9.10189036e-04j -0.10153657-2.83326288e-08j]
 [-0.10130979-2.83326740e-08j  3.72342266+9.09918336e-04j]]"
-1073.8702888241346j,"[[ 0.2765895 +1.01002244e-03j -0.10154917-3.01170953e-08j]
 [-0.10132238-3.01171351e-08j  3.72341069+1.00994181e-03j]]"
-1073.500689688418j,"[[ 0.27657398+9.98769502e-04j -0.10157083-1.90994894e-08j]
 [-0.10134405-1.90995154e-08j  3.72342614+9.98563344e-04j]]"
-1073.1310905527016j,"[[ 0.27661771+9.37149757e-04j -0.10155877-2.18510035e-08j]
 [-0.10133199-2.18510101e-08j  3.72338232+9.37013948e-04j]]"
-1072.761491416985j,"[[ 0.27657978+1.05856499e-03j -0.10156106-1.20659904e-08j]
 [-0.10133427-1.20659958e-08j  3.72342025+1.05845282e-03j]]"
-1072.3918922812686j,"[[ 0.27663785+1.05011471e-03j -0.10157548-3.21508256e-09j]
 [-0.10134869-3.21509752e-09j  3.72336222+1.04989752e-03j]]"
-1072.0222931455523j,"[[ 0.27661536+9.91044088e-04j -0.10159254-9.39146600e-09j]
 [-0.10136575-9.39148421e-09j  3.72338473+9.90861640e-04j]]"
-1071.6526940098358j,"[[ 0.27665969+9.89438614e-04j -0.10160514-1.12459352e-08j]
 [-0.10137835-1.12459642e-08j  3.72334045+9.89195440e-04j]]"
-1071.2830948741193j,"[[ 0.27666547+9.17024279e-04j -0.10161586-8.95246240e-09j]
 [-0.10138907-8.95250168e-09j  3.72333472+9.16898141e-04j]]"
-1070.913495738403j,"[[ 0.27668803+8.78128295e-04j -0.10161443-8.99935504e-09j]
 [-0.10138764-8.99938622e-09j  3.72331212+8.77997787e-04j]]"
-1070.5438966026866j,"[[ 0.2766907 +8.66424732e-04j -0.10161843-5.98951186e-09j]
 [-0.10139165-5.98955625e-09j  3.72330951+8.66233727e-04j]]"
-1070.1742974669703j,"[[ 0.276649  +8.14377740e-04j -0.10162014-8.89654987e-09j]
 [-0.10139336-8.89659462e-09j  3.72335121+8.14286149e-04j]]"
-1069.8046983312538j,"[[ 0.2766248 +8.04944857e-04j -0.10161007-1.17363626e-08j]
 [-0.10138328-1.17364144e-08j  3.72337544+8.04827552e-04j]]"
-1069.4350991955373j,"[[ 0.27664201+8.20303272e-04j -0.10161232-1.11281513e-08j]
 [-0.10138554-1.11281832e-08j  3.72335815+8.20296885e-04j]]"
-1069.0655000598208j,"[[ 0.27662263+8.08457585e-04j -0.10161312-1.26521116e-08j]
 [-0.10138633-1.26521501e-08j  3.72337756+8.08439771e-04j]]"
-1068.6959009241043j,"[[ 0.27669739+8.04256471e-04j -0.10160767-8.51117659e-09j]
 [-0.10138088-8.51123440e-09j  3.72330288+8.04161118e-04j]]"
-1068.3263017883878j,"[[ 0.27669002+8.28144236e-04j -0.10161436+2.36954551e-09j]
 [-0.10138757+2.36950162e-09j  3.72331019+8.28060237e-04j]]"
-1067.9567026526715j,"[[ 0.27667357+8.40553431e-04j -0.10161638-3.20995152e-09j]
 [-0.10138959-3.20998852e-09j  3.72332661+8.40322198e-04j]]"
-1067.587103516955j,"[[ 0.27674281+8.73469758e-04j -0.10161512-3.68080633e-09j]
 [-0.10138833-3.68086004e-09j  3.72325744+8.73264664e-04j]]"
-1067.2175043812385j,"[[ 0.27672602+8.44554015e-04j -0.10160932-9.98955100e-09j]
 [-0.10138254-9.98959058e-09j  3.72327417+8.44336715e-04j]]"
-1066.847905245522j,"[[ 0.27673732+8.05199818e-04j -0.10160694-2.25620975e-08j]
 [-0.10138015-2.25621373e-08j  3.72326287+8.04933981e-04j]]"
-1066.4783061098055j,"[[ 0.27671778+7.44704149e-04j -0.10159176-3.91990037e-08j]
 [-0.10136498-3.91990491e-08j  3.72328244+7.44499343e-04j]]"
-1066.1087069740893j,"[[ 0.27671538+7.99280725e-04j -0.10158094-3.88910858e-08j]
 [-0.10135415-3.88911651e-08j  3.72328499+7.99160912e-04j]]"
-1065.7391078383728j,"[[ 0.27679066+8.11130793e-04j -0.10160818-1.74208251e-08j]
 [-0.1013814 -1.74209133e-08j  3.72320976+8.11082959e-04j]]"
-1065.3695087026563j,"[[ 0.27681083+7.78333094e-04j -0.10163156-5.23348442e-09j]
 [-0.10140477-5.23354420e-09j  3.72318946+7.78217823e-04j]]"
-1064.9999095669398j,"[[ 0.27682644+6.78622428e-04j -0.10161695-5.60454884e-09j]
 [-0.10139017-5.60463252e-09j  3.72317395+6.78575600e-04j]]"
-1064.6303104312233j,"[[ 0.27688457+6.91283956e-04j -0.10159128+3.39370866e-09j]
 [-0.10136449+3.39363834e-09j  3.72311576+6.91357410e-04j]]"
-1064.2607112955068j,"[[ 0.27684774+6.12304587e-04j -0.10159336+6.75435696e-09j]
 [-0.10136657+6.75430784e-09j  3.72315249+6.12273858e-04j]]"
-1063.8911121597905j,"[[ 0.27688686+6.38460662e-04j -0.10159963+9.19735086e-09j]
 [-0.10137284+9.19730154e-09j  3.72311338+6.38461384e-04j]]"
-1063.521513024074j,"[[ 0.27684918+5.92220770e-04j -0.10160771+1.89477013e-08j]
 [-0.10138093+1.89476655e-08j  3.72315099+5.92131894e-04j]]"
-1063.1519138883577j,"[[ 0.27682899+5.61102125e-04j -0.10161042+6.81230489e-09j]
 [-0.10138363+6.81226281e-09j  3.72317121+5.61003673e-04j]]"
-1062.7823147526412j,"[[ 0.27679498+5.77511810e-04j -0.10161595-6.46750840e-09j]
 [-0.10138916-6.46756003e-09j  3.72320526+5.77455782e-04j]]"
-1062.4127156169247j,"[[ 0.27680847+5.69211884e-04j -0.10163553-1.07017618e-08j]
 [-0.10140874-1.07018385e-08j  3.72319189+5.69166729e-04j]]"
-1062.0431164812085j,"[[ 0.27676347+5.53688990e-04j -0.10164839-5.27736883e-09j]
 [-0.1014216 -5.27746755e-09j  3.72323699+5.53699682e-04j]]"
-1061.673517345492j,"[[ 0.27671759+4.86519882e-04j -0.10164056-7.23057348e-09j]
 [-0.10141377-7.23064625e-09j  3.72328275+4.86561081e-04j]]"
-1061.3039182097755j,"[[ 0.27662445+5.29178696e-04j -0.10164768+4.14908356e-10j]
 [-0.10142089+4.14805826e-10j  3.72337603+5.29336496e-04j]]"
-1060.934319074059j,"[[ 0.27662539+4.83306881e-04j -0.10164187+8.47445487e-09j]
 [-0.10141509+8.47436595e-09j  3.72337503+4.83603374e-04j]]"
-1060.5647199383425j,"[[ 0.276682  +4.85934027e-04j -0.10163016-3.57990698e-09j]
 [-0.10140337-3.57996281e-09j  3.72331826+4.86180124e-04j]]"
-1060.195120802626j,"[[ 0.27667536+5.29307986e-04j -0.10162478-1.68961846e-08j]
 [-0.10139799-1.68962487e-08j  3.72332494+5.29663072e-04j]]"
-1059.8255216669097j,"[[ 0.27658005+6.14290348e-04j -0.10161926-5.32340945e-09j]
 [-0.10139247-5.32347153e-09j  3.72342025+6.14625992e-04j]]"
-1059.4559225311932j,"[[ 0.27657911+6.44058187e-04j -0.10163672+8.07691010e-09j]
 [-0.10140994+8.07685455e-09j  3.72342115+6.44436573e-04j]]"
-1059.0863233954767j,"[[ 0.27658907+6.42700734e-04j -0.10163599+2.60396920e-08j]
 [-0.1014092 +2.60396671e-08j  3.72341105+6.43144658e-04j]]"
-1058.7167242597602j,"[[ 0.27659992+7.15302947e-04j -0.10164458+2.44403951e-08j]
 [-0.10141779+2.44403901e-08j  3.72340011+7.15714333e-04j]]"
-1058.3471251240437j,"[[ 0.27663822+7.58410409e-04j -0.1016742 +1.67698170e-08j]
 [-0.10144741+1.67698052e-08j  3.72336184+7.58865152e-04j]]"
-1057.9775259883274j,"[[ 0.27669093+6.88431111e-04j -0.10168992+3.26011273e-08j]
 [-0.10146313+3.26011373e-08j  3.72330903+6.88711863e-04j]]"
-1057.607926852611j,"[[ 0.2766931 +5.95159898e-04j -0.10168365+4.28807979e-08j]
 [-0.10145686+4.28808306e-08j  3.72330675+5.95405873e-04j]]"
-1057.2383277168944j,"[[ 0.27672632+5.82592367e-04j -0.1016777 +3.38767664e-08j]
 [-0.10145091+3.38768309e-08j  3.72327338+5.82918674e-04j]]"
-1056.868728581178j,"[[ 0.27672682+6.14886215e-04j -0.10168251+2.29812924e-08j]
 [-0.10145572+2.29813824e-08j  3.72327277+6.15199911e-04j]]"
-1056.4991294454614j,"[[ 0.27671529+6.49839099e-04j -0.10169668+4.37109642e-09j]
 [-0.10146989+4.37119214e-09j  3.72328427+6.50148003e-04j]]"
-1056.129530309745j,"[[ 0.27667755+5.78676406e-04j -0.10171039+3.06100402e-09j]
 [-0.10148361+3.06109110e-09j  3.72332204+5.78798839e-04j]]"
-1055.7599311740287j,"[[ 0.27661101+5.43675172e-04j -0.10171705+1.23224862e-08j]
 [-0.10149026+1.23225605e-08j  3.72338865+5.43684332e-04j]]"
-1055.3903320383124j,"[[ 0.27657949+5.06100309e-04j -0.10172444+2.33785857e-08j]
 [-0.10149766+2.33786777e-08j  3.72342008+5.06037178e-04j]]"
-1055.020732902596j,"[[ 0.2765214 +5.10828856e-04j -0.10172907+2.52876054e-08j]
 [-0.10150228+2.52876782e-08j  3.72347826+5.10623719e-04j]]"
-1054.6511337668794j,"[[ 0.27649923+5.34787808e-04j -0.1017342 +3.77349906e-08j]
 [-0.10150741+3.77350430e-08j  3.72350052+5.34548325e-04j]]"
-1054.281534631163j,"[[ 0.27649566+5.78794953e-04j -0.10174939+3.00789986e-08j]
 [-0.1015226 +3.00790657e-08j  3.72350403+5.78514867e-04j]]"
-1053.9119354954466j,"[[ 0.27657552+5.44618932e-04j -0.10176302+1.97622885e-08j]
 [-0.10153623+1.97623242e-08j  3.72342431+5.44224672e-04j]]"
-1053.5423363597301j,"[[ 0.27653377+5.44590323e-04j -0.10175562+3.33189658e-09j]
 [-0.10152883+3.33192358e-09j  3.7234661 +5.44236301e-04j]]"
-1053.1727372240136j,"[[ 0.27645355+5.38359204e-04j -0.10173732+2.27708258e-09j]
 [-0.10151053+2.27707847e-09j  3.72354647+5.38002227e-04j]]"
-1052.8031380882971j,"[[ 0.27649039+5.48397633e-04j -0.10171705-3.28486821e-09j]
 [-0.10149027-3.28486867e-09j  3.72350961+5.48151428e-04j]]"
-1052.4335389525806j,"[[ 0.27652989+5.95453655e-04j -0.10172671-1.60574076e-08j]
 [-0.10149992-1.60574192e-08j  3.72347016+5.95169858e-04j]]"
-1052.0639398168641j,"[[ 0.27645902+6.03574470e-04j -0.10172645-6.33875441e-09j]
 [-0.10149966-6.33880333e-09j  3.72354121+6.03347413e-04j]]"
-1051.6943406811479j,"[[ 0.27645724+6.40512560e-04j -0.10172377-1.13607741e-09j]
 [-0.10149698-1.13610917e-09j  3.72354291+6.40349298e-04j]]"
-1051.3247415454314j,"[[ 0.27644929+6.94403844e-04j -0.10172607-6.05774440e-09j]
 [-0.10149929-6.05780525e-09j  3.72355099+6.94142095e-04j]]"
-1050.9551424097149j,"[[ 0.27640333+7.60395274e-04j -0.10175837+1.48294546e-08j]
 [-0.10153159+1.48293704e-08j  3.72359706+7.60155698e-04j]]"
-1050.5855432739984j,"[[ 0.27637933+7.63710587e-04j -0.10177318+2.34515247e-08j]
 [-0.10154639+2.34514480e-08j  3.72362103+7.63550827e-04j]]"
-1050.2159441382819j,"[[ 0.27643378+7.86005153e-04j -0.10178942+2.15424691e-08j]
 [-0.10156264+2.15423812e-08j  3.72356663+7.85958406e-04j]]"
-1049.8463450025656j,"[[ 0.27647239+7.62147708e-04j -0.10178246+1.67684709e-08j]
 [-0.10155567+1.67683738e-08j  3.72352806+7.62248382e-04j]]"
