iw_n,Sigma_iw_n
-1086.4366594384937j,"[[ 1.27379844+2.27295222e-03j -0.75612416-3.10078715e-08j]
 [-0.75620961-3.10078292e-08j  2.7262021 +2.27247389e-03j]]"
-1086.0670603027775j,"[[ 1.27377429+2.28633348e-03j -0.75618456-4.20844803e-08j]
 [-0.75627001-4.20844240e-08j  2.72622642+2.28576178e-03j]]"
-1085.697461167061j,"[[ 1.27378681+2.29373145e-03j -0.75619711-5.39932255e-09j]
 [-0.75628256-5.39925911e-09j  2.726214  +2.29308609e-03j]]"
-1085.3278620313445j,"[[ 1.27383046+2.27183327e-03j -0.75624855+1.75615051e-08j]
 [-0.756334  +1.75615656e-08j  2.72617031+2.27124964e-03j]]"
-1084.958262895628j,"[[ 1.27392369+2.23691846e-03j -0.75633107+1.55625409e-08j]
 [-0.75641651+1.55626062e-08j  2.72607714+2.23650606e-03j]]"
-1084.5886637599115j,"[[ 1.27400571+2.20274452e-03j -0.75636225+4.10968681e-08j]
 [-0.7564477 +4.10969389e-08j  2.72599519+2.20247380e-03j]]"
-1084.2190646241952j,"[[ 1.27404256+2.18771056e-03j -0.75634786+5.76445948e-08j]
 [-0.75643331+5.76446685e-08j  2.72595838+2.18759498e-03j]]"
-1083.8494654884787j,"[[ 1.27406787+2.18564384e-03j -0.75632177+7.32204567e-08j]
 [-0.75640721+7.32205404e-08j  2.7259332 +2.18564668e-03j]]"
-1083.4798663527622j,"[[ 1.27401889+2.21132170e-03j -0.75629087+1.26694252e-07j]
 [-0.75637632+1.26694331e-07j  2.72598211+2.21141543e-03j]]"
-1083.1102672170457j,"[[ 1.27394244+2.23452107e-03j -0.75629656+1.68409981e-07j]
 [-0.756382  +1.68410047e-07j  2.7260584 +2.23464829e-03j]]"
-1082.7406680813292j,"[[ 1.27390026+2.21823448e-03j -0.75632373+1.93095576e-07j]
 [-0.75640917+1.93095639e-07j  2.72610054+2.21831568e-03j]]"
-1082.371068945613j,"[[ 1.27389542+2.20177406e-03j -0.75631906+2.34084707e-07j]
 [-0.75640451+2.34084773e-07j  2.72610541+2.20177542e-03j]]"
-1082.0014698098964j,"[[ 1.27389291+2.19166550e-03j -0.75629906+2.67201185e-07j]
 [-0.75638451+2.67201242e-07j  2.72610782+2.19160557e-03j]]"
-1081.63187067418j,"[[ 1.27382978+2.15583635e-03j -0.75624487+2.66043564e-07j]
 [-0.75633032+2.66043612e-07j  2.72617083+2.15576890e-03j]]"
-1081.2622715384634j,"[[ 1.27370979+2.16015552e-03j -0.75618684+2.38093815e-07j]
 [-0.75627228+2.38093853e-07j  2.72629068+2.16006263e-03j]]"
-1080.892672402747j,"[[ 1.27361588+2.17060728e-03j -0.75617163+1.92585213e-07j]
 [-0.75625708+1.92585244e-07j  2.72638451+2.17057150e-03j]]"
-1080.5230732670304j,"[[ 1.27356985+2.20355381e-03j -0.7561723 +1.59209392e-07j]
 [-0.75625775+1.59209417e-07j  2.72643047+2.20354617e-03j]]"
-1080.1534741313142j,"[[ 1.27358755+2.26991698e-03j -0.75619574+1.15107330e-07j]
 [-0.75628119+1.15107351e-07j  2.72641271+2.26993061e-03j]]"
-1079.7838749955977j,"[[ 1.27360533+2.31370572e-03j -0.75622041+7.96548097e-08j]
 [-0.75630585+7.96548328e-08j  2.72639497+2.31371083e-03j]]"
-1079.4142758598812j,"[[ 1.27364988+2.35887020e-03j -0.75623915+8.48727902e-08j]
 [-0.75632459+8.48728214e-08j  2.72635051+2.35890889e-03j]]"
-1079.0446767241647j,"[[ 1.27371162+2.39573764e-03j -0.75627381+1.35770999e-07j]
 [-0.75635925+1.35771042e-07j  2.72628892+2.39576740e-03j]]"
-1078.6750775884484j,"[[ 1.27376674+2.38407109e-03j -0.7563038 +1.89961425e-07j]
 [-0.75638925+1.89961470e-07j  2.72623384+2.38413561e-03j]]"
-1078.3054784527321j,"[[ 1.27381372+2.31613490e-03j -0.75631961+2.11530586e-07j]
 [-0.75640506+2.11530621e-07j  2.72618673+2.31618888e-03j]]"
-1077.9358793170156j,"[[ 1.27382919+2.24600997e-03j -0.75631229+2.11850294e-07j]
 [-0.75639773+2.11850318e-07j  2.72617111+2.24602633e-03j]]"
-1077.5662801812991j,"[[ 1.27383971+2.21713455e-03j -0.75629886+2.00496878e-07j]
 [-0.7563843 +2.00496899e-07j  2.72616055+2.21714362e-03j]]"
-1077.1966810455826j,"[[ 1.27383245+2.24296557e-03j -0.75629631+1.80133640e-07j]
 [-0.75638176+1.80133661e-07j  2.72616783+2.24296132e-03j]]"
-1076.8270819098661j,"[[ 1.27378447+2.25732388e-03j -0.75634977+1.82265296e-07j]
 [-0.75643522+1.82265327e-07j  2.72621592+2.25744003e-03j]]"
-1076.4574827741496j,"[[ 1.27373038+2.23416047e-03j -0.75641336+1.87365558e-07j]
 [-0.75649881+1.87365595e-07j  2.72627009+2.23442712e-03j]]"
-1076.0878836384334j,"[[ 1.2737157 +2.21349685e-03j -0.75643582+2.09634934e-07j]
 [-0.75652127+2.09634972e-07j  2.72628479+2.21378745e-03j]]"
-1075.7182845027169j,"[[ 1.27368363+2.16953193e-03j -0.75640633+2.38279610e-07j]
 [-0.75649178+2.38279643e-07j  2.72631678+2.16969027e-03j]]"
-1075.3486853670004j,"[[ 1.27365534+2.12266817e-03j -0.7563489 +2.39960198e-07j]
 [-0.75643434+2.39960231e-07j  2.72634509+2.12265789e-03j]]"
-1074.9790862312839j,"[[ 1.27365732+2.15437594e-03j -0.75628094+2.65848399e-07j]
 [-0.75636638+2.65848439e-07j  2.72634319+2.15424042e-03j]]"
-1074.6094870955674j,"[[ 1.27362562+2.28884083e-03j -0.75625244+3.25339963e-07j]
 [-0.75633788+3.25340009e-07j  2.72637496+2.28876825e-03j]]"
-1074.239887959851j,"[[ 1.27360065+2.42000419e-03j -0.75629263+3.49742815e-07j]
 [-0.75637808+3.49742868e-07j  2.72640001+2.42004743e-03j]]"
-1073.8702888241346j,"[[ 1.27364158+2.48287769e-03j -0.75633019+3.52798385e-07j]
 [-0.75641564+3.52798440e-07j  2.72635911+2.48305552e-03j]]"
-1073.500689688418j,"[[ 1.27372396+2.49765208e-03j -0.75636807+3.61767115e-07j]
 [-0.75645352+3.61767173e-07j  2.72627677+2.49798991e-03j]]"
-1073.1310905527016j,"[[ 1.27378383+2.47813223e-03j -0.75641826+3.71661959e-07j]
 [-0.75650371+3.71662009e-07j  2.7262168 +2.47863188e-03j]]"
-1072.761491416985j,"[[ 1.27380778+2.42916853e-03j -0.75647005+3.72569304e-07j]
 [-0.7565555 +3.72569335e-07j  2.72619262+2.42974248e-03j]]"
-1072.3918922812686j,"[[ 1.27384781+2.34952582e-03j -0.75649469+3.32133246e-07j]
 [-0.75658014+3.32133262e-07j  2.72615239+2.35012291e-03j]]"
-1072.0222931455523j,"[[ 1.27386619+2.29207596e-03j -0.75648154+3.05145866e-07j]
 [-0.75656699+3.05145877e-07j  2.72613394+2.29264316e-03j]]"
-1071.6526940098358j,"[[ 1.27385615+2.25584030e-03j -0.75645167+3.21073326e-07j]
 [-0.75653712+3.21073333e-07j  2.72614394+2.25635103e-03j]]"
-1071.2830948741193j,"[[ 1.27383934+2.25530819e-03j -0.75645967+3.42646017e-07j]
 [-0.75654511+3.42646030e-07j  2.72616083+2.25572025e-03j]]"
-1070.913495738403j,"[[ 1.27385562+2.22734067e-03j -0.75647523+3.42838543e-07j]
 [-0.75656068+3.42838560e-07j  2.72614459+2.22764620e-03j]]"
-1070.5438966026866j,"[[ 1.27391487+2.18895001e-03j -0.75642512+3.35824658e-07j]
 [-0.75651056+3.35824681e-07j  2.72608542+2.18929499e-03j]]"
-1070.1742974669703j,"[[ 1.27393825+2.16386520e-03j -0.75637373+3.46868681e-07j]
 [-0.75645917+3.46868712e-07j  2.72606214+2.16430701e-03j]]"
-1069.8046983312538j,"[[ 1.27390609+2.15984197e-03j -0.75636259+3.61765319e-07j]
 [-0.75644804+3.61765353e-07j  2.72609433+2.16037102e-03j]]"
-1069.4350991955373j,"[[ 1.27388409+2.14841192e-03j -0.75636151+3.58933011e-07j]
 [-0.75644696+3.58933037e-07j  2.72611623+2.14896388e-03j]]"
-1069.0655000598208j,"[[ 1.27387977+2.14099880e-03j -0.75637369+3.72389756e-07j]
 [-0.75645914+3.72389767e-07j  2.72612037+2.14155059e-03j]]"
-1068.6959009241043j,"[[ 1.27386479+2.13359658e-03j -0.75638748+3.73346020e-07j]
 [-0.75647292+3.73346013e-07j  2.72613514+2.13412947e-03j]]"
-1068.3263017883878j,"[[ 1.27382618+2.18208441e-03j -0.75639   +3.31237533e-07j]
 [-0.75647544+3.31237519e-07j  2.72617365+2.18256170e-03j]]"
-1067.9567026526715j,"[[ 1.27380322+2.19654533e-03j -0.7563936 +3.05089519e-07j]
 [-0.75647904+3.05089504e-07j  2.72619659+2.19691439e-03j]]"
-1067.587103516955j,"[[ 1.27371287+2.18264320e-03j -0.75636907+3.01231139e-07j]
 [-0.75645451+3.01231120e-07j  2.72628689+2.18293605e-03j]]"
-1067.2175043812385j,"[[ 1.27366663+2.22091470e-03j -0.75632713+2.84859683e-07j]
 [-0.75641258+2.84859665e-07j  2.72633315+2.22108417e-03j]]"
-1066.847905245522j,"[[ 1.27368202+2.27297894e-03j -0.75630662+2.81726465e-07j]
 [-0.75639207+2.81726450e-07j  2.72631779+2.27301991e-03j]]"
-1066.4783061098055j,"[[ 1.27368237+2.31594376e-03j -0.75630598+2.63683407e-07j]
 [-0.75639142+2.63683394e-07j  2.72631746+2.31590255e-03j]]"
-1066.1087069740893j,"[[ 1.27369234+2.31218538e-03j -0.75632576+2.32389703e-07j]
 [-0.75641121+2.32389690e-07j  2.7263075 +2.31209158e-03j]]"
-1065.7391078383728j,"[[ 1.27372379+2.25726487e-03j -0.75635323+1.87434992e-07j]
 [-0.75643867+1.87434976e-07j  2.72627601+2.25709252e-03j]]"
-1065.3695087026563j,"[[ 1.27371947+2.15942505e-03j -0.75635518+1.29434988e-07j]
 [-0.75644062+1.29434971e-07j  2.72628033+2.15921476e-03j]]"
-1064.9999095669398j,"[[ 1.27366095+2.11477803e-03j -0.75632994+9.67285752e-08j]
 [-0.75641539+9.67285652e-08j  2.72633893+2.11465114e-03j]]"
-1064.6303104312233j,"[[ 1.27364886+2.09657737e-03j -0.75632559+5.78375112e-08j]
 [-0.75641104+5.78375045e-08j  2.72635106+2.09657297e-03j]]"
-1064.2607112955068j,"[[ 1.27365939+2.04603629e-03j -0.75632847+4.19038796e-08j]
 [-0.75641391+4.19038810e-08j  2.72634063+2.04610760e-03j]]"
-1063.8911121597905j,"[[ 1.27365121+1.97965846e-03j -0.75632181+8.42685092e-08j]
 [-0.75640726+8.42685111e-08j  2.72634882+1.97971289e-03j]]"
-1063.521513024074j,"[[ 1.2736391 +1.92141766e-03j -0.75632973+1.17445412e-07j]
 [-0.75641517+1.17445406e-07j  2.72636083+1.92148467e-03j]]"
-1063.1519138883577j,"[[ 1.27361642+1.92788997e-03j -0.75632917+1.39075353e-07j]
 [-0.75641461+1.39075341e-07j  2.72638344+1.92794443e-03j]]"
-1062.7823147526412j,"[[ 1.27355787+1.97113295e-03j -0.75632625+1.50659243e-07j]
 [-0.75641169+1.50659231e-07j  2.72644198+1.97110354e-03j]]"
-1062.4127156169247j,"[[ 1.27345118+2.02690214e-03j -0.75631964+1.19954520e-07j]
 [-0.75640508+1.19954505e-07j  2.72654863+2.02679601e-03j]]"
-1062.0431164812085j,"[[ 1.27335725+2.08752531e-03j -0.75629638+8.33444279e-08j]
 [-0.75638182+8.33444099e-08j  2.72664253+2.08740082e-03j]]"
-1061.673517345492j,"[[ 1.27336028+2.15784252e-03j -0.75629638+7.09275666e-08j]
 [-0.75638183+7.09275503e-08j  2.72663952+2.15771136e-03j]]"
-1061.3039182097755j,"[[ 1.27343846+2.18257055e-03j -0.75630723+6.56316280e-08j]
 [-0.75639268+6.56316089e-08j  2.7265613 +2.18245627e-03j]]"
-1060.934319074059j,"[[ 1.27349587+2.18137635e-03j -0.75629512+7.50816304e-08j]
 [-0.75638056+7.50816140e-08j  2.72650393+2.18131682e-03j]]"
-1060.5647199383425j,"[[ 1.27349527+2.20284918e-03j -0.75626597+8.40862396e-08j]
 [-0.75635141+8.40862246e-08j  2.72650454+2.20282243e-03j]]"
-1060.195120802626j,"[[ 1.27345222+2.26961485e-03j -0.75625893+8.74815792e-08j]
 [-0.75634437+8.74815619e-08j  2.72654757+2.26961440e-03j]]"
-1059.8255216669097j,"[[ 1.27339383+2.30564653e-03j -0.75626843+7.33346930e-08j]
 [-0.75635387+7.33346787e-08j  2.726606  +2.30559749e-03j]]"
-1059.4559225311932j,"[[ 1.27335398+2.30007756e-03j -0.75629155+5.73018289e-08j]
 [-0.756377  +5.73018241e-08j  2.72664596+2.29996216e-03j]]"
-1059.0863233954767j,"[[ 1.27330503+2.29097375e-03j -0.75633321+7.04296844e-08j]
 [-0.75641865+7.04296850e-08j  2.72669498+2.29081969e-03j]]"
-1058.7167242597602j,"[[ 1.27324771+2.29900842e-03j -0.75635435+1.20700623e-07j]
 [-0.7564398 +1.20700629e-07j  2.72675237+2.29883800e-03j]]"
-1058.3471251240437j,"[[ 1.2732783 +2.29374750e-03j -0.75634223+2.05102499e-07j]
 [-0.75642768+2.05102502e-07j  2.72672175+2.29353421e-03j]]"
-1057.9775259883274j,"[[ 1.27335523+2.26787139e-03j -0.75629064+2.53253320e-07j]
 [-0.75637608+2.53253314e-07j  2.72664469+2.26766457e-03j]]"
-1057.607926852611j,"[[ 1.27341674+2.24492972e-03j -0.75621552+2.48243427e-07j]
 [-0.75630097+2.48243418e-07j  2.72658315+2.24470944e-03j]]"
-1057.2383277168944j,"[[ 1.27342097+2.22883697e-03j -0.75615291+2.58035089e-07j]
 [-0.75623835+2.58035082e-07j  2.72657895+2.22858219e-03j]]"
-1056.868728581178j,"[[ 1.27338551+2.21591287e-03j -0.75610932+2.63207058e-07j]
 [-0.75619477+2.63207049e-07j  2.72661438+2.21558828e-03j]]"
-1056.4991294454614j,"[[ 1.27335171+2.21955011e-03j -0.7560769 +2.47068966e-07j]
 [-0.75616235+2.47068952e-07j  2.72664813+2.21920921e-03j]]"
-1056.129530309745j,"[[ 1.27339159+2.25136886e-03j -0.75603373+2.46378915e-07j]
 [-0.75611918+2.46378896e-07j  2.72660818+2.25108143e-03j]]"
-1055.7599311740287j,"[[ 1.27347428+2.34493085e-03j -0.75601852+2.51663252e-07j]
 [-0.75610397+2.51663230e-07j  2.72652544+2.34472230e-03j]]"
-1055.3903320383124j,"[[ 1.2735433 +2.45403204e-03j -0.75604596+2.61604401e-07j]
 [-0.7561314 +2.61604369e-07j  2.72645632+2.45375865e-03j]]"
-1055.020732902596j,"[[ 1.27359432+2.55208939e-03j -0.75605169+2.62137992e-07j]
 [-0.75613714+2.62137952e-07j  2.72640519+2.55171783e-03j]]"
-1054.6511337668794j,"[[ 1.27365407+2.63183145e-03j -0.75604662+2.20463431e-07j]
 [-0.75613206+2.20463394e-07j  2.72634548+2.63146190e-03j]]"
-1054.281534631163j,"[[ 1.27369866+2.69474047e-03j -0.75605653+1.86399921e-07j]
 [-0.75614198+1.86399893e-07j  2.72630099+2.69439084e-03j]]"
-1053.9119354954466j,"[[ 1.27370701+2.74427769e-03j -0.75608693+1.65558851e-07j]
 [-0.75617237+1.65558829e-07j  2.72629271+2.74400131e-03j]]"
-1053.5423363597301j,"[[ 1.27368329+2.75102920e-03j -0.75614168+1.63268960e-07j]
 [-0.75622712+1.63268945e-07j  2.72631653+2.75078195e-03j]]"
-1053.1727372240136j,"[[ 1.27364273+2.70164634e-03j -0.75618824+1.84036348e-07j]
 [-0.75627369+1.84036336e-07j  2.72635712+2.70135585e-03j]]"
-1052.8031380882971j,"[[ 1.27360894+2.65319609e-03j -0.75622736+1.95094234e-07j]
 [-0.7563128 +1.95094223e-07j  2.72639093+2.65287345e-03j]]"
-1052.4335389525806j,"[[ 1.27360507+2.62929890e-03j -0.75626081+1.95054787e-07j]
 [-0.75634625+1.95054780e-07j  2.72639485+2.62891452e-03j]]"
-1052.0639398168641j,"[[ 1.27360854+2.63179397e-03j -0.75625056+2.09205512e-07j]
 [-0.756336  +2.09205517e-07j  2.72639154+2.63131088e-03j]]"
-1051.6943406811479j,"[[ 1.27365663+2.60029338e-03j -0.75621494+2.60919998e-07j]
 [-0.75630038+2.60920021e-07j  2.72634365+2.59982202e-03j]]"
-1051.3247415454314j,"[[ 1.27370069+2.54428896e-03j -0.75620827+3.49438478e-07j]
 [-0.75629372+3.49438511e-07j  2.72629972+2.54390199e-03j]]"
-1050.9551424097149j,"[[ 1.27373346+2.48997440e-03j -0.75623811+4.39552632e-07j]
 [-0.75632356+4.39552661e-07j  2.72626691+2.48976317e-03j]]"
-1050.5855432739984j,"[[ 1.27376653+2.46168160e-03j -0.75630354+4.69365011e-07j]
 [-0.75638898+4.69365030e-07j  2.7262337 +2.46169799e-03j]]"
-1050.2159441382819j,"[[ 1.27376055+2.46290310e-03j -0.75635178+4.43557351e-07j]
 [-0.75643723+4.43557359e-07j  2.72623956+2.46309446e-03j]]"
-1049.8463450025656j,"[[ 1.27370506+2.45045413e-03j -0.75637952+4.14986022e-07j]
 [-0.75646496+4.14986019e-07j  2.72629491+2.45072980e-03j]]"
