iw_n,Sigma_iw_n
-1097.8942326457036j,"[[ 0.20493442+5.46881784e-04j -0.05456204+1.60568912e-09j]
 [-0.0537406 +1.60575447e-09j  3.79506549+5.46984038e-04j]]"
-1097.524633509987j,"[[ 0.2049469 +4.88857107e-04j -0.05456304+9.63460235e-10j]
 [-0.05374159+9.63462220e-10j  3.79505309+4.88938202e-04j]]"
-1097.1550343742706j,"[[ 0.20502364+5.08410543e-04j -0.05454713+1.19925021e-08j]
 [-0.05372568+1.19924535e-08j  3.79497642+5.08370973e-04j]]"
-1096.785435238554j,"[[ 0.20502324+5.87745567e-04j -0.0545518 +1.00790697e-08j]
 [-0.05373036+1.00790973e-08j  3.79497672+5.87728870e-04j]]"
-1096.4158361028378j,"[[ 0.20507608+6.29082649e-04j -0.05456475-1.12654175e-08j]
 [-0.0537433 -1.12653877e-08j  3.79492388+6.29137641e-04j]]"
-1096.0462369671213j,"[[ 0.20512472+5.81786997e-04j -0.05456347-1.66073793e-08j]
 [-0.05374202-1.66074315e-08j  3.79487535+5.81775077e-04j]]"
-1095.6766378314048j,"[[ 0.20514382+5.07121667e-04j -0.05455961-1.94390505e-08j]
 [-0.05373816-1.94390599e-08j  3.79485619+5.07114921e-04j]]"
-1095.3070386956883j,"[[ 0.20510262+4.39991701e-04j -0.0545535 -2.19008546e-08j]
 [-0.05373205-2.19008225e-08j  3.79489734+4.39986720e-04j]]"
-1094.9374395599718j,"[[ 0.20500505+3.88102884e-04j -0.05455457-1.71289597e-08j]
 [-0.05373313-1.71290280e-08j  3.79499504+3.88020352e-04j]]"
-1094.5678404242556j,"[[ 0.20495964+4.61875464e-04j -0.05456923-7.01336286e-09j]
 [-0.05374778-7.01342617e-09j  3.79504045+4.61736980e-04j]]"
-1094.198241288539j,"[[ 0.20498522+3.85538078e-04j -0.05456502-1.83052423e-08j]
 [-0.05374358-1.83053661e-08j  3.79501494+3.85472427e-04j]]"
-1093.8286421528228j,"[[ 0.20495358+3.75191139e-04j -0.05455981-2.72969516e-08j]
 [-0.05373836-2.72971296e-08j  3.79504666+3.75222030e-04j]]"
-1093.4590430171063j,"[[ 0.20490801+3.76018296e-04j -0.0545575 -2.41536941e-08j]
 [-0.05373605-2.41539056e-08j  3.79509227+3.76019192e-04j]]"
-1093.0894438813898j,"[[ 0.20492793+4.51370575e-04j -0.0545498 -3.15842189e-09j]
 [-0.05372835-3.15863412e-09j  3.79507235+4.51462558e-04j]]"
-1092.7198447456733j,"[[ 0.20491454+4.91457490e-04j -0.05454302-6.62799166e-09j]
 [-0.05372157-6.62820189e-09j  3.79508574+4.91486072e-04j]]"
-1092.350245609957j,"[[ 0.20488985+5.49034786e-04j -0.05454601+5.59178699e-10j]
 [-0.05372456+5.59054273e-10j  3.79511031+5.49025894e-04j]]"
-1091.9806464742405j,"[[ 0.20492279+5.89300106e-04j -0.0545584 -1.12337372e-08j]
 [-0.05373695-1.12338311e-08j  3.79507733+5.89371200e-04j]]"
-1091.611047338524j,"[[ 0.20500031+6.04309935e-04j -0.05456149-1.07277724e-08j]
 [-0.05374004-1.07279184e-08j  3.79499988+6.04350491e-04j]]"
-1091.2414482028075j,"[[ 0.20502346+6.02468185e-04j -0.05457394-8.46421808e-09j]
 [-0.05375249-8.46439173e-09j  3.79497677+6.02465103e-04j]]"
-1090.871849067091j,"[[ 0.20506676+5.41295812e-04j -0.05456782+4.76557815e-10j]
 [-0.05374637+4.76360712e-10j  3.7949335 +5.41391241e-04j]]"
-1090.5022499313748j,"[[ 0.20512135+5.62967708e-04j -0.05456764+4.17963152e-09j]
 [-0.05374619+4.17938869e-09j  3.79487897+5.63086909e-04j]]"
-1090.1326507956583j,"[[ 0.20520222+4.72542135e-04j -0.05457432+1.98128856e-08j]
 [-0.05375287+1.98127311e-08j  3.79479798+4.72561894e-04j]]"
-1089.7630516599418j,"[[ 0.2052234 +5.33079633e-04j -0.05456176+4.81700694e-09j]
 [-0.05374031+4.81693299e-09j  3.79477669+5.33193432e-04j]]"
-1089.3934525242253j,"[[ 0.20519821+4.83567812e-04j -0.05455531-3.57604749e-11j]
 [-0.05373386-3.58544722e-11j  3.79480192+4.83522450e-04j]]"
-1089.0238533885088j,"[[ 0.20524167+4.89260440e-04j -0.05456188-9.59992618e-09j]
 [-0.05374043-9.59989229e-09j  3.79475829+4.89163802e-04j]]"
-1088.6542542527923j,"[[ 0.20522588+4.93927255e-04j -0.05455583-1.05150568e-08j]
 [-0.05373438-1.05151834e-08j  3.79477429+4.93854634e-04j]]"
-1088.284655117076j,"[[ 0.20525141+5.14904129e-04j -0.05455419+3.65372895e-09j]
 [-0.05373274+3.65358581e-09j  3.79474878+5.14656012e-04j]]"
-1087.9150559813595j,"[[ 0.20526094+5.07452299e-04j -0.05456241+1.12767981e-08j]
 [-0.05374096+1.12765918e-08j  3.79473933+5.07228330e-04j]]"
-1087.545456845643j,"[[ 0.20525213+4.69872679e-04j -0.05456223+9.86253235e-09j]
 [-0.05374078+9.86230488e-09j  3.79474817+4.69765870e-04j]]"
-1087.1758577099265j,"[[ 0.20526035+4.82195233e-04j -0.05455978+1.59854720e-09j]
 [-0.05373833+1.59826664e-09j  3.79474003+4.82179433e-04j]]"
-1086.80625857421j,"[[ 0.20527911+4.84222254e-04j -0.05458166+1.77274510e-08j]
 [-0.05376021+1.77271739e-08j  3.79472126+4.84294022e-04j]]"
-1086.4366594384937j,"[[ 0.20533495+3.75661667e-04j -0.05457904+1.11554716e-08j]
 [-0.05375759+1.11552367e-08j  3.79466536+3.75747503e-04j]]"
-1086.0670603027775j,"[[ 0.20536424+4.22331779e-04j -0.05457627+1.05145558e-08j]
 [-0.05375482+1.05143366e-08j  3.79463605+4.22492679e-04j]]"
-1085.697461167061j,"[[ 0.2053431 +3.70535070e-04j -0.05457429+1.64049394e-08j]
 [-0.05375284+1.64047128e-08j  3.7946572 +3.70576154e-04j]]"
-1085.3278620313445j,"[[ 0.20533287+3.89913452e-04j -0.05456738+1.03195181e-08j]
 [-0.05374594+1.03193091e-08j  3.79466741+3.89905084e-04j]]"
-1084.958262895628j,"[[ 0.20532982+3.55858205e-04j -0.0545749 +4.00406780e-09j]
 [-0.05375345+4.00380381e-09j  3.79467053+3.55908970e-04j]]"
-1084.5886637599115j,"[[ 0.20524175+3.25552594e-04j -0.05457148+6.82947067e-09j]
 [-0.05375003+6.82925438e-09j  3.79475854+3.25572472e-04j]]"
-1084.2190646241952j,"[[ 0.20525246+2.97043823e-04j -0.05456903-9.54395923e-09j]
 [-0.05374758-9.54413408e-09j  3.79474777+2.97120896e-04j]]"
-1083.8494654884787j,"[[ 0.2051974 +2.32497822e-04j -0.05456994+8.61695302e-09j]
 [-0.0537485 +8.61669715e-09j  3.79480293+2.32551157e-04j]]"
-1083.4798663527622j,"[[ 0.20517948+2.42416483e-04j -0.05456657+1.86332098e-08j]
 [-0.05374512+1.86332215e-08j  3.79482051+2.42432066e-04j]]"
-1083.1102672170457j,"[[ 0.20513369+2.52832438e-04j -0.05456988+6.22338505e-09j]
 [-0.05374843+6.22340274e-09j  3.79486629+2.52898509e-04j]]"
-1082.7406680813292j,"[[ 0.20515427+2.62718826e-04j -0.05456795-3.08271669e-09j]
 [-0.0537465 -3.08272644e-09j  3.79484574+2.62799382e-04j]]"
-1082.371068945613j,"[[ 0.20512318+1.61516939e-04j -0.05457368-9.17758709e-10j]
 [-0.05375223-9.17820828e-10j  3.7948769 +1.61498348e-04j]]"
-1082.0014698098964j,"[[ 0.20511084+9.90545725e-05j -0.05456821-1.03492468e-08j]
 [-0.05374676-1.03493918e-08j  3.79488935+9.90733324e-05j]]"
-1081.63187067418j,"[[ 0.20515526+1.36494233e-04j -0.05457095-4.40530046e-09j]
 [-0.0537495 -4.40548732e-09j  3.79484499+1.36532431e-04j]]"
-1081.2622715384634j,"[[ 0.20514954+1.35002221e-04j -0.05456904-8.15506144e-09j]
 [-0.05374759-8.15518455e-09j  3.79485062+1.35021636e-04j]]"
-1080.892672402747j,"[[ 0.20508378+1.23955935e-04j -0.05457526-1.64597962e-08j]
 [-0.05375381-1.64599735e-08j  3.79491645+1.23997057e-04j]]"
-1080.5230732670304j,"[[ 0.20512581+1.64493533e-04j -0.05458733-2.46097345e-08j]
 [-0.05376588-2.46099769e-08j  3.7948745 +1.64512325e-04j]]"
-1080.1534741313142j,"[[ 0.20512899+1.72407807e-04j -0.05458784-1.65701138e-08j]
 [-0.05376639-1.65703588e-08j  3.79487133+1.72331980e-04j]]"
-1079.7838749955977j,"[[ 0.20511774+1.49089182e-04j -0.05459549-1.29099983e-08j]
 [-0.05377404-1.29102851e-08j  3.79488264+1.49033531e-04j]]"
-1079.4142758598812j,"[[ 0.20511276+1.48854403e-04j -0.05459763-3.98814053e-09j]
 [-0.05377618-3.98833204e-09j  3.79488749+1.48844288e-04j]]"
-1079.0446767241647j,"[[ 0.20513889+1.91023371e-04j -0.05460296-5.74300689e-09j]
 [-0.05378151-5.74336124e-09j  3.79486157+1.91056665e-04j]]"
-1078.6750775884484j,"[[ 0.20509042+2.16716284e-04j -0.05461397+5.64396903e-09j]
 [-0.05379252+5.64373240e-09j  3.79490989+2.16900978e-04j]]"
-1078.3054784527321j,"[[ 0.20505905+1.28165542e-04j -0.05461125-1.07936110e-08j]
 [-0.0537898 -1.07938628e-08j  3.79494129+1.28574050e-04j]]"
-1077.9358793170156j,"[[ 0.20508199+1.15062523e-04j -0.05459586-6.44246920e-09j]
 [-0.05377441-6.44274159e-09j  3.79491837+1.15470610e-04j]]"
-1077.5662801812991j,"[[ 0.20507579+2.02109567e-04j -0.05458367+1.82877691e-09j]
 [-0.05376222+1.82855020e-09j  3.7949245 +2.02478627e-04j]]"
-1077.1966810455826j,"[[ 0.20513472+2.62290524e-04j -0.05459273+1.34965274e-08j]
 [-0.05377128+1.34964212e-08j  3.79486542+2.62642481e-04j]]"
-1076.8270819098661j,"[[ 0.20516306+1.26929817e-04j -0.05459177+8.57922083e-09j]
 [-0.05377032+8.57922809e-09j  3.79483693+1.27112070e-04j]]"
-1076.4574827741496j,"[[ 0.20507115+2.20484849e-05j -0.05458174-1.26030826e-09j]
 [-0.05376029-1.26029827e-09j  3.79492883+2.21921475e-05j]]"
-1076.0878836384334j,"[[ 0.20502151-6.85999385e-06j -0.05457199-4.09541215e-09j]
 [-0.05375054-4.09549888e-09j  3.7949786 -6.68222106e-06j]]"
-1075.7182845027169j,"[[ 0.20498557+4.67841899e-05j -0.05457346-1.93292323e-09j]
 [-0.05375202-1.93304919e-09j  3.79501459+4.68932797e-05j]]"
-1075.3486853670004j,"[[ 0.20490535+4.58287789e-05j -0.05456435+8.79711145e-09j]
 [-0.0537429 +8.79698310e-09j  3.79509482+4.59687299e-05j]]"
-1074.9790862312839j,"[[ 0.20484451+1.46749175e-04j -0.05454935+2.05656365e-09j]
 [-0.0537279 +2.05651367e-09j  3.79515556+1.46918564e-04j]]"
-1074.6094870955674j,"[[ 0.2048029 +1.99368315e-04j -0.05455442+2.00231621e-08j]
 [-0.05373297+2.00231458e-08j  3.79519713+1.99537937e-04j]]"
-1074.239887959851j,"[[ 0.20481612+2.04604647e-04j -0.05455758+1.17999533e-08j]
 [-0.05373613+1.17999846e-08j  3.79518384+2.04761925e-04j]]"
-1073.8702888241346j,"[[ 0.20485252+2.40980938e-04j -0.05456349-1.81238194e-09j]
 [-0.05374204-1.81240694e-09j  3.79514751+2.41052509e-04j]]"
-1073.500689688418j,"[[ 0.20482535+2.61582523e-04j -0.05457016-5.38226016e-09j]
 [-0.05374871-5.38238690e-09j  3.79517482+2.61696793e-04j]]"
-1073.1310905527016j,"[[ 0.20483621+2.65483308e-04j -0.05456343+2.21761789e-09j]
 [-0.05374199+2.21749721e-09j  3.79516395+2.65581295e-04j]]"
-1072.761491416985j,"[[ 0.20486145+2.67646675e-04j -0.05455089+2.24430628e-09j]
 [-0.05372944+2.24417927e-09j  3.79513871+2.67746002e-04j]]"
-1072.3918922812686j,"[[ 0.20486947+2.81856061e-04j -0.05455195+1.57856315e-08j]
 [-0.0537305 +1.57856005e-08j  3.79513057+2.81910142e-04j]]"
-1072.0222931455523j,"[[ 0.2048798 +1.93302537e-04j -0.05454638+2.56044360e-09j]
 [-0.05372493+2.56042134e-09j  3.79512023+1.93407910e-04j]]"
-1071.6526940098358j,"[[ 0.20492231+2.46356617e-04j -0.05454034-4.57236391e-09j]
 [-0.05371889-4.57234455e-09j  3.79507767+2.46478015e-04j]]"
-1071.2830948741193j,"[[ 0.20490323+2.13902934e-04j -0.05454023-5.72204148e-09j]
 [-0.05371878-5.72209105e-09j  3.79509683+2.13959127e-04j]]"
-1070.913495738403j,"[[ 0.20487181+2.68270814e-04j -0.0545294 -1.59329448e-09j]
 [-0.05370796-1.59333619e-09j  3.79512825+2.68227496e-04j]]"
-1070.5438966026866j,"[[ 0.20483894+3.26626120e-04j -0.05452047-1.71046164e-09j]
 [-0.05369902-1.71058649e-09j  3.79516122+3.26690200e-04j]]"
-1070.1742974669703j,"[[ 0.20478721+3.99043624e-04j -0.05453013+9.66890608e-09j]
 [-0.05370868+9.66875430e-09j  3.79521299+3.99073084e-04j]]"
-1069.8046983312538j,"[[ 0.20483696+4.57794586e-04j -0.0545345 +4.22687619e-09j]
 [-0.05371305+4.22684272e-09j  3.79516308+4.57855831e-04j]]"
-1069.4350991955373j,"[[ 0.20483453+4.46723550e-04j -0.05453713-2.09782588e-09j]
 [-0.05371568-2.09784844e-09j  3.7951655 +4.46855963e-04j]]"
-1069.0655000598208j,"[[ 0.20483322+4.34078146e-04j -0.05454281+1.15706040e-08j]
 [-0.05372136+1.15705812e-08j  3.79516681+4.34100922e-04j]]"
-1068.6959009241043j,"[[ 0.20479297+4.44285026e-04j -0.05455445-5.16569006e-10j]
 [-0.053733  -5.16518534e-10j  3.79520696+4.44294247e-04j]]"
-1068.3263017883878j,"[[ 0.20483232+5.02300268e-04j -0.05455298-9.52883680e-09j]
 [-0.05373153-9.52890378e-09j  3.79516777+5.02260707e-04j]]"
-1067.9567026526715j,"[[ 0.20486641+4.90079474e-04j -0.0545471 +1.62428455e-08j]
 [-0.05372565+1.62427780e-08j  3.79513368+4.89969612e-04j]]"
-1067.587103516955j,"[[ 0.20492008+5.31044282e-04j -0.05453088-2.79695286e-09j]
 [-0.05370943-2.79696602e-09j  3.79507993+5.31072494e-04j]]"
-1067.2175043812385j,"[[ 0.20493841+4.94197407e-04j -0.05453277-4.77713097e-09j]
 [-0.05371132-4.77725485e-09j  3.79506175+4.94315472e-04j]]"
-1066.847905245522j,"[[ 0.20494821+4.43116597e-04j -0.05453153+3.19619948e-09j]
 [-0.05371008+3.19604211e-09j  3.795052  +4.43310702e-04j]]"
-1066.4783061098055j,"[[ 0.20494502+4.91848067e-04j -0.05453283+1.95748336e-08j]
 [-0.05371138+1.95747975e-08j  3.79505503+4.92095680e-04j]]"
-1066.1087069740893j,"[[ 0.20488294+4.45102138e-04j -0.05452559+9.13528151e-09j]
 [-0.05370414+9.13533758e-09j  3.79511699+4.45383750e-04j]]"
-1065.7391078383728j,"[[ 0.20487122+5.21663242e-04j -0.0545249 +8.47120279e-09j]
 [-0.05370345+8.47124077e-09j  3.79512873+5.21913652e-04j]]"
-1065.3695087026563j,"[[ 0.20490973+4.77542683e-04j -0.05452246+4.71184559e-09j]
 [-0.05370101+4.71197195e-09j  3.79509011+4.77661890e-04j]]"
-1064.9999095669398j,"[[ 0.2049096 +5.08310159e-04j -0.05451348-4.49736444e-09j]
 [-0.05369203-4.49730551e-09j  3.79509032+5.08502813e-04j]]"
-1064.6303104312233j,"[[ 0.20497549+4.88338278e-04j -0.05451056-6.38830673e-09j]
 [-0.05368911-6.38829622e-09j  3.7950245 +4.88407145e-04j]]"
-1064.2607112955068j,"[[ 0.20497896+4.83412765e-04j -0.05451249+7.01526657e-09j]
 [-0.05369104+7.01525620e-09j  3.79502105+4.83465637e-04j]]"
-1063.8911121597905j,"[[ 0.20500958+5.08771520e-04j -0.0545038 +1.20335670e-08j]
 [-0.05368235+1.20336108e-08j  3.79499036+5.08946182e-04j]]"
-1063.521513024074j,"[[ 0.20501421+4.64675954e-04j -0.05449464+8.00249962e-09j]
 [-0.05367319+8.00244361e-09j  3.79498586+4.64812242e-04j]]"
-1063.1519138883577j,"[[ 0.20502773+4.27754381e-04j -0.05448941+2.05904829e-08j]
 [-0.05366796+2.05905437e-08j  3.79497219+4.27780242e-04j]]"
-1062.7823147526412j,"[[ 0.20501216+4.70560019e-04j -0.0544748 -9.19269954e-09j]
 [-0.05365335-9.19254241e-09j  3.79498763+4.70702401e-04j]]"
-1062.4127156169247j,"[[ 0.20501258+4.93142218e-04j -0.05448602-9.78649472e-09j]
 [-0.05366457-9.78653636e-09j  3.79498748+4.93230542e-04j]]"
-1062.0431164812085j,"[[ 0.20506416+4.48736191e-04j -0.05448715-2.78536037e-09j]
 [-0.0536657 -2.78534320e-09j  3.79493581+4.48760371e-04j]]"
-1061.673517345492j,"[[ 0.20510681+4.44021535e-04j -0.0544991 -1.07156088e-08j]
 [-0.05367765-1.07155664e-08j  3.79489314+4.44145440e-04j]]"
-1061.3039182097755j,"[[ 0.20505677+3.51915739e-04j -0.05450152-1.54311898e-08j]
 [-0.05368007-1.54312843e-08j  3.79494335+3.51918846e-04j]]"
-1060.934319074059j,"[[ 0.20500639+3.34630811e-04j -0.05449371-1.16921926e-08j]
 [-0.05367226-1.16922344e-08j  3.79499366+3.34742633e-04j]]"
-1060.5647199383425j,"[[ 0.20502557+3.57160613e-04j -0.05448481-2.61766217e-08j]
 [-0.05366336-2.61767454e-08j  3.79497459+3.57310367e-04j]]"
-1060.195120802626j,"[[ 0.20497804+2.97504430e-04j -0.05447605-1.40377216e-08j]
 [-0.0536546 -1.40378574e-08j  3.79502213+2.97557867e-04j]]"
-1059.8255216669097j,"[[ 0.20496722+3.99990664e-04j -0.05447685-2.09705496e-08j]
 [-0.0536554 -2.09706367e-08j  3.79503289+4.00100186e-04j]]"
-1059.4559225311932j,"[[ 0.20503532+4.25334742e-04j -0.05447309-8.54234060e-09j]
 [-0.05365164-8.54253330e-09j  3.79496493+4.25422563e-04j]]"
-1059.0863233954767j,"[[ 0.20502085+4.96970559e-04j -0.05447841+4.75296685e-10j]
 [-0.05365696+4.75188304e-10j  3.79497929+4.96995458e-04j]]"
-1058.7167242597602j,"[[ 0.20503525+4.67337101e-04j -0.05448019+8.06278633e-09j]
 [-0.05365874+8.06275971e-09j  3.79496478+4.67458811e-04j]]"
-1058.3471251240437j,"[[ 0.20508091+4.84850039e-04j -0.0544806 -2.67633629e-09j]
 [-0.05365916-2.67633788e-09j  3.79491909+4.84913335e-04j]]"
-1057.9775259883274j,"[[ 0.20511689+4.06656135e-04j -0.05448511-1.43832246e-08j]
 [-0.05366366-1.43831657e-08j  3.79488303+4.06679490e-04j]]"
-1057.607926852611j,"[[ 0.20511398+3.77419421e-04j -0.0544947 -1.30349453e-08j]
 [-0.05367325-1.30349076e-08j  3.79488597+3.77362118e-04j]]"
-1057.2383277168944j,"[[ 0.20514632+4.13904268e-04j -0.05450636-9.28613017e-09j]
 [-0.05368491-9.28610963e-09j  3.79485365+4.13790179e-04j]]"
-1056.868728581178j,"[[ 0.20512557+3.10298798e-04j -0.05450806-1.09572848e-08j]
 [-0.05368661-1.09573350e-08j  3.79487449+3.10178770e-04j]]"
-1056.4991294454614j,"[[ 0.20513652+2.74169222e-04j -0.05449647-1.24133974e-08j]
 [-0.05367502-1.24134998e-08j  3.79486361+2.74031317e-04j]]"
-1056.129530309745j,"[[ 0.20508827+2.34572969e-04j -0.05449746-1.04299546e-08j]
 [-0.05367601-1.04301027e-08j  3.79491192+2.34567399e-04j]]"
-1055.7599311740287j,"[[ 0.20507786+2.60023351e-04j -0.05449713+6.77515886e-09j]
 [-0.05367568+6.77489065e-09j  3.79492249+2.59969824e-04j]]"
-1055.3903320383124j,"[[ 0.20504397+2.84135632e-04j -0.05449171+1.85302821e-08j]
 [-0.05367026+1.85300203e-08j  3.79495637+2.83993234e-04j]]"
-1055.020732902596j,"[[ 0.20502685+2.03688121e-04j -0.05448468+1.89544970e-08j]
 [-0.05366323+1.89542791e-08j  3.79497342+2.03729888e-04j]]"
-1054.6511337668794j,"[[ 0.20500286+2.17971484e-04j -0.05449555+2.16532499e-08j]
 [-0.0536741 +2.16530668e-08j  3.79499738+2.17989359e-04j]]"
-1054.281534631163j,"[[ 0.20496215+1.97713279e-04j -0.05449011+2.47597948e-08j]
 [-0.05366866+2.47596478e-08j  3.79503804+1.97666293e-04j]]"
-1053.9119354954466j,"[[ 0.20492412+2.18125320e-04j -0.05447814+1.68222557e-08j]
 [-0.05365669+1.68222007e-08j  3.79507595+2.18181135e-04j]]"
-1053.5423363597301j,"[[ 0.2048262 +1.56488934e-04j -0.05448906+8.49659271e-09j]
 [-0.05366761+8.49647132e-09j  3.79517396+1.56552576e-04j]]"
-1053.1727372240136j,"[[ 0.20475114+1.71410904e-04j -0.05448201+1.34215137e-08j]
 [-0.05366056+1.34214505e-08j  3.79524894+1.71491622e-04j]]"
-1052.8031380882971j,"[[ 0.20470247+2.27959599e-04j -0.05447045+1.08160477e-08j]
 [-0.053649  +1.08159137e-08j  3.7952977 +2.28079978e-04j]]"
-1052.4335389525806j,"[[ 0.20467792+3.38604683e-04j -0.05446783+2.25691137e-08j]
 [-0.05364638+2.25690542e-08j  3.79532216+3.38734083e-04j]]"
-1052.0639398168641j,"[[ 0.20469279+3.36894059e-04j -0.05447788+2.10948406e-08j]
 [-0.05365643+2.10949159e-08j  3.79530711+3.37073999e-04j]]"
-1051.6943406811479j,"[[ 0.20464408+4.43270650e-04j -0.05448502+7.81479669e-09j]
 [-0.05366357+7.81491284e-09j  3.79535577+4.43483175e-04j]]"
-1051.3247415454314j,"[[ 0.20461777+4.86334735e-04j -0.05449433-4.04355469e-09j]
 [-0.05367288-4.04340797e-09j  3.79538205+4.86495178e-04j]]"
-1050.9551424097149j,"[[ 0.20469699+5.17588104e-04j -0.0544932 +8.00178947e-09j]
 [-0.05367175+8.00192938e-09j  3.79530283+5.17672450e-04j]]"
-1050.5855432739984j,"[[ 0.20471391+5.05146844e-04j -0.05449838+6.61686424e-09j]
 [-0.05367693+6.61704028e-09j  3.79528586+5.05134533e-04j]]"
-1050.2159441382819j,"[[ 0.20477951+5.29896612e-04j -0.05448835+3.71665015e-09j]
 [-0.0536669 +3.71682910e-09j  3.79522026+5.29864729e-04j]]"
-1049.8463450025656j,"[[ 0.20483748+4.68177520e-04j -0.05447823-4.66541191e-09j]
 [-0.05365678-4.66524111e-09j  3.7951623 +4.68074835e-04j]]"
