iw_n,Sigma_iw_n
-1100.8510257314351j,"[[ 1.93162544e-03-6.53950870e-05j  7.53820906e-04-3.75836906e-09j]
 [-2.44817347e-04-3.76008580e-09j  3.99806649e+00-6.47785489e-05j]]"
-1100.4814265957189j,"[[ 1.91994996e-03-8.94674765e-05j  7.65838926e-04+4.13945792e-09j]
 [-2.32799293e-04+4.13769854e-09j  3.99807811e+00-8.88321563e-05j]]"
-1100.1118274600024j,"[[ 1.93367944e-03-2.76571184e-05j  7.32678450e-04+1.03746540e-09j]
 [-2.65959890e-04+1.03562974e-09j  3.99806430e+00-2.69978457e-05j]]"
-1099.7422283242859j,"[[ 1.97880642e-03-2.03764632e-05j  7.23083228e-04+8.22034342e-10j]
 [-2.75555134e-04+8.20121683e-10j  3.99801909e+00-1.97084673e-05j]]"
-1099.3726291885694j,"[[ 1.97614543e-03-4.12705958e-05j  7.30235617e-04+2.64787653e-09j]
 [-2.68402717e-04+2.64584331e-09j  3.99802162e+00-4.07125267e-05j]]"
-1099.0030300528529j,"[[ 1.95336731e-03-1.44282601e-05j  7.13653092e-04-3.53401030e-09j]
 [-2.84985300e-04-3.53605856e-09j  3.99804438e+00-1.39604426e-05j]]"
-1098.6334309171366j,"[[ 1.97480961e-03+9.54821894e-05j  6.98992485e-04-2.01268677e-09j]
 [-2.99646117e-04-2.01473662e-09j  3.99802294e+00+9.58499468e-05j]]"
-1098.26383178142j,"[[ 2.05383693e-03+6.93522868e-05j  6.89259336e-04+3.12544696e-09j]
 [-3.09379227e-04+3.12341464e-09j  3.99794393e+00+6.96537765e-05j]]"
-1097.8942326457036j,"[[ 2.05109333e-03+6.36882510e-05j  6.86817921e-04-3.60091315e-09j]
 [-3.11820641e-04-3.60288065e-09j  3.99794675e+00+6.39881573e-05j]]"
-1097.524633509987j,"[[ 2.04772074e-03+6.16965533e-05j  6.90716394e-04+5.44508358e-09j]
 [-3.07922174e-04+5.44306659e-09j  3.99795006e+00+6.20018650e-05j]]"
-1097.1550343742706j,"[[ 2.11724075e-03+4.65207775e-05j  6.57800447e-04-3.69075349e-11j]
 [-3.40838102e-04-3.89304812e-11j  3.99788054e+00+4.68053772e-05j]]"
-1096.785435238554j,"[[ 2.10879646e-03+2.79317817e-05j  6.98247781e-04-5.40496952e-09j]
 [-3.00390744e-04-5.40704421e-09j  3.99788893e+00+2.81454907e-05j]]"
-1096.4158361028378j,"[[ 2.06843468e-03+2.16803951e-05j  7.08018060e-04+6.40566294e-09j]
 [-2.90620464e-04+6.40360262e-09j  3.99792930e+00+2.18367920e-05j]]"
-1096.0462369671213j,"[[ 2.10611642e-03+6.44342267e-05j  6.77849923e-04-7.94737388e-09j]
 [-3.20788688e-04-7.94942314e-09j  3.99789163e+00+6.45313180e-05j]]"
-1095.6766378314048j,"[[ 2.14008884e-03+7.57278026e-05j  7.23456763e-04+3.20012748e-09j]
 [-2.75181878e-04+3.19807871e-09j  3.99785766e+00+7.57775413e-05j]]"
-1095.3070386956883j,"[[ 2.15466663e-03+2.46058789e-05j  7.33513574e-04+1.06076803e-09j]
 [-2.65124983e-04+1.05879340e-09j  3.99784317e+00+2.46193090e-05j]]"
-1094.9374395599718j,"[[ 2.15765235e-03+7.78569236e-05j  7.19544856e-04-3.06673236e-09j]
 [-2.79093809e-04-3.06870370e-09j  3.99784019e+00+7.78920526e-05j]]"
-1094.5678404242556j,"[[ 2.17801934e-03+6.84172981e-05j  7.32838389e-04+6.61244379e-09j]
 [-2.65800268e-04+6.61046775e-09j  3.99781981e+00+6.84517495e-05j]]"
-1094.198241288539j,"[[ 2.22544834e-03+3.68136750e-05j  7.42500431e-04-6.03341059e-09j]
 [-2.56138177e-04-6.03542937e-09j  3.99777234e+00+3.67915331e-05j]]"
-1093.8286421528228j,"[[ 2.27824521e-03+2.93599737e-05j  7.42929745e-04+2.07868622e-09j]
 [-2.55708859e-04+2.07667989e-09j  3.99771956e+00+2.92721927e-05j]]"
-1093.4590430171063j,"[[ 2.25881830e-03-2.27551406e-05j  7.76987660e-04-2.69526051e-09j]
 [-2.21650858e-04-2.69721961e-09j  3.99773904e+00-2.29364778e-05j]]"
-1093.0894438813898j,"[[ 2.27125390e-03-3.68228871e-05j  8.12931171e-04-2.38448505e-09j]
 [-1.85707331e-04-2.38635582e-09j  3.99772670e+00-3.70053858e-05j]]"
-1092.7198447456733j,"[[ 2.24404419e-03-7.10306854e-05j  8.54547021e-04+1.64395557e-09j]
 [-1.44091429e-04+1.64215315e-09j  3.99775398e+00-7.12008014e-05j]]"
-1092.350245609957j,"[[ 2.14133959e-03-1.07604730e-04j  8.95931350e-04-2.24512048e-09j]
 [-1.02707044e-04-2.24689068e-09j  3.99785672e+00-1.07730339e-04j]]"
-1091.9806464742405j,"[[ 2.10707833e-03-8.56370548e-06j  8.77977493e-04+2.04404920e-09j]
 [-1.20661092e-04+2.04227598e-09j  3.99789098e+00-8.61426476e-06j]]"
-1091.611047338524j,"[[ 2.11683770e-03+6.76859411e-05j  8.87059457e-04+1.26378614e-09j]
 [-1.11579276e-04+1.26195546e-09j  3.99788116e+00+6.76269990e-05j]]"
-1091.2414482028075j,"[[ 2.18672442e-03+7.23614814e-05j  8.96295042e-04-1.64333690e-09j]
 [-1.02343709e-04-1.64519187e-09j  3.99781125e+00+7.22958061e-05j]]"
-1090.871849067091j,"[[ 2.25502182e-03+8.54365890e-05j  8.85354612e-04-2.67647336e-10j]
 [-1.13284173e-04-2.69514045e-10j  3.99774294e+00+8.53015433e-05j]]"
-1090.5022499313748j,"[[ 2.27994701e-03+7.92625397e-05j  8.95182870e-04+7.27396083e-10j]
 [-1.03455912e-04+7.25540337e-10j  3.99771803e+00+7.90890369e-05j]]"
-1090.1326507956583j,"[[ 2.33913728e-03+9.18029955e-05j  9.02509789e-04-2.61122985e-09j]
 [-9.61290262e-05-2.61302377e-09j  3.99765890e+00+9.15964470e-05j]]"
-1089.7630516599418j,"[[ 2.41415161e-03+5.58137824e-05j  8.89214964e-04+6.01198287e-09j]
 [-1.09423795e-04+6.01022465e-09j  3.99758393e+00+5.56257382e-05j]]"
-1089.3934525242253j,"[[ 2.39238363e-03-6.22507992e-06j  8.54769505e-04-2.12614862e-09j]
 [-1.43869150e-04-2.12790575e-09j  3.99760570e+00-6.37982043e-06j]]"
-1089.0238533885088j,"[[ 2.40651716e-03-3.32470688e-05j  8.34098772e-04-1.81981848e-09j]
 [-1.64539842e-04-1.82161072e-09j  3.99759153e+00-3.34431973e-05j]]"
-1088.6542542527923j,"[[ 2.40403556e-03-4.55305655e-05j  8.19740358e-04+4.02008297e-09j]
 [-1.78898244e-04+4.01831726e-09j  3.99759404e+00-4.57303199e-05j]]"
-1088.284655117076j,"[[ 2.39190845e-03-8.87415247e-05j  8.13021879e-04-6.52026086e-09j]
 [-1.85616654e-04-6.52204090e-09j  3.99760615e+00-8.90018578e-05j]]"
-1087.9150559813595j,"[[ 2.35868524e-03-1.56709168e-04j  7.47548094e-04+8.53408462e-09j]
 [-2.51090324e-04+8.53235714e-09j  3.99763943e+00-1.57015962e-04j]]"
-1087.545456845643j,"[[ 2.33564179e-03-1.50142227e-04j  7.22102646e-04-2.36062100e-09j]
 [-2.76535793e-04-2.36225873e-09j  3.99766257e+00-1.50450764e-04j]]"
-1087.1758577099265j,"[[ 2.28312382e-03-1.23871944e-04j  7.00924785e-04-2.34490523e-09j]
 [-2.97713713e-04-2.34650032e-09j  3.99771514e+00-1.24131516e-04j]]"
-1086.80625857421j,"[[ 2.25944368e-03-1.00272379e-04j  6.90104926e-04+5.53883549e-09j]
 [-3.08533626e-04+5.53725787e-09j  3.99773884e+00-1.00479211e-04j]]"
-1086.4366594384937j,"[[ 2.27037998e-03-2.65235183e-05j  7.34720297e-04-9.00466594e-09j]
 [-2.63918400e-04-9.00627836e-09j  3.99772786e+00-2.67239805e-05j]]"
-1086.0670603027775j,"[[ 2.27444303e-03+2.07769881e-06j  7.24584903e-04+4.65470825e-09j]
 [-2.74053856e-04+4.65311286e-09j  3.99772382e+00+1.90752689e-06j]]"
-1085.697461167061j,"[[ 2.32863109e-03+4.69917018e-06j  7.23656568e-04+2.00813715e-11j]
 [-2.74982206e-04+1.84449528e-11j  3.99766959e+00+4.49921686e-06j]]"
-1085.3278620313445j,"[[ 2.39498932e-03+2.23237976e-06j  7.29494183e-04-9.72646674e-10j]
 [-2.69144595e-04-9.74263555e-10j  3.99760325e+00+2.00716818e-06j]]"
-1084.958262895628j,"[[ 2.37852681e-03-5.28577175e-06j  6.79151383e-04+4.32727945e-09j]
 [-3.19487392e-04+4.32572051e-09j  3.99761978e+00-5.52867232e-06j]]"
-1084.5886637599115j,"[[ 2.41970804e-03+1.44019346e-05j  6.76774693e-04-2.28818828e-09j]
 [-3.21864127e-04-2.28973285e-09j  3.99757861e+00+1.41685821e-05j]]"
-1084.2190646241952j,"[[ 2.49388709e-03+6.65451785e-06j  6.55104347e-04-1.96149863e-09j]
 [-3.43534468e-04-1.96298844e-09j  3.99750449e+00+6.46223361e-06j]]"
-1083.8494654884787j,"[[ 2.50288154e-03-4.19276848e-05j  7.04457687e-04-6.91279244e-11j]
 [-2.94181049e-04-7.06349993e-11j  3.99749548e+00-4.20810836e-05j]]"
-1083.4798663527622j,"[[ 2.50721280e-03-1.06545881e-04j  7.24362676e-04-1.07901809e-11j]
 [-2.74275950e-04-1.23113200e-11j  3.99749114e+00-1.06645723e-04j]]"
-1083.1102672170457j,"[[ 2.49452839e-03-1.17662696e-04j  7.14455762e-04+5.88717096e-10j]
 [-2.84182855e-04+5.87130133e-10j  3.99750375e+00-1.17796711e-04j]]"
-1082.7406680813292j,"[[ 2.51509516e-03-1.47185596e-04j  7.27205619e-04+3.25010254e-09j]
 [-2.71432952e-04+3.24851710e-09j  3.99748319e+00-1.47359893e-04j]]"
-1082.371068945613j,"[[ 2.50667200e-03-2.03790281e-04j  6.83379090e-04-3.75862909e-09j]
 [-3.15259387e-04-3.76014908e-09j  3.99749168e+00-2.04017989e-04j]]"
-1082.0014698098964j,"[[ 2.46331090e-03-1.53283873e-04j  7.00027706e-04+2.55377831e-09j]
 [-2.98610874e-04+2.55227448e-09j  3.99753506e+00-1.53500776e-04j]]"
-1081.63187067418j,"[[ 2.43395697e-03-1.58835376e-04j  7.02268822e-04-2.10576089e-09j]
 [-2.96369758e-04-2.10718704e-09j  3.99756450e+00-1.59024143e-04j]]"
-1081.2622715384634j,"[[ 2.44924223e-03-1.35618057e-04j  6.57599848e-04-2.07495185e-09j]
 [-3.41038785e-04-2.07639302e-09j  3.99754920e+00-1.35769499e-04j]]"
-1080.892672402747j,"[[ 2.47749991e-03-1.27353511e-04j  7.14747999e-04+3.70448045e-09j]
 [-2.83890659e-04+3.70303578e-09j  3.99752094e+00-1.27449556e-04j]]"
-1080.5230732670304j,"[[ 2.49328535e-03-1.75195869e-04j  6.74953120e-04-4.90189039e-09j]
 [-3.23685460e-04-4.90335799e-09j  3.99750513e+00-1.75302956e-04j]]"
-1080.1534741313142j,"[[ 2.49335034e-03-1.76205887e-04j  6.57545631e-04+6.55323574e-09j]
 [-3.41092956e-04+6.55176155e-09j  3.99750505e+00-1.76298729e-04j]]"
-1079.7838749955977j,"[[ 2.50268684e-03-1.68418632e-04j  6.81459844e-04-3.02282087e-09j]
 [-3.17178768e-04-3.02431729e-09j  3.99749569e+00-1.68548527e-04j]]"
-1079.4142758598812j,"[[ 2.54158883e-03-1.58375408e-04j  6.72056502e-04-1.16456249e-09j]
 [-3.26582138e-04-1.16600932e-09j  3.99745685e+00-1.58533511e-04j]]"
-1079.0446767241647j,"[[ 2.61079374e-03-1.71574480e-04j  7.02665701e-04+2.18354002e-09j]
 [-2.95972924e-04+2.18215266e-09j  3.99738771e+00-1.71704495e-04j]]"
-1078.6750775884484j,"[[ 2.60754978e-03-2.64536979e-04j  7.32285192e-04-6.75707914e-09j]
 [-2.66353270e-04-6.75847651e-09j  3.99739094e+00-2.64616528e-04j]]"
-1078.3054784527321j,"[[ 2.57827641e-03-3.28573108e-04j  7.58303081e-04+3.89628304e-09j]
 [-2.40335274e-04+3.89488833e-09j  3.99742022e+00-3.28593225e-04j]]"
-1077.9358793170156j,"[[ 2.52017230e-03-3.62458538e-04j  8.34226658e-04-1.92639062e-09j]
 [-1.64411645e-04-1.92785997e-09j  3.99747824e+00-3.62490053e-04j]]"
-1077.5662801812991j,"[[ 2.47362420e-03-3.39410739e-04j  8.51989018e-04+3.30867584e-10j]
 [-1.46649337e-04+3.29381719e-10j  3.99752477e+00-3.39466119e-04j]]"
-1077.1966810455826j,"[[ 2.44172681e-03-3.36060626e-04j  8.67327706e-04+1.91263203e-09j]
 [-1.31310665e-04+1.91118539e-09j  3.99755671e+00-3.36174221e-04j]]"
-1076.8270819098661j,"[[ 2.44410911e-03-3.15595312e-04j  8.63147049e-04-5.59937245e-10j]
 [-1.35491371e-04-5.61385157e-10j  3.99755433e+00-3.15702956e-04j]]"
-1076.4574827741496j,"[[ 2.40055682e-03-3.25520618e-04j  8.01662433e-04+5.15527268e-10j]
 [-1.96975978e-04+5.14144187e-10j  3.99759795e+00-3.25659087e-04j]]"
-1076.0878836384334j,"[[ 2.38903243e-03-2.71185324e-04j  7.81324454e-04-7.48386949e-10j]
 [-2.17314068e-04-7.49741095e-10j  3.99760951e+00-2.71293849e-04j]]"
-1075.7182845027169j,"[[ 2.40147665e-03-2.33004701e-04j  7.76223437e-04-1.03370315e-09j]
 [-2.22415166e-04-1.03502490e-09j  3.99759710e+00-2.33043306e-04j]]"
-1075.3486853670004j,"[[ 2.42004289e-03-1.90736355e-04j  7.90192820e-04+2.71268071e-09j]
 [-2.08445872e-04+2.71132072e-09j  3.99757849e+00-1.90759061e-04j]]"
-1074.9790862312839j,"[[ 2.47650578e-03-1.27930021e-04j  7.90817762e-04+2.26817163e-09j]
 [-2.07821056e-04+2.26680033e-09j  3.99752202e+00-1.27954095e-04j]]"
-1074.6094870955674j,"[[ 2.59446025e-03-1.25042043e-04j  7.68742839e-04-3.31539896e-09j]
 [-2.29895993e-04-3.31674842e-09j  3.99740409e+00-1.25094301e-04j]]"
-1074.239887959851j,"[[ 2.68130172e-03-1.93175188e-04j  8.24110300e-04+1.49997592e-09j]
 [-1.74528414e-04+1.49864517e-09j  3.99731727e+00-1.93234106e-04j]]"
-1073.8702888241346j,"[[ 2.71812912e-03-2.80913515e-04j  8.08604403e-04-4.93985013e-09j]
 [-1.90034158e-04-4.94111946e-09j  3.99728051e+00-2.80972670e-04j]]"
-1073.500689688418j,"[[ 2.67425730e-03-3.52576057e-04j  7.81894452e-04+2.40665197e-09j]
 [-2.16743986e-04+2.40543655e-09j  3.99732444e+00-3.52598827e-04j]]"
-1073.1310905527016j,"[[ 2.66509166e-03-3.73431271e-04j  7.77389179e-04+3.35562037e-09j]
 [-2.21249231e-04+3.35443274e-09j  3.99733363e+00-3.73338262e-04j]]"
-1072.761491416985j,"[[ 2.71446508e-03-4.08387828e-04j  7.51958826e-04-3.73567946e-09j]
 [-2.46679529e-04-3.73690303e-09j  3.99728422e+00-4.08247384e-04j]]"
-1072.3918922812686j,"[[ 2.69999324e-03-4.53242659e-04j  7.51684893e-04+7.87743589e-09j]
 [-2.46953388e-04+7.87620174e-09j  3.99729868e+00-4.53065616e-04j]]"
-1072.0222931455523j,"[[ 2.70549083e-03-5.04836489e-04j  7.23817527e-04-5.18632827e-09j]
 [-2.74820668e-04-5.18755934e-09j  3.99729319e+00-5.04628918e-04j]]"
-1071.6526940098358j,"[[ 2.70924278e-03-5.24068528e-04j  7.08881863e-04-7.73124988e-10j]
 [-2.89756306e-04-7.74407808e-10j  3.99728938e+00-5.23801767e-04j]]"
-1071.2830948741193j,"[[ 2.70855534e-03-5.37408843e-04j  7.44677148e-04+1.66661256e-09j]
 [-2.53961006e-04+1.66530384e-09j  3.99729004e+00-5.37162441e-04j]]"
-1070.913495738403j,"[[ 2.74570149e-03-6.13935591e-04j  7.19059439e-04-6.48312222e-09j]
 [-2.79578582e-04-6.48444882e-09j  3.99725288e+00-6.13688807e-04j]]"
-1070.5438966026866j,"[[ 2.72778718e-03-6.96598339e-04j  7.50559054e-04+5.38347378e-09j]
 [-2.48078823e-04+5.38220661e-09j  3.99727086e+00-6.96329843e-04j]]"
-1070.1742974669703j,"[[ 2.68786313e-03-7.40415458e-04j  7.36802481e-04-1.09425941e-09j]
 [-2.61835325e-04-1.09552346e-09j  3.99731078e+00-7.40067842e-04j]]"
-1069.8046983312538j,"[[ 2.66470245e-03-8.60728962e-04j  6.75429219e-04+9.01019946e-10j]
 [-3.23208372e-04+8.99698934e-10j  3.99733388e+00-8.60258360e-04j]]"
-1069.4350991955373j,"[[ 2.58309595e-03-9.40191747e-04j  6.77906480e-04+2.76717787e-09j]
 [-3.20730973e-04+2.76573353e-09j  3.99741536e+00-9.39741628e-04j]]"
-1069.0655000598208j,"[[ 2.41832988e-03-9.62427881e-04j  6.75924816e-04-2.82267517e-09j]
 [-3.22712607e-04-2.82418946e-09j  3.99758005e+00-9.62028051e-04j]]"
-1068.6959009241043j,"[[ 2.29578848e-03-9.45710663e-04j  7.09041909e-04-1.02348415e-09j]
 [-2.89595556e-04-1.02496689e-09j  3.99770263e+00-9.45365970e-04j]]"
-1068.3263017883878j,"[[ 2.22700842e-03-8.43835917e-04j  7.31950008e-04+1.69668926e-09j]
 [-2.66687658e-04+1.69521541e-09j  3.99777142e+00-8.43478343e-04j]]"
-1067.9567026526715j,"[[ 2.18991464e-03-8.02537332e-04j  7.50773675e-04-3.50036183e-09j]
 [-2.47864079e-04-3.50183521e-09j  3.99780851e+00-8.02151832e-04j]]"
-1067.587103516955j,"[[ 2.20122241e-03-7.46557461e-04j  7.46281550e-04+2.92276558e-09j]
 [-2.52356318e-04+2.92127489e-09j  3.99779719e+00-7.46144832e-04j]]"
-1067.2175043812385j,"[[ 2.19866373e-03-7.55171813e-04j  7.81352442e-04+1.22634707e-09j]
 [-2.17285420e-04+1.22479114e-09j  3.99779968e+00-7.54729849e-04j]]"
-1066.847905245522j,"[[ 2.16699235e-03-8.02501296e-04j  8.23844706e-04-4.89064610e-09j]
 [-1.74793077e-04-4.89225182e-09j  3.99783129e+00-8.02095642e-04j]]"
-1066.4783061098055j,"[[ 2.13647819e-03-8.11483819e-04j  8.97699800e-04+3.72933311e-09j]
 [-1.00937977e-04+3.72769727e-09j  3.99786178e+00-8.11105137e-04j]]"
-1066.1087069740893j,"[[ 2.07212561e-03-7.81811277e-04j  9.52709390e-04-6.23233423e-09j]
 [-4.59284532e-05-6.23394694e-09j  3.99792615e+00-7.81496097e-04j]]"
-1065.7391078383728j,"[[2.03047297e-03-7.48000079e-04j 1.01322418e-03+7.97083811e-10j]
 [1.45862661e-05+7.95485533e-10j 3.99796782e+00-7.47689400e-04j]]"
-1065.3695087026563j,"[[2.02319953e-03-7.00275811e-04j 1.01409493e-03+4.46971123e-09j]
 [1.54569157e-05+4.46816055e-09j 3.99797515e+00-6.99939637e-04j]]"
-1064.9999095669398j,"[[ 1.98989833e-03-6.85276746e-04j  9.89347963e-04-4.69897178e-09j]
 [-9.29009196e-06-4.70055323e-09j  3.99800842e+00-6.84904907e-04j]]"
-1064.6303104312233j,"[[1.92333012e-03-6.22852657e-04j 1.06008566e-03+3.99649869e-09j]
 [6.14474743e-05+3.99489043e-09j 3.99807496e+00-6.22445081e-04j]]"
-1064.2607112955068j,"[[1.90457193e-03-5.71289321e-04j 1.09838204e-03-4.71202372e-09j]
 [9.97437535e-05-4.71366728e-09j 3.99809368e+00-5.70899264e-04j]]"
-1063.8911121597905j,"[[1.92078945e-03-4.95393302e-04j 1.07084591e-03+1.19394130e-09j]
 [7.22074727e-05+1.19227090e-09j 3.99807743e+00-4.95006471e-04j]]"
-1063.521513024074j,"[[1.97718031e-03-4.73571822e-04j 1.09183279e-03+1.52770284e-09j]
 [9.31942941e-05+1.52603070e-09j 3.99802104e+00-4.73195580e-04j]]"
-1063.1519138883577j,"[[2.02283614e-03-5.19391891e-04j 1.05787235e-03-3.01915936e-09j]
 [5.92339316e-05-3.02085298e-09j 3.99797536e+00-5.19033690e-04j]]"
-1062.7823147526412j,"[[1.99435478e-03-4.98614860e-04j 1.04966730e-03+6.74672765e-09j]
 [5.10288336e-05+6.74505500e-09j 3.99800387e+00-4.98260602e-04j]]"
-1062.4127156169247j,"[[ 1.97699922e-03-4.77908885e-04j  9.83179937e-04-1.19034701e-09j]
 [-1.54585777e-05-1.19203139e-09j  3.99802121e+00-4.77532997e-04j]]"
-1062.0431164812085j,"[[ 1.98440682e-03-4.57490887e-04j  9.32280863e-04+5.52837394e-10j]
 [-6.63577011e-05+5.51128643e-10j  3.99801378e+00-4.57074465e-04j]]"
-1061.673517345492j,"[[ 1.92243763e-03-4.51534510e-04j  8.71785317e-04+2.39638096e-09j]
 [-1.26853269e-04+2.39460083e-09j  3.99807567e+00-4.51132653e-04j]]"
-1061.3039182097755j,"[[ 1.88590989e-03-3.83567118e-04j  8.66817368e-04-4.53415892e-09j]
 [-1.31821356e-04-4.53597281e-09j  3.99811216e+00-3.83191312e-04j]]"
-1060.934319074059j,"[[ 1.93162078e-03-3.29146802e-04j  8.39822617e-04+2.33084065e-09j]
 [-1.58816220e-04+2.32901805e-09j  3.99806644e+00-3.28827416e-04j]]"
-1060.5647199383425j,"[[ 1.94817100e-03-3.23762938e-04j  8.09212352e-04+3.16581962e-09j]
 [-1.89426505e-04+3.16400254e-09j  3.99804990e+00-3.23483540e-04j]]"
-1060.195120802626j,"[[ 1.95401963e-03-3.20263814e-04j  7.98755714e-04-4.20353362e-09j]
 [-1.99883160e-04-4.20530786e-09j  3.99804410e+00-3.19991485e-04j]]"
-1059.8255216669097j,"[[ 1.96758197e-03-2.67844766e-04j  7.76668052e-04+4.11239946e-09j]
 [-2.21970931e-04+4.11063110e-09j  3.99803054e+00-2.67562132e-04j]]"
-1059.4559225311932j,"[[ 1.99944584e-03-2.40552350e-04j  7.41947542e-04-1.79024694e-09j]
 [-2.56691502e-04-1.79200601e-09j  3.99799869e+00-2.40226328e-04j]]"
-1059.0863233954767j,"[[ 2.04383140e-03-2.20538366e-04j  7.72876508e-04-4.45610541e-09j]
 [-2.25762585e-04-4.45790596e-09j  3.99795426e+00-2.20191952e-04j]]"
-1058.7167242597602j,"[[ 2.05316397e-03-2.12165475e-04j  7.74247129e-04+6.28237569e-09j]
 [-2.24391989e-04+6.28050526e-09j  3.99794485e+00-2.11810969e-04j]]"
-1058.3471251240437j,"[[ 2.08116042e-03-2.25457723e-04j  7.90710558e-04-5.83008955e-09j]
 [-2.07928546e-04-5.83199149e-09j  3.99791683e+00-2.25156332e-04j]]"
-1057.9775259883274j,"[[ 2.11379878e-03-2.16739147e-04j  7.97817528e-04+3.71593482e-09j]
 [-2.00821602e-04+3.71400644e-09j  3.99788416e+00-2.16510865e-04j]]"
-1057.607926852611j,"[[ 2.12952855e-03-2.26461547e-04j  7.83779904e-04-2.98707820e-10j]
 [-2.14859218e-04-3.00577097e-10j  3.99786849e+00-2.26279435e-04j]]"
-1057.2383277168944j,"[[ 2.13564914e-03-2.70086112e-04j  7.85754777e-04-4.20909616e-09j]
 [-2.12884274e-04-4.21093140e-09j  3.99786241e+00-2.69906229e-04j]]"
-1056.868728581178j,"[[ 2.11816921e-03-2.61243472e-04j  6.85086511e-04+7.72343739e-09j]
 [-3.13552568e-04+7.72164075e-09j  3.99787993e+00-2.61026650e-04j]]"
