iw_n,Sigma_iw_n
-1104.1774179528832j,"[[ 1.11847646e-02-8.40567021e-05j  1.83346342e-04+1.34453768e-08j]
 [-3.63563604e-04+1.34450968e-08j  3.98881467e+00-8.35616659e-05j]]"
-1103.8078188171667j,"[[ 1.11877534e-02-1.60854603e-04j  1.40035005e-04-1.98921752e-08j]
 [-4.06874870e-04-1.98924581e-08j  3.98881167e+00-1.60337218e-04j]]"
-1103.4382196814502j,"[[ 1.11832905e-02-2.21266257e-04j  1.77600453e-04+1.09081516e-08j]
 [-3.69309366e-04+1.09078227e-08j  3.98881605e+00-2.20688374e-04j]]"
-1103.0686205457337j,"[[ 1.11157816e-02-2.69412739e-04j  2.04095373e-04-4.54444385e-10j]
 [-3.42814404e-04-4.54738979e-10j  3.98888362e+00-2.68790843e-04j]]"
-1102.6990214100174j,"[[ 1.11122608e-02-1.86531658e-04j  1.80939982e-04-1.30599272e-08j]
 [-3.65969882e-04-1.30603380e-08j  3.98888691e+00-1.85854043e-04j]]"
-1102.329422274301j,"[[ 1.11205376e-02-2.55030805e-04j  1.82645368e-04+1.86236693e-08j]
 [-3.64264433e-04+1.86232335e-08j  3.98887858e+00-2.54418466e-04j]]"
-1101.9598231385844j,"[[ 1.11323852e-02-2.08977747e-04j  2.20922646e-04-1.73674295e-08j]
 [-3.25987205e-04-1.73678784e-08j  3.98886671e+00-2.08395637e-04j]]"
-1101.5902240028681j,"[[ 1.11151798e-02-2.73758353e-04j  2.47862798e-04+2.46753314e-09j]
 [-2.99046994e-04+2.46703696e-09j  3.98888382e+00-2.73250030e-04j]]"
-1101.2206248671516j,"[[ 1.11167975e-02-2.49914324e-04j  2.70753168e-04+9.76625988e-09j]
 [-2.76156653e-04+9.76582232e-09j  3.98888232e+00-2.49430237e-04j]]"
-1100.8510257314351j,"[[ 1.11116517e-02-2.95483077e-04j  2.35867288e-04-1.65917504e-08j]
 [-3.11042492e-04-1.65922269e-08j  3.98888739e+00-2.94962738e-04j]]"
-1100.4814265957189j,"[[ 1.10927266e-02-3.00563412e-04j  2.68776645e-04+1.31926428e-08j]
 [-2.78133136e-04+1.31921477e-08j  3.98890628e+00-3.00043173e-04j]]"
-1100.1118274600024j,"[[ 1.10374515e-02-3.05257221e-04j  1.76903643e-04-5.92556790e-09j]
 [-3.70006138e-04-5.92606598e-09j  3.98896155e+00-3.04741156e-04j]]"
-1099.7422283242859j,"[[ 1.10275416e-02-2.36798751e-04j  1.44162138e-04-3.90258706e-09j]
 [-4.02747716e-04-3.90314564e-09j  3.98897133e+00-2.36260626e-04j]]"
-1099.3726291885694j,"[[ 1.10714401e-02-2.49517651e-04j  1.14391647e-04+1.55255974e-08j]
 [-4.32518199e-04+1.55250074e-08j  3.98892737e+00-2.49080009e-04j]]"
-1099.0030300528529j,"[[ 1.10681241e-02-2.33942625e-04j  9.57594481e-05-1.73758939e-08j]
 [-4.51150419e-04-1.73764880e-08j  3.98893068e+00-2.33566090e-04j]]"
-1098.6334309171366j,"[[ 1.11029627e-02-1.89875982e-04j  7.51639803e-05+6.93289957e-09j]
 [-4.71745935e-04+6.93227960e-09j  3.98889579e+00-1.89569876e-04j]]"
-1098.26383178142j,"[[ 1.11826621e-02-2.59753228e-04j  6.05742576e-05+6.27866623e-09j]
 [-4.86335593e-04+6.27810141e-09j  3.98881620e+00-2.59497529e-04j]]"
-1097.8942326457036j,"[[ 1.11194401e-02-2.96654358e-04j  5.88776892e-05-1.42685922e-08j]
 [-4.88032130e-04-1.42691588e-08j  3.98887942e+00-2.96400295e-04j]]"
-1097.524633509987j,"[[ 1.11512673e-02-2.72694561e-04j  7.84243715e-05+1.72388517e-08j]
 [-4.68485476e-04+1.72382678e-08j  3.98884756e+00-2.72425244e-04j]]"
-1097.1550343742706j,"[[ 1.12332859e-02-3.52485490e-04j  4.53501127e-05-8.56580374e-09j]
 [-5.01559660e-04-8.56635670e-09j  3.98876560e+00-3.52232260e-04j]]"
-1096.785435238554j,"[[ 1.11713987e-02-4.27422798e-04j  1.16492364e-04-2.84835110e-09j]
 [-4.30417340e-04-2.84898942e-09j  3.98882732e+00-4.27196792e-04j]]"
-1096.4158361028378j,"[[ 1.10884297e-02-4.70663618e-04j  1.35119154e-04+1.48344495e-08j]
 [-4.11790512e-04+1.48338676e-08j  3.98891040e+00-4.70479091e-04j]]"
-1096.0462369671213j,"[[ 1.09928313e-02-4.48930494e-04j  1.12345657e-04-1.56592447e-08j]
 [-4.34564036e-04-1.56598497e-08j  3.98900595e+00-4.48781882e-04j]]"
-1095.6766378314048j,"[[ 1.09836457e-02-4.05522635e-04j  7.94973048e-05+1.32991046e-08j]
 [-4.67412437e-04+1.32984562e-08j  3.98901505e+00-4.05410991e-04j]]"
-1095.3070386956883j,"[[ 1.09616986e-02-3.79077397e-04j  9.25348741e-05-2.94758774e-09j]
 [-4.54374899e-04-2.94816289e-09j  3.98903715e+00-3.79019025e-04j]]"
-1094.9374395599718j,"[[ 1.09710209e-02-3.06140808e-04j  1.02071104e-04-7.62389620e-09j]
 [-4.44838747e-04-7.62451304e-09j  3.98902774e+00-3.06090862e-04j]]"
-1094.5678404242556j,"[[ 1.10042784e-02-3.29912380e-04j  1.27926717e-04+1.93700759e-08j]
 [-4.18983115e-04+1.93694968e-08j  3.98899456e+00-3.29871181e-04j]]"
-1094.198241288539j,"[[ 1.10166166e-02-2.91593458e-04j  1.12154387e-04-1.61239122e-08j]
 [-4.34755488e-04-1.61245007e-08j  3.98898220e+00-2.91573864e-04j]]"
-1093.8286421528228j,"[[ 1.10090910e-02-3.30974432e-04j  7.55318117e-05+7.10510753e-09j]
 [-4.71378029e-04+7.10447580e-09j  3.98898964e+00-3.31001373e-04j]]"
-1093.4590430171063j,"[[ 1.10216792e-02-2.85771275e-04j  5.35346956e-05+6.67922154e-09j]
 [-4.93375195e-04+6.67865509e-09j  3.98897718e+00-2.85854356e-04j]]"
-1093.0894438813898j,"[[ 1.10625904e-02-2.93980359e-04j  1.34307982e-04-1.39679373e-08j]
 [-4.12601905e-04-1.39685001e-08j  3.98893628e+00-2.94076113e-04j]]"
-1092.7198447456733j,"[[ 1.10263741e-02-3.84003671e-04j  1.37390512e-04+1.45054059e-08j]
 [-4.09519290e-04+1.45048774e-08j  3.98897257e+00-3.84100629e-04j]]"
-1092.350245609957j,"[[ 1.09819155e-02-3.83609969e-04j  1.89957057e-04-8.82883533e-09j]
 [-3.56952751e-04-8.82932784e-09j  3.98901710e+00-3.83678546e-04j]]"
-1091.9806464742405j,"[[ 1.09216208e-02-3.38266253e-04j  1.46054419e-04-1.91874500e-09j]
 [-4.00855440e-04-1.91929682e-09j  3.98907727e+00-3.38275120e-04j]]"
-1091.611047338524j,"[[ 1.09093588e-02-2.90312884e-04j  1.66225268e-04+1.31775202e-08j]
 [-3.80684643e-04+1.31769754e-08j  3.98908955e+00-2.90340613e-04j]]"
-1091.2414482028075j,"[[ 1.09193674e-02-2.28735069e-04j  8.69094243e-05-1.41159102e-08j]
 [-4.60000554e-04-1.41164729e-08j  3.98907951e+00-2.28788675e-04j]]"
-1090.871849067091j,"[[ 1.09199455e-02-2.10871421e-04j  4.86639706e-05+9.59341182e-09j]
 [-4.98246031e-04+9.59282472e-09j  3.98907888e+00-2.10988687e-04j]]"
-1090.5022499313748j,"[[ 1.09839958e-02-1.61246807e-04j  9.53288563e-06-9.29024336e-10j]
 [-5.37377171e-04-9.29572272e-10j  3.98901491e+00-1.61402848e-04j]]"
-1090.1326507956583j,"[[ 1.10275726e-02-1.66420888e-04j  3.13793751e-05-1.35472023e-08j]
 [-5.15530681e-04-1.35477628e-08j  3.98897131e+00-1.66612030e-04j]]"
-1089.7630516599418j,"[[ 1.10616817e-02-1.21741195e-04j  6.77929973e-05+1.78952569e-08j]
 [-4.79117109e-04+1.78947392e-08j  3.98893728e+00-1.21934432e-04j]]"
-1089.3934525242253j,"[[ 1.11447979e-02-1.89919864e-04j  3.62943690e-05-1.25452080e-08j]
 [-5.10615674e-04-1.25457143e-08j  3.98885419e+00-1.90102496e-04j]]"
-1089.0238533885088j,"[[ 1.11515628e-02-2.52777152e-04j -1.08572716e-05-1.21492646e-09j]
 [-5.57767256e-04-1.21547608e-09j  3.98884734e+00-2.53019146e-04j]]"
-1088.6542542527923j,"[[ 1.11368281e-02-3.01038111e-04j  2.79494593e-05+1.04407289e-08j]
 [-5.18960482e-04+1.04402558e-08j  3.98886223e+00-3.01271984e-04j]]"
-1088.284655117076j,"[[ 1.11193838e-02-2.63094484e-04j  6.68648391e-05-1.72738580e-08j]
 [-4.80045145e-04-1.72743586e-08j  3.98887962e+00-2.63359351e-04j]]"
-1087.9150559813595j,"[[ 1.11344925e-02-3.13302563e-04j  8.43392895e-05+1.43645573e-08j]
 [-4.62570649e-04+1.43640716e-08j  3.98886454e+00-3.13597481e-04j]]"
-1087.545456845643j,"[[ 1.10539055e-02-3.90794610e-04j  1.26023205e-04-8.26849684e-09j]
 [-4.20886661e-04-8.26890057e-09j  3.98894529e+00-3.91065442e-04j]]"
-1087.1758577099265j,"[[ 1.09969868e-02-3.51363486e-04j  1.18318948e-04-7.22809563e-09j]
 [-4.28590964e-04-7.22854701e-09j  3.98900211e+00-3.51571836e-04j]]"
-1086.80625857421j,"[[ 1.09929279e-02-2.95396001e-04j  7.00281153e-05+1.60049418e-08j]
 [-4.76881858e-04+1.60045286e-08j  3.98900625e+00-2.95590068e-04j]]"
-1086.4366594384937j,"[[ 1.10281596e-02-1.77237648e-04j  7.65241569e-05-1.77604460e-08j]
 [-4.70385940e-04-1.77608865e-08j  3.98897096e+00-1.77434256e-04j]]"
-1086.0670603027775j,"[[ 1.10542005e-02-1.99835805e-04j  7.74026672e-05+9.23638030e-09j]
 [-4.69507412e-04+9.23593021e-09j  3.98894490e+00-2.00012175e-04j]]"
-1085.697461167061j,"[[ 1.10684972e-02-1.87451016e-04j  5.38878260e-05+2.61338213e-09j]
 [-4.93022271e-04+2.61295453e-09j  3.98893065e+00-1.87676362e-04j]]"
-1085.3278620313445j,"[[ 1.11401829e-02-1.51668895e-04j  2.35301844e-05-1.51930464e-08j]
 [-5.23379953e-04-1.51934942e-08j  3.98885892e+00-1.51885508e-04j]]"
-1084.958262895628j,"[[ 1.11777514e-02-2.16042030e-04j  3.92543562e-06+1.67169613e-08j]
 [-5.42984642e-04+1.67165567e-08j  3.98882144e+00-2.16261336e-04j]]"
-1084.5886637599115j,"[[ 1.11880420e-02-1.54532264e-04j -1.84983991e-05-9.27737575e-09j]
 [-5.65408544e-04-9.27777090e-09j  3.98881117e+00-1.54737688e-04j]]"
-1084.2190646241952j,"[[ 1.12970664e-02-1.91358129e-04j -1.10677330e-06-3.07505739e-09j]
 [-5.48016886e-04-3.07548807e-09j  3.98870208e+00-1.91543098e-04j]]"
-1083.8494654884787j,"[[ 1.13244779e-02-2.88073675e-04j  6.17955377e-05+8.84778810e-09j]
 [-4.85114482e-04+8.84739949e-09j  3.98867475e+00-2.88263568e-04j]]"
-1083.4798663527622j,"[[ 1.13042429e-02-3.70755549e-04j  5.51666103e-05-1.19812093e-08j]
 [-4.91743332e-04-1.19815860e-08j  3.98869501e+00-3.70893600e-04j]]"
-1083.1102672170457j,"[[ 1.12549839e-02-4.34142648e-04j  3.16043474e-05+1.29939042e-08j]
 [-5.15305536e-04+1.29934625e-08j  3.98874414e+00-4.34296661e-04j]]"
-1082.7406680813292j,"[[ 1.11904981e-02-4.10176325e-04j  7.66194939e-05-2.63482204e-09j]
 [-4.70290419e-04-2.63521940e-09j  3.98880871e+00-4.10358134e-04j]]"
-1082.371068945613j,"[[ 1.11852864e-02-3.59910702e-04j  7.03722660e-05-1.01109870e-08j]
 [-4.76537703e-04-1.01114057e-08j  3.98881388e+00-3.60108352e-04j]]"
-1082.0014698098964j,"[[ 1.12474781e-02-3.15218559e-04j  8.59694979e-05+1.79996909e-08j]
 [-4.60940521e-04+1.79992705e-08j  3.98875169e+00-3.15403119e-04j]]"
-1081.63187067418j,"[[ 1.12456835e-02-3.62474130e-04j  1.05404623e-04-1.36617374e-08j]
 [-4.41505353e-04-1.36621013e-08j  3.98875359e+00-3.62707253e-04j]]"
-1081.2622715384634j,"[[ 1.12484840e-02-3.54738096e-04j  1.93413763e-04+4.71148641e-09j]
 [-3.53496227e-04+4.71107036e-09j  3.98875069e+00-3.54944660e-04j]]"
-1080.892672402747j,"[[ 1.12738261e-02-3.88739127e-04j  1.89283502e-04+9.31376557e-09j]
 [-3.57626458e-04+9.31341504e-09j  3.98872548e+00-3.88933853e-04j]]"
-1080.5230732670304j,"[[ 1.12576633e-02-3.81243869e-04j  1.64228742e-04-1.50408188e-08j]
 [-3.82681231e-04-1.50412094e-08j  3.98874156e+00-3.81456504e-04j]]"
-1080.1534741313142j,"[[ 1.13183478e-02-3.94862418e-04j  1.40858051e-04+1.76435671e-08j]
 [-4.06051913e-04+1.76431914e-08j  3.98868091e+00-3.95033059e-04j]]"
-1079.7838749955977j,"[[ 1.13075767e-02-4.57689947e-04j  1.51686802e-04-7.23804885e-09j]
 [-3.95223104e-04-7.23842009e-09j  3.98869169e+00-4.57887551e-04j]]"
-1079.4142758598812j,"[[ 1.13070673e-02-4.87300066e-04j  1.83173293e-04-2.76146106e-09j]
 [-3.63736588e-04-2.76185048e-09j  3.98869216e+00-4.87521518e-04j]]"
-1079.0446767241647j,"[[ 1.13088744e-02-5.48402521e-04j  1.80839931e-04+1.26050717e-08j]
 [-3.66069893e-04+1.26047531e-08j  3.98869049e+00-5.48615905e-04j]]"
-1078.6750775884484j,"[[ 1.12682722e-02-6.16733275e-04j  2.45613285e-04-1.70088398e-08j]
 [-3.01296476e-04-1.70091801e-08j  3.98873105e+00-6.16919952e-04j]]"
-1078.3054784527321j,"[[ 1.12233568e-02-6.15020474e-04j  2.50306405e-04+1.54057432e-08j]
 [-2.96603363e-04+1.54054144e-08j  3.98877599e+00-6.15169900e-04j]]"
-1077.9358793170156j,"[[ 1.11487073e-02-6.30704958e-04j  2.59115235e-04-2.55540574e-10j]
 [-2.87794523e-04-2.55862253e-10j  3.98885066e+00-6.30833321e-04j]]"
-1077.5662801812991j,"[[ 1.11029432e-02-5.75224169e-04j  2.61835218e-04-1.19201270e-08j]
 [-2.85074601e-04-1.19205018e-08j  3.98889631e+00-5.75358876e-04j]]"
-1077.1966810455826j,"[[ 1.11341207e-02-5.45479838e-04j  2.83450980e-04+1.75615250e-08j]
 [-2.63458874e-04+1.75611777e-08j  3.98886519e+00-5.45650975e-04j]]"
-1076.8270819098661j,"[[ 1.11144918e-02-5.89830745e-04j  3.33770440e-04-1.15770333e-08j]
 [-2.13139374e-04-1.15773628e-08j  3.98888486e+00-5.89997501e-04j]]"
-1076.4574827741496j,"[[ 1.10579638e-02-5.51547262e-04j  3.77806613e-04+1.10541397e-09j]
 [-1.69103246e-04+1.10508175e-09j  3.98894138e+00-5.51746018e-04j]]"
-1076.0878836384334j,"[[ 1.10528684e-02-4.72141441e-04j  3.89931540e-04+7.93745540e-09j]
 [-1.56978404e-04+7.93718004e-09j  3.98894659e+00-4.72289823e-04j]]"
-1075.7182845027169j,"[[ 1.11037667e-02-3.88347629e-04j  4.01239578e-04-1.48648320e-08j]
 [-1.45670456e-04-1.48651232e-08j  3.98889566e+00-3.88441860e-04j]]"
-1075.3486853670004j,"[[ 1.12096483e-02-3.93070393e-04j  3.56513730e-04+1.35098581e-08j]
 [-1.90396305e-04+1.35095278e-08j  3.98878970e+00-3.93145333e-04j]]"
-1074.9790862312839j,"[[ 1.12510356e-02-4.50992373e-04j  3.79279566e-04-3.78831106e-09j]
 [-1.67630415e-04-3.78860055e-09j  3.98874839e+00-4.51089691e-04j]]"
-1074.6094870955674j,"[[ 1.12798034e-02-5.21283344e-04j  4.26860678e-04-9.06589680e-09j]
 [-1.20049237e-04-9.06621950e-09j  3.98871956e+00-5.21383068e-04j]]"
-1074.239887959851j,"[[ 1.12674123e-02-5.65360043e-04j  4.20904239e-04+1.46599503e-08j]
 [-1.26005636e-04+1.46596514e-08j  3.98873200e+00-5.65464385e-04j]]"
-1073.8702888241346j,"[[ 1.12520195e-02-6.33501188e-04j  4.04469409e-04-1.77886971e-08j]
 [-1.42440401e-04-1.77889655e-08j  3.98874745e+00-6.33625714e-04j]]"
-1073.500689688418j,"[[ 1.12632914e-02-6.31091046e-04j  3.68960990e-04+7.62401975e-09j]
 [-1.77948828e-04+7.62373638e-09j  3.98873615e+00-6.31199684e-04j]]"
-1073.1310905527016j,"[[ 1.12181544e-02-6.90024735e-04j  3.70361652e-04+5.39091283e-09j]
 [-1.76548111e-04+5.39069268e-09j  3.98878141e+00-6.90037935e-04j]]"
-1072.761491416985j,"[[ 1.11795254e-02-6.53532404e-04j  3.55270656e-04-1.73216789e-08j]
 [-1.91639150e-04-1.73219678e-08j  3.98881990e+00-6.53529415e-04j]]"
-1072.3918922812686j,"[[ 1.11650082e-02-6.90283552e-04j  3.00416381e-04+1.63874033e-08j]
 [-2.46493393e-04+1.63871364e-08j  3.98883447e+00-6.90278419e-04j]]"
-1072.0222931455523j,"[[ 1.11421827e-02-6.50913121e-04j  2.91814449e-04-1.09820375e-08j]
 [-2.55095371e-04-1.09822481e-08j  3.98885740e+00-6.50876067e-04j]]"
-1071.6526940098358j,"[[ 1.12261073e-02-5.98079438e-04j  2.62086306e-04-9.55788684e-10j]
 [-2.84823572e-04-9.56078424e-10j  3.98877332e+00-5.97971227e-04j]]"
-1071.2830948741193j,"[[ 1.12650377e-02-6.65241038e-04j  2.55794554e-04+9.38916014e-09j]
 [-2.91115262e-04+9.38890321e-09j  3.98873446e+00-6.65150412e-04j]]"
-1070.913495738403j,"[[ 1.12751476e-02-7.43767617e-04j  2.56845189e-04-1.87140808e-08j]
 [-2.90064552e-04-1.87143721e-08j  3.98872428e+00-7.43679213e-04j]]"
-1070.5438966026866j,"[[ 1.12540232e-02-7.61448008e-04j  2.18640395e-04+1.31295797e-08j]
 [-3.28269332e-04+1.31293127e-08j  3.98874545e+00-7.61343562e-04j]]"
-1070.1742974669703j,"[[ 1.12479020e-02-8.46914039e-04j  2.35099216e-04-4.03535032e-09j]
 [-3.11810429e-04-4.03556390e-09j  3.98875168e+00-8.46750650e-04j]]"
-1069.8046983312538j,"[[ 1.11723694e-02-8.80991884e-04j  1.85941727e-04-7.83860772e-09j]
 [-3.60967889e-04-7.83888467e-09j  3.98882709e+00-8.80698786e-04j]]"
-1069.4350991955373j,"[[ 1.11469410e-02-8.98103301e-04j  1.80744894e-04+1.52550332e-08j]
 [-3.66164710e-04+1.52547173e-08j  3.98885244e+00-8.97809573e-04j]]"
-1069.0655000598208j,"[[ 1.11050394e-02-9.38677925e-04j  1.61423572e-04-1.45245882e-08j]
 [-3.85485996e-04-1.45249496e-08j  3.98889425e+00-9.38412037e-04j]]"
-1068.6959009241043j,"[[ 1.10400573e-02-9.72552168e-04j  1.18808499e-04+5.20058165e-09j]
 [-4.28101039e-04+5.20022057e-09j  3.98895924e+00-9.72352119e-04j]]"
-1068.3263017883878j,"[[ 1.09290748e-02-9.23120221e-04j  1.23588330e-04+8.66727857e-09j]
 [-4.23321265e-04+8.66696793e-09j  3.98907032e+00-9.22883168e-04j]]"
-1067.9567026526715j,"[[ 1.09534674e-02-8.66754067e-04j  9.27959529e-05-1.41211403e-08j]
 [-4.54113705e-04-1.41214852e-08j  3.98904586e+00-8.66490504e-04j]]"
-1067.587103516955j,"[[ 1.09580531e-02-8.44567142e-04j  1.14304189e-04+1.26608049e-08j]
 [-4.32605496e-04+1.26604477e-08j  3.98904125e+00-8.44279045e-04j]]"
-1067.2175043812385j,"[[ 1.09220356e-02-8.58127714e-04j  1.82430088e-04-5.22190516e-09j]
 [-3.64479589e-04-5.22227862e-09j  3.98907723e+00-8.57811734e-04j]]"
-1066.847905245522j,"[[ 1.09424715e-02-8.73997993e-04j  2.87862355e-04-2.58486578e-09j]
 [-2.59047311e-04-2.58530480e-09j  3.98905667e+00-8.73723045e-04j]]"
-1066.4783061098055j,"[[ 1.09406118e-02-8.67482788e-04j  2.76128808e-04+1.55147271e-08j]
 [-2.70780871e-04+1.55143172e-08j  3.98905859e+00-8.67199812e-04j]]"
-1066.1087069740893j,"[[ 1.09086953e-02-9.33932453e-04j  3.05954385e-04-1.82944219e-08j]
 [-2.40955230e-04-1.82948379e-08j  3.98909049e+00-9.33697353e-04j]]"
-1065.7391078383728j,"[[ 1.08290678e-02-9.07547165e-04j  3.30698610e-04+1.21931299e-08j]
 [-2.16211039e-04+1.21926844e-08j  3.98917006e+00-9.07338321e-04j]]"
-1065.3695087026563j,"[[ 1.08139696e-02-9.02533768e-04j  3.70824607e-04+2.64472959e-09j]
 [-1.76085052e-04+2.64435600e-09j  3.98918530e+00-9.02307395e-04j]]"
-1064.9999095669398j,"[[ 1.07801230e-02-9.02655664e-04j  3.76694881e-04-1.32845468e-08j]
 [-1.70214783e-04-1.32850048e-08j  3.98921898e+00-9.02404877e-04j]]"
-1064.6303104312233j,"[[ 1.07312510e-02-8.77836200e-04j  3.79243050e-04+1.93215698e-08j]
 [-1.67666645e-04+1.93211310e-08j  3.98926789e+00-8.77571265e-04j]]"
-1064.2607112955068j,"[[ 1.06767982e-02-8.37012506e-04j  3.87611802e-04-1.25916120e-08j]
 [-1.59297941e-04-1.25920571e-08j  3.98932233e+00-8.36760926e-04j]]"
-1063.8911121597905j,"[[ 1.07008596e-02-7.72248579e-04j  3.74413212e-04+2.39296833e-09j]
 [-1.72496603e-04+2.39248426e-09j  3.98929820e+00-7.72021857e-04j]]"
-1063.521513024074j,"[[ 1.07295452e-02-7.67195648e-04j  4.29736795e-04+1.23075025e-08j]
 [-1.17173030e-04+1.23070742e-08j  3.98926962e+00-7.66952714e-04j]]"
-1063.1519138883577j,"[[ 1.07309042e-02-8.03394954e-04j  3.89474794e-04-1.64081888e-08j]
 [-1.57434999e-04-1.64086678e-08j  3.98926816e+00-8.03138504e-04j]]"
-1062.7823147526412j,"[[ 1.06722200e-02-7.70051397e-04j  4.07073695e-04+1.44932727e-08j]
 [-1.39836138e-04+1.44927726e-08j  3.98932681e+00-7.69812911e-04j]]"
-1062.4127156169247j,"[[ 1.07036071e-02-7.46692938e-04j  4.04954011e-04-6.17314344e-09j]
 [-1.41955851e-04-6.17363488e-09j  3.98929544e+00-7.46456129e-04j]]"
-1062.0431164812085j,"[[ 1.06768715e-02-7.64326528e-04j  4.51390868e-04-4.23636222e-09j]
 [-9.55189808e-05-4.23691326e-09j  3.98932206e+00-7.64094326e-04j]]"
-1061.673517345492j,"[[ 1.06192002e-02-7.81353403e-04j  4.67452192e-04+1.61893112e-08j]
 [-7.94576453e-05+1.61887549e-08j  3.98937972e+00-7.81163489e-04j]]"
-1061.3039182097755j,"[[ 1.05887766e-02-7.54694287e-04j  4.68210318e-04-1.71309034e-08j]
 [-7.86995520e-05-1.71314612e-08j  3.98941014e+00-7.54554969e-04j]]"
-1060.934319074059j,"[[ 1.05384335e-02-7.02560851e-04j  4.95503712e-04+6.69782608e-09j]
 [-5.14062170e-05+6.69724849e-09j  3.98946044e+00-7.02494270e-04j]]"
-1060.5647199383425j,"[[ 1.05646004e-02-6.33740605e-04j  4.74348717e-04+7.23299140e-09j]
 [-7.25612887e-05+7.23247699e-09j  3.98943440e+00-6.33726199e-04j]]"
-1060.195120802626j,"[[ 1.05589992e-02-6.46555620e-04j  4.33808703e-04-1.48962166e-08j]
 [-1.13101294e-04-1.48967410e-08j  3.98943998e+00-6.46526680e-04j]]"
-1059.8255216669097j,"[[ 1.05809284e-02-5.59510348e-04j  4.11731587e-04+1.48281769e-08j]
 [-1.35178506e-04+1.48276616e-08j  3.98941807e+00-5.59472424e-04j]]"
-1059.4559225311932j,"[[ 1.05911591e-02-5.73453675e-04j  3.93035932e-04-9.88132363e-09j]
 [-1.53874152e-04-9.88179845e-09j  3.98940792e+00-5.73397454e-04j]]"
-1059.0863233954767j,"[[ 1.05611092e-02-5.84262721e-04j  3.98249855e-04-3.35845057e-09j]
 [-1.48660224e-04-3.35898448e-09j  3.98943785e+00-5.84172442e-04j]]"
-1058.7167242597602j,"[[ 1.05611441e-02-5.13471915e-04j  4.11201631e-04+1.28538061e-08j]
 [-1.35708526e-04+1.28532778e-08j  3.98943783e+00-5.13382413e-04j]]"
-1058.3471251240437j,"[[ 1.06058526e-02-4.52342912e-04j  4.33756363e-04-1.74631703e-08j]
 [-1.13153863e-04-1.74637190e-08j  3.98939308e+00-4.52307459e-04j]]"
-1057.9775259883274j,"[[ 1.06459821e-02-4.54258121e-04j  3.90698458e-04+1.11304042e-08j]
 [-1.56211771e-04+1.11298326e-08j  3.98935291e+00-4.54312499e-04j]]"
-1057.607926852611j,"[[ 1.06852591e-02-4.32554875e-04j  3.41169372e-04-3.45931749e-09j]
 [-2.05740885e-04-3.45980326e-09j  3.98931380e+00-4.32631840e-04j]]"
-1057.2383277168944j,"[[ 1.07575715e-02-4.81139697e-04j  3.33905366e-04-1.25976093e-08j]
 [-2.13004846e-04-1.25981242e-08j  3.98924143e+00-4.81207772e-04j]]"
-1056.868728581178j,"[[ 1.07465500e-02-5.37668604e-04j  2.91833963e-04+1.89939457e-08j]
 [-2.55076196e-04+1.89934832e-08j  3.98925255e+00-5.37698905e-04j]]"
