iw_n,Sigma_iw_n
-1095.3070386956883j,"[[ 0.68883526+1.79547310e-03j -0.31695108-2.30805797e-07j]
 [-0.31767538-2.30805287e-07j  3.31116551+1.79511580e-03j]]"
-1094.9374395599718j,"[[ 0.68890398+1.76946321e-03j -0.3169664 -2.02534909e-07j]
 [-0.31769071-2.02534474e-07j  3.31109668+1.76896778e-03j]]"
-1094.5678404242556j,"[[ 0.68887056+1.71814192e-03j -0.31693315-2.19476208e-07j]
 [-0.31765745-2.19475812e-07j  3.31113003+1.71757508e-03j]]"
-1094.198241288539j,"[[ 0.68885042+1.73263428e-03j -0.31693958-2.38084483e-07j]
 [-0.31766388-2.38084073e-07j  3.3111502 +1.73208574e-03j]]"
-1093.8286421528228j,"[[ 0.6888101 +1.73438365e-03j -0.31694156-2.56060364e-07j]
 [-0.31766587-2.56059944e-07j  3.31119053+1.73382474e-03j]]"
-1093.4590430171063j,"[[ 0.68883151+1.82547597e-03j -0.31694901-2.24469594e-07j]
 [-0.31767332-2.24469178e-07j  3.31116911+1.82495879e-03j]]"
-1093.0894438813898j,"[[ 0.68876608+1.83402373e-03j -0.31699629-1.93225497e-07j]
 [-0.31772059-1.93225153e-07j  3.31123444+1.83357927e-03j]]"
-1092.7198447456733j,"[[ 0.68880441+1.77255593e-03j -0.31700786-2.21332631e-07j]
 [-0.31773216-2.21332213e-07j  3.31119622+1.77211728e-03j]]"
-1092.350245609957j,"[[ 0.68883037+1.70344797e-03j -0.31702291-2.19428712e-07j]
 [-0.31774721-2.19428205e-07j  3.31117039+1.70308368e-03j]]"
-1091.9806464742405j,"[[ 0.6888626 +1.55286502e-03j -0.3170477 -2.10049908e-07j]
 [-0.31777201-2.10049331e-07j  3.31113827+1.55263798e-03j]]"
-1091.611047338524j,"[[ 0.68888761+1.45944815e-03j -0.31705506-1.59902457e-07j]
 [-0.31777936-1.59901911e-07j  3.31111321+1.45926321e-03j]]"
-1091.2414482028075j,"[[ 0.68889272+1.39235008e-03j -0.31702857-1.32684306e-07j]
 [-0.31775287-1.32683877e-07j  3.31110792+1.39223196e-03j]]"
-1090.871849067091j,"[[ 0.68886926+1.34450742e-03j -0.31696934-1.55566459e-07j]
 [-0.31769364-1.55565998e-07j  3.31113143+1.34439972e-03j]]"
-1090.5022499313748j,"[[ 0.68879594+1.37507510e-03j -0.31693193-1.69670590e-07j]
 [-0.31765623-1.69670130e-07j  3.31120476+1.37483504e-03j]]"
-1090.1326507956583j,"[[ 0.68867602+1.47094387e-03j -0.31692707-1.83259486e-07j]
 [-0.31765137-1.83259071e-07j  3.3113246 +1.47057203e-03j]]"
-1089.7630516599418j,"[[ 0.68858328+1.57028936e-03j -0.31695304-2.01988653e-07j]
 [-0.31767734-2.01988258e-07j  3.31141731+1.57003686e-03j]]"
-1089.3934525242253j,"[[ 0.68862757+1.59922592e-03j -0.31697084-1.99113439e-07j]
 [-0.31769514-1.99113000e-07j  3.31137309+1.59896270e-03j]]"
-1089.0238533885088j,"[[ 0.68863456+1.65777199e-03j -0.31693593-2.01248752e-07j]
 [-0.31766023-2.01248274e-07j  3.31136615+1.65760427e-03j]]"
-1088.6542542527923j,"[[ 0.68872042+1.76094062e-03j -0.31691672-2.27380757e-07j]
 [-0.31764103-2.27380210e-07j  3.3112804 +1.76092983e-03j]]"
-1088.284655117076j,"[[ 0.6887401 +1.89118533e-03j -0.3169667 -2.06428001e-07j]
 [-0.317691  -2.06427423e-07j  3.31126077+1.89116223e-03j]]"
-1087.9150559813595j,"[[ 0.6887499 +1.90362557e-03j -0.31702012-1.68737925e-07j]
 [-0.31774442-1.68737379e-07j  3.31125092+1.90369272e-03j]]"
-1087.545456845643j,"[[ 0.68877007+1.80835564e-03j -0.31704127-1.33826942e-07j]
 [-0.31776558-1.33826476e-07j  3.31123063+1.80839557e-03j]]"
-1087.1758577099265j,"[[ 0.68878325+1.75402325e-03j -0.31703773-1.41952961e-07j]
 [-0.31776203-1.41952443e-07j  3.31121752+1.75402154e-03j]]"
-1086.80625857421j,"[[ 0.68868321+1.73036001e-03j -0.31700842-1.28180927e-07j]
 [-0.31773272-1.28180356e-07j  3.31131765+1.73042234e-03j]]"
-1086.4366594384937j,"[[ 0.68858771+1.75122200e-03j -0.31698267-1.28876924e-07j]
 [-0.31770698-1.28876389e-07j  3.3114131 +1.75132765e-03j]]"
-1086.0670603027775j,"[[ 0.68850865+1.79893220e-03j -0.3170025 -1.02993085e-07j]
 [-0.3177268 -1.02992491e-07j  3.31149224+1.79903543e-03j]]"
-1085.697461167061j,"[[ 0.68852639+1.81563744e-03j -0.31702271-6.12130788e-08j]
 [-0.31774701-6.12125369e-08j  3.31147442+1.81573999e-03j]]"
-1085.3278620313445j,"[[ 0.68854505+1.81196911e-03j -0.31703421-7.09443808e-08j]
 [-0.31775852-7.09438909e-08j  3.31145569+1.81211248e-03j]]"
-1084.958262895628j,"[[ 0.68858996+1.84010859e-03j -0.31704584-1.21534357e-07j]
 [-0.31777014-1.21533857e-07j  3.31141079+1.84026569e-03j]]"
-1084.5886637599115j,"[[ 0.68864943+1.80423680e-03j -0.31707538-1.27786902e-07j]
 [-0.31779968-1.27786323e-07j  3.31135144+1.80427724e-03j]]"
-1084.2190646241952j,"[[ 0.68868759+1.79176080e-03j -0.31708835-6.48941666e-08j]
 [-0.31781265-6.48935392e-08j  3.31131335+1.79180277e-03j]]"
-1083.8494654884787j,"[[ 0.688724  +1.79766295e-03j -0.31708864-1.21108188e-08j]
 [-0.31781295-1.21102777e-08j  3.31127681+1.79761762e-03j]]"
-1083.4798663527622j,"[[ 0.68869201+1.77031153e-03j -0.31710911-1.67674997e-08j]
 [-0.31783341-1.67670200e-08j  3.31130871+1.77006276e-03j]]"
-1083.1102672170457j,"[[ 0.68870039+1.74849355e-03j -0.31709473-4.15682470e-08j]
 [-0.31781903-4.15677958e-08j  3.31130028+1.74825419e-03j]]"
-1082.7406680813292j,"[[ 0.68864917+1.77409993e-03j -0.31709758-4.76268954e-08j]
 [-0.31782188-4.76264474e-08j  3.31135149+1.77385962e-03j]]"
-1082.371068945613j,"[[ 0.68868015+1.73498997e-03j -0.31711748-3.01061259e-08j]
 [-0.31784178-3.01056354e-08j  3.31132058+1.73472396e-03j]]"
-1082.0014698098964j,"[[ 0.68872156+1.72669945e-03j -0.31713308+2.23068733e-09j]
 [-0.31785738+2.23114671e-09j  3.31127912+1.72650285e-03j]]"
-1081.63187067418j,"[[ 0.68873287+1.61424715e-03j -0.31713569+1.51383756e-08j]
 [-0.31786   +1.51387968e-08j  3.31126776+1.61413960e-03j]]"
-1081.2622715384634j,"[[ 0.68877684+1.57169920e-03j -0.31710855-1.51066911e-08j]
 [-0.31783285-1.51062606e-08j  3.3112238 +1.57156080e-03j]]"
-1080.892672402747j,"[[ 0.68878887+1.58616134e-03j -0.31710579-2.05369958e-08j]
 [-0.31783009-2.05365030e-08j  3.31121186+1.58599131e-03j]]"
-1080.5230732670304j,"[[ 0.68876545+1.69901246e-03j -0.31711588+2.42458616e-09j]
 [-0.31784019+2.42515942e-09j  3.31123541+1.69893166e-03j]]"
-1080.1534741313142j,"[[ 0.68877988+1.75393622e-03j -0.31714126+4.91946704e-08j]
 [-0.31786557+4.91952567e-08j  3.311221  +1.75381899e-03j]]"
-1079.7838749955977j,"[[ 0.68882142+1.79180746e-03j -0.31716271+5.05804716e-08j]
 [-0.31788702+5.05809804e-08j  3.31117934+1.79157532e-03j]]"
-1079.4142758598812j,"[[ 0.68883277+1.80113089e-03j -0.31718067+4.29772826e-08j]
 [-0.31790497+4.29777446e-08j  3.31116792+1.80092991e-03j]]"
-1079.0446767241647j,"[[ 0.68889146+1.76188152e-03j -0.31718761+3.90208120e-08j]
 [-0.31791191+3.90212553e-08j  3.3111092 +1.76169597e-03j]]"
-1078.6750775884484j,"[[ 0.68883652+1.74045062e-03j -0.31719161+6.39525894e-08j]
 [-0.31791592+6.39530650e-08j  3.31116419+1.74037722e-03j]]"
-1078.3054784527321j,"[[ 0.68875352+1.76166529e-03j -0.31717877+7.14432221e-08j]
 [-0.31790307+7.14436754e-08j  3.31124715+1.76167482e-03j]]"
-1077.9358793170156j,"[[ 0.68877472+1.75645279e-03j -0.31719826+5.63979554e-08j]
 [-0.31792256+5.63985081e-08j  3.31122611+1.75639485e-03j]]"
-1077.5662801812991j,"[[ 0.68875002+1.67815453e-03j -0.31720814+4.77211593e-08j]
 [-0.31793244+4.77217695e-08j  3.31125088+1.67816217e-03j]]"
-1077.1966810455826j,"[[ 0.68869442+1.64719135e-03j -0.31722644+5.50885983e-08j]
 [-0.31795074+5.50892679e-08j  3.31130657+1.64730865e-03j]]"
-1076.8270819098661j,"[[ 0.68868742+1.63509344e-03j -0.31725894+7.59059046e-08j]
 [-0.31798324+7.59066943e-08j  3.31131376+1.63523119e-03j]]"
-1076.4574827741496j,"[[ 0.68864124+1.52411198e-03j -0.31726308+1.14936604e-07j]
 [-0.31798738+1.14937404e-07j  3.31135995+1.52415928e-03j]]"
-1076.0878836384334j,"[[ 0.68868661+1.46694632e-03j -0.31720171+1.45619277e-07j]
 [-0.31792601+1.45619988e-07j  3.31131445+1.46691944e-03j]]"
-1075.7182845027169j,"[[ 0.68870155+1.46686815e-03j -0.31715743+1.54013990e-07j]
 [-0.31788173+1.54014650e-07j  3.31129943+1.46679438e-03j]]"
-1075.3486853670004j,"[[ 0.68868604+1.49978372e-03j -0.31715247+1.78425847e-07j]
 [-0.31787677+1.78426433e-07j  3.31131483+1.49961748e-03j]]"
-1074.9790862312839j,"[[ 0.68867589+1.51807493e-03j -0.31713534+2.16394583e-07j]
 [-0.31785964+2.16395071e-07j  3.31132484+1.51800569e-03j]]"
-1074.6094870955674j,"[[ 0.68857076+1.57937143e-03j -0.31715777+2.11565097e-07j]
 [-0.31788207+2.11565435e-07j  3.31142974+1.57939186e-03j]]"
-1074.239887959851j,"[[ 0.68847697+1.62690850e-03j -0.3172006 +1.48992059e-07j]
 [-0.3179249 +1.48992295e-07j  3.31152338+1.62687649e-03j]]"
-1073.8702888241346j,"[[ 0.68855478+1.56121439e-03j -0.31718432+1.20669388e-07j]
 [-0.31790862+1.20669725e-07j  3.31144572+1.56122995e-03j]]"
-1073.500689688418j,"[[ 0.68862004+1.58733557e-03j -0.31713789+1.24952342e-07j]
 [-0.31786219+1.24952693e-07j  3.31138048+1.58741302e-03j]]"
-1073.1310905527016j,"[[ 0.68862224+1.60563728e-03j -0.31714803+1.08553490e-07j]
 [-0.31787233+1.08553852e-07j  3.3113783 +1.60570547e-03j]]"
-1072.761491416985j,"[[ 0.68864815+1.62521727e-03j -0.3171671 +1.20624624e-07j]
 [-0.3178914 +1.20625027e-07j  3.31135245+1.62524882e-03j]]"
-1072.3918922812686j,"[[ 0.68865559+1.67302956e-03j -0.3171681 +1.31416107e-07j]
 [-0.3178924 +1.31416602e-07j  3.31134514+1.67297028e-03j]]"
-1072.0222931455523j,"[[ 0.68865247+1.64161423e-03j -0.31719787+1.52370046e-07j]
 [-0.31792218+1.52370525e-07j  3.31134824+1.64143622e-03j]]"
-1071.6526940098358j,"[[ 0.6886295 +1.55330784e-03j -0.3171882 +1.72174970e-07j]
 [-0.31791251+1.72175476e-07j  3.31137125+1.55309790e-03j]]"
-1071.2830948741193j,"[[ 0.68866512+1.52566637e-03j -0.317153  +1.77899487e-07j]
 [-0.31787731+1.77900051e-07j  3.31133571+1.52552132e-03j]]"
-1070.913495738403j,"[[ 0.68867289+1.53737795e-03j -0.31712573+2.06332688e-07j]
 [-0.31785003+2.06333320e-07j  3.31132804+1.53727279e-03j]]"
-1070.5438966026866j,"[[ 0.68872225+1.60854046e-03j -0.31708074+2.09077235e-07j]
 [-0.31780504+2.09077887e-07j  3.31127872+1.60843635e-03j]]"
-1070.1742974669703j,"[[ 0.68872855+1.66656164e-03j -0.3170615 +2.13636017e-07j]
 [-0.3177858 +2.13636708e-07j  3.31127247+1.66655723e-03j]]"
-1069.8046983312538j,"[[ 0.68873474+1.66376015e-03j -0.31707117+2.19387715e-07j]
 [-0.31779547+2.19388405e-07j  3.31126628+1.66382195e-03j]]"
-1069.4350991955373j,"[[ 0.68875087+1.71300673e-03j -0.3170599 +2.31563950e-07j]
 [-0.3177842 +2.31564697e-07j  3.31125023+1.71313402e-03j]]"
-1069.0655000598208j,"[[ 0.68874558+1.75344687e-03j -0.31705264+2.43631176e-07j]
 [-0.31777694+2.43631901e-07j  3.31125549+1.75357665e-03j]]"
-1068.6959009241043j,"[[ 0.68874491+1.85820773e-03j -0.31705875+2.59041846e-07j]
 [-0.31778305+2.59042590e-07j  3.31125619+1.85824614e-03j]]"
-1068.3263017883878j,"[[ 0.68873373+1.80515922e-03j -0.31708468+2.57269621e-07j]
 [-0.31780898+2.57270264e-07j  3.31126722+1.80520812e-03j]]"
-1067.9567026526715j,"[[ 0.68869008+1.74391951e-03j -0.31710489+2.38420557e-07j]
 [-0.3178292 +2.38421160e-07j  3.31131081+1.74395305e-03j]]"
-1067.587103516955j,"[[ 0.68873398+1.72558544e-03j -0.31711462+2.53889218e-07j]
 [-0.31783893+2.53889793e-07j  3.31126687+1.72567409e-03j]]"
-1067.2175043812385j,"[[ 0.68873494+1.73949662e-03j -0.31713998+2.83461585e-07j]
 [-0.31786428+2.83462145e-07j  3.31126589+1.73972191e-03j]]"
-1066.847905245522j,"[[ 0.68879134+1.69915844e-03j -0.31712372+3.06688766e-07j]
 [-0.31784802+3.06689340e-07j  3.3112095 +1.69939256e-03j]]"
-1066.4783061098055j,"[[ 0.6887911 +1.75871524e-03j -0.31709148+3.19450791e-07j]
 [-0.31781578+3.19451324e-07j  3.31120968+1.75895543e-03j]]"
-1066.1087069740893j,"[[ 0.6886713 +1.77566567e-03j -0.31709258+3.15332279e-07j]
 [-0.31781689+3.15332726e-07j  3.31132936+1.77582535e-03j]]"
-1065.7391078383728j,"[[ 0.68869297+1.78062379e-03j -0.3171131 +2.90253614e-07j]
 [-0.3178374 +2.90253973e-07j  3.31130756+1.78077979e-03j]]"
-1065.3695087026563j,"[[ 0.68868731+1.77502003e-03j -0.31713217+2.79108726e-07j]
 [-0.31785647+2.79109054e-07j  3.31131317+1.77519882e-03j]]"
-1064.9999095669398j,"[[ 0.6886563 +1.71615242e-03j -0.31716112+2.81872844e-07j]
 [-0.31788542+2.81873118e-07j  3.31134411+1.71630127e-03j]]"
-1064.6303104312233j,"[[ 0.68865799+1.56985484e-03j -0.31718133+2.49457309e-07j]
 [-0.31790563+2.49457539e-07j  3.31134235+1.56996020e-03j]]"
-1064.2607112955068j,"[[ 0.68866402+1.53374497e-03j -0.31715475+2.25773689e-07j]
 [-0.31787905+2.25773946e-07j  3.31133636+1.53367886e-03j]]"
-1063.8911121597905j,"[[ 0.68860968+1.56152739e-03j -0.31715469+2.45272486e-07j]
 [-0.317879  +2.45272818e-07j  3.31139081+1.56149875e-03j]]"
-1063.521513024074j,"[[ 0.68861084+1.56290203e-03j -0.31715943+2.15344596e-07j]
 [-0.31788373+2.15344915e-07j  3.31138962+1.56304360e-03j]]"
-1063.1519138883577j,"[[ 0.68863605+1.56743520e-03j -0.31716517+1.86978745e-07j]
 [-0.31788948+1.86979103e-07j  3.31136448+1.56753102e-03j]]"
-1062.7823147526412j,"[[ 0.68867996+1.52073804e-03j -0.31716585+1.95099384e-07j]
 [-0.31789016+1.95099830e-07j  3.31132069+1.52081199e-03j]]"
-1062.4127156169247j,"[[ 0.68875484+1.43429595e-03j -0.31714424+1.86165390e-07j]
 [-0.31786855+1.86165884e-07j  3.31124589+1.43442268e-03j]]"
-1062.0431164812085j,"[[ 0.68877167+1.41280555e-03j -0.31712106+2.17468986e-07j]
 [-0.31784536+2.17469538e-07j  3.31122914+1.41293463e-03j]]"
-1061.673517345492j,"[[ 0.6887535 +1.46383974e-03j -0.31709179+2.30575710e-07j]
 [-0.31781609+2.30576271e-07j  3.31124732+1.46396839e-03j]]"
-1061.3039182097755j,"[[ 0.68871158+1.56748502e-03j -0.3170919 +2.14479568e-07j]
 [-0.3178162 +2.14480074e-07j  3.31128916+1.56767879e-03j]]"
-1060.934319074059j,"[[ 0.68865353+1.54415049e-03j -0.31714319+2.02654777e-07j]
 [-0.31786749+2.02655232e-07j  3.31134714+1.54426205e-03j]]"
-1060.5647199383425j,"[[ 0.68863437+1.52736270e-03j -0.31713999+2.15990796e-07j]
 [-0.31786429+2.15991204e-07j  3.31136623+1.52750414e-03j]]"
-1060.195120802626j,"[[ 0.68867444+1.60253249e-03j -0.31711578+2.28136256e-07j]
 [-0.31784009+2.28136604e-07j  3.31132607+1.60272855e-03j]]"
-1059.8255216669097j,"[[ 0.68868642+1.69472506e-03j -0.31711229+2.39999295e-07j]
 [-0.31783659+2.39999550e-07j  3.31131395+1.69500608e-03j]]"
-1059.4559225311932j,"[[ 0.6886255 +1.72068608e-03j -0.31714294+2.40308005e-07j]
 [-0.31786724+2.40308148e-07j  3.31137471+1.72083249e-03j]]"
-1059.0863233954767j,"[[ 0.68866163+1.79171890e-03j -0.3171338 +2.08175347e-07j]
 [-0.31785811+2.08175434e-07j  3.3113385 +1.79184529e-03j]]"
-1058.7167242597602j,"[[ 0.68866967+1.87907893e-03j -0.31713802+1.96051274e-07j]
 [-0.31786233+1.96051336e-07j  3.31133042+1.87918060e-03j]]"
-1058.3471251240437j,"[[ 0.68871827+1.90558860e-03j -0.31712229+2.20238800e-07j]
 [-0.3178466 +2.20238845e-07j  3.3112818 +1.90559526e-03j]]"
-1057.9775259883274j,"[[ 0.68877441+1.92131946e-03j -0.31709812+2.14591829e-07j]
 [-0.31782242+2.14591836e-07j  3.3112256 +1.92124368e-03j]]"
-1057.607926852611j,"[[ 0.68886149+1.90428739e-03j -0.31709596+1.58901686e-07j]
 [-0.31782026+1.58901676e-07j  3.31113849+1.90406457e-03j]]"
-1057.2383277168944j,"[[ 0.68897105+1.86912991e-03j -0.31711432+1.08992461e-07j]
 [-0.31783863+1.08992588e-07j  3.31102914+1.86884505e-03j]]"
-1056.868728581178j,"[[ 0.68895788+1.81912285e-03j -0.31712181+9.68231247e-08j]
 [-0.31784612+9.68233010e-08j  3.31104238+1.81887795e-03j]]"
-1056.4991294454614j,"[[ 0.68888762+1.82317987e-03j -0.31711709+9.39827820e-08j]
 [-0.3178414 +9.39831025e-08j  3.31111285+1.82299606e-03j]]"
-1056.129530309745j,"[[ 0.68889602+1.72436495e-03j -0.31712289+9.45216066e-08j]
 [-0.31784719+9.45220134e-08j  3.31110457+1.72428767e-03j]]"
-1055.7599311740287j,"[[ 0.68893438+1.63888397e-03j -0.31709856+6.66961606e-08j]
 [-0.31782287+6.66966547e-08j  3.31106634+1.63888206e-03j]]"
-1055.3903320383124j,"[[ 0.68895067+1.62018938e-03j -0.31709802+6.13420044e-08j]
 [-0.31782232+6.13426420e-08j  3.31105026+1.62024943e-03j]]"
-1055.020732902596j,"[[ 0.68896682+1.50750315e-03j -0.3170994 +8.97992141e-08j]
 [-0.31782371+8.97998629e-08j  3.31103412+1.50771709e-03j]]"
-1054.6511337668794j,"[[ 0.68897038+1.43611679e-03j -0.31704678+1.03036839e-07j]
 [-0.31777108+1.03037441e-07j  3.3110305 +1.43630201e-03j]]"
-1054.281534631163j,"[[ 0.68897293+1.48320678e-03j -0.31700398+1.27446455e-07j]
 [-0.31772828+1.27447140e-07j  3.31102807+1.48335249e-03j]]"
-1053.9119354954466j,"[[ 0.68897859+1.56193988e-03j -0.31702504+1.39262557e-07j]
 [-0.31774934+1.39263247e-07j  3.31102241+1.56201738e-03j]]"
-1053.5423363597301j,"[[ 0.68896083+1.57333936e-03j -0.31703847+1.29981218e-07j]
 [-0.31776277+1.29981850e-07j  3.31104009+1.57350384e-03j]]"
-1053.1727372240136j,"[[ 0.68894642+1.58154198e-03j -0.31701411+1.49801130e-07j]
 [-0.31773842+1.49801717e-07j  3.31105443+1.58178118e-03j]]"
-1052.8031380882971j,"[[ 0.68894249+1.53870553e-03j -0.3170204 +1.51284421e-07j]
 [-0.3177447 +1.51284890e-07j  3.31105819+1.53886890e-03j]]"
-1052.4335389525806j,"[[ 0.68900784+1.46104706e-03j -0.31705234+1.32319010e-07j]
 [-0.31777665+1.32319433e-07j  3.31099278+1.46125564e-03j]]"
-1052.0639398168641j,"[[ 0.6889956 +1.42447839e-03j -0.31701484+1.38808221e-07j]
 [-0.31773914+1.38808625e-07j  3.31100499+1.42458976e-03j]]"
-1051.6943406811479j,"[[ 0.68894322+1.50285993e-03j -0.31699827+1.37808434e-07j]
 [-0.31772258+1.37808851e-07j  3.31105739+1.50284117e-03j]]"
-1051.3247415454314j,"[[ 0.68885999+1.48131588e-03j -0.31702929+1.11197874e-07j]
 [-0.31775359+1.11198280e-07j  3.3111406 +1.48118668e-03j]]"
-1050.9551424097149j,"[[ 0.68876158+1.45383700e-03j -0.31702951+1.06559158e-07j]
 [-0.31775381+1.06559663e-07j  3.31123916+1.45354861e-03j]]"
-1050.5855432739984j,"[[ 0.68866095+1.42463543e-03j -0.31702437+1.19439861e-07j]
 [-0.31774867+1.19440470e-07j  3.31133993+1.42422738e-03j]]"
-1050.2159441382819j,"[[ 0.68866704+1.45129098e-03j -0.31700827+1.25210645e-07j]
 [-0.31773257+1.25211218e-07j  3.31133379+1.45086922e-03j]]"
-1049.8463450025656j,"[[ 0.68870312+1.52177552e-03j -0.31697938+1.12278351e-07j]
 [-0.31770368+1.12278933e-07j  3.31129772+1.52142377e-03j]]"
