iw_n,Sigma_iw_n
-1085.3278620313445j,"[[ 0.90166445+1.92966920e-03j -0.45665487-3.51845021e-07j]
 [-0.45835486-3.51845043e-07j  3.09833554+1.92994875e-03j]]"
-1084.958262895628j,"[[ 0.90163915+1.87775904e-03j -0.45666933-3.51665883e-07j]
 [-0.45836932-3.51665922e-07j  3.09836083+1.87795291e-03j]]"
-1084.5886637599115j,"[[ 0.9016238 +1.92740082e-03j -0.45666407-3.34607076e-07j]
 [-0.45836406-3.34606992e-07j  3.09837625+1.92751367e-03j]]"
-1084.2190646241952j,"[[ 0.90163864+1.96873408e-03j -0.45666905-3.39524052e-07j]
 [-0.45836904-3.39523838e-07j  3.0983615 +1.96878274e-03j]]"
-1083.8494654884787j,"[[ 0.90166134+1.97952075e-03j -0.45664284-3.62054627e-07j]
 [-0.45834283-3.62054294e-07j  3.09833887+1.97949200e-03j]]"
-1083.4798663527622j,"[[ 0.90167497+1.98555643e-03j -0.45662528-3.70564236e-07j]
 [-0.45832528-3.70563742e-07j  3.09832535+1.98544374e-03j]]"
-1083.1102672170457j,"[[ 0.90167173+1.92619924e-03j -0.45662161-3.76444402e-07j]
 [-0.45832161-3.76443916e-07j  3.09832858+1.92609975e-03j]]"
-1082.7406680813292j,"[[ 0.9016434 +1.85620299e-03j -0.45663785-4.03573533e-07j]
 [-0.45833784-4.03573133e-07j  3.09835686+1.85612672e-03j]]"
-1082.371068945613j,"[[ 0.90157575+1.75417339e-03j -0.45670915-3.97897499e-07j]
 [-0.45840914-3.97896911e-07j  3.09842463+1.75409211e-03j]]"
-1082.0014698098964j,"[[ 0.90151651+1.65572710e-03j -0.45670936-3.76482586e-07j]
 [-0.45840936-3.76482006e-07j  3.09848386+1.65556497e-03j]]"
-1081.63187067418j,"[[ 0.90140739+1.69314452e-03j -0.45666143-3.81065651e-07j]
 [-0.45836142-3.81064880e-07j  3.0985931 +1.69297470e-03j]]"
-1081.2622715384634j,"[[ 0.90136619+1.72845168e-03j -0.45665933-3.59301886e-07j]
 [-0.45835933-3.59301116e-07j  3.0986343 +1.72830974e-03j]]"
-1080.892672402747j,"[[ 0.90133641+1.79566755e-03j -0.45668873-3.60034612e-07j]
 [-0.45838873-3.60033901e-07j  3.09866404+1.79554089e-03j]]"
-1080.5230732670304j,"[[ 0.90133662+1.78664560e-03j -0.45670911-3.45923434e-07j]
 [-0.45840911-3.45922647e-07j  3.09866388+1.78646396e-03j]]"
-1080.1534741313142j,"[[ 0.90132704+1.79862562e-03j -0.45669848-3.01786761e-07j]
 [-0.45839848-3.01785871e-07j  3.09867352+1.79837553e-03j]]"
-1079.7838749955977j,"[[ 0.90128551+1.79354440e-03j -0.45670663-2.83633998e-07j]
 [-0.45840662-2.83633311e-07j  3.09871492+1.79326916e-03j]]"
-1079.4142758598812j,"[[ 0.90119901+1.78665506e-03j -0.45671281-2.74574821e-07j]
 [-0.45841281-2.74574059e-07j  3.09880147+1.78631536e-03j]]"
-1079.0446767241647j,"[[ 0.90116007+1.78563652e-03j -0.45672283-2.75814809e-07j]
 [-0.45842283-2.75814141e-07j  3.09884036+1.78530886e-03j]]"
-1078.6750775884484j,"[[ 0.90113658+1.80289104e-03j -0.45668892-2.82580621e-07j]
 [-0.45838892-2.82579972e-07j  3.09886383+1.80250952e-03j]]"
-1078.3054784527321j,"[[ 0.90113528+1.96576169e-03j -0.45668564-2.83768146e-07j]
 [-0.45838563-2.83767482e-07j  3.09886514+1.96535399e-03j]]"
-1077.9358793170156j,"[[ 0.9010908 +2.04756284e-03j -0.45674146-2.92466064e-07j]
 [-0.45844145-2.92465236e-07j  3.09890972+2.04711706e-03j]]"
-1077.5662801812991j,"[[ 0.90106918+2.10391466e-03j -0.45675239-2.89583139e-07j]
 [-0.45845239-2.89582209e-07j  3.09893141+2.10345434e-03j]]"
-1077.1966810455826j,"[[ 0.90106472+2.10050743e-03j -0.45673275-2.65892203e-07j]
 [-0.45843275-2.65891026e-07j  3.09893603+2.09996463e-03j]]"
-1076.8270819098661j,"[[ 0.9010592 +2.09883867e-03j -0.45673022-2.47874666e-07j]
 [-0.45843022-2.47873473e-07j  3.09894155+2.09829753e-03j]]"
-1076.4574827741496j,"[[ 0.90105879+2.05070587e-03j -0.45671998-2.44454674e-07j]
 [-0.45841998-2.44453477e-07j  3.09894197+2.05013253e-03j]]"
-1076.0878836384334j,"[[ 0.9010633 +2.02000221e-03j -0.45670334-2.40883738e-07j]
 [-0.45840333-2.40882471e-07j  3.0989375 +2.01945341e-03j]]"
-1075.7182845027169j,"[[ 0.9011239 +2.05706466e-03j -0.45668236-2.27860395e-07j]
 [-0.45838235-2.27859070e-07j  3.09887693+2.05657578e-03j]]"
-1075.3486853670004j,"[[ 0.90112981+2.15837648e-03j -0.45668489-2.05867294e-07j]
 [-0.45838488-2.05866021e-07j  3.098871  +2.15786178e-03j]]"
-1074.9790862312839j,"[[ 0.90115739+2.17537765e-03j -0.4567293 -2.00541805e-07j]
 [-0.4584293 -2.00540378e-07j  3.09884351+2.17491811e-03j]]"
-1074.6094870955674j,"[[ 0.90118914+2.13929692e-03j -0.45672802-2.12100202e-07j]
 [-0.45842802-2.12098796e-07j  3.09881175+2.13901596e-03j]]"
-1074.239887959851j,"[[ 0.90121298+2.09323585e-03j -0.45669092-2.22607375e-07j]
 [-0.45839091-2.22605953e-07j  3.09878791+2.09312070e-03j]]"
-1073.8702888241346j,"[[ 0.90126594+2.13027599e-03j -0.45672249-2.07878258e-07j]
 [-0.45842248-2.07876694e-07j  3.09873505+2.13024624e-03j]]"
-1073.500689688418j,"[[ 0.90127915+2.10812601e-03j -0.45674767-1.78977658e-07j]
 [-0.45844766-1.78976061e-07j  3.09872186+2.10812391e-03j]]"
-1073.1310905527016j,"[[ 0.90127982+2.08784389e-03j -0.45672039-1.40184339e-07j]
 [-0.45842038-1.40182643e-07j  3.09872125+2.08788905e-03j]]"
-1072.761491416985j,"[[ 0.90124777+2.12548486e-03j -0.45672212-9.65412668e-08j]
 [-0.45842212-9.65395344e-08j  3.09875332+2.12547358e-03j]]"
-1072.3918922812686j,"[[ 0.90116048+2.15444831e-03j -0.45674542-7.22475578e-08j]
 [-0.45844541-7.22459415e-08j  3.09884054+2.15448995e-03j]]"
-1072.0222931455523j,"[[ 0.90115603+2.14231057e-03j -0.45674314-4.25584038e-08j]
 [-0.45844313-4.25570061e-08j  3.09884485+2.14250756e-03j]]"
-1071.6526940098358j,"[[ 0.90115418+2.11291309e-03j -0.45670907-3.78530473e-08j]
 [-0.45840906-3.78519406e-08j  3.09884652+2.11319304e-03j]]"
-1071.2830948741193j,"[[ 0.90112587+2.09257973e-03j -0.45664208-5.55324089e-08j]
 [-0.45834208-5.55314646e-08j  3.09887472+2.09272139e-03j]]"
-1070.913495738403j,"[[ 0.90107326+2.13225923e-03j -0.45659747-6.53480762e-08j]
 [-0.45829746-6.53472104e-08j  3.09892728+2.13239833e-03j]]"
-1070.5438966026866j,"[[ 0.90110899+2.18247712e-03j -0.45659579-9.70199022e-08j]
 [-0.45829579-9.70192247e-08j  3.09889143+2.18260693e-03j]]"
-1070.1742974669703j,"[[ 0.90120717+2.17390949e-03j -0.45661968-1.46342129e-07j]
 [-0.45831968-1.46341546e-07j  3.09879319+2.17406781e-03j]]"
-1069.8046983312538j,"[[ 0.90121932+2.15941221e-03j -0.4566467 -1.64571500e-07j]
 [-0.4583467 -1.64570948e-07j  3.09878103+2.15965307e-03j]]"
-1069.4350991955373j,"[[ 0.9012789 +2.10625029e-03j -0.45661718-1.66694627e-07j]
 [-0.45831718-1.66694128e-07j  3.09872141+2.10644343e-03j]]"
-1069.0655000598208j,"[[ 0.90122884+2.14306190e-03j -0.45656698-1.73385278e-07j]
 [-0.45826698-1.73384775e-07j  3.09877147+2.14317219e-03j]]"
-1068.6959009241043j,"[[ 0.90123227+2.20750580e-03j -0.45655593-1.76811088e-07j]
 [-0.45825593-1.76810697e-07j  3.09876797+2.20756963e-03j]]"
-1068.3263017883878j,"[[ 0.90124043+2.29387889e-03j -0.45658002-1.77818626e-07j]
 [-0.45828001-1.77818212e-07j  3.09875983+2.29398680e-03j]]"
-1067.9567026526715j,"[[ 0.90123058+2.29729152e-03j -0.45660612-1.69478342e-07j]
 [-0.45830612-1.69477997e-07j  3.09876963+2.29740126e-03j]]"
-1067.587103516955j,"[[ 0.90125418+2.25555704e-03j -0.45661955-1.81690753e-07j]
 [-0.45831955-1.81690646e-07j  3.09874589+2.25558458e-03j]]"
-1067.2175043812385j,"[[ 0.90131499+2.18873516e-03j -0.4566366 -2.11762748e-07j]
 [-0.4583366 -2.11762670e-07j  3.09868506+2.18865252e-03j]]"
-1066.847905245522j,"[[ 0.90134561+2.12495339e-03j -0.45660762-2.01202052e-07j]
 [-0.45830761-2.01201801e-07j  3.09865454+2.12472962e-03j]]"
-1066.4783061098055j,"[[ 0.90129582+2.16440411e-03j -0.45657049-1.87193947e-07j]
 [-0.45827048-1.87193711e-07j  3.09870432+2.16410626e-03j]]"
-1066.1087069740893j,"[[ 0.9012165 +2.22385655e-03j -0.4565711 -1.93856800e-07j]
 [-0.45827109-1.93856445e-07j  3.09878372+2.22353910e-03j]]"
-1065.7391078383728j,"[[ 0.9011739 +2.30778385e-03j -0.45654654-1.61526613e-07j]
 [-0.45824654-1.61526222e-07j  3.09882635+2.30753864e-03j]]"
-1065.3695087026563j,"[[ 0.90112545+2.36247275e-03j -0.45654119-1.56453426e-07j]
 [-0.45824119-1.56453081e-07j  3.09887476+2.36227930e-03j]]"
-1064.9999095669398j,"[[ 0.90113206+2.39378959e-03j -0.45654715-1.66266792e-07j]
 [-0.45824715-1.66266394e-07j  3.09886819+2.39362989e-03j]]"
-1064.6303104312233j,"[[ 0.9011881 +2.45334484e-03j -0.45656509-1.66198167e-07j]
 [-0.45826508-1.66197838e-07j  3.09881211+2.45321399e-03j]]"
-1064.2607112955068j,"[[ 0.90121599+2.50976364e-03j -0.4565945 -1.89656472e-07j]
 [-0.4582945 -1.89655972e-07j  3.09878432+2.50973252e-03j]]"
-1063.8911121597905j,"[[ 0.90131324+2.56897008e-03j -0.45660991-1.98090131e-07j]
 [-0.45830991-1.98089693e-07j  3.09868704+2.56905255e-03j]]"
-1063.521513024074j,"[[ 0.90138815+2.58491812e-03j -0.45660714-2.01667948e-07j]
 [-0.45830714-2.01667640e-07j  3.09861204+2.58508388e-03j]]"
-1063.1519138883577j,"[[ 0.90134655+2.54353807e-03j -0.45661981-2.06612081e-07j]
 [-0.45831981-2.06611731e-07j  3.09865367+2.54366732e-03j]]"
-1062.7823147526412j,"[[ 0.9013213 +2.40654213e-03j -0.45667931-2.19525351e-07j]
 [-0.45837931-2.19525093e-07j  3.09867887+2.40660138e-03j]]"
-1062.4127156169247j,"[[ 0.9012985 +2.22936283e-03j -0.45667316-2.47306751e-07j]
 [-0.45837315-2.47306428e-07j  3.0987017 +2.22938219e-03j]]"
-1062.0431164812085j,"[[ 0.9012978 +2.19892930e-03j -0.45663197-2.50354891e-07j]
 [-0.45833196-2.50354414e-07j  3.0987025 +2.19880412e-03j]]"
-1061.673517345492j,"[[ 0.90123529+2.16593584e-03j -0.45662599-2.49255628e-07j]
 [-0.45832599-2.49255010e-07j  3.0987651 +2.16571018e-03j]]"
-1061.3039182097755j,"[[ 0.90120479+2.21691123e-03j -0.45662186-2.42294312e-07j]
 [-0.45832186-2.42293464e-07j  3.09879574+2.21665583e-03j]]"
-1060.934319074059j,"[[ 0.90119302+2.23073341e-03j -0.45662417-2.28195668e-07j]
 [-0.45832416-2.28194678e-07j  3.0988076 +2.23053587e-03j]]"
-1060.5647199383425j,"[[ 0.90126598+2.24123025e-03j -0.45662686-2.00989812e-07j]
 [-0.45832686-2.00988853e-07j  3.09873462+2.24104642e-03j]]"
-1060.195120802626j,"[[ 0.90131133+2.20906477e-03j -0.45663861-1.77166040e-07j]
 [-0.45833861-1.77165184e-07j  3.0986892 +2.20890842e-03j]]"
-1059.8255216669097j,"[[ 0.90135892+2.13770257e-03j -0.45661921-1.74357650e-07j]
 [-0.45831921-1.74356693e-07j  3.09864168+2.13766039e-03j]]"
-1059.4559225311932j,"[[ 0.90137677+2.14143132e-03j -0.45661663-1.57684706e-07j]
 [-0.45831662-1.57683769e-07j  3.09862381+2.14141630e-03j]]"
-1059.0863233954767j,"[[ 0.90136588+2.13222113e-03j -0.45665908-1.35087753e-07j]
 [-0.45835908-1.35086905e-07j  3.09863464+2.13222947e-03j]]"
-1058.7167242597602j,"[[ 0.90135905+2.12211708e-03j -0.45665892-1.42210114e-07j]
 [-0.45835891-1.42209409e-07j  3.09864139+2.12232920e-03j]]"
-1058.3471251240437j,"[[ 0.90134048+2.14297514e-03j -0.45662788-1.60992728e-07j]
 [-0.45832788-1.60992197e-07j  3.09865985+2.14328246e-03j]]"
-1057.9775259883274j,"[[ 0.90138719+2.18052471e-03j -0.45660422-1.70650768e-07j]
 [-0.45830421-1.70650225e-07j  3.09861315+2.18069270e-03j]]"
-1057.607926852611j,"[[ 0.90140153+2.17303872e-03j -0.45659852-1.50720984e-07j]
 [-0.45829852-1.50720325e-07j  3.09859888+2.17310662e-03j]]"
-1057.2383277168944j,"[[ 0.90146888+2.11462415e-03j -0.45660545-1.28147310e-07j]
 [-0.45830544-1.28146581e-07j  3.09853158+2.11469311e-03j]]"
-1056.868728581178j,"[[ 0.90149018+2.07397608e-03j -0.4566121 -1.11123344e-07j]
 [-0.45831209-1.11122559e-07j  3.09851031+2.07401060e-03j]]"
-1056.4991294454614j,"[[ 0.9014889 +2.07658366e-03j -0.45662578-1.04475573e-07j]
 [-0.45832577-1.04474869e-07j  3.09851153+2.07660781e-03j]]"
-1056.129530309745j,"[[ 0.90149932+2.03439461e-03j -0.45662174-1.22027566e-07j]
 [-0.45832174-1.22026914e-07j  3.09850108+2.03431907e-03j]]"
-1055.7599311740287j,"[[ 0.90146397+2.02848497e-03j -0.45660775-1.41070854e-07j]
 [-0.45830774-1.41070252e-07j  3.0985364 +2.02836559e-03j]]"
-1055.3903320383124j,"[[ 0.90140795+2.02755636e-03j -0.45660099-1.38658884e-07j]
 [-0.45830098-1.38658360e-07j  3.09859237+2.02736378e-03j]]"
-1055.020732902596j,"[[ 0.90136989+2.04136023e-03j -0.45658929-1.56180863e-07j]
 [-0.45828928-1.56180175e-07j  3.09863054+2.04112000e-03j]]"
-1054.6511337668794j,"[[ 0.90139416+2.05871262e-03j -0.45657536-1.65636915e-07j]
 [-0.45827536-1.65636266e-07j  3.09860624+2.05839537e-03j]]"
-1054.281534631163j,"[[ 0.90142834+2.04261821e-03j -0.45652827-1.74593808e-07j]
 [-0.45822827-1.74593217e-07j  3.09857203+2.04242100e-03j]]"
-1053.9119354954466j,"[[ 0.90144008+2.08021952e-03j -0.45651366-2.05441950e-07j]
 [-0.45821365-2.05441335e-07j  3.0985603 +2.08006300e-03j]]"
-1053.5423363597301j,"[[ 0.901485  +2.07039157e-03j -0.45653408-2.01479255e-07j]
 [-0.45823407-2.01478498e-07j  3.09851547+2.07022250e-03j]]"
-1053.1727372240136j,"[[ 0.90146168+1.96499677e-03j -0.45656223-1.75223878e-07j]
 [-0.45826222-1.75223205e-07j  3.09853874+1.96481651e-03j]]"
-1052.8031380882971j,"[[ 0.90138564+1.91289772e-03j -0.45656858-1.80140464e-07j]
 [-0.45826858-1.80139758e-07j  3.09861479+1.91282189e-03j]]"
-1052.4335389525806j,"[[ 0.90133555+1.89518254e-03j -0.45655831-1.93218520e-07j]
 [-0.4582583 -1.93217882e-07j  3.09866484+1.89522883e-03j]]"
-1052.0639398168641j,"[[ 0.90131754+1.93353760e-03j -0.4565479 -2.06060506e-07j]
 [-0.4582479 -2.06060051e-07j  3.09868275+1.93372330e-03j]]"
-1051.6943406811479j,"[[ 0.90130056+1.95027963e-03j -0.45655808-2.24100518e-07j]
 [-0.45825808-2.24100191e-07j  3.09869964+1.95052711e-03j]]"
-1051.3247415454314j,"[[ 0.90131581+1.97115957e-03j -0.45660043-2.48245348e-07j]
 [-0.45830042-2.48245163e-07j  3.0986843 +1.97135690e-03j]]"
-1050.9551424097149j,"[[ 0.90128838+1.97470176e-03j -0.45660951-2.64453369e-07j]
 [-0.4583095 -2.64453313e-07j  3.09871165+1.97497620e-03j]]"
-1050.5855432739984j,"[[ 0.90121117+1.96632895e-03j -0.45660558-2.73612922e-07j]
 [-0.45830558-2.73612926e-07j  3.09878883+1.96668502e-03j]]"
-1050.2159441382819j,"[[ 0.90120296+1.92925883e-03j -0.45659981-3.01671623e-07j]
 [-0.4582998 -3.01671697e-07j  3.098797  +1.92960662e-03j]]"
-1049.8463450025656j,"[[ 0.90130014+1.94245432e-03j -0.4565698 -3.11355722e-07j]
 [-0.4582698 -3.11355753e-07j  3.09869984+1.94280861e-03j]]"
