iw_n,Sigma_iw_n
-1098.6334309171366j,"[[2.04325930e-02-3.09416371e-04j 4.02760454e-04+6.38274892e-09j]
 [3.71865805e-04+6.38266780e-09j 3.97956451e+00-3.09250679e-04j]]"
-1098.26383178142j,"[[2.04052031e-02-3.38738238e-04j 3.53558828e-04-2.00479231e-09j]
 [3.22664181e-04-2.00487441e-09j 3.97959187e+00-3.38622220e-04j]]"
-1097.8942326457036j,"[[2.03282356e-02-3.57318863e-04j 3.47760197e-04-6.99355597e-09j]
 [3.16865550e-04-6.99363782e-09j 3.97966885e+00-3.57251566e-04j]]"
-1097.524633509987j,"[[2.03239059e-02-3.19274572e-04j 3.20541616e-04-1.14025336e-08j]
 [2.89646967e-04-1.14026146e-08j 3.97967321e+00-3.19242972e-04j]]"
-1097.1550343742706j,"[[2.03288898e-02-1.80039011e-04j 3.34708951e-04-8.93268148e-09j]
 [3.03814294e-04-8.93276309e-09j 3.97966820e+00-1.80044710e-04j]]"
-1096.785435238554j,"[[2.04101409e-02-2.19188292e-04j 3.28654463e-04-1.66348871e-09j]
 [2.97759808e-04-1.66356869e-09j 3.97958701e+00-2.19194706e-04j]]"
-1096.4158361028378j,"[[2.04144433e-02-2.04620015e-04j 3.08365910e-04+4.51002422e-09j]
 [2.77471254e-04+4.50994310e-09j 3.97958267e+00-2.04580101e-04j]]"
-1096.0462369671213j,"[[2.04924904e-02-2.08769358e-04j 3.02167655e-04+7.91955339e-09j]
 [2.71272999e-04+7.91947141e-09j 3.97950459e+00-2.08780059e-04j]]"
-1095.6766378314048j,"[[2.04727683e-02-2.58198545e-04j 2.43544916e-04+9.35945991e-09j]
 [2.12650262e-04+9.35937688e-09j 3.97952428e+00-2.58283798e-04j]]"
-1095.3070386956883j,"[[2.04679525e-02-2.68031689e-04j 2.24063414e-04+5.73074309e-09j]
 [1.93168761e-04+5.73066266e-09j 3.97952919e+00-2.68224536e-04j]]"
-1094.9374395599718j,"[[2.04369601e-02-3.12201929e-04j 2.25099161e-04-5.72802228e-09j]
 [1.94204509e-04-5.72809855e-09j 3.97956033e+00-3.12412856e-04j]]"
-1094.5678404242556j,"[[2.04021104e-02-2.37889001e-04j 1.94078252e-04-5.40528859e-09j]
 [1.63183596e-04-5.40536195e-09j 3.97959528e+00-2.38031309e-04j]]"
-1094.198241288539j,"[[2.04727450e-02-2.26702387e-04j 1.88535255e-04-6.24197268e-09j]
 [1.57640599e-04-6.24204553e-09j 3.97952466e+00-2.26736934e-04j]]"
-1093.8286421528228j,"[[2.04742155e-02-2.45863333e-04j 1.76314999e-04+4.89507783e-09j]
 [1.45420344e-04+4.89500446e-09j 3.97952318e+00-2.45831804e-04j]]"
-1093.4590430171063j,"[[2.04755342e-02-2.19564822e-04j 1.43695934e-04+4.32313247e-09j]
 [1.12801276e-04+4.32305896e-09j 3.97952185e+00-2.19439596e-04j]]"
-1093.0894438813898j,"[[2.05252865e-02-1.93859349e-04j 1.47491124e-04+8.17084341e-09j]
 [1.16596465e-04+8.17076796e-09j 3.97947203e+00-1.93690312e-04j]]"
-1092.7198447456733j,"[[2.06350466e-02-2.16756516e-04j 1.19461488e-04-1.99593889e-09j]
 [8.85668300e-05-1.99601700e-09j 3.97936218e+00-2.16595346e-04j]]"
-1092.350245609957j,"[[2.06327405e-02-3.10869743e-04j 1.17942462e-04-1.08455743e-08j]
 [8.70478084e-05-1.08456517e-08j 3.97936451e+00-3.10724197e-04j]]"
-1091.9806464742405j,"[[2.05750027e-02-3.27606193e-04j 7.83797102e-05-1.18817022e-08j]
 [4.74850575e-05-1.18817802e-08j 3.97942223e+00-3.27475063e-04j]]"
-1091.611047338524j,"[[ 2.05518491e-02-3.88829624e-04j  3.07801010e-05-8.99848127e-09j]
 [-1.14548495e-07-8.99855809e-09j  3.97944543e+00-3.88701317e-04j]]"
-1091.2414482028075j,"[[2.05022888e-02-4.45909081e-04j 3.83525323e-05+2.26259119e-09j]
 [7.45788569e-06+2.26251578e-09j 3.97949504e+00-4.45732074e-04j]]"
-1090.871849067091j,"[[ 2.04726893e-02-4.01316752e-04j  1.04939686e-05+8.20128230e-09j]
 [-2.04006808e-05+8.20120309e-09j  3.97952451e+00-4.01073085e-04j]]"
-1090.5022499313748j,"[[ 2.05180429e-02-3.49121912e-04j  1.55595408e-06+1.25585727e-08j]
 [-2.93386985e-05+1.25584909e-08j  3.97947906e+00-3.48888580e-04j]]"
-1090.1326507956583j,"[[ 2.04906052e-02-3.68625230e-04j -5.62280300e-05+8.78936639e-09j]
 [-8.71226818e-05+8.78928168e-09j  3.97950640e+00-3.68448577e-04j]]"
-1089.7630516599418j,"[[ 2.04613803e-02-3.56800921e-04j -4.98211905e-05+1.13134562e-09j]
 [-8.07158433e-05+1.13126062e-09j  3.97953561e+00-3.56712865e-04j]]"
-1089.3934525242253j,"[[ 2.04857596e-02-2.78403493e-04j -3.23239338e-05-5.83011777e-09j]
 [-6.32185913e-05-5.83020175e-09j  3.97951127e+00-2.78395401e-04j]]"
-1089.0238533885088j,"[[ 2.05176042e-02-3.71067643e-04j  2.89919384e-07-1.12411365e-08j]
 [-3.06047331e-05-1.12412195e-08j  3.97947946e+00-3.71108370e-04j]]"
-1088.6542542527923j,"[[ 2.05764391e-02-3.01964486e-04j  2.02817768e-05-5.75990993e-09j]
 [-1.06128799e-05-5.75999147e-09j  3.97942068e+00-3.02028329e-04j]]"
-1088.284655117076j,"[[2.05764306e-02-3.86570503e-04j 5.53850281e-05-2.25544747e-09j]
 [2.44903759e-05-2.25552574e-09j 3.97942080e+00-3.86632329e-04j]]"
-1087.9150559813595j,"[[2.05566106e-02-4.00482451e-04j 6.64122143e-05+6.64584409e-09j]
 [3.55175626e-05+6.64576647e-09j 3.97944065e+00-4.00476967e-04j]]"
-1087.545456845643j,"[[2.05326850e-02-4.30577880e-04j 8.74515324e-05+4.88800546e-09j]
 [5.65568822e-05+4.88792605e-09j 3.97946451e+00-4.30563861e-04j]]"
-1087.1758577099265j,"[[2.04767147e-02-4.50309659e-04j 1.06830384e-04+6.62917838e-09j]
 [7.59357344e-05+6.62909971e-09j 3.97952051e+00-4.50307237e-04j]]"
-1086.80625857421j,"[[2.04579914e-02-4.75328993e-04j 9.67569054e-05-4.96612401e-09j]
 [6.58622571e-05-4.96620212e-09j 3.97953925e+00-4.75348050e-04j]]"
-1086.4366594384937j,"[[2.04180372e-02-4.54245556e-04j 1.07266740e-04-6.72082260e-09j]
 [7.63720906e-05-6.72089821e-09j 3.97957929e+00-4.54243881e-04j]]"
-1086.0670603027775j,"[[2.04384937e-02-4.70702955e-04j 1.32089660e-04-9.56552309e-09j]
 [1.01195011e-04-9.56559858e-09j 3.97955884e+00-4.70627341e-04j]]"
-1085.697461167061j,"[[2.03886805e-02-4.64782685e-04j 1.26814150e-04-2.65708210e-09j]
 [9.59195003e-05-2.65715780e-09j 3.97960865e+00-4.64634811e-04j]]"
-1085.3278620313445j,"[[2.04054293e-02-4.37657893e-04j 1.48724694e-04+7.65429600e-09j]
 [1.17830042e-04+7.65421828e-09j 3.97959183e+00-4.37477344e-04j]]"
-1084.958262895628j,"[[2.03906773e-02-4.25036836e-04j 1.40708635e-04+1.53308029e-08j]
 [1.09813983e-04+1.53307230e-08j 3.97960651e+00-4.24827698e-04j]]"
-1084.5886637599115j,"[[2.03972296e-02-3.75577525e-04j 1.37709035e-04+1.01765166e-08j]
 [1.06814379e-04+1.01764364e-08j 3.97959995e+00-3.75368872e-04j]]"
-1084.2190646241952j,"[[2.03789247e-02-4.39550050e-04j 1.40288597e-04+2.74690537e-09j]
 [1.09393945e-04+2.74682154e-09j 3.97961812e+00-4.39401826e-04j]]"
-1083.8494654884787j,"[[2.03631295e-02-4.17658880e-04j 1.64082064e-04-1.12470069e-08j]
 [1.33187410e-04-1.12470894e-08j 3.97963397e+00-4.17581907e-04j]]"
-1083.4798663527622j,"[[2.03579768e-02-4.12976424e-04j 2.27695564e-04-1.80859896e-08j]
 [1.96800910e-04-1.80860720e-08j 3.97963913e+00-4.12941988e-04j]]"
-1083.1102672170457j,"[[2.04288562e-02-3.63404835e-04j 2.78655285e-04-1.10266426e-08j]
 [2.47760627e-04-1.10267237e-08j 3.97956829e+00-3.63379038e-04j]]"
-1082.7406680813292j,"[[2.04015552e-02-4.25418293e-04j 2.85962789e-04+2.51861911e-09j]
 [2.55068135e-04+2.51853934e-09j 3.97959564e+00-4.25375066e-04j]]"
-1082.371068945613j,"[[2.03957692e-02-3.87107044e-04j 2.55946023e-04+1.00276163e-08j]
 [2.25051366e-04+1.00275361e-08j 3.97960141e+00-3.87038026e-04j]]"
-1082.0014698098964j,"[[2.04353900e-02-4.13558929e-04j 2.44022713e-04+1.07674463e-08j]
 [2.13128057e-04+1.07673654e-08j 3.97956176e+00-4.13507902e-04j]]"
-1081.63187067418j,"[[2.04159837e-02-4.02062933e-04j 2.98690849e-04+3.18749005e-09j]
 [2.67796192e-04+3.18741077e-09j 3.97958123e+00-4.02031899e-04j]]"
-1081.2622715384634j,"[[2.04643092e-02-3.98924785e-04j 2.78798212e-04-8.63074308e-10j]
 [2.47903555e-04-8.63153133e-10j 3.97953292e+00-3.98871967e-04j]]"
-1080.892672402747j,"[[2.04575635e-02-4.80208747e-04j 2.76675343e-04-6.96622893e-09j]
 [2.45780690e-04-6.96630823e-09j 3.97953965e+00-4.80194067e-04j]]"
-1080.5230732670304j,"[[2.03930927e-02-5.13530194e-04j 3.12616186e-04-6.28702693e-09j]
 [2.81721535e-04-6.28710348e-09j 3.97960422e+00-5.13488484e-04j]]"
-1080.1534741313142j,"[[2.04142070e-02-4.65580238e-04j 2.92736167e-04+1.94492935e-09j]
 [2.61841513e-04+1.94485236e-09j 3.97958309e+00-4.65442787e-04j]]"
-1079.7838749955977j,"[[2.03685075e-02-4.81524396e-04j 2.91605913e-04+8.44003051e-09j]
 [2.60711260e-04+8.43995490e-09j 3.97962884e+00-4.81329316e-04j]]"
-1079.4142758598812j,"[[2.03670311e-02-5.28589549e-04j 2.79668319e-04+9.15333593e-09j]
 [2.48773668e-04+9.15325715e-09j 3.97963021e+00-5.28283442e-04j]]"
-1079.0446767241647j,"[[2.03234042e-02-5.60809931e-04j 2.78503573e-04+4.43497158e-09j]
 [2.47608923e-04+4.43489064e-09j 3.97967376e+00-5.60494139e-04j]]"
-1078.6750775884484j,"[[2.02821980e-02-5.31302056e-04j 3.09250977e-04-3.18487364e-09j]
 [2.78356325e-04-3.18495689e-09j 3.97971489e+00-5.31004935e-04j]]"
-1078.3054784527321j,"[[2.02461173e-02-4.77718099e-04j 3.14593275e-04-1.09438007e-08j]
 [2.83698620e-04-1.09438861e-08j 3.97975089e+00-4.77491480e-04j]]"
-1077.9358793170156j,"[[2.02727481e-02-4.64725939e-04j 3.61164250e-04-7.73005481e-09j]
 [3.30269594e-04-7.73013959e-09j 3.97972429e+00-4.64541344e-04j]]"
-1077.5662801812991j,"[[2.02303438e-02-4.99948984e-04j 3.28001419e-04-6.84359929e-09j]
 [2.97106765e-04-6.84368291e-09j 3.97976673e+00-4.99777339e-04j]]"
-1077.1966810455826j,"[[2.02352895e-02-4.96444359e-04j 3.02413936e-04-1.08823199e-09j]
 [2.71519281e-04-1.08831673e-09j 3.97976175e+00-4.96232633e-04j]]"
-1076.8270819098661j,"[[2.02146146e-02-5.03732055e-04j 3.22174881e-04+6.29086402e-09j]
 [2.91280227e-04+6.29077756e-09j 3.97978236e+00-5.03554432e-04j]]"
-1076.4574827741496j,"[[2.01971677e-02-5.71149729e-04j 3.63352465e-04+1.22551324e-08j]
 [3.32457815e-04+1.22550438e-08j 3.97979973e+00-5.71026909e-04j]]"
-1076.0878836384334j,"[[2.00961492e-02-5.09748768e-04j 3.90173149e-04+5.82625257e-09j]
 [3.59278495e-04+5.82616399e-09j 3.97990076e+00-5.09711841e-04j]]"
-1075.7182845027169j,"[[2.00031157e-02-4.61243495e-04j 4.13044484e-04+2.97935344e-09j]
 [3.82149826e-04+2.97926634e-09j 3.97999384e+00-4.61280168e-04j]]"
-1075.3486853670004j,"[[1.99585343e-02-3.46029376e-04j 3.93277743e-04-6.76795140e-09j]
 [3.62383079e-04-6.76803660e-09j 3.98003849e+00-3.46106566e-04j]]"
-1074.9790862312839j,"[[2.00095445e-02-2.53677811e-04j 4.45579583e-04-3.56425395e-09j]
 [4.14684913e-04-3.56433738e-09j 3.97998754e+00-2.53739797e-04j]]"
-1074.6094870955674j,"[[1.99953786e-02-2.63394820e-04j 4.54898614e-04-4.81751995e-09j]
 [4.24003944e-04-4.81760203e-09j 3.98000176e+00-2.63425516e-04j]]"
-1074.239887959851j,"[[2.00298414e-02-1.50296278e-04j 4.84221195e-04+5.42539834e-09j]
 [4.53326518e-04+5.42531631e-09j 3.97996730e+00-1.50284069e-04j]]"
-1073.8702888241346j,"[[2.01222646e-02-1.14177859e-04j 4.95370683e-04+6.99669184e-09j]
 [4.64476004e-04+6.99660979e-09j 3.97987487e+00-1.14112674e-04j]]"
-1073.500689688418j,"[[2.01455095e-02-1.54029046e-04j 5.06576336e-04+7.15132727e-09j]
 [4.75681659e-04+7.15124436e-09j 3.97985160e+00-1.53936979e-04j]]"
-1073.1310905527016j,"[[2.01393818e-02-1.02330393e-04j 4.88523035e-04-4.26522204e-09j]
 [4.57628354e-04-4.26530563e-09j 3.97985771e+00-1.02288214e-04j]]"
-1072.761491416985j,"[[2.02071717e-02-8.27966278e-06j 4.94548529e-04-9.26486621e-09j]
 [4.63653843e-04-9.26494939e-09j 3.97978993e+00-8.19680076e-06j]]"
-1072.3918922812686j,"[[2.02979685e-02-3.91053620e-05j 4.94507927e-04-1.14494289e-08j]
 [4.63613243e-04-1.14495130e-08j 3.97969910e+00-3.90254922e-05j]]"
-1072.0222931455523j,"[[2.02708430e-02-1.73800924e-04j 4.66793639e-04-6.01054184e-09j]
 [4.35898961e-04-6.01062625e-09j 3.97972622e+00-1.73769455e-04j]]"
-1071.6526940098358j,"[[2.02510587e-02-1.45038049e-04j 4.86940212e-04+2.44365317e-09j]
 [4.56045532e-04+2.44357009e-09j 3.97974605e+00-1.45000683e-04j]]"
-1071.2830948741193j,"[[2.02935875e-02-1.25936344e-04j 4.67998212e-04+1.17977168e-08j]
 [4.37103532e-04+1.17976318e-08j 3.97970346e+00-1.25830276e-04j]]"
-1070.913495738403j,"[[2.03001446e-02-1.48135104e-04j 4.49276905e-04+9.39936009e-09j]
 [4.18382225e-04+9.39927153e-09j 3.97969678e+00-1.48061728e-04j]]"
-1070.5438966026866j,"[[2.03119070e-02-2.41431777e-04j 4.25808161e-04+6.01689050e-09j]
 [3.94913486e-04+6.01680064e-09j 3.97968497e+00-2.41458983e-04j]]"
-1070.1742974669703j,"[[2.01966568e-02-1.78928384e-04j 4.50773775e-04-2.14570689e-09j]
 [4.19879097e-04-2.14579622e-09j 3.97980024e+00-1.79067250e-04j]]"
-1069.8046983312538j,"[[2.01587395e-02-1.57782366e-04j 4.33122409e-04-3.47635251e-09j]
 [4.02227729e-04-3.47643831e-09j 3.97983828e+00-1.58015194e-04j]]"
-1069.4350991955373j,"[[2.01350555e-02-4.08555159e-05j 3.93928247e-04-1.03922340e-08j]
 [3.63033559e-04-1.03923161e-08j 3.97986209e+00-4.10574241e-05j]]"
-1069.0655000598208j,"[[2.02154705e-02+7.43112166e-05j 3.78015300e-04-4.30756358e-09j]
 [3.47120606e-04-4.30764425e-09j 3.97978173e+00+7.41621818e-05j]]"
-1068.6959009241043j,"[[2.03297229e-02+8.89213468e-05j 3.38943973e-04-1.45502701e-09j]
 [3.08049277e-04-1.45510746e-09j 3.97966748e+00+8.88093959e-05j]]"
-1068.3263017883878j,"[[2.03873631e-02+6.86004114e-05j 3.03878692e-04+7.04755334e-09j]
 [2.72983998e-04+7.04747302e-09j 3.97960985e+00+6.85119787e-05j]]"
-1067.9567026526715j,"[[2.04342703e-02-4.89356353e-06j 3.45902123e-04+6.62851939e-09j]
 [3.15007433e-04+6.62844003e-09j 3.97956298e+00-4.97434530e-06j]]"
-1067.587103516955j,"[[2.04552918e-02+2.40037286e-05j 3.13191573e-04+5.10477457e-09j]
 [2.82296881e-04+5.10469615e-09j 3.97954199e+00+2.39999265e-05j]]"
-1067.2175043812385j,"[[2.05053826e-02-3.60492304e-05j 3.00846909e-04-4.92143403e-09j]
 [2.69952220e-04-4.92151301e-09j 3.97949188e+00-3.60098318e-05j]]"
-1066.847905245522j,"[[2.05121396e-02-8.80016159e-05j 2.95741471e-04-7.80981676e-09j]
 [2.64846785e-04-7.80989678e-09j 3.97948509e+00-8.79446966e-05j]]"
-1066.4783061098055j,"[[2.05123184e-02-1.11112266e-04j 2.91705908e-04-6.67274928e-09j]
 [2.60811222e-04-6.67282861e-09j 3.97948493e+00-1.11062129e-04j]]"
-1066.1087069740893j,"[[2.05110353e-02-1.13523098e-04j 2.51154614e-04+1.38048778e-09j]
 [2.20259929e-04+1.38040812e-09j 3.97948621e+00-1.13398429e-04j]]"
-1065.7391078383728j,"[[2.05113325e-02-1.12168613e-04j 2.61652121e-04+6.29301834e-09j]
 [2.30757435e-04+6.29293686e-09j 3.97948585e+00-1.11998799e-04j]]"
-1065.3695087026563j,"[[2.04934639e-02-1.09930616e-04j 2.76001629e-04+1.05316864e-08j]
 [2.45106942e-04+1.05316028e-08j 3.97950364e+00-1.09708915e-04j]]"
-1064.9999095669398j,"[[2.05656745e-02-7.87905003e-05j 2.99510749e-04+6.52274429e-09j]
 [2.68616060e-04+6.52265706e-09j 3.97943131e+00-7.86009475e-05j]]"
-1064.6303104312233j,"[[2.05982088e-02-1.65182104e-04j 3.23041981e-04-9.58100474e-10j]
 [2.92147298e-04-9.58188595e-10j 3.97939875e+00-1.65085920e-04j]]"
-1064.2607112955068j,"[[2.05966622e-02-2.69815713e-04j 3.10099247e-04-9.45870709e-09j]
 [2.79204569e-04-9.45879470e-09j 3.97940031e+00-2.69800709e-04j]]"
-1063.8911121597905j,"[[2.04873767e-02-2.85657884e-04j 2.63196968e-04-1.17829579e-08j]
 [2.32302291e-04-1.17830445e-08j 3.97950963e+00-2.85670886e-04j]]"
-1063.521513024074j,"[[2.05099302e-02-1.93711445e-04j 1.99439111e-04-7.88876167e-09j]
 [1.68544428e-04-7.88884767e-09j 3.97948710e+00-1.93717070e-04j]]"
-1063.1519138883577j,"[[2.05055432e-02-2.21660381e-04j 1.85489947e-04-2.56011243e-09j]
 [1.54595265e-04-2.56019963e-09j 3.97949145e+00-2.21662905e-04j]]"
-1062.7823147526412j,"[[2.04946659e-02-2.65141765e-04j 2.00403793e-04+6.82106173e-09j]
 [1.69509114e-04+6.82097417e-09j 3.97950231e+00-2.65177390e-04j]]"
-1062.4127156169247j,"[[2.04970070e-02-2.55056723e-04j 1.98652977e-04+8.98819937e-09j]
 [1.67758296e-04+8.98811156e-09j 3.97949996e+00-2.55140387e-04j]]"
-1062.0431164812085j,"[[2.04774117e-02-2.92626732e-04j 1.84935183e-04+4.90047583e-09j]
 [1.54040504e-04+4.90038987e-09j 3.97951962e+00-2.92755562e-04j]]"
-1061.673517345492j,"[[2.03983652e-02-2.05335113e-04j 1.65166501e-04-9.92117457e-10j]
 [1.34271817e-04-9.92202280e-10j 3.97959871e+00-2.05499056e-04j]]"
-1061.3039182097755j,"[[2.04526684e-02-1.24593447e-04j 1.80299897e-04-4.23859938e-09j]
 [1.49405208e-04-4.23868297e-09j 3.97954445e+00-1.24751507e-04j]]"
-1060.934319074059j,"[[2.05135554e-02-1.75710285e-04j 2.14739693e-04-8.92819976e-09j]
 [1.83845007e-04-8.92828115e-09j 3.97948364e+00-1.75845054e-04j]]"
-1060.5647199383425j,"[[2.05706253e-02-2.06888095e-04j 2.30761220e-04-1.50607939e-09j]
 [1.99866536e-04-1.50616136e-09j 3.97942655e+00-2.06931006e-04j]]"
-1060.195120802626j,"[[2.05650809e-02-2.43491098e-04j 2.17879804e-04+4.04125503e-09j]
 [1.86985121e-04+4.04117251e-09j 3.97943208e+00-2.43494728e-04j]]"
-1059.8255216669097j,"[[2.05528549e-02-3.43962917e-04j 2.26711941e-04+9.63309275e-09j]
 [1.95817264e-04+9.63300724e-09j 3.97944420e+00-3.43930309e-04j]]"
-1059.4559225311932j,"[[2.05115740e-02-3.34972295e-04j 2.35158156e-04+3.52806058e-09j]
 [2.04263478e-04+3.52797405e-09j 3.97948545e+00-3.34945261e-04j]]"
-1059.0863233954767j,"[[2.04353932e-02-3.25873829e-04j 2.41592771e-04-1.15847920e-09j]
 [2.10698092e-04-1.15856724e-09j 3.97956158e+00-3.25912853e-04j]]"
-1058.7167242597602j,"[[2.04151783e-02-3.03358835e-04j 2.54325646e-04-1.02267382e-08j]
 [2.23430966e-04-1.02268265e-08j 3.97958178e+00-3.03474520e-04j]]"
-1058.3471251240437j,"[[2.04225526e-02-2.59019462e-04j 2.73769872e-04-1.39426910e-08j]
 [2.42875188e-04-1.39427791e-08j 3.97957442e+00-2.59173157e-04j]]"
-1057.9775259883274j,"[[2.04634466e-02-2.35253665e-04j 2.99958647e-04-1.01148021e-08j]
 [2.69063962e-04-1.01148889e-08j 3.97953357e+00-2.35432579e-04j]]"
-1057.607926852611j,"[[2.04606131e-02-2.85938143e-04j 2.88123640e-04+5.02074177e-09j]
 [2.57228957e-04+5.02065518e-09j 3.97953641e+00-2.86134505e-04j]]"
-1057.2383277168944j,"[[2.04184874e-02-2.23297498e-04j 2.75546124e-04+1.18427034e-08j]
 [2.44651438e-04+1.18426170e-08j 3.97957854e+00-2.23518054e-04j]]"
-1056.868728581178j,"[[2.04177300e-02-2.00831392e-04j 2.04825583e-04+1.48706454e-08j]
 [1.73930895e-04+1.48705595e-08j 3.97957932e+00-2.01110821e-04j]]"
-1056.4991294454614j,"[[2.04556596e-02-1.83198742e-04j 2.57935121e-04+5.60351644e-09j]
 [2.27040431e-04+5.60343172e-09j 3.97954143e+00-1.83498067e-04j]]"
-1056.129530309745j,"[[2.04907149e-02-1.63168080e-04j 2.30811527e-04+1.98887115e-11j]
 [1.99916836e-04+1.98042103e-11j 3.97950638e+00-1.63512949e-04j]]"
-1055.7599311740287j,"[[2.05250855e-02-2.41991633e-04j 2.46604695e-04-1.00893751e-08j]
 [2.15710009e-04-1.00894567e-08j 3.97947211e+00-2.42370239e-04j]]"
-1055.3903320383124j,"[[2.05413646e-02-1.91786227e-04j 2.79207839e-04-5.36265405e-09j]
 [2.48313149e-04-5.36273368e-09j 3.97945590e+00-1.92127880e-04j]]"
