iw_n,Sigma_iw_n
-1087.545456845643j,"[[ 0.67024163+1.78948700e-03j -0.24428509-2.70636088e-05j]
 [-0.24444696-2.70819220e-05j  3.37285859+1.69096576e-03j]]"
-1087.1758577099265j,"[[ 0.67026346+1.85227523e-03j -0.24430709-1.44203881e-05j]
 [-0.24446897-1.44387050e-05j  3.37283808+1.73147551e-03j]]"
-1086.80625857421j,"[[ 0.67031532+1.91201758e-03j -0.24430021+2.88092773e-05j]
 [-0.24446209+2.87909626e-05j  3.37277874+1.81204830e-03j]]"
-1086.4366594384937j,"[[ 0.67034392+1.99056629e-03j -0.2443059 -1.50105301e-05j]
 [-0.24446777-1.50288350e-05j  3.37279971+1.92632905e-03j]]"
-1086.0670603027775j,"[[ 0.67040636+1.88110362e-03j -0.24431254+2.74303631e-05j]
 [-0.24447442+2.74120615e-05j  3.37275081+1.78679030e-03j]]"
-1085.697461167061j,"[[ 0.67043249+1.74294193e-03j -0.24428653+2.31359946e-05j]
 [-0.24444841+2.31176969e-05j  3.37270734+1.58737101e-03j]]"
-1085.3278620313445j,"[[ 0.67042086+1.80490771e-03j -0.24427676-1.58448998e-05j]
 [-0.24443864-1.58631962e-05j  3.37271535+1.73120754e-03j]]"
-1084.958262895628j,"[[ 0.67040822+1.72285223e-03j -0.24429028-1.25735551e-05j]
 [-0.24445216-1.25918501e-05j  3.37275045+1.61503231e-03j]]"
-1084.5886637599115j,"[[ 0.6703995 +1.70406940e-03j -0.24428107+3.86843791e-05j]
 [-0.24444294+3.86660889e-05j  3.3727654 +1.59226327e-03j]]"
-1084.2190646241952j,"[[ 0.6704599 +1.65209792e-03j -0.24425773+1.25401592e-05j]
 [-0.24441961+1.25218741e-05j  3.37269893+1.54242072e-03j]]"
-1083.8494654884787j,"[[ 0.67045226+1.47854215e-03j -0.24424128+4.26722580e-05j]
 [-0.24440315+4.26539755e-05j  3.3726947 +1.34402084e-03j]]"
-1083.4798663527622j,"[[ 0.67035945+1.50026926e-03j -0.24422319+3.15321581e-05j]
 [-0.24438506+3.15138743e-05j  3.37273633+1.40393510e-03j]]"
-1083.1102672170457j,"[[ 0.67028595+1.58027641e-03j -0.2442101 -2.14049766e-06j]
 [-0.24437198-2.15877743e-06j  3.37281593+1.49499410e-03j]]"
-1082.7406680813292j,"[[ 0.6702697 +1.64355506e-03j -0.24420262+4.10178226e-06j]
 [-0.24436449+4.08350364e-06j  3.37283285+1.54541504e-03j]]"
-1082.371068945613j,"[[ 0.67033879+1.64883114e-03j -0.24419114+2.98788450e-05j]
 [-0.24435302+2.98605667e-05j  3.3727373 +1.53146169e-03j]]"
-1082.0014698098964j,"[[ 0.67033168+1.74681383e-03j -0.24419223-2.29349954e-06j]
 [-0.24435411-2.31177486e-06j  3.37274953+1.67061067e-03j]]"
-1081.63187067418j,"[[ 0.67029403+1.77745392e-03j -0.24418865+2.92516046e-05j]
 [-0.24435052+2.92333375e-05j  3.3728168 +1.71321723e-03j]]"
-1081.2622715384634j,"[[ 0.67029067+1.75144626e-03j -0.24421172-3.78169162e-05j]
 [-0.24437359-3.78351842e-05j  3.37282425+1.66214684e-03j]]"
-1080.892672402747j,"[[ 0.67026433+1.76580282e-03j -0.24420864+1.40408093e-05j]
 [-0.24437051+1.40225417e-05j  3.3728519 +1.68000886e-03j]]"
-1080.5230732670304j,"[[ 0.67024963+1.76105179e-03j -0.24422152+1.41526856e-05j]
 [-0.24438339+1.41344172e-05j  3.37284101+1.65722862e-03j]]"
-1080.1534741313142j,"[[ 0.67019737+1.84464838e-03j -0.24422513-1.17231757e-05j]
 [-0.244387  -1.17414420e-05j  3.37290172+1.74184597e-03j]]"
-1079.7838749955977j,"[[ 0.67021598+1.87859572e-03j -0.24424068+1.04692125e-05j]
 [-0.24440256+1.04509469e-05j  3.37288808+1.75455544e-03j]]"
-1079.4142758598812j,"[[ 0.67021862+1.96941803e-03j -0.24423725+1.14491724e-05j]
 [-0.24439913+1.14309082e-05j  3.37288046+1.86745590e-03j]]"
-1079.0446767241647j,"[[ 0.67025095+1.99028740e-03j -0.24422269+4.07945663e-05j]
 [-0.24438456+4.07763069e-05j  3.37284475+1.81637833e-03j]]"
-1078.6750775884484j,"[[ 0.67036061+2.03217705e-03j -0.24422834+1.50333896e-05j]
 [-0.24439022+1.50151308e-05j  3.37270886+1.85267761e-03j]]"
-1078.3054784527321j,"[[ 0.6703965 +2.09698107e-03j -0.24423379+9.30258174e-06j]
 [-0.24439567+9.28432644e-06j  3.37268543+1.95249688e-03j]]"
-1077.9358793170156j,"[[ 0.67046929+2.18576133e-03j -0.24423853-2.28236036e-05j]
 [-0.24440041-2.28418593e-05j  3.37260841+2.07116158e-03j]]"
-1077.5662801812991j,"[[ 0.67054359+2.21047491e-03j -0.24424616-1.47997380e-05j]
 [-0.24440804-1.48179906e-05j  3.37256733+2.08968734e-03j]]"
-1077.1966810455826j,"[[ 0.67064253+2.12078117e-03j -0.24425525+5.42145778e-06j]
 [-0.24441712+5.40320878e-06j  3.37248505+1.98803626e-03j]]"
-1076.8270819098661j,"[[ 0.67066292+2.04900571e-03j -0.24426024+3.20494357e-05j]
 [-0.24442212+3.20311900e-05j  3.37246281+1.93851378e-03j]]"
-1076.4574827741496j,"[[ 0.67066161+1.95914746e-03j -0.24424539+2.70800645e-05j]
 [-0.24440726+2.70618233e-05j  3.37245796+1.82939496e-03j]]"
-1076.0878836384334j,"[[ 0.67063454+1.95265066e-03j -0.24424438+1.51346515e-05j]
 [-0.24440626+1.51164140e-05j  3.37248399+1.83964812e-03j]]"
-1075.7182845027169j,"[[ 0.67059944+1.91512913e-03j -0.24425449-1.87140813e-05j]
 [-0.24441637-1.87323169e-05j  3.3725353 +1.80351184e-03j]]"
-1075.3486853670004j,"[[ 0.67049861+1.88688863e-03j -0.24427637+1.75990701e-05j]
 [-0.24443824+1.75808393e-05j  3.37267354+1.76477339e-03j]]"
-1074.9790862312839j,"[[ 0.67054826+1.88175715e-03j -0.24428811+2.78286850e-06j]
 [-0.24444998+2.76463270e-06j  3.37258555+1.74731309e-03j]]"
-1074.6094870955674j,"[[ 0.67056094+1.89235579e-03j -0.24429508+1.28541587e-05j]
 [-0.24445695+1.28359203e-05j  3.37254567+1.76417517e-03j]]"
-1074.239887959851j,"[[ 0.67050301+1.94481078e-03j -0.24431979-1.70625578e-05j]
 [-0.24448167-1.70807888e-05j  3.37265819+1.87821798e-03j]]"
-1073.8702888241346j,"[[ 0.67052577+1.90294614e-03j -0.24433237+1.01669526e-06j]
 [-0.24449425+9.98465514e-07j  3.37264725+1.81799526e-03j]]"
-1073.500689688418j,"[[ 0.67050084+1.83478738e-03j -0.24434015+2.43720319e-05j]
 [-0.24450203+2.43538061e-05j  3.37267977+1.72529413e-03j]]"
-1073.1310905527016j,"[[ 0.67052938+1.73238683e-03j -0.24433441+2.74694758e-05j]
 [-0.24449629+2.74512506e-05j  3.37262608+1.60623301e-03j]]"
-1072.761491416985j,"[[ 0.67053246+1.73743828e-03j -0.24432997-1.47037831e-05j]
 [-0.24449184-1.47220122e-05j  3.37258982+1.64065144e-03j]]"
-1072.3918922812686j,"[[ 0.67042079+1.68295780e-03j -0.24434224+8.95918465e-07j]
 [-0.24450411+8.77693984e-07j  3.37273764+1.56213711e-03j]]"
-1072.0222931455523j,"[[ 0.67041201+1.68936113e-03j -0.24434594+3.80772828e-05j]
 [-0.24450782+3.80590570e-05j  3.37271502+1.53159558e-03j]]"
-1071.6526940098358j,"[[ 0.67047669+1.77189824e-03j -0.24433501+2.14514006e-05j]
 [-0.24449688+2.14331703e-05j  3.37258411+1.65725777e-03j]]"
-1071.2830948741193j,"[[ 0.67044092+1.83708782e-03j -0.24433059+1.74682232e-05j]
 [-0.24449247+1.74500039e-05j  3.3726704 +1.75552278e-03j]]"
-1070.913495738403j,"[[ 0.67044143+1.80029891e-03j -0.24433105-1.73593376e-07j]
 [-0.24449293-1.91811643e-07j  3.37266608+1.69174737e-03j]]"
-1070.5438966026866j,"[[ 0.67037819+1.86725547e-03j -0.24432552+2.81660329e-05j]
 [-0.24448739+2.81478153e-05j  3.37271866+1.79032069e-03j]]"
-1070.1742974669703j,"[[ 0.67036418+1.93822486e-03j -0.24432371+1.43213807e-06j]
 [-0.24448558+1.41392418e-06j  3.37273429+1.89010626e-03j]]"
-1069.8046983312538j,"[[ 0.67030806+2.01799783e-03j -0.24432951-4.37987387e-07j]
 [-0.24449138-4.56192594e-07j  3.37284715+1.97023410e-03j]]"
-1069.4350991955373j,"[[ 0.6703115 +1.95393787e-03j -0.24433045-1.33805889e-05j]
 [-0.24449233-1.33987894e-05j  3.37287369+1.84575380e-03j]]"
-1069.0655000598208j,"[[ 0.67034061+1.93375797e-03j -0.24432889+2.19033002e-05j]
 [-0.24449077+2.18850956e-05j  3.37280386+1.78920112e-03j]]"
-1068.6959009241043j,"[[ 0.67040752+1.97381537e-03j -0.24432956+4.26426654e-06j]
 [-0.24449143+4.24606094e-06j  3.37271101+1.86004616e-03j]]"
-1068.3263017883878j,"[[ 0.67040113+1.93081393e-03j -0.24433493+2.47516170e-05j]
 [-0.24449681+2.47334149e-05j  3.37273055+1.79474938e-03j]]"
-1067.9567026526715j,"[[ 0.67046781+1.90714580e-03j -0.24431466+4.95166194e-05j]
 [-0.24447654+4.94984168e-05j  3.37261526+1.80261191e-03j]]"
-1067.587103516955j,"[[ 0.67032415+1.96568418e-03j -0.24431135-2.73205825e-05j]
 [-0.24447322-2.73387720e-05j  3.37282954+1.88792319e-03j]]"
-1067.2175043812385j,"[[ 0.67030808+1.95186753e-03j -0.24431889+2.37957134e-05j]
 [-0.24448077+2.37775265e-05j  3.3728609 +1.83735272e-03j]]"
-1066.847905245522j,"[[ 0.67040186+1.96142004e-03j -0.24431224+7.79221806e-06j]
 [-0.24447411+7.77402788e-06j  3.37271516+1.84063866e-03j]]"
-1066.4783061098055j,"[[ 0.67032814+1.94539419e-03j -0.24431406+1.06880970e-05j]
 [-0.24447594+1.06699141e-05j  3.37281998+1.84207176e-03j]]"
-1066.1087069740893j,"[[ 0.67036232+2.05309885e-03j -0.24429119+5.57394487e-06j]
 [-0.24445307+5.55576356e-06j  3.37277014+1.97916304e-03j]]"
-1065.7391078383728j,"[[ 0.67039754+1.97562200e-03j -0.2442851 +9.40281517e-06j]
 [-0.24444698+9.38463931e-06j  3.37275205+1.87282982e-03j]]"
-1065.3695087026563j,"[[ 0.6703736 +1.97635400e-03j -0.24428456+4.46444449e-06j]
 [-0.24444644+4.44626693e-06j  3.37275475+1.89493096e-03j]]"
-1064.9999095669398j,"[[ 0.67034909+2.05802424e-03j -0.24429603-1.26020624e-05j]
 [-0.2444579 -1.26202319e-05j  3.37282789+1.99667202e-03j]]"
-1064.6303104312233j,"[[ 0.6704116 +1.98144900e-03j -0.24429657-5.91485473e-06j]
 [-0.24445844-5.93302382e-06j  3.37276757+1.88461999e-03j]]"
-1064.2607112955068j,"[[ 0.67046153+1.90897298e-03j -0.24430017+4.64263468e-05j]
 [-0.24446205+4.64081748e-05j  3.3726764 +1.79384191e-03j]]"
-1063.8911121597905j,"[[ 0.67046302+1.96234240e-03j -0.24427617+2.70336388e-05j]
 [-0.24443805+2.70154711e-05j  3.37265337+1.86734110e-03j]]"
-1063.521513024074j,"[[ 0.67047992+1.99457028e-03j -0.24427623-1.89420516e-06j]
 [-0.2444381 -1.91236738e-06j  3.37265479+1.94477883e-03j]]"
-1063.1519138883577j,"[[ 0.67038684+1.94007783e-03j -0.2442659 -1.15946567e-05j]
 [-0.24442778-1.16128132e-05j  3.37278046+1.85919906e-03j]]"
-1062.7823147526412j,"[[ 0.67044234+1.96192389e-03j -0.24425734+3.85057767e-05j]
 [-0.24441922+3.84876138e-05j  3.37266031+1.87420680e-03j]]"
-1062.4127156169247j,"[[ 0.67038928+2.03250542e-03j -0.24426483+1.00513706e-05j]
 [-0.24442671+1.00332155e-05j  3.37274026+1.97081531e-03j]]"
-1062.0431164812085j,"[[ 0.67039605+2.06984328e-03j -0.24428796-2.22461507e-05j]
 [-0.24444984-2.22643045e-05j  3.37274688+1.94516586e-03j]]"
-1061.673517345492j,"[[ 0.67051056+2.12754367e-03j -0.24429554-1.45299563e-05j]
 [-0.24445741-1.45481134e-05j  3.37262336+2.01395951e-03j]]"
-1061.3039182097755j,"[[ 0.67062175+2.06537578e-03j -0.24431524+3.06821718e-05j]
 [-0.24447712+3.06640168e-05j  3.37252511+1.92840417e-03j]]"
-1060.934319074059j,"[[ 0.67065488+2.05022053e-03j -0.24432028+2.20257502e-05j]
 [-0.24448215+2.20076021e-05j  3.37250553+1.91299849e-03j]]"
-1060.5647199383425j,"[[ 0.67081594+2.02819850e-03j -0.24432532-2.55862529e-05j]
 [-0.2444872 -2.56044060e-05j  3.37230622+1.91237463e-03j]]"
-1060.195120802626j,"[[ 0.67079377+1.92529910e-03j -0.24432494+2.60850385e-05j]
 [-0.24448681+2.60668882e-05j  3.37233937+1.84593817e-03j]]"
-1059.8255216669097j,"[[ 0.6707359 +1.87153105e-03j -0.24431133+1.30448361e-05j]
 [-0.24447321+1.30266894e-05j  3.3723945 +1.80186493e-03j]]"
-1059.4559225311932j,"[[ 0.67068725+1.88110739e-03j -0.24431626+3.61778563e-05j]
 [-0.24447814+3.61597092e-05j  3.37241475+1.79628158e-03j]]"
-1059.0863233954767j,"[[ 0.67062196+1.96646200e-03j -0.24431211-1.34251901e-05j]
 [-0.24447399-1.34433311e-05j  3.37249675+1.91427232e-03j]]"
-1058.7167242597602j,"[[ 0.67062636+1.93382573e-03j -0.24432793+7.42346432e-06j]
 [-0.24448981+7.40532187e-06j  3.37249087+1.82825687e-03j]]"
-1058.3471251240437j,"[[ 0.67073376+2.00677094e-03j -0.24432524+4.63328414e-06j]
 [-0.24448711+4.61514250e-06j  3.37236737+1.94293116e-03j]]"
-1057.9775259883274j,"[[ 0.67065085+1.88788533e-03j -0.24433548+1.27166728e-05j]
 [-0.24449735+1.26985414e-05j  3.37250662+1.76946064e-03j]]"
-1057.607926852611j,"[[ 0.67071014+1.92979892e-03j -0.24432977-6.95345776e-06j]
 [-0.24449164-6.97159201e-06j  3.37241398+1.84952001e-03j]]"
-1057.2383277168944j,"[[ 0.67070671+1.83603643e-03j -0.24433413+5.79985101e-06j]
 [-0.24449601+5.78172275e-06j  3.37245576+1.72035696e-03j]]"
-1056.868728581178j,"[[ 0.67073201+1.80003491e-03j -0.2443193 +5.59564214e-05j]
 [-0.24448117+5.59382973e-05j  3.37242225+1.69500321e-03j]]"
-1056.4991294454614j,"[[ 0.67075124+1.75408943e-03j -0.24431337-7.57086726e-06j]
 [-0.24447524-7.58898494e-06j  3.37241476+1.62879613e-03j]]"
-1056.129530309745j,"[[ 0.67076528+1.65339876e-03j -0.24431057+7.22638202e-06j]
 [-0.24447245+7.20825921e-06j  3.37235936+1.54404119e-03j]]"
-1055.7599311740287j,"[[ 0.6706799 +1.63160838e-03j -0.24431214+1.31275885e-05j]
 [-0.24447402+1.31094682e-05j  3.37244804+1.54030597e-03j]]"
-1055.3903320383124j,"[[ 0.67062441+1.62223310e-03j -0.24429449+2.07657161e-05j]
 [-0.24445636+2.07475979e-05j  3.37248942+1.51807845e-03j]]"
-1055.020732902596j,"[[ 0.67056444+1.64096153e-03j -0.24427545+2.62163338e-05j]
 [-0.24443733+2.61982219e-05j  3.37255425+1.52302745e-03j]]"
-1054.6511337668794j,"[[ 0.67055216+1.66295248e-03j -0.24427892+1.88001152e-05j]
 [-0.2444408 +1.87820044e-05j  3.37255055+1.52316229e-03j]]"
-1054.281534631163j,"[[ 0.67058566+1.76167986e-03j -0.24426129+1.04718033e-06j]
 [-0.24442316+1.02907026e-06j  3.37249924+1.62756797e-03j]]"
-1053.9119354954466j,"[[ 0.6706652 +1.81439735e-03j -0.24426283-6.68485169e-06j]
 [-0.24442471-6.70296457e-06j  3.37239668+1.69555367e-03j]]"
-1053.5423363597301j,"[[ 0.67069313+1.85558928e-03j -0.24429162+1.77654729e-05j]
 [-0.2444535 +1.77473639e-05j  3.37239292+1.74489392e-03j]]"
-1053.1727372240136j,"[[ 0.67068214+1.83273284e-03j -0.24428869+1.94769303e-05j]
 [-0.24445057+1.94588337e-05j  3.37245697+1.72934550e-03j]]"
-1052.8031380882971j,"[[ 0.67070776+1.78916319e-03j -0.24429041-3.15023042e-05j]
 [-0.24445228-3.15203999e-05j  3.37243231+1.67460389e-03j]]"
-1052.4335389525806j,"[[ 0.67069676+1.76574504e-03j -0.24430403+2.51906418e-05j]
 [-0.2444659 +2.51725479e-05j  3.37245119+1.66221240e-03j]]"
-1052.0639398168641j,"[[ 0.67072526+1.69669151e-03j -0.24428313+8.03170361e-06j]
 [-0.244445  +8.01361497e-06j  3.37242134+1.61114915e-03j]]"
-1051.6943406811479j,"[[ 0.67056389+1.66054298e-03j -0.24430076+9.53916131e-06j]
 [-0.24446264+9.52108211e-06j  3.37264045+1.54628444e-03j]]"
-1051.3247415454314j,"[[ 0.67059675+1.62249494e-03j -0.24429761+9.56311323e-06j]
 [-0.24445949+9.54503043e-06j  3.3725669 +1.47799941e-03j]]"
-1050.9551424097149j,"[[ 0.67057276+1.67016939e-03j -0.24429942-1.66858210e-05j]
 [-0.2444613 -1.67039056e-05j  3.37257911+1.53607282e-03j]]"
-1050.5855432739984j,"[[ 0.67067581+1.64234290e-03j -0.24430893+1.78861339e-05j]
 [-0.2444708 +1.78680468e-05j  3.37245506+1.49554229e-03j]]"
-1050.2159441382819j,"[[ 0.6706706 +1.59608386e-03j -0.24429741-4.29080796e-06j]
 [-0.24445928-4.30888955e-06j  3.37248019+1.43605705e-03j]]"
-1049.8463450025656j,"[[ 0.6707133 +1.56397245e-03j -0.24428378+5.16882689e-05j]
 [-0.24444566+5.16701868e-05j  3.37240053+1.41363301e-03j]]"
