iw_n,Sigma_iw_n
-1104.5470170885997j,"[[-7.48619942e-04-2.26762473e-04j  5.53505810e-04+9.83746176e-08j]
 [-1.19084320e-04+9.83746030e-08j  4.00074860e+00-2.26188590e-04j]]"
-1104.1774179528832j,"[[-7.60196623e-04-2.24693797e-04j  5.66606204e-04+1.03169567e-07j]
 [-1.05983935e-04+1.03169523e-07j  4.00076013e+00-2.24087970e-04j]]"
-1103.8078188171667j,"[[-7.83578133e-04-2.16102463e-04j  5.69048292e-04+1.08249505e-07j]
 [-1.03541864e-04+1.08249430e-07j  4.00078346e+00-2.15472713e-04j]]"
-1103.4382196814502j,"[[-7.93816240e-04-1.94716501e-04j  5.68306652e-04+1.11441290e-07j]
 [-1.04283536e-04+1.11441183e-07j  4.00079365e+00-1.94057501e-04j]]"
-1103.0686205457337j,"[[-7.69579649e-04-1.73643914e-04j  5.83226615e-04+1.14768964e-07j]
 [-8.93636060e-05+1.14768825e-07j  4.00076935e+00-1.72971973e-04j]]"
-1102.6990214100174j,"[[-7.95694640e-04-1.75331132e-04j  5.98218174e-04+1.17951819e-07j]
 [-7.43720520e-05+1.17951653e-07j  4.00079542e+00-1.74648889e-04j]]"
-1102.329422274301j,"[[-7.91073949e-04-1.53995339e-04j  6.10048734e-04+1.20068219e-07j]
 [-6.25415245e-05+1.20068028e-07j  4.00079076e+00-1.53285953e-04j]]"
-1101.9598231385844j,"[[-7.55356669e-04-1.40608610e-04j  6.07284760e-04+1.22343181e-07j]
 [-6.53055210e-05+1.22342951e-07j  4.00075498e+00-1.39881085e-04j]]"
-1101.5902240028681j,"[[-7.57302220e-04-1.42454059e-04j  5.99005824e-04+1.23197390e-07j]
 [-7.35844612e-05+1.23197123e-07j  4.00075687e+00-1.41721187e-04j]]"
-1101.2206248671516j,"[[-7.37738289e-04-1.47247272e-04j  6.16939501e-04+1.22742871e-07j]
 [-5.56507848e-05+1.22742563e-07j  4.00073724e+00-1.46522149e-04j]]"
-1100.8510257314351j,"[[-7.39248098e-04-1.57505522e-04j  6.38378379e-04+1.23416437e-07j]
 [-3.42119014e-05+1.23416106e-07j  4.00073871e+00-1.56807003e-04j]]"
-1100.4814265957189j,"[[-7.44599250e-04-1.37668168e-04j  6.36299308e-04+1.22165652e-07j]
 [-3.62910032e-05+1.22165302e-07j  4.00074403e+00-1.36972862e-04j]]"
-1100.1118274600024j,"[[-7.03121011e-04-1.30000099e-04j  6.46570728e-04+1.20656219e-07j]
 [-2.60195986e-05+1.20655848e-07j  4.00070252e+00-1.29301732e-04j]]"
-1099.7422283242859j,"[[-7.18353743e-04-1.42934705e-04j  6.38957293e-04+1.19569516e-07j]
 [-3.36330248e-05+1.19569120e-07j  4.00071771e+00-1.42250062e-04j]]"
-1099.3726291885694j,"[[-7.18563999e-04-1.07700271e-04j  6.12966310e-04+1.16852318e-07j]
 [-5.96240572e-05+1.16851904e-07j  4.00071789e+00-1.07007763e-04j]]"
-1099.0030300528529j,"[[-6.46300413e-04-8.65782276e-05j  5.89668131e-04+1.13315117e-07j]
 [-8.29222690e-05+1.13314679e-07j  4.00064559e+00-8.58833023e-05j]]"
-1098.6334309171366j,"[[-5.94579915e-04-1.09882712e-04j  5.62948536e-04+1.10001574e-07j]
 [-1.09641842e-04+1.10001107e-07j  4.00059382e+00-1.09178538e-04j]]"
-1098.26383178142j,"[[-5.43830497e-04-1.53564513e-04j  5.71944278e-04+1.04492670e-07j]
 [-1.00646052e-04+1.04492162e-07j  4.00054300e+00-1.52862841e-04j]]"
-1097.8942326457036j,"[[-5.29658813e-04-2.02232176e-04j  6.09522291e-04+1.00232166e-07j]
 [-6.30679860e-05+1.00231626e-07j  4.00052878e+00-2.01554689e-04j]]"
-1097.524633509987j,"[[-5.55369593e-04-2.45860151e-04j  6.34318102e-04+9.53404888e-08j]
 [-3.82721284e-05+9.53399154e-08j  4.00055444e+00-2.45203874e-04j]]"
-1097.1550343742706j,"[[-5.57624404e-04-2.81560898e-04j  6.54005003e-04+8.89752954e-08j]
 [-1.85851910e-05+8.89746903e-08j  4.00055664e+00-2.80925936e-04j]]"
-1096.785435238554j,"[[-5.67500060e-04-3.04695498e-04j  6.62716534e-04+8.35445095e-08j]
 [-9.87363763e-06+8.35438725e-08j  4.00056646e+00-3.04103595e-04j]]"
-1096.4158361028378j,"[[-5.89382005e-04-3.34405276e-04j  6.79524594e-04+7.59813006e-08j]
 [ 6.93445192e-06+7.59806397e-08j  4.00058831e+00-3.33848147e-04j]]"
-1096.0462369671213j,"[[-5.89836856e-04-3.69108611e-04j  6.90133354e-04+6.90636759e-08j]
 [ 1.75432479e-05+6.90629906e-08j  4.00058872e+00-3.68590190e-04j]]"
-1095.6766378314048j,"[[-6.27568575e-04-4.03840931e-04j  6.79818957e-04+6.27725901e-08j]
 [ 7.22888613e-06+6.27718814e-08j  4.00062642e+00-4.03367840e-04j]]"
-1095.3070386956883j,"[[-6.69651857e-04-4.13228481e-04j  6.64635404e-04+5.38246802e-08j]
 [-7.95466181e-06+5.38239529e-08j  4.00066847e+00-4.12796280e-04j]]"
-1094.9374395599718j,"[[-7.06176424e-04-4.27249184e-04j  6.53504091e-04+4.69453892e-08j]
 [-1.90859649e-05+4.69446391e-08j  4.00070496e+00-4.26866480e-04j]]"
-1094.5678404242556j,"[[-7.97434697e-04-4.03650913e-04j  6.35608235e-04+3.80479609e-08j]
 [-3.69818563e-05+3.80471970e-08j  4.00079619e+00-4.03326084e-04j]]"
-1094.198241288539j,"[[-8.17820547e-04-3.43012091e-04j  6.25961222e-04+3.00422064e-08j]
 [-4.66289510e-05+3.00414271e-08j  4.00081655e+00-3.42735779e-04j]]"
-1093.8286421528228j,"[[-8.11094054e-04-3.08562522e-04j  6.31727514e-04+2.15227637e-08j]
 [-4.08627076e-05+2.15219787e-08j  4.00080982e+00-3.08352723e-04j]]"
-1093.4590430171063j,"[[-8.16748674e-04-2.61985598e-04j  6.43125941e-04+1.25310716e-08j]
 [-2.94643455e-05+1.25302804e-08j  4.00081546e+00-2.61822786e-04j]]"
-1093.0894438813898j,"[[-7.71563736e-04-2.26762778e-04j  6.41453036e-04+5.08658090e-09j]
 [-3.11372995e-05+5.08578609e-09j  4.00077027e+00-2.26657421e-04j]]"
-1092.7198447456733j,"[[-7.37945297e-04-2.03118196e-04j  6.27545400e-04-4.16513734e-09j]
 [-4.50449718e-05-4.16593332e-09j  4.00073665e+00-2.03069375e-04j]]"
-1092.350245609957j,"[[-7.00944382e-04-2.09167663e-04j  6.14034760e-04-1.30897435e-08j]
 [-5.85556103e-05-1.30905382e-08j  4.00069965e+00-2.09168670e-04j]]"
-1091.9806464742405j,"[[-6.59252257e-04-2.53637721e-04j  6.04326085e-04-2.13009985e-08j]
 [-6.82642377e-05-2.13017965e-08j  4.00065796e+00-2.53696640e-04j]]"
-1091.611047338524j,"[[-6.83403223e-04-2.81094776e-04j  6.00486569e-04-3.02321448e-08j]
 [-7.21037266e-05-3.02329333e-08j  4.00068212e+00-2.81227054e-04j]]"
-1091.2414482028075j,"[[-6.95787344e-04-2.79787887e-04j  6.03259077e-04-3.81202964e-08j]
 [-6.93312265e-05-3.81210690e-08j  4.00069453e+00-2.79975884e-04j]]"
-1090.871849067091j,"[[-6.86441983e-04-2.82474700e-04j  5.97650118e-04-4.63021101e-08j]
 [-7.49401895e-05-4.63028574e-08j  4.00068523e+00-2.82716412e-04j]]"
-1090.5022499313748j,"[[-7.00825560e-04-2.67935787e-04j  5.94659700e-04-5.41130474e-08j]
 [-7.79306320e-05-5.41137745e-08j  4.00069965e+00-2.68208235e-04j]]"
-1090.1326507956583j,"[[-6.79445741e-04-2.67861376e-04j  6.00949867e-04-6.18839166e-08j]
 [-7.16404711e-05-6.18846311e-08j  4.00067829e+00-2.68167384e-04j]]"
-1089.7630516599418j,"[[-6.70493558e-04-2.79930088e-04j  6.15252902e-04-6.95825529e-08j]
 [-5.73374282e-05-6.95832483e-08j  4.00066937e+00-2.80283419e-04j]]"
-1089.3934525242253j,"[[-6.72853259e-04-2.84926757e-04j  6.39120526e-04-7.59348107e-08j]
 [-3.34698047e-05-7.59354829e-08j  4.00067176e+00-2.85308744e-04j]]"
-1089.0238533885088j,"[[-6.45890563e-04-2.98237541e-04j  6.55458122e-04-8.26395319e-08j]
 [-1.71321996e-05-8.26401871e-08j  4.00064483e+00-2.98651597e-04j]]"
-1088.6542542527923j,"[[-6.46063927e-04-3.09386603e-04j  6.61195198e-04-8.82613920e-08j]
 [-1.13951167e-05-8.82620217e-08j  4.00064504e+00-3.09839871e-04j]]"
-1088.284655117076j,"[[-6.57929891e-04-3.13646721e-04j  6.65342649e-04-9.49145963e-08j]
 [-7.24766656e-06-9.49151992e-08j  4.00065695e+00-3.14123319e-04j]]"
-1087.9150559813595j,"[[-6.44889882e-04-3.24024425e-04j  6.61513913e-04-9.93788354e-08j]
 [-1.10763970e-05-9.93794080e-08j  4.00064396e+00-3.24514891e-04j]]"
-1087.545456845643j,"[[-6.65536018e-04-3.30650905e-04j  6.42109284e-04-1.04291572e-07j]
 [-3.04810245e-05-1.04292125e-07j  4.00066464e+00-3.31152900e-04j]]"
-1087.1758577099265j,"[[-6.81779963e-04-3.32036239e-04j  6.06755653e-04-1.07961753e-07j]
 [-6.58346607e-05-1.07962288e-07j  4.00068091e+00-3.32546256e-04j]]"
-1086.80625857421j,"[[-6.69062008e-04-3.25833270e-04j  5.58414317e-04-1.11517271e-07j]
 [-1.14176011e-04-1.11517787e-07j  4.00066823e+00-3.26363235e-04j]]"
-1086.4366594384937j,"[[-6.80468248e-04-3.32742277e-04j  5.56677125e-04-1.15632499e-07j]
 [-1.15913201e-04-1.15632995e-07j  4.00067966e+00-3.33292444e-04j]]"
-1086.0670603027775j,"[[-6.85533000e-04-3.39056676e-04j  5.66725784e-04-1.17884347e-07j]
 [-1.05864541e-04-1.17884819e-07j  4.00068477e+00-3.39627076e-04j]]"
-1085.697461167061j,"[[-6.81917937e-04-3.37651401e-04j  5.83396969e-04-1.19703464e-07j]
 [-8.91933648e-05-1.19703909e-07j  4.00068120e+00-3.38235682e-04j]]"
-1085.3278620313445j,"[[-6.93259080e-04-3.30954639e-04j  5.90330829e-04-1.21081412e-07j]
 [-8.22595201e-05-1.21081834e-07j  4.00069258e+00-3.31553362e-04j]]"
-1084.958262895628j,"[[-6.68546078e-04-3.24264717e-04j  5.92853977e-04-1.21349978e-07j]
 [-7.97363873e-05-1.21350375e-07j  4.00066790e+00-3.24876555e-04j]]"
-1084.5886637599115j,"[[-6.56396241e-04-3.41553323e-04j  5.97958598e-04-1.22072074e-07j]
 [-7.46317511e-05-1.22072436e-07j  4.00065581e+00-3.42189029e-04j]]"
-1084.2190646241952j,"[[-6.67448494e-04-3.59335303e-04j  5.96278393e-04-1.20613449e-07j]
 [-7.63119416e-05-1.20613775e-07j  4.00066692e+00-3.59967055e-04j]]"
-1083.8494654884787j,"[[-6.44991308e-04-3.68621475e-04j  6.05894540e-04-1.20493925e-07j]
 [-6.66957893e-05-1.20494216e-07j  4.00064452e+00-3.69251402e-04j]]"
-1083.4798663527622j,"[[-6.46712791e-04-3.83841406e-04j  6.32702559e-04-1.19050332e-07j]
 [-3.98877586e-05-1.19050591e-07j  4.00064629e+00-3.84463431e-04j]]"
-1083.1102672170457j,"[[-6.46204423e-04-4.05610326e-04j  6.45158795e-04-1.15898519e-07j]
 [-2.74315026e-05-1.15898743e-07j  4.00064584e+00-4.06224321e-04j]]"
-1082.7406680813292j,"[[-6.39777633e-04-4.24379960e-04j  6.60816390e-04-1.13794135e-07j]
 [-1.17738907e-05-1.13794321e-07j  4.00063948e+00-4.24970514e-04j]]"
-1082.371068945613j,"[[-6.57738898e-04-4.42509960e-04j  6.68946055e-04-1.09295082e-07j]
 [-3.64421100e-06-1.09295237e-07j  4.00065749e+00-4.43074514e-04j]]"
-1082.0014698098964j,"[[-6.79852449e-04-4.74815327e-04j  6.40525783e-04-1.05531757e-07j]
 [-3.20644497e-05-1.05531883e-07j  4.00067965e+00-4.75341226e-04j]]"
-1081.63187067418j,"[[-7.13142743e-04-4.94364559e-04j  6.08920567e-04-1.01072507e-07j]
 [-6.36696482e-05-1.01072607e-07j  4.00071298e+00-4.94855554e-04j]]"
-1081.2622715384634j,"[[-7.76478496e-04-4.98778249e-04j  5.76892794e-04-9.57783693e-08j]
 [-9.56974231e-05-9.57784554e-08j  4.00077634e+00-4.99231252e-04j]]"
-1080.892672402747j,"[[-7.97581279e-04-4.67621456e-04j  5.64099921e-04-9.13395617e-08j]
 [-1.08490342e-04-9.13396291e-08j  4.00079747e+00-4.68045202e-04j]]"
-1080.5230732670304j,"[[-7.92115705e-04-4.39601515e-04j  5.50002405e-04-8.42574711e-08j]
 [-1.22587899e-04-8.42575238e-08j  4.00079203e+00-4.40003429e-04j]]"
-1080.1534741313142j,"[[-8.00219592e-04-4.31938495e-04j  5.39337804e-04-7.81004959e-08j]
 [-1.33252517e-04-7.81005236e-08j  4.00080017e+00-4.32315631e-04j]]"
-1079.7838749955977j,"[[-7.92342738e-04-4.23550806e-04j  5.58011071e-04-7.24594391e-08j]
 [-1.14579268e-04-7.24594460e-08j  4.00079233e+00-4.23896450e-04j]]"
-1079.4142758598812j,"[[-8.11265930e-04-4.04588417e-04j  5.88552991e-04-6.46637223e-08j]
 [-8.40373783e-05-6.46637041e-08j  4.00081129e+00-4.04903996e-04j]]"
-1079.0446767241647j,"[[-8.04808070e-04-3.76348571e-04j  5.95458476e-04-5.73681099e-08j]
 [-7.71319356e-05-5.73680701e-08j  4.00080487e+00-3.76619727e-04j]]"
-1078.6750775884484j,"[[-7.61151805e-04-3.74819184e-04j  5.83520711e-04-4.89611984e-08j]
 [-8.90697088e-05-4.89611360e-08j  4.00076125e+00-3.75052249e-04j]]"
-1078.3054784527321j,"[[-7.75159021e-04-3.98532809e-04j  5.54125538e-04-4.09834043e-08j]
 [-1.18464859e-04-4.09833177e-08j  4.00077530e+00-3.98721934e-04j]]"
-1077.9358793170156j,"[[-7.77188515e-04-4.09424500e-04j  5.45827146e-04-3.38698003e-08j]
 [-1.26763244e-04-3.38696903e-08j  4.00077736e+00-4.09550074e-04j]]"
-1077.5662801812991j,"[[-7.72008623e-04-4.20888988e-04j  5.64661973e-04-2.49595393e-08j]
 [-1.07928410e-04-2.49594116e-08j  4.00077221e+00-4.20957229e-04j]]"
-1077.1966810455826j,"[[-7.95432815e-04-4.29572057e-04j  5.91519622e-04-1.72529505e-08j]
 [-8.10707576e-05-1.72528048e-08j  4.00079567e+00-4.29563231e-04j]]"
-1076.8270819098661j,"[[-7.92804345e-04-4.38279325e-04j  6.23720159e-04-8.82880267e-09j]
 [-4.88702167e-05-8.82865449e-09j  4.00079304e+00-4.38191969e-04j]]"
-1076.4574827741496j,"[[-8.15900089e-04-4.51523270e-04j  6.32400466e-04+7.72139808e-10j]
 [-4.01899008e-05+7.72288016e-10j  4.00081614e+00-4.51367593e-04j]]"
-1076.0878836384334j,"[[-8.50589392e-04-4.34663719e-04j  6.30117265e-04+8.46761300e-09j]
 [-4.24731301e-05+8.46775886e-09j  4.00085082e+00-4.34437438e-04j]]"
-1075.7182845027169j,"[[-8.23115424e-04-4.13746864e-04j  6.58920737e-04+1.65232422e-08j]
 [-1.36696906e-05+1.65233821e-08j  4.00082334e+00-4.13445449e-04j]]"
-1075.3486853670004j,"[[-8.26553302e-04-4.11649298e-04j  6.68422224e-04+2.60530945e-08j]
 [-4.16821383e-06+2.60532234e-08j  4.00082676e+00-4.11287368e-04j]]"
-1074.9790862312839j,"[[-8.31721966e-04-4.15652851e-04j  6.49264577e-04+3.44862162e-08j]
 [-2.33258632e-05+3.44863326e-08j  4.00083191e+00-4.15211148e-04j]]"
-1074.6094870955674j,"[[-8.24387464e-04-4.33772323e-04j  6.58334824e-04+4.10163209e-08j]
 [-1.42556002e-05+4.10164116e-08j  4.00082454e+00-4.33268220e-04j]]"
-1074.239887959851j,"[[-8.57693046e-04-4.44620548e-04j  6.67199728e-04+5.02008659e-08j]
 [-5.39068978e-06+5.02009327e-08j  4.00085780e+00-4.44064163e-04j]]"
-1073.8702888241346j,"[[-8.65410520e-04-4.37891362e-04j  6.55523031e-04+5.76300323e-08j]
 [-1.70674027e-05+5.76300760e-08j  4.00086548e+00-4.37291734e-04j]]"
-1073.500689688418j,"[[-8.71524923e-04-4.40003539e-04j  6.49450543e-04+6.51925063e-08j]
 [-2.31398950e-05+6.51925366e-08j  4.00087158e+00-4.39355765e-04j]]"
-1073.1310905527016j,"[[-9.08650911e-04-4.46025843e-04j  6.24550628e-04+7.22993107e-08j]
 [-4.80398092e-05+7.22993174e-08j  4.00090867e+00-4.45317616e-04j]]"
-1072.761491416985j,"[[-9.28260971e-04-4.41021092e-04j  6.07175840e-04+7.78408217e-08j]
 [-6.54146108e-05+7.78407944e-08j  4.00092822e+00-4.40251339e-04j]]"
-1072.3918922812686j,"[[-9.53611558e-04-4.15893918e-04j  5.85794484e-04+8.53746197e-08j]
 [-8.67960058e-05+8.53745546e-08j  4.00095351e+00-4.15095529e-04j]]"
-1072.0222931455523j,"[[-9.78456219e-04-3.82105226e-04j  5.77052821e-04+9.02148536e-08j]
 [-9.55377187e-05+9.02147582e-08j  4.00097831e+00-3.81277165e-04j]]"
-1071.6526940098358j,"[[-9.71583742e-04-3.58856531e-04j  5.72012221e-04+9.62681350e-08j]
 [-1.00578355e-04+9.62680193e-08j  4.00097140e+00-3.57997523e-04j]]"
-1071.2830948741193j,"[[-9.89826191e-04-3.27762141e-04j  5.68768847e-04+1.01268526e-07j]
 [-1.03821775e-04+1.01268380e-07j  4.00098960e+00-3.26851941e-04j]]"
-1070.913495738403j,"[[-9.77409748e-04-2.96316838e-04j  6.02066981e-04+1.04202624e-07j]
 [-7.05236878e-05+1.04202434e-07j  4.00097711e+00-2.95359895e-04j]]"
-1070.5438966026866j,"[[-9.50953739e-04-2.75541928e-04j  6.48971210e-04+1.08993552e-07j]
 [-2.36194914e-05+1.08993312e-07j  4.00095058e+00-2.74565425e-04j]]"
-1070.1742974669703j,"[[-9.57914464e-04-2.42573620e-04j  6.69058862e-04+1.12368591e-07j]
 [-3.53188848e-06+1.12368313e-07j  4.00095748e+00-2.41592447e-04j]]"
-1069.8046983312538j,"[[-9.20296554e-04-2.19202676e-04j  6.81768745e-04+1.15092353e-07j]
 [ 9.17795847e-06+1.15092035e-07j  4.00091980e+00-2.18201076e-04j]]"
-1069.4350991955373j,"[[-8.75071941e-04-2.27057585e-04j  7.02669952e-04+1.17170364e-07j]
 [ 3.00791679e-05+1.17170008e-07j  4.00087451e+00-2.26056407e-04j]]"
-1069.0655000598208j,"[[-8.47993860e-04-2.28611385e-04j  7.35410678e-04+1.17832892e-07j]
 [ 6.28198891e-05+1.17832494e-07j  4.00084737e+00-2.27605723e-04j]]"
-1068.6959009241043j,"[[-8.08485887e-04-2.73302850e-04j  7.55738061e-04+1.20161968e-07j]
 [ 8.31473209e-05+1.20161538e-07j  4.00080781e+00-2.72303629e-04j]]"
-1068.3263017883878j,"[[-8.43276005e-04-3.12242758e-04j  7.61828321e-04+1.19764650e-07j]
 [ 8.92376229e-05+1.19764186e-07j  4.00084255e+00-3.11243866e-04j]]"
-1067.9567026526715j,"[[-8.77321825e-04-3.17555693e-04j  7.88127422e-04+1.18624399e-07j]
 [ 1.15536723e-04+1.18623897e-07j  4.00087653e+00-3.16547468e-04j]]"
-1067.587103516955j,"[[-8.80344360e-04-3.18427512e-04j  7.83175895e-04+1.19819829e-07j]
 [ 1.10585190e-04+1.19819286e-07j  4.00087949e+00-3.17430500e-04j]]"
-1067.2175043812385j,"[[-8.98994851e-04-2.97392394e-04j  7.54344106e-04+1.17671028e-07j]
 [ 8.17533675e-05+1.17670450e-07j  4.00089808e+00-2.96406647e-04j]]"
-1066.847905245522j,"[[-9.05902351e-04-2.83050224e-04j  7.42432547e-04+1.15787114e-07j]
 [ 6.98417829e-05+1.15786493e-07j  4.00090492e+00-2.82072971e-04j]]"
-1066.4783061098055j,"[[-9.06352768e-04-2.71136705e-04j  7.38756818e-04+1.12757046e-07j]
 [ 6.61660314e-05+1.12756389e-07j  4.00090532e+00-2.70186905e-04j]]"
-1066.1087069740893j,"[[-9.14722197e-04-2.35728895e-04j  7.24790727e-04+1.09676588e-07j]
 [ 5.21998881e-05+1.09675898e-07j  4.00091363e+00-2.34796169e-04j]]"
-1065.7391078383728j,"[[-8.75645809e-04-2.26802429e-04j  7.05529169e-04+1.06476271e-07j]
 [ 3.29383119e-05+1.06475542e-07j  4.00087450e+00-2.25879655e-04j]]"
-1065.3695087026563j,"[[-8.60266051e-04-2.31840886e-04j  6.87901631e-04+1.01870824e-07j]
 [ 1.53107734e-05+1.01870048e-07j  4.00085904e+00-2.30951737e-04j]]"
-1064.9999095669398j,"[[-8.79424508e-04-2.30449120e-04j  6.51592232e-04+9.81451073e-08j]
 [-2.09986343e-05+9.81442907e-08j  4.00087814e+00-2.29600280e-04j]]"
-1064.6303104312233j,"[[-8.73319237e-04-2.34668137e-04j  6.15185516e-04+9.21815330e-08j]
 [-5.74053531e-05+9.21806782e-08j  4.00087197e+00-2.33872872e-04j]]"
-1064.2607112955068j,"[[-8.63756411e-04-2.30797376e-04j  6.01349681e-04+8.62017760e-08j]
 [-7.12411993e-05+8.62008957e-08j  4.00086237e+00-2.30055157e-04j]]"
-1063.8911121597905j,"[[-8.63073990e-04-2.34878531e-04j  5.86366195e-04+8.04181168e-08j]
 [-8.62246882e-05+8.04172082e-08j  4.00086164e+00-2.34185628e-04j]]"
-1063.521513024074j,"[[-8.48392871e-04-2.23992778e-04j  5.68211180e-04+7.41110091e-08j]
 [-1.04379724e-04+7.41100732e-08j  4.00084692e+00-2.23346395e-04j]]"
-1063.1519138883577j,"[[-8.47659593e-04-2.14111947e-04j  5.45401782e-04+6.73218001e-08j]
 [-1.27189141e-04+6.73208336e-08j  4.00084613e+00-2.13530910e-04j]]"
-1062.7823147526412j,"[[-8.30611992e-04-2.08969357e-04j  5.37807052e-04+5.99174741e-08j]
 [-1.34783885e-04+5.99164849e-08j  4.00082905e+00-2.08448431e-04j]]"
-1062.4127156169247j,"[[-8.00521805e-04-2.20957919e-04j  5.20944174e-04+5.24723782e-08j]
 [-1.51646755e-04+5.24713700e-08j  4.00079893e+00-2.20515185e-04j]]"
-1062.0431164812085j,"[[-8.12198076e-04-2.34047073e-04j  5.23104693e-04+4.44588264e-08j]
 [-1.49486227e-04+4.44578058e-08j  4.00081059e+00-2.33677049e-04j]]"
-1061.673517345492j,"[[-8.18106282e-04-2.51955722e-04j  5.20714349e-04+3.66099523e-08j]
 [-1.51876555e-04+3.66089273e-08j  4.00081649e+00-2.51660406e-04j]]"
-1061.3039182097755j,"[[-8.18310028e-04-2.51373004e-04j  5.06949925e-04+2.86126569e-08j]
 [-1.65640988e-04+2.86116344e-08j  4.00081670e+00-2.51144608e-04j]]"
-1060.934319074059j,"[[-8.20982218e-04-2.45324926e-04j  4.83826697e-04+2.06134209e-08j]
 [-1.88764231e-04+2.06124011e-08j  4.00081937e+00-2.45154129e-04j]]"
-1060.5647199383425j,"[[-8.01037418e-04-2.46512689e-04j  4.29825336e-04+1.33770307e-08j]
 [-2.42765598e-04+1.33760113e-08j  4.00079943e+00-2.46393220e-04j]]"
-1060.195120802626j,"[[-8.03243056e-04-2.48198931e-04j  3.86283997e-04+3.25889327e-09j]
 [-2.86306942e-04+3.25787626e-09j  4.00080164e+00-2.48141901e-04j]]"
-1059.8255216669097j,"[[-8.29081140e-04-2.53812197e-04j  3.54043496e-04-4.54336105e-09j]
 [-3.18547443e-04-4.54437922e-09j  4.00082748e+00-2.53803676e-04j]]"
-1059.4559225311932j,"[[-8.23666888e-04-2.66705242e-04j  3.25768398e-04-1.30452430e-08j]
 [-3.46822532e-04-1.30462585e-08j  4.00082207e+00-2.66763318e-04j]]"
-1059.0863233954767j,"[[-8.30080980e-04-2.71125207e-04j  3.15120470e-04-2.22038681e-08j]
 [-3.57470462e-04-2.22048776e-08j  4.00082849e+00-2.71245756e-04j]]"
-1058.7167242597602j,"[[-8.43915010e-04-2.89626809e-04j  3.22133325e-04-2.93664338e-08j]
 [-3.50457591e-04-2.93674296e-08j  4.00084235e+00-2.89814179e-04j]]"
-1058.3471251240437j,"[[-8.67080464e-04-2.94364893e-04j  3.33225461e-04-3.76612794e-08j]
 [-3.39365457e-04-3.76622581e-08j  4.00086554e+00-2.94610477e-04j]]"
-1057.9775259883274j,"[[-9.21759841e-04-2.77713806e-04j  3.49540559e-04-4.54199568e-08j]
 [-3.23050388e-04-4.54209152e-08j  4.00092025e+00-2.78014407e-04j]]"
-1057.607926852611j,"[[-9.31039361e-04-2.30761979e-04j  3.92555711e-04-5.37955162e-08j]
 [-2.80035303e-04-5.37964594e-08j  4.00092955e+00-2.31107584e-04j]]"
-1057.2383277168944j,"[[-9.15172454e-04-1.93168284e-04j  4.54069195e-04-6.16002126e-08j]
 [-2.18521873e-04-6.16011312e-08j  4.00091373e+00-1.93578821e-04j]]"
-1056.868728581178j,"[[-9.31900585e-04-1.60179733e-04j  4.76408433e-04-6.65439840e-08j]
 [-1.96182685e-04-6.65448725e-08j  4.00093050e+00-1.60636999e-04j]]"
-1056.4991294454614j,"[[-9.03071444e-04-1.24547076e-04j  4.92390812e-04-7.47301691e-08j]
 [-1.80200359e-04-7.47310262e-08j  4.00090172e+00-1.25033580e-04j]]"
