iw_n,Sigma_iw_n
-1101.5902240028681j,"[[ 1.01948645e-01+4.37746676e-04j -1.56971875e-03+2.43671062e-09j]
 [-2.41620912e-03+2.42204120e-09j  3.89803227e+00+4.38030293e-04j]]"
-1101.2206248671516j,"[[ 1.02056387e-01+3.58498602e-04j -1.57983616e-03+1.46480491e-08j]
 [-2.42632641e-03+1.46332853e-08j  3.89792441e+00+3.58856555e-04j]]"
-1100.8510257314351j,"[[ 1.02053238e-01+3.75770250e-04j -1.56401716e-03+4.74466411e-10j]
 [-2.41050745e-03+4.59651823e-10j  3.89792750e+00+3.76057874e-04j]]"
-1100.4814265957189j,"[[ 1.02045927e-01+3.23924958e-04j -1.58540197e-03+1.01475732e-09j]
 [-2.43189219e-03+9.99948632e-10j  3.89793482e+00+3.24248560e-04j]]"
-1100.1118274600024j,"[[ 1.01952687e-01+2.38062137e-04j -1.58823419e-03-3.16237785e-09j]
 [-2.43472429e-03-3.17718498e-09j  3.89802807e+00+2.38300864e-04j]]"
-1099.7422283242859j,"[[ 1.01960558e-01+1.82884366e-04j -1.58819545e-03-1.11422920e-08j]
 [-2.43468547e-03-1.11571104e-08j  3.89802019e+00+1.83101456e-04j]]"
-1099.3726291885694j,"[[ 1.01957827e-01+1.33759303e-04j -1.59659269e-03+2.23762592e-09j]
 [-2.44308263e-03+2.22274717e-09j  3.89802285e+00+1.33984679e-04j]]"
-1099.0030300528529j,"[[ 1.01877879e-01-5.52709617e-05j -1.58572571e-03-1.44342993e-08j]
 [-2.43221537e-03-1.44492241e-08j  3.89810275e+00-5.51091236e-05j]]"
-1098.6334309171366j,"[[ 1.01664529e-01+2.37888375e-05j -1.58443072e-03+5.20901803e-10j]
 [-2.43092051e-03+5.05887575e-10j  3.89831599e+00+2.38722706e-05j]]"
-1098.26383178142j,"[[ 1.01751044e-01+1.49896600e-04j -1.57332740e-03-7.27727225e-09j]
 [-2.41981739e-03-7.29220798e-09j  3.89822958e+00+1.50051357e-04j]]"
-1097.8942326457036j,"[[ 1.01669752e-01+1.57032864e-04j -1.58125089e-03+1.74562705e-08j]
 [-2.42774090e-03+1.74413077e-08j  3.89831084e+00+1.57126333e-04j]]"
-1097.524633509987j,"[[ 1.01768747e-01+7.64235737e-05j -1.57918321e-03-5.13539351e-09j]
 [-2.42567310e-03-5.15024125e-09j  3.89821200e+00+7.65343115e-05j]]"
-1097.1550343742706j,"[[ 1.01699738e-01-6.81180053e-05j -1.59358333e-03-1.18760838e-08j]
 [-2.44007301e-03-1.18909402e-08j  3.89828101e+00-6.80742821e-05j]]"
-1096.785435238554j,"[[ 1.01584564e-01+9.29652798e-05j -1.59541801e-03-2.30882649e-08j]
 [-2.44190794e-03-2.31031376e-08j  3.89839617e+00+9.30144761e-05j]]"
-1096.4158361028378j,"[[ 1.01722433e-01+2.21860571e-06j -1.58314200e-03-4.02169984e-09j]
 [-2.42963180e-03-4.03680464e-09j  3.89825800e+00+2.16981796e-06j]]"
-1096.0462369671213j,"[[ 1.01641907e-01+1.45338865e-05j -1.60716539e-03+3.84796964e-09j]
 [-2.45365522e-03+3.83292038e-09j  3.89833861e+00+1.44101844e-05j]]"
-1095.6766378314048j,"[[ 1.01573763e-01+1.33021812e-04j -1.57601513e-03+4.67023756e-09j]
 [-2.42250515e-03+4.65521588e-09j  3.89840679e+00+1.32915259e-04j]]"
-1095.3070386956883j,"[[ 1.01566535e-01+2.27161727e-04j -1.59315395e-03+3.96884558e-09j]
 [-2.43964413e-03+3.95395440e-09j  3.89841420e+00+2.27083456e-04j]]"
-1094.9374395599718j,"[[ 1.01610671e-01+3.69446195e-04j -1.58879185e-03-1.39934147e-08j]
 [-2.43528225e-03-1.40083781e-08j  3.89836997e+00+3.69298812e-04j]]"
-1094.5678404242556j,"[[ 1.01598156e-01+2.89002230e-04j -1.57301597e-03-8.59159643e-09j]
 [-2.41950625e-03-8.60664658e-09j  3.89838238e+00+2.88641874e-04j]]"
-1094.198241288539j,"[[ 1.01641313e-01+3.42997270e-04j -1.56602712e-03-5.86314086e-09j]
 [-2.41251749e-03-5.87820220e-09j  3.89833922e+00+3.42539864e-04j]]"
-1093.8286421528228j,"[[ 1.01683763e-01+3.83867100e-04j -1.55654594e-03+1.29372307e-08j]
 [-2.40303638e-03+1.29222373e-08j  3.89829686e+00+3.83439547e-04j]]"
-1093.4590430171063j,"[[ 1.01699746e-01+2.90961193e-04j -1.54669089e-03+1.14950610e-09j]
 [-2.39318120e-03+1.13449082e-09j  3.89828086e+00+2.90594884e-04j]]"
-1093.0894438813898j,"[[ 1.01740126e-01+3.59370275e-04j -1.55543413e-03+1.41737797e-08j]
 [-2.40192454e-03+1.41590287e-08j  3.89824082e+00+3.59008437e-04j]]"
-1092.7198447456733j,"[[ 1.01734704e-01+2.86745891e-04j -1.56619276e-03+5.03716758e-09j]
 [-2.41268307e-03+5.02245014e-09j  3.89824630e+00+2.86308303e-04j]]"
-1092.350245609957j,"[[ 1.01665586e-01+7.00692068e-05j -1.56284243e-03+1.25543494e-08j]
 [-2.40933242e-03+1.25397643e-08j  3.89831559e+00+6.95848388e-05j]]"
-1091.9806464742405j,"[[ 1.01713047e-01+1.55058614e-05j -1.53177595e-03+1.00684988e-08j]
 [-2.37826585e-03+1.00538525e-08j  3.89826806e+00+1.51976912e-05j]]"
-1091.611047338524j,"[[ 1.01679191e-01+6.00844307e-05j -1.53704241e-03+4.10629369e-09j]
 [-2.38353239e-03+4.09160926e-09j  3.89830187e+00+5.98151464e-05j]]"
-1091.2414482028075j,"[[ 1.01673278e-01+1.08990038e-04j -1.53868145e-03+4.09435020e-09j]
 [-2.38517151e-03+4.07963713e-09j  3.89830775e+00+1.08749433e-04j]]"
-1090.871849067091j,"[[ 1.01556115e-01+1.17218358e-04j -1.55006994e-03+2.89536875e-09j]
 [-2.39656003e-03+2.88069972e-09j  3.89842498e+00+1.17008621e-04j]]"
-1090.5022499313748j,"[[ 1.01458659e-01+1.77660649e-04j -1.54400297e-03+6.55454328e-09j]
 [-2.39049316e-03+6.53994911e-09j  3.89852254e+00+1.77396627e-04j]]"
-1090.1326507956583j,"[[ 1.01430967e-01+1.42299381e-04j -1.53769101e-03+7.27666867e-09j]
 [-2.38418115e-03+7.26196515e-09j  3.89855010e+00+1.42156265e-04j]]"
-1089.7630516599418j,"[[ 1.01414747e-01+2.50438265e-04j -1.54421211e-03+7.83178346e-09j]
 [-2.39070243e-03+7.81694709e-09j  3.89856615e+00+2.50332195e-04j]]"
-1089.3934525242253j,"[[ 1.01410317e-01+4.16393121e-04j -1.54695562e-03-1.39347381e-08j]
 [-2.39344620e-03-1.39496598e-08j  3.89857048e+00+4.16210446e-04j]]"
-1089.0238533885088j,"[[ 1.01529551e-01+3.86528541e-04j -1.52270427e-03-3.19292406e-10j]
 [-2.36919481e-03-3.34088851e-10j  3.89845141e+00+3.86338541e-04j]]"
-1088.6542542527923j,"[[ 1.01548701e-01+3.98721996e-04j -1.52494874e-03+3.93869859e-09j]
 [-2.37143930e-03+3.92388402e-09j  3.89843225e+00+3.98548628e-04j]]"
-1088.284655117076j,"[[ 1.01583563e-01+5.23212533e-04j -1.53581668e-03+1.59435412e-09j]
 [-2.38230745e-03+1.57973698e-09j  3.89839764e+00+5.23062904e-04j]]"
-1087.9150559813595j,"[[ 1.01623514e-01+5.29079711e-04j -1.53224636e-03-4.28733362e-09j]
 [-2.37873714e-03-4.30215836e-09j  3.89835743e+00+5.28968412e-04j]]"
-1087.545456845643j,"[[ 1.01598527e-01+4.12425836e-04j -1.53192250e-03-1.04301950e-08j]
 [-2.37841310e-03-1.04451176e-08j  3.89838230e+00+4.12237522e-04j]]"
-1087.1758577099265j,"[[ 1.01580215e-01+5.57408994e-04j -1.52511108e-03+2.44046140e-09j]
 [-2.37160193e-03+2.42562805e-09j  3.89840073e+00+5.57182851e-04j]]"
-1086.80625857421j,"[[ 1.01668976e-01+5.64112800e-04j -1.52815532e-03-7.79503399e-09j]
 [-2.37464618e-03-7.80991687e-09j  3.89831192e+00+5.63874591e-04j]]"
-1086.4366594384937j,"[[ 1.01701209e-01+6.34932203e-04j -1.52792151e-03-9.51613817e-09j]
 [-2.37441248e-03-9.53094987e-09j  3.89827978e+00+6.34674418e-04j]]"
-1086.0670603027775j,"[[ 1.01853783e-01+6.46282219e-04j -1.53797842e-03-1.35909297e-08j]
 [-2.38446942e-03-1.36056998e-08j  3.89812727e+00+6.46076123e-04j]]"
-1085.697461167061j,"[[ 1.01956859e-01+7.23605198e-04j -1.54474806e-03-2.62073220e-08j]
 [-2.39123918e-03-2.62222476e-08j  3.89802400e+00+7.23339037e-04j]]"
-1085.3278620313445j,"[[ 1.02097017e-01+5.54705345e-04j -1.55381587e-03-1.72840196e-08j]
 [-2.40030674e-03-1.72989020e-08j  3.89788390e+00+5.54333526e-04j]]"
-1084.958262895628j,"[[ 1.02103945e-01+4.36532871e-04j -1.55056751e-03+2.48753232e-09j]
 [-2.39705820e-03+2.47266653e-09j  3.89787700e+00+4.36329697e-04j]]"
-1084.5886637599115j,"[[ 1.02011997e-01+3.88094551e-04j -1.55101573e-03+5.12657674e-09j]
 [-2.39750636e-03+5.11168914e-09j  3.89796893e+00+3.87746717e-04j]]"
-1084.2190646241952j,"[[ 1.02037931e-01+3.96553172e-04j -1.56387100e-03+1.06844042e-08j]
 [-2.41036165e-03+1.06696374e-08j  3.89794316e+00+3.96310256e-04j]]"
-1083.8494654884787j,"[[ 1.02070412e-01+3.42311206e-04j -1.55287915e-03-2.61457918e-10j]
 [-2.39936972e-03-2.76321542e-10j  3.89791056e+00+3.42031250e-04j]]"
-1083.4798663527622j,"[[ 1.02121920e-01+2.47847870e-04j -1.56841482e-03-2.38357219e-08j]
 [-2.41490525e-03-2.38505159e-08j  3.89785914e+00+2.47380834e-04j]]"
-1083.1102672170457j,"[[ 1.02012035e-01+6.84103316e-05j -1.59250845e-03+1.74345894e-09j]
 [-2.43899861e-03+1.72865486e-09j  3.89796902e+00+6.80378548e-05j]]"
-1082.7406680813292j,"[[ 1.01977537e-01+8.94203470e-06j -1.57759316e-03+1.58379251e-09j]
 [-2.42408323e-03+1.56905346e-09j  3.89800361e+00+8.46091528e-06j]]"
-1082.371068945613j,"[[ 1.01941736e-01-3.38118267e-05j -1.58412504e-03+1.44745212e-08j]
 [-2.43061505e-03+1.44597459e-08j  3.89803937e+00-3.43329342e-05j]]"
-1082.0014698098964j,"[[ 1.01941033e-01+4.71082984e-06j -1.57391664e-03+1.17125493e-08j]
 [-2.42040672e-03+1.16978499e-08j  3.89804018e+00+4.22674371e-06j]]"
-1081.63187067418j,"[[ 1.01917965e-01+5.17023370e-05j -1.58701575e-03-2.95677105e-11j]
 [-2.43350591e-03-4.42083346e-11j  3.89806333e+00+5.11777296e-05j]]"
-1081.2622715384634j,"[[ 1.01929540e-01+1.14695000e-04j -1.60572034e-03-4.25540890e-09j]
 [-2.45221061e-03-4.26992424e-09j  3.89805192e+00+1.14203971e-04j]]"
-1080.892672402747j,"[[ 1.01846250e-01+3.22793988e-05j -1.62944026e-03+9.24969852e-09j]
 [-2.47593041e-03+9.23520321e-09j  3.89813524e+00+3.18413075e-05j]]"
-1080.5230732670304j,"[[ 1.01740154e-01-1.00240033e-04j -1.61528874e-03+7.06466141e-09j]
 [-2.46177869e-03+7.05015815e-09j  3.89824133e+00-1.00732922e-04j]]"
-1080.1534741313142j,"[[ 1.01759474e-01+1.51819793e-05j -1.61049845e-03+1.30777467e-08j]
 [-2.45698858e-03+1.30632176e-08j  3.89822199e+00+1.48022522e-05j]]"
-1079.7838749955977j,"[[ 1.01719889e-01+2.73686536e-05j -1.61094824e-03+1.58224929e-08j]
 [-2.45743840e-03+1.58079659e-08j  3.89826158e+00+2.71132328e-05j]]"
-1079.4142758598812j,"[[ 1.01702593e-01+7.74196917e-05j -1.60120919e-03+1.21197209e-08j]
 [-2.44769944e-03+1.21052648e-08j  3.89827897e+00+7.72754498e-05j]]"
-1079.0446767241647j,"[[ 1.01767784e-01+2.53677908e-05j -1.60884477e-03+1.01508153e-08j]
 [-2.45533494e-03+1.01363461e-08j  3.89821377e+00+2.51901697e-05j]]"
-1078.6750775884484j,"[[ 1.01773297e-01+2.24046756e-05j -1.60371701e-03-5.00356577e-09j]
 [-2.45020719e-03-5.01800799e-09j  3.89820830e+00+2.22810631e-05j]]"
-1078.3054784527321j,"[[ 1.01846115e-01-2.24450730e-05j -1.60749791e-03-2.46981391e-09j]
 [-2.45398802e-03-2.48434438e-09j  3.89813537e+00-2.26919339e-05j]]"
-1077.9358793170156j,"[[ 1.01867769e-01+1.40888434e-04j -1.60899814e-03-1.66290272e-09j]
 [-2.45548851e-03-1.67745575e-09j  3.89811370e+00+1.40814858e-04j]]"
-1077.5662801812991j,"[[ 1.01831726e-01+6.83689435e-05j -1.61169885e-03-8.43802985e-09j]
 [-2.45818911e-03-8.45258390e-09j  3.89814975e+00+6.83345390e-05j]]"
-1077.1966810455826j,"[[ 1.01926651e-01-2.94525761e-05j -1.61728319e-03+1.32669472e-09j]
 [-2.46377331e-03+1.31210487e-09j  3.89805478e+00-2.93292581e-05j]]"
-1076.8270819098661j,"[[ 1.01758202e-01-8.23872476e-05j -1.61223716e-03-5.54383665e-09j]
 [-2.45872721e-03-5.55834473e-09j  3.89822334e+00-8.23334031e-05j]]"
-1076.4574827741496j,"[[ 1.01678466e-01-7.45681271e-06j -1.62405591e-03-2.53747476e-09j]
 [-2.47054608e-03-2.55223252e-09j  3.89830277e+00-7.40495152e-06j]]"
-1076.0878836384334j,"[[ 1.01664718e-01+8.31126889e-06j -1.63076748e-03-1.32677922e-08j]
 [-2.47725768e-03-1.32824351e-08j  3.89831667e+00+8.37183919e-06j]]"
-1075.7182845027169j,"[[ 1.01644649e-01+1.45362659e-04j -1.63755467e-03-1.49709499e-08j]
 [-2.48404509e-03-1.49855963e-08j  3.89833674e+00+1.45490652e-04j]]"
-1075.3486853670004j,"[[ 1.01658367e-01+1.17019922e-04j -1.64437664e-03-6.26389994e-09j]
 [-2.49086703e-03-6.27850403e-09j  3.89832308e+00+1.17219325e-04j]]"
-1074.9790862312839j,"[[ 1.01673720e-01+1.45802847e-04j -1.66494913e-03+4.14504437e-09j]
 [-2.51143957e-03+4.13037164e-09j  3.89830765e+00+1.45995983e-04j]]"
-1074.6094870955674j,"[[ 1.01649758e-01+1.75946855e-04j -1.68337262e-03-1.44106198e-08j]
 [-2.52986312e-03-1.44252638e-08j  3.89833165e+00+1.76138865e-04j]]"
-1074.239887959851j,"[[ 1.01677093e-01+1.82414483e-04j -1.70871799e-03-1.30117659e-08j]
 [-2.55520851e-03-1.30266127e-08j  3.89830407e+00+1.82606370e-04j]]"
-1073.8702888241346j,"[[ 1.01727134e-01+2.53538763e-04j -1.71276851e-03-1.80972561e-09j]
 [-2.55925915e-03-1.82459058e-09j  3.89825401e+00+2.53710452e-04j]]"
-1073.500689688418j,"[[ 1.01771796e-01+4.74634099e-05j -1.71100047e-03-8.40239785e-09j]
 [-2.55749079e-03-8.41727737e-09j  3.89820934e+00+4.75887836e-05j]]"
-1073.1310905527016j,"[[ 1.01745080e-01+1.43740311e-04j -1.70263163e-03+3.42509129e-09j]
 [-2.54912210e-03+3.41017617e-09j  3.89823601e+00+1.43831957e-04j]]"
-1072.761491416985j,"[[ 1.01717544e-01+9.43796327e-05j -1.68906809e-03-7.27303800e-09j]
 [-2.53555849e-03-7.28788242e-09j  3.89826364e+00+9.44540099e-05j]]"
-1072.3918922812686j,"[[ 1.01760852e-01+1.42743297e-04j -1.67559170e-03-4.76512516e-09j]
 [-2.52208218e-03-4.78028165e-09j  3.89821995e+00+1.42836916e-04j]]"
-1072.0222931455523j,"[[ 1.01781720e-01+2.13597782e-04j -1.68029988e-03-1.25570696e-08j]
 [-2.52679049e-03-1.25722725e-08j  3.89819903e+00+2.13683808e-04j]]"
-1071.6526940098358j,"[[ 1.01809432e-01+1.23124097e-04j -1.69636205e-03+8.75954144e-09j]
 [-2.54285252e-03+8.74429968e-09j  3.89817127e+00+1.23100231e-04j]]"
-1071.2830948741193j,"[[ 1.01746995e-01+1.65007917e-04j -1.69301133e-03+7.09437806e-09j]
 [-2.53950188e-03+7.07920993e-09j  3.89823381e+00+1.64846069e-04j]]"
-1070.913495738403j,"[[ 1.01697078e-01+1.51863702e-04j -1.70198969e-03+2.12104047e-08j]
 [-2.54848023e-03+2.11952805e-08j  3.89828379e+00+1.51672075e-04j]]"
-1070.5438966026866j,"[[ 1.01625069e-01+1.66364359e-04j -1.70492210e-03+1.00902677e-08j]
 [-2.55141266e-03+1.00752832e-08j  3.89835598e+00+1.66274222e-04j]]"
-1070.1742974669703j,"[[ 1.01619394e-01+1.64652791e-04j -1.71672060e-03+3.60487522e-09j]
 [-2.56321117e-03+3.58987932e-09j  3.89836165e+00+1.64419691e-04j]]"
-1069.8046983312538j,"[[ 1.01708918e-01+1.74993059e-04j -1.71560273e-03+2.05185580e-09j]
 [-2.56209332e-03+2.03692156e-09j  3.89827221e+00+1.74852000e-04j]]"
-1069.4350991955373j,"[[ 1.01834844e-01+1.20076847e-04j -1.70211079e-03+1.84224901e-09j]
 [-2.54860130e-03+1.82725969e-09j  3.89814622e+00+1.19842412e-04j]]"
-1069.0655000598208j,"[[ 1.01842867e-01-1.98739293e-05j -1.71323304e-03+1.25624287e-08j]
 [-2.55972334e-03+1.25474247e-08j  3.89813818e+00-2.01235181e-05j]]"
-1068.6959009241043j,"[[ 1.01790123e-01+3.06693538e-05j -1.70541449e-03+8.46656960e-09j]
 [-2.55190487e-03+8.45149339e-09j  3.89819084e+00+3.03851762e-05j]]"
-1068.3263017883878j,"[[ 1.01754531e-01-8.91119997e-05j -1.71339010e-03+1.61474202e-08j]
 [-2.55988030e-03+1.61323337e-08j  3.89822643e+00-8.94567035e-05j]]"
-1067.9567026526715j,"[[ 1.01641408e-01-2.59924272e-05j -1.73264524e-03-9.01072470e-09j]
 [-2.57913555e-03-9.02564241e-09j  3.89833977e+00-2.63623313e-05j]]"
-1067.587103516955j,"[[ 1.01569860e-01-2.18727331e-05j -1.71680337e-03+8.19018315e-09j]
 [-2.56329370e-03+8.17535889e-09j  3.89841144e+00-2.22116949e-05j]]"
-1067.2175043812385j,"[[ 1.01575464e-01+8.52889013e-05j -1.69994853e-03-1.20191859e-08j]
 [-2.54643903e-03-1.20339483e-08j  3.89840592e+00+8.48567936e-05j]]"
-1066.847905245522j,"[[ 1.01569468e-01+8.76184184e-05j -1.68039524e-03+7.02353976e-09j]
 [-2.52688575e-03+7.00872445e-09j  3.89841186e+00+8.72628750e-05j]]"
-1066.4783061098055j,"[[ 1.01667255e-01+7.53858499e-05j -1.69782130e-03-1.36540845e-09j]
 [-2.54431180e-03-1.38029231e-09j  3.89831399e+00+7.50752388e-05j]]"
-1066.1087069740893j,"[[ 1.01644025e-01+1.43701684e-04j -1.68635964e-03+1.74044104e-08j]
 [-2.53285026e-03+1.73896593e-08j  3.89833740e+00+1.43507388e-04j]]"
-1065.7391078383728j,"[[ 1.01669200e-01+5.16185678e-05j -1.66088519e-03+1.83972472e-09j]
 [-2.50737567e-03+1.82501528e-09j  3.89831228e+00+5.15854483e-05j]]"
-1065.3695087026563j,"[[ 1.01571643e-01+4.98130326e-05j -1.66038633e-03-1.16376474e-08j]
 [-2.50687682e-03-1.16523586e-08j  3.89840984e+00+4.96683488e-05j]]"
-1064.9999095669398j,"[[ 1.01524767e-01+2.43067803e-04j -1.65799498e-03-1.16247279e-08j]
 [-2.50448578e-03-1.16393300e-08j  3.89845686e+00+2.43054647e-04j]]"
-1064.6303104312233j,"[[ 1.01638781e-01+2.63276888e-04j -1.64766847e-03-1.18557609e-08j]
 [-2.49415931e-03-1.18704852e-08j  3.89834270e+00+2.63312079e-04j]]"
-1064.2607112955068j,"[[ 1.01622085e-01+1.87712292e-04j -1.64560736e-03-5.75084128e-09j]
 [-2.49209809e-03-5.76570586e-09j  3.89835923e+00+1.87793442e-04j]]"
-1063.8911121597905j,"[[ 1.01579942e-01+9.85345018e-05j -1.64048683e-03-1.44943205e-08j]
 [-2.48697742e-03-1.45091793e-08j  3.89840138e+00+9.87216595e-05j]]"
-1063.521513024074j,"[[ 1.01602565e-01+1.86203047e-04j -1.66575361e-03+2.34934682e-10j]
 [-2.51224435e-03+2.19949364e-10j  3.89837861e+00+1.86448876e-04j]]"
-1063.1519138883577j,"[[ 1.01555015e-01+1.94512901e-04j -1.67388876e-03-8.46183682e-09j]
 [-2.52037952e-03-8.47683675e-09j  3.89842615e+00+1.94577366e-04j]]"
-1062.7823147526412j,"[[ 1.01662356e-01+1.81842835e-04j -1.67081487e-03+2.77812704e-09j]
 [-2.51730562e-03+2.76300926e-09j  3.89831866e+00+1.81882597e-04j]]"
-1062.4127156169247j,"[[ 1.01681507e-01+2.15667844e-04j -1.68287848e-03-8.91836272e-09j]
 [-2.52936929e-03-8.93337949e-09j  3.89829965e+00+2.15670181e-04j]]"
-1062.0431164812085j,"[[ 1.01603442e-01+1.94205639e-04j -1.66900360e-03-5.24716712e-09j]
 [-2.51549439e-03-5.26210809e-09j  3.89837781e+00+1.94252283e-04j]]"
-1061.673517345492j,"[[ 1.01626367e-01+3.32673621e-04j -1.66373019e-03+6.12238781e-09j]
 [-2.51022120e-03+6.10745890e-09j  3.89835491e+00+3.32758177e-04j]]"
-1061.3039182097755j,"[[ 1.01556427e-01+3.57080066e-04j -1.67439744e-03-2.84926250e-09j]
 [-2.52088850e-03-2.86418828e-09j  3.89842486e+00+3.57064691e-04j]]"
-1060.934319074059j,"[[ 1.01605701e-01+5.10442704e-04j -1.65338661e-03-5.54631214e-11j]
 [-2.49987792e-03-7.05913011e-11j  3.89837534e+00+5.10590416e-04j]]"
-1060.5647199383425j,"[[ 1.01777902e-01+4.58903628e-04j -1.66638669e-03-3.99977805e-09j]
 [-2.51287792e-03-4.01491902e-09j  3.89820313e+00+4.58963810e-04j]]"
-1060.195120802626j,"[[ 1.01810809e-01+2.93300437e-04j -1.66957838e-03+8.68720170e-09j]
 [-2.51606936e-03+8.67205665e-09j  3.89817022e+00+2.93405165e-04j]]"
-1059.8255216669097j,"[[ 1.01881297e-01+2.90976441e-04j -1.66543813e-03-3.12530647e-10j]
 [-2.51192911e-03-3.27664785e-10j  3.89809976e+00+2.90936432e-04j]]"
-1059.4559225311932j,"[[ 1.01908263e-01+3.00831634e-04j -1.67012240e-03+1.13478991e-08j]
 [-2.51661341e-03+1.13328294e-08j  3.89807288e+00+3.00758366e-04j]]"
-1059.0863233954767j,"[[ 1.01913000e-01+1.72159694e-04j -1.67306600e-03-7.77934757e-10j]
 [-2.51955681e-03-7.92995208e-10j  3.89806816e+00+1.72036508e-04j]]"
-1058.7167242597602j,"[[ 1.01819346e-01+1.38925866e-04j -1.68410859e-03+6.19921152e-09j]
 [-2.53059935e-03+6.18404421e-09j  3.89816169e+00+1.38952428e-04j]]"
-1058.3471251240437j,"[[ 1.01802162e-01+1.64399045e-04j -1.67396205e-03-4.18924160e-10j]
 [-2.52045287e-03-4.34180654e-10j  3.89817876e+00+1.64260770e-04j]]"
-1057.9775259883274j,"[[ 1.01732010e-01+1.51458078e-04j -1.68044604e-03+9.73990728e-09j]
 [-2.52693684e-03+9.72468525e-09j  3.89824897e+00+1.51282210e-04j]]"
-1057.607926852611j,"[[ 1.01759194e-01+8.08341578e-05j -1.67092351e-03+1.19039555e-08j]
 [-2.51741420e-03+1.18888110e-08j  3.89822188e+00+8.05834344e-05j]]"
-1057.2383277168944j,"[[ 1.01804803e-01+7.10070391e-05j -1.67049868e-03+8.33403878e-09j]
 [-2.51698937e-03+8.31898217e-09j  3.89817639e+00+7.07262534e-05j]]"
-1056.868728581178j,"[[ 1.01759471e-01+1.35963823e-04j -1.66044319e-03+9.11372486e-09j]
 [-2.50693398e-03+9.09861466e-09j  3.89822166e+00+1.35781975e-04j]]"
