iw_n,Sigma_iw_n
-1097.8942326457036j,"[[ 0.24104708+7.71203372e-04j -0.08144598-6.36306908e-09j]
 [-0.07996427-6.36371650e-09j  3.7589534 +7.71229041e-04j]]"
-1097.524633509987j,"[[ 0.24096203+7.71157236e-04j -0.081457  -2.91494199e-09j]
 [-0.07997529-2.91563215e-09j  3.75903848+7.71199102e-04j]]"
-1097.1550343742706j,"[[ 0.24099505+7.83030983e-04j -0.08144758+1.09089277e-09j]
 [-0.07996588+1.09013106e-09j  3.75900551+7.83021953e-04j]]"
-1096.785435238554j,"[[ 0.24102875+7.44657975e-04j -0.08145061+1.82397315e-09j]
 [-0.0799689 +1.82340596e-09j  3.75897167+7.44775086e-04j]]"
-1096.4158361028378j,"[[ 0.24100838+6.99140005e-04j -0.08144322-2.50476228e-09j]
 [-0.07996152-2.50541140e-09j  3.7589921 +6.99139355e-04j]]"
-1096.0462369671213j,"[[ 0.24109012+7.05369934e-04j -0.08143477-1.75662026e-09j]
 [-0.07995306-1.75741167e-09j  3.75891047+7.05478522e-04j]]"
-1095.6766378314048j,"[[ 0.24100968+7.07788707e-04j -0.08145723+7.39081789e-09j]
 [-0.07997552+7.39008826e-09j  3.75899086+7.07908098e-04j]]"
-1095.3070386956883j,"[[ 0.2410003 +6.04135779e-04j -0.08147281+2.19222692e-08j]
 [-0.07999111+2.19215801e-08j  3.75900021+6.04226946e-04j]]"
-1094.9374395599718j,"[[ 0.24106157+5.73738133e-04j -0.08143973+2.44657913e-08j]
 [-0.07995802+2.44653339e-08j  3.75893877+5.73893687e-04j]]"
-1094.5678404242556j,"[[ 0.24100161+5.80508582e-04j -0.08142189+1.37361669e-08j]
 [-0.07994018+1.37357678e-08j  3.75899869+5.80596032e-04j]]"
-1094.198241288539j,"[[ 0.24102668+6.51586215e-04j -0.0814269 +4.14437881e-09j]
 [-0.0799452 +4.14395219e-09j  3.75897363+6.51749045e-04j]]"
-1093.8286421528228j,"[[ 0.24100755+6.28294198e-04j -0.08145405-7.10243954e-09j]
 [-0.07997235-7.10293517e-09j  3.75899282+6.28357119e-04j]]"
-1093.4590430171063j,"[[ 0.24095842+6.10246032e-04j -0.08145827-6.54561838e-09j]
 [-0.07997657-6.54625078e-09j  3.75904204+6.10377476e-04j]]"
-1093.0894438813898j,"[[ 0.24097112+6.62088563e-04j -0.08145593+4.48756154e-09j]
 [-0.07997422+4.48690815e-09j  3.75902936+6.62215120e-04j]]"
-1092.7198447456733j,"[[ 0.24097457+6.16946987e-04j -0.08146549+2.30596317e-09j]
 [-0.07998379+2.30532654e-09j  3.7590259 +6.17032683e-04j]]"
-1092.350245609957j,"[[ 0.24091705+5.38544107e-04j -0.08145965+2.40319470e-09j]
 [-0.07997795+2.40247601e-09j  3.75908348+5.38697765e-04j]]"
-1091.9806464742405j,"[[ 0.24094915+5.05645227e-04j -0.08145301+5.70799084e-09j]
 [-0.07997131+5.70747973e-09j  3.75905123+5.05790656e-04j]]"
-1091.611047338524j,"[[ 0.24092399+4.81119994e-04j -0.08146683-5.30573758e-09j]
 [-0.07998513-5.30626175e-09j  3.75907639+4.81288781e-04j]]"
-1091.2414482028075j,"[[ 0.24093584+4.56297430e-04j -0.08147161+9.33700017e-09j]
 [-0.07998991+9.33636885e-09j  3.75906463+4.56266830e-04j]]"
-1090.871849067091j,"[[ 0.24097262+3.84472454e-04j -0.08145985+8.96576017e-09j]
 [-0.07997815+8.96518421e-09j  3.7590278 +3.84505748e-04j]]"
-1090.5022499313748j,"[[ 0.24100127+4.63322436e-04j -0.08145275+1.92557202e-08j]
 [-0.07997104+1.92550554e-08j  3.75899922+4.63426399e-04j]]"
-1090.1326507956583j,"[[ 0.24094478+4.32090520e-04j -0.08146876+2.02493698e-08j]
 [-0.07998705+2.02488451e-08j  3.75905561+4.32149165e-04j]]"
-1089.7630516599418j,"[[ 0.2408747 +4.30495963e-04j -0.08149654+2.75172662e-08j]
 [-0.08001484+2.75167538e-08j  3.75912568+4.30586555e-04j]]"
-1089.3934525242253j,"[[ 0.24085425+3.94075973e-04j -0.08149968+3.83393645e-08j]
 [-0.08001798+3.83389656e-08j  3.75914604+3.94052675e-04j]]"
-1089.0238533885088j,"[[ 0.24085912+4.01594257e-04j -0.08149103+3.34740127e-08j]
 [-0.08000933+3.34736519e-08j  3.75914114+4.01559599e-04j]]"
-1088.6542542527923j,"[[ 0.24092276+3.48626216e-04j -0.08150268+3.29562505e-08j]
 [-0.08002097+3.29558303e-08j  3.75907755+3.48628177e-04j]]"
-1088.284655117076j,"[[ 0.24096077+3.25497767e-04j -0.08148246+2.18226677e-08j]
 [-0.08000076+2.18223670e-08j  3.75903945+3.25409824e-04j]]"
-1087.9150559813595j,"[[ 0.24101501+4.02887200e-04j -0.08146592+1.76985750e-08j]
 [-0.07998422+1.76980513e-08j  3.75898537+4.02753158e-04j]]"
-1087.545456845643j,"[[ 0.24103291+3.75721837e-04j -0.08145969+2.14113780e-08j]
 [-0.07997799+2.14108929e-08j  3.75896745+3.75731952e-04j]]"
-1087.1758577099265j,"[[ 0.24101038+4.45431828e-04j -0.08147864+1.45988369e-08j]
 [-0.07999694+1.45984217e-08j  3.75898992+4.45392929e-04j]]"
-1086.80625857421j,"[[ 0.2409844 +3.49619337e-04j -0.08147509+5.22608810e-09j]
 [-0.07999338+5.22564238e-09j  3.75901593+3.49638088e-04j]]"
-1086.4366594384937j,"[[ 0.24094191+2.72243998e-04j -0.08148539-3.90204805e-09j]
 [-0.08000369-3.90235712e-09j  3.75905832+2.72281247e-04j]]"
-1086.0670603027775j,"[[ 0.24098503+2.41806796e-04j -0.08147235-8.28029488e-09j]
 [-0.07999065-8.28077039e-09j  3.75901532+2.41818708e-04j]]"
-1085.697461167061j,"[[ 0.24098459+2.73426720e-04j -0.08149212-8.15337902e-09j]
 [-0.08001041-8.15369708e-09j  3.75901564+2.73462843e-04j]]"
-1085.3278620313445j,"[[ 0.24092682+2.17512650e-04j -0.08149886-9.64909991e-09j]
 [-0.08001716-9.64955175e-09j  3.75907351+2.17531598e-04j]]"
-1084.958262895628j,"[[ 0.24087632+1.75684475e-04j -0.08149254-4.78711110e-09j]
 [-0.08001083-4.78757756e-09j  3.75912402+1.75725689e-04j]]"
-1084.5886637599115j,"[[ 0.24080813+1.24248391e-04j -0.08148762-5.68137147e-09j]
 [-0.08000592-5.68180357e-09j  3.75919218+1.24296800e-04j]]"
-1084.2190646241952j,"[[ 0.24079921+1.60765467e-04j -0.08147416-3.81661210e-09j]
 [-0.07999246-3.81720613e-09j  3.75920123+1.60729761e-04j]]"
-1083.8494654884787j,"[[ 0.24080736+1.89606297e-04j -0.08147774-3.82156392e-09j]
 [-0.07999604-3.82219402e-09j  3.7591931 +1.89657605e-04j]]"
-1083.4798663527622j,"[[ 0.24080933+1.73822608e-04j -0.08145982+6.72879218e-09j]
 [-0.07997811+6.72817839e-09j  3.75919112+1.73841743e-04j]]"
-1083.1102672170457j,"[[ 0.2408468 +2.66665599e-04j -0.08145591+8.32712861e-09j]
 [-0.07997421+8.32671215e-09j  3.7591535 +2.66704486e-04j]]"
-1082.7406680813292j,"[[ 0.24082729+3.06304238e-04j -0.08146199+2.19164222e-09j]
 [-0.07998028+2.19115186e-09j  3.75917307+3.06277765e-04j]]"
-1082.371068945613j,"[[ 0.24080821+2.67350911e-04j -0.08146057-8.32208061e-09j]
 [-0.07997887-8.32258975e-09j  3.75919216+2.67339679e-04j]]"
-1082.0014698098964j,"[[ 0.24075219+3.08598633e-04j -0.08146893-8.10976242e-09j]
 [-0.07998723-8.11021903e-09j  3.75924814+3.08669229e-04j]]"
-1081.63187067418j,"[[ 0.24072141+3.75936085e-04j -0.08147995-2.77451014e-09j]
 [-0.07999825-2.77484187e-09j  3.75927883+3.75829886e-04j]]"
-1081.2622715384634j,"[[ 0.24065345+2.93841900e-04j -0.08149337-5.44445432e-09j]
 [-0.08001166-5.44467753e-09j  3.75934671+2.93720840e-04j]]"
-1080.892672402747j,"[[ 0.24063444+2.63485865e-04j -0.08148832-7.50754741e-09j]
 [-0.08000662-7.50788645e-09j  3.75936581+2.63329454e-04j]]"
-1080.5230732670304j,"[[ 0.24064706+2.66282866e-04j -0.08147515-5.97212623e-09j]
 [-0.07999345-5.97238690e-09j  3.75935313+2.66154991e-04j]]"
-1080.1534741313142j,"[[ 0.24056752+2.57427610e-04j -0.08148395-1.39833823e-08j]
 [-0.08000224-1.39837137e-08j  3.75943272+2.57289010e-04j]]"
-1079.7838749955977j,"[[ 0.24063003+2.35963701e-04j -0.08146845-5.04572565e-09j]
 [-0.07998675-5.04609197e-09j  3.75937023+2.35684797e-04j]]"
-1079.4142758598812j,"[[ 0.24059118+2.66846191e-04j -0.08145323-5.48761493e-09j]
 [-0.07997152-5.48805992e-09j  3.75940914+2.66598727e-04j]]"
-1079.0446767241647j,"[[ 0.24057424+3.68942756e-04j -0.08146167-1.00397814e-10j]
 [-0.07997997-1.00771877e-10j  3.75942603+3.68605283e-04j]]"
-1078.6750775884484j,"[[ 0.24062542+3.71434252e-04j -0.08146793-2.45992628e-09j]
 [-0.07998622-2.46039063e-09j  3.75937492+3.71170618e-04j]]"
-1078.3054784527321j,"[[ 0.24060894+3.48561891e-04j -0.0814588 -2.00645538e-09j]
 [-0.0799771 -2.00686865e-09j  3.75939136+3.48306911e-04j]]"
-1077.9358793170156j,"[[ 0.24057467+3.05514555e-04j -0.08145825-9.97498163e-09j]
 [-0.07997655-9.97537997e-09j  3.75942562+3.05240479e-04j]]"
-1077.5662801812991j,"[[ 0.24062977+2.91708697e-04j -0.08144809-2.30203906e-09j]
 [-0.07996638-2.30263870e-09j  3.75937066+2.91463389e-04j]]"
-1077.1966810455826j,"[[ 0.24060864+3.11503009e-04j -0.08143281+1.18570768e-08j]
 [-0.07995111+1.18565967e-08j  3.75939171+3.11269595e-04j]]"
-1076.8270819098661j,"[[ 0.24062127+3.46587007e-04j -0.08142802+7.09977420e-09j]
 [-0.07994632+7.09922892e-09j  3.75937913+3.46402332e-04j]]"
-1076.4574827741496j,"[[ 0.24057974+3.90733025e-04j -0.08143543+6.27611908e-09j]
 [-0.07995372+6.27569277e-09j  3.75942057+3.90487840e-04j]]"
-1076.0878836384334j,"[[ 0.24056857+4.47387475e-04j -0.08143611-9.48149654e-09j]
 [-0.0799544 -9.48198633e-09j  3.75943179+4.47075833e-04j]]"
-1075.7182845027169j,"[[ 0.24058819+4.78177559e-04j -0.08144513-1.89505971e-08j]
 [-0.07996343-1.89511488e-08j  3.75941221+4.77938035e-04j]]"
-1075.3486853670004j,"[[ 0.24063651+5.47369276e-04j -0.08143378-3.01011850e-08j]
 [-0.07995208-3.01017811e-08j  3.75936392+5.47128809e-04j]]"
-1074.9790862312839j,"[[ 0.24064007+5.83001928e-04j -0.08145091-1.99890872e-08j]
 [-0.0799692 -1.99899087e-08j  3.75936052+5.82755306e-04j]]"
-1074.6094870955674j,"[[ 0.24064199+5.67469032e-04j -0.08146194-1.64572385e-08j]
 [-0.07998023-1.64579037e-08j  3.75935849+5.67239837e-04j]]"
-1074.239887959851j,"[[ 0.24068949+4.45915408e-04j -0.08145427-2.44869700e-08j]
 [-0.07997257-2.44877909e-08j  3.7593111 +4.45657897e-04j]]"
-1073.8702888241346j,"[[ 0.24067503+4.95548503e-04j -0.08146766-2.25770159e-08j]
 [-0.07998596-2.25777817e-08j  3.75932552+4.95348720e-04j]]"
-1073.500689688418j,"[[ 0.24069587+3.76273904e-04j -0.08146844-3.24528540e-08j]
 [-0.07998674-3.24535125e-08j  3.7593046 +3.76069384e-04j]]"
-1073.1310905527016j,"[[ 0.24065925+3.53702842e-04j -0.08146136-1.92152327e-08j]
 [-0.07997966-1.92160829e-08j  3.75934136+3.53498546e-04j]]"
-1072.761491416985j,"[[ 0.2406384 +4.16736903e-04j -0.08146603-5.36862315e-09j]
 [-0.07998432-5.36940196e-09j  3.75936216+4.16547197e-04j]]"
-1072.3918922812686j,"[[ 0.2406376 +3.76043850e-04j -0.08147942-9.16166821e-09j]
 [-0.07999771-9.16254013e-09j  3.75936303+3.75903581e-04j]]"
-1072.0222931455523j,"[[ 0.24058785+3.82292644e-04j -0.08148996-9.35468678e-09j]
 [-0.08000826-9.35546246e-09j  3.75941271+3.82158030e-04j]]"
-1071.6526940098358j,"[[ 0.24056863+3.71637504e-04j -0.08148551-1.31938428e-08j]
 [-0.0800038 -1.31946149e-08j  3.75943192+3.71570540e-04j]]"
-1071.2830948741193j,"[[ 0.24053048+3.36831516e-04j -0.08149108-7.67914820e-09j]
 [-0.08000938-7.67991205e-09j  3.75947008+3.36677933e-04j]]"
-1070.913495738403j,"[[ 0.24057599+3.70587783e-04j -0.08148024-1.39682981e-08j]
 [-0.07999854-1.39689912e-08j  3.75942451+3.70452883e-04j]]"
-1070.5438966026866j,"[[ 0.24061116+3.44163032e-04j -0.08148082-4.72701187e-09j]
 [-0.07999912-4.72790475e-09j  3.75938948+3.43993683e-04j]]"
-1070.1742974669703j,"[[ 0.24063438+3.11372121e-04j -0.08146934+2.25442085e-09j]
 [-0.07998764+2.25370350e-09j  3.75936614+3.11209574e-04j]]"
-1069.8046983312538j,"[[ 0.24064749+3.04653888e-04j -0.08146519-8.06418420e-09j]
 [-0.07998348-8.06489413e-09j  3.75935302+3.04537208e-04j]]"
-1069.4350991955373j,"[[ 0.24064932+2.57753487e-04j -0.08144736-1.21265201e-08j]
 [-0.07996565-1.21271854e-08j  3.75935116+2.57600838e-04j]]"
-1069.0655000598208j,"[[ 0.24069906+2.55572134e-04j -0.08144216-1.65253234e-08j]
 [-0.07996045-1.65260764e-08j  3.75930148+2.55493095e-04j]]"
-1068.6959009241043j,"[[ 0.24063446+3.37335767e-04j -0.08144255+1.17889410e-09j]
 [-0.07996084+1.17804377e-09j  3.75936615+3.37152670e-04j]]"
-1068.3263017883878j,"[[ 0.24064793+3.57942074e-04j -0.08143875+8.60842291e-09j]
 [-0.07995704+8.60759068e-09j  3.75935267+3.57793195e-04j]]"
-1067.9567026526715j,"[[ 0.24067072+3.72279765e-04j -0.08144676+1.66981832e-09j]
 [-0.07996505+1.66901033e-09j  3.75932986+3.72103042e-04j]]"
-1067.587103516955j,"[[ 0.24070114+2.93813983e-04j -0.08144441+2.35484273e-09j]
 [-0.07996271+2.35394142e-09j  3.75929951+2.93713695e-04j]]"
-1067.2175043812385j,"[[ 0.24070537+2.26072185e-04j -0.08142666+4.12412483e-10j]
 [-0.07994496+4.11505006e-10j  3.75929528+2.26074731e-04j]]"
-1066.847905245522j,"[[ 0.24065887+2.48793369e-04j -0.08142028+5.04738399e-09j]
 [-0.07993858+5.04657150e-09j  3.75934171+2.48776741e-04j]]"
-1066.4783061098055j,"[[ 0.24068355+2.18695096e-04j -0.08139513+2.22812221e-09j]
 [-0.07991343+2.22744528e-09j  3.75931694+2.18769154e-04j]]"
-1066.1087069740893j,"[[ 0.24066015+1.59023693e-04j -0.08140407+9.86839791e-09j]
 [-0.07992237+9.86764333e-09j  3.75934039+1.58980049e-04j]]"
-1065.7391078383728j,"[[ 0.24066147+1.15882897e-04j -0.0814129 +1.66703088e-08j]
 [-0.0799312 +1.66695496e-08j  3.75933908+1.15922377e-04j]]"
-1065.3695087026563j,"[[ 0.24056538+5.13768077e-05j -0.0814037 +1.32025835e-08j]
 [-0.079922  +1.32018809e-08j  3.75943513+5.13827554e-05j]]"
-1064.9999095669398j,"[[ 0.24047844+4.20533579e-05j -0.08138388+1.73660000e-08j]
 [-0.07990218+1.73653085e-08j  3.75952206+4.20619524e-05j]]"
-1064.6303104312233j,"[[ 0.24052155+6.68550376e-05j -0.08139113+1.90690528e-08j]
 [-0.07990943+1.90684080e-08j  3.75947892+6.68755795e-05j]]"
-1064.2607112955068j,"[[ 0.2404819 +2.22105175e-05j -0.08139378+9.79635347e-09j]
 [-0.07991208+9.79580391e-09j  3.7595185 +2.22019985e-05j]]"
-1063.8911121597905j,"[[ 0.24041109+4.89246825e-05j -0.08140112-8.03961799e-10j]
 [-0.07991942-8.04635300e-10j  3.75958939+4.90042814e-05j]]"
-1063.521513024074j,"[[ 0.24032456+7.82121037e-06j -0.08141328+1.28376201e-09j]
 [-0.07993158+1.28309030e-09j  3.75967592+7.81226504e-06j]]"
-1063.1519138883577j,"[[ 0.2402436 -3.73669968e-05j -0.08140671-2.52231654e-09j]
 [-0.079925  -2.52303963e-09j  3.75975692-3.73536604e-05j]]"
-1062.7823147526412j,"[[ 0.24020242+5.84456955e-05j -0.08139368+6.98165144e-09j]
 [-0.07991198+6.98095251e-09j  3.75979808+5.84473198e-05j]]"
-1062.4127156169247j,"[[ 0.24021217+5.45392047e-05j -0.08139862-5.27715767e-09j]
 [-0.07991692-5.27773186e-09j  3.75978824+5.44819143e-05j]]"
-1062.0431164812085j,"[[ 0.24016629+9.81419305e-05j -0.08138834-2.53879397e-09j]
 [-0.07990664-2.53951355e-09j  3.75983422+9.80821621e-05j]]"
-1061.673517345492j,"[[ 0.2401123 +1.48484498e-04j -0.08140201+1.65941216e-09j]
 [-0.0799203 +1.65880044e-09j  3.75988814+1.48383053e-04j]]"
-1061.3039182097755j,"[[ 0.24011507+1.77702909e-04j -0.08139748+1.53327451e-09j]
 [-0.07991578+1.53257429e-09j  3.75988543+1.77593289e-04j]]"
-1060.934319074059j,"[[ 0.24004779+1.81756004e-04j -0.08138678-5.01853011e-09j]
 [-0.07990508-5.01923581e-09j  3.75995272+1.81636688e-04j]]"
-1060.5647199383425j,"[[ 0.23999626+2.38034286e-04j -0.08138888-1.19663614e-08j]
 [-0.07990718-1.19672284e-08j  3.76000436+2.37915183e-04j]]"
-1060.195120802626j,"[[ 0.23993877+2.96635538e-04j -0.08138702+4.80777442e-10j]
 [-0.07990532+4.79758168e-10j  3.76006196+2.96582165e-04j]]"
-1059.8255216669097j,"[[ 0.23992644+4.30037675e-04j -0.0813789 +8.20794056e-09j]
 [-0.0798972 +8.20696581e-09j  3.76007425+4.30039094e-04j]]"
-1059.4559225311932j,"[[ 0.23993046+4.20551467e-04j -0.0813819 +9.43010852e-09j]
 [-0.07990019+9.42908115e-09j  3.76007027+4.20585182e-04j]]"
-1059.0863233954767j,"[[ 0.23991423+4.68765829e-04j -0.08138154+1.83400899e-08j]
 [-0.07989984+1.83391061e-08j  3.76008647+4.68756378e-04j]]"
-1058.7167242597602j,"[[ 0.23990236+5.99230011e-04j -0.08138349+2.08365841e-08j]
 [-0.07990179+2.08357636e-08j  3.76009822+5.99208227e-04j]]"
-1058.3471251240437j,"[[ 0.23997492+7.27700997e-04j -0.08139753+1.59408507e-08j]
 [-0.07991583+1.59400919e-08j  3.76002562+7.27639435e-04j]]"
-1057.9775259883274j,"[[ 0.24001949+7.87373299e-04j -0.08139864+1.67786944e-08j]
 [-0.07991694+1.67779267e-08j  3.75998106+7.87289325e-04j]]"
-1057.607926852611j,"[[ 0.24012542+7.20615274e-04j -0.08138018+2.40288979e-08j]
 [-0.07989847+2.40279459e-08j  3.75987526+7.20539614e-04j]]"
-1057.2383277168944j,"[[ 0.24017413+7.15263902e-04j -0.08136845+2.75082211e-08j]
 [-0.07988674+2.75074248e-08j  3.75982644+7.15264318e-04j]]"
-1056.868728581178j,"[[ 0.24026731+6.95755274e-04j -0.08135343+2.23293018e-08j]
 [-0.07987173+2.23285354e-08j  3.75973323+6.95838695e-04j]]"
-1056.4991294454614j,"[[ 0.24021833+7.21996984e-04j -0.08136978+1.49920194e-08j]
 [-0.07988808+1.49913249e-08j  3.75978217+7.22112157e-04j]]"
-1056.129530309745j,"[[ 0.24029182+7.07801584e-04j -0.08135645+9.92266907e-10j]
 [-0.07987474+9.91575894e-10j  3.75970867+7.07960236e-04j]]"
-1055.7599311740287j,"[[ 0.24025449+7.87756017e-04j -0.08135881+4.14448822e-09j]
 [-0.0798771 +4.14361162e-09j  3.75974614+7.87943888e-04j]]"
-1055.3903320383124j,"[[ 0.24024251+8.30534125e-04j -0.08136817+1.06570519e-08j]
 [-0.07988647+1.06563044e-08j  3.75975802+8.30771685e-04j]]"
-1055.020732902596j,"[[ 0.24016541+7.46592622e-04j -0.08138334+1.10132702e-08j]
 [-0.07990164+1.10125426e-08j  3.75983511+7.46784491e-04j]]"
-1054.6511337668794j,"[[ 0.24016124+7.59139053e-04j -0.08138874+2.05089307e-08j]
 [-0.07990703+2.05082600e-08j  3.75983924+7.59250943e-04j]]"
-1054.281534631163j,"[[ 0.24018156+8.15433413e-04j -0.08138199+1.21410886e-08j]
 [-0.07990028+1.21404778e-08j  3.75981887+8.15614097e-04j]]"
-1053.9119354954466j,"[[ 0.24020472+8.77031936e-04j -0.08139616+1.61457701e-09j]
 [-0.07991446+1.61397141e-09j  3.75979571+8.77224746e-04j]]"
-1053.5423363597301j,"[[ 0.24023812+9.00578241e-04j -0.08140091-9.37299263e-09j]
 [-0.0799192 -9.37344171e-09j  3.7597622 +9.00780888e-04j]]"
-1053.1727372240136j,"[[ 0.24019385+9.08812812e-04j -0.08140138-5.51843922e-09j]
 [-0.07991967-5.51895268e-09j  3.75980651+9.08802970e-04j]]"
-1052.8031380882971j,"[[ 0.24023226+9.28742050e-04j -0.08137905-3.16760012e-09j]
 [-0.07989735-3.16804762e-09j  3.75976806+9.28822283e-04j]]"
-1052.4335389525806j,"[[ 0.24022748+9.94829162e-04j -0.08138172+3.45550482e-10j]
 [-0.07990001+3.45085172e-10j  3.75977285+9.94828168e-04j]]"
-1052.0639398168641j,"[[ 0.24019288+9.83872442e-04j -0.08138048-5.02833985e-09j]
 [-0.07989877-5.02892688e-09j  3.75980753+9.83834037e-04j]]"
-1051.6943406811479j,"[[ 0.24030772+1.00504854e-03j -0.08136619-7.84899509e-09j]
 [-0.07988448-7.84962013e-09j  3.75969272+1.00501749e-03j]]"
-1051.3247415454314j,"[[ 0.24043305+1.03147203e-03j -0.08137147-3.76413077e-09j]
 [-0.07988977-3.76478287e-09j  3.75956741+1.03141726e-03j]]"
-1050.9551424097149j,"[[ 0.24039924+1.05869852e-03j -0.08140919-8.27053994e-10j]
 [-0.07992749-8.27686445e-10j  3.75960121+1.05872916e-03j]]"
-1050.5855432739984j,"[[ 0.24039978+9.79972260e-04j -0.081416  +2.89429898e-09j]
 [-0.0799343 +2.89361434e-09j  3.7596007 +9.79949423e-04j]]"
-1050.2159441382819j,"[[ 0.24045835+9.75582993e-04j -0.08139951+1.73720647e-08j]
 [-0.07991781+1.73714943e-08j  3.75954205+9.75604902e-04j]]"
-1049.8463450025656j,"[[ 0.24052927+9.57385530e-04j -0.08138349+2.26380794e-08j]
 [-0.07990178+2.26377725e-08j  3.75947095+9.57362166e-04j]]"
