iw_n,Sigma_iw_n
-1094.198241288539j,"[[ 0.73769388+1.71162880e-03j -0.35635911-6.69039784e-08j]
 [-0.34878483-6.70284705e-08j  3.2623241 +1.71171867e-03j]]"
-1093.8286421528228j,"[[ 0.73770316+1.70083617e-03j -0.35634097-5.90183741e-08j]
 [-0.34876669-5.91425223e-08j  3.26231477+1.70080954e-03j]]"
-1093.4590430171063j,"[[ 0.73768989+1.82677827e-03j -0.35629188-5.41271212e-08j]
 [-0.3487176 -5.42512068e-08j  3.26232802+1.82677460e-03j]]"
-1093.0894438813898j,"[[ 0.73777643+1.95167236e-03j -0.35628285-4.35592069e-08j]
 [-0.34870857-4.36815567e-08j  3.26224122+1.95184468e-03j]]"
-1092.7198447456733j,"[[ 0.73776453+2.05293788e-03j -0.35633902-6.47475982e-08j]
 [-0.34876474-6.48694240e-08j  3.26225304+2.05318956e-03j]]"
-1092.350245609957j,"[[ 0.73771905+2.03884208e-03j -0.35640476-7.75280100e-08j]
 [-0.34883047-7.76497168e-08j  3.2622985 +2.03907957e-03j]]"
-1091.9806464742405j,"[[ 0.73774843+2.03956839e-03j -0.3564449 -7.13943840e-08j]
 [-0.34887061-7.15160804e-08j  3.26226911+2.03973300e-03j]]"
-1091.611047338524j,"[[ 0.73777016+1.96149375e-03j -0.35646028-1.20824510e-07j]
 [-0.348886  -1.20946761e-07j  3.26224746+1.96145995e-03j]]"
-1091.2414482028075j,"[[ 0.73772028+2.00096527e-03j -0.35645287-1.43941672e-07j]
 [-0.34887858-1.44065256e-07j  3.26229752+2.00082783e-03j]]"
-1090.871849067091j,"[[ 0.73768737+2.07219042e-03j -0.3564494 -1.56843807e-07j]
 [-0.34887512-1.56967792e-07j  3.26233049+2.07212323e-03j]]"
-1090.5022499313748j,"[[ 0.73765156+2.06057473e-03j -0.35641384-1.81946575e-07j]
 [-0.34883955-1.82071132e-07j  3.26236638+2.06057441e-03j]]"
-1090.1326507956583j,"[[ 0.73761954+2.09529538e-03j -0.35640629-1.59107465e-07j]
 [-0.348832  -1.59232153e-07j  3.2623984 +2.09525703e-03j]]"
-1089.7630516599418j,"[[ 0.73761798+2.16980532e-03j -0.35644317-1.91286478e-07j]
 [-0.34886888-1.91410550e-07j  3.26239988+2.16989083e-03j]]"
-1089.3934525242253j,"[[ 0.73765313+2.17603785e-03j -0.35646306-2.18167497e-07j]
 [-0.34888877-2.18291458e-07j  3.2623647 +2.17607564e-03j]]"
-1089.0238533885088j,"[[ 0.73764633+2.11867532e-03j -0.35644345-2.38601323e-07j]
 [-0.34886916-2.38726550e-07j  3.26237168+2.11866285e-03j]]"
-1088.6542542527923j,"[[ 0.73768578+2.15714475e-03j -0.35642636-2.17731898e-07j]
 [-0.34885207-2.17857670e-07j  3.2623323 +2.15703212e-03j]]"
-1088.284655117076j,"[[ 0.73776289+2.27799949e-03j -0.35645838-1.74056420e-07j]
 [-0.34888409-1.74182492e-07j  3.26225522+2.27779328e-03j]]"
-1087.9150559813595j,"[[ 0.73782564+2.24313255e-03j -0.35648413-1.54009158e-07j]
 [-0.34890984-1.54134985e-07j  3.26219244+2.24284976e-03j]]"
-1087.545456845643j,"[[ 0.73793679+2.14712452e-03j -0.35646984-1.54478928e-07j]
 [-0.34889556-1.54604399e-07j  3.26208123+2.14683811e-03j]]"
-1087.1758577099265j,"[[ 0.73787167+2.17023685e-03j -0.35644569-1.22767022e-07j]
 [-0.3488714 -1.22892956e-07j  3.2621464 +2.16992070e-03j]]"
-1086.80625857421j,"[[ 0.73786494+2.17983870e-03j -0.35648137-1.08695652e-07j]
 [-0.34890708-1.08821494e-07j  3.26215312+2.17956943e-03j]]"
-1086.4366594384937j,"[[ 0.73788654+2.16124374e-03j -0.3564936 -1.39895285e-07j]
 [-0.34891931-1.40020565e-07j  3.26213143+2.16108462e-03j]]"
-1086.0670603027775j,"[[ 0.73782357+2.20687136e-03j -0.35651159-1.45515493e-07j]
 [-0.3489373 -1.45640609e-07j  3.26219437+2.20687168e-03j]]"
-1085.697461167061j,"[[ 0.73779645+2.18208602e-03j -0.35651726-1.75700642e-07j]
 [-0.34894297-1.75825716e-07j  3.26222148+2.18198861e-03j]]"
-1085.3278620313445j,"[[ 0.73784569+2.12007669e-03j -0.35647078-1.46606531e-07j]
 [-0.34889649-1.46732078e-07j  3.2621723 +2.11980018e-03j]]"
-1084.958262895628j,"[[ 0.73796458+2.20793390e-03j -0.35642521-1.11134978e-07j]
 [-0.34885092-1.11260864e-07j  3.26205345+2.20769054e-03j]]"
-1084.5886637599115j,"[[ 0.7380537 +2.22469248e-03j -0.35644772-7.19654448e-08j]
 [-0.34887343-7.20917321e-08j  3.26196439+2.22438026e-03j]]"
-1084.2190646241952j,"[[ 0.73805665+2.12528556e-03j -0.35648245-8.48992839e-08j]
 [-0.34890816-8.50259634e-08j  3.26196148+2.12503439e-03j]]"
-1083.8494654884787j,"[[ 0.73806605+2.11854955e-03j -0.3565    -4.91287654e-08j]
 [-0.34892571-4.92556191e-08j  3.2619521 +2.11848231e-03j]]"
-1083.4798663527622j,"[[ 0.73801745+2.04067988e-03j -0.35655811-1.47499566e-08j]
 [-0.34898382-1.48773874e-08j  3.26200078+2.04061434e-03j]]"
-1083.1102672170457j,"[[ 0.73797468+1.99912112e-03j -0.35657807+1.83216889e-08j]
 [-0.34900378+1.81948270e-08j  3.26204346+1.99921277e-03j]]"
-1082.7406680813292j,"[[ 0.737965  +1.99376164e-03j -0.35655509-1.62721103e-08j]
 [-0.3489808 -1.63980877e-08j  3.26205301+1.99380792e-03j]]"
-1082.371068945613j,"[[ 0.7380092 +2.08812124e-03j -0.35654606-4.55951996e-08j]
 [-0.34897177-4.57216868e-08j  3.26200888+2.08816009e-03j]]"
-1082.0014698098964j,"[[ 0.73802773+2.13274767e-03j -0.3565618 -2.21062780e-08j]
 [-0.34898751-2.22324586e-08j  3.26199029+2.13267402e-03j]]"
-1081.63187067418j,"[[ 0.73803465+2.13127377e-03j -0.35655635+1.74241661e-08j]
 [-0.34898207+1.72976733e-08j  3.26198342+2.13108810e-03j]]"
-1081.2622715384634j,"[[ 0.73800973+2.18385595e-03j -0.35655059+6.87875815e-08j]
 [-0.3489763 +6.86602675e-08j  3.26200844+2.18370542e-03j]]"
-1080.892672402747j,"[[ 0.73802522+2.16756546e-03j -0.35657626+7.00499936e-08j]
 [-0.34900197+6.99225411e-08j  3.26199297+2.16730263e-03j]]"
-1080.5230732670304j,"[[ 0.73813785+2.09981488e-03j -0.35663192+9.00219576e-08j]
 [-0.34905763+8.98951316e-08j  3.26188024+2.09968609e-03j]]"
-1080.1534741313142j,"[[ 0.73811442+1.95078303e-03j -0.35665732+5.17457830e-08j]
 [-0.34908303+5.16193185e-08j  3.26190362+1.95077862e-03j]]"
-1079.7838749955977j,"[[ 0.7381169 +1.81241629e-03j -0.35661639+2.81692513e-08j]
 [-0.34904211+2.80427364e-08j  3.26190114+1.81241973e-03j]]"
-1079.4142758598812j,"[[ 0.73811469+1.75786446e-03j -0.35656481+4.53822389e-08j]
 [-0.34899053+4.52566464e-08j  3.26190321+1.75786601e-03j]]"
-1079.0446767241647j,"[[ 0.73808858+1.75844940e-03j -0.35653259+8.21181128e-08j]
 [-0.3489583 +8.19931083e-08j  3.26192923+1.75841328e-03j]]"
-1078.6750775884484j,"[[ 0.73802869+1.72027912e-03j -0.3564847 +7.00478700e-08j]
 [-0.34891042+6.99224538e-08j  3.26198917+1.72017864e-03j]]"
-1078.3054784527321j,"[[ 0.73806315+1.66367977e-03j -0.35645629+7.72799497e-08j]
 [-0.34888201+7.71546890e-08j  3.26195468+1.66350510e-03j]]"
-1077.9358793170156j,"[[ 0.73803537+1.66636583e-03j -0.3564824 +4.54909422e-08j]
 [-0.34890812+4.53646808e-08j  3.2619826 +1.66605483e-03j]]"
-1077.5662801812991j,"[[ 0.73807354+1.68461499e-03j -0.35649757+4.23141305e-08j]
 [-0.34892329+4.21868856e-08j  3.26194456+1.68428390e-03j]]"
-1077.1966810455826j,"[[ 0.73812142+1.67338794e-03j -0.35648309+2.24122433e-08j]
 [-0.34890881+2.22841279e-08j  3.2618968 +1.67306688e-03j]]"
-1076.8270819098661j,"[[ 0.73819497+1.69184664e-03j -0.35646401+2.87977113e-08j]
 [-0.34888973+2.86683155e-08j  3.26182343+1.69146012e-03j]]"
-1076.4574827741496j,"[[ 0.73821628+1.69586859e-03j -0.3564684 +8.98978737e-08j]
 [-0.34889412+8.97676404e-08j  3.26180223+1.69560931e-03j]]"
-1076.0878836384334j,"[[ 0.73822933+1.68728890e-03j -0.35647188+1.44563677e-07j]
 [-0.34889759+1.44433420e-07j  3.26178918+1.68706670e-03j]]"
-1075.7182845027169j,"[[ 0.73819276+1.68046045e-03j -0.35643166+1.51247512e-07j]
 [-0.34885738+1.51117851e-07j  3.26182565+1.68021198e-03j]]"
-1075.3486853670004j,"[[ 0.73814702+1.69782621e-03j -0.35640163+1.48382920e-07j]
 [-0.34882735+1.48253660e-07j  3.26187133+1.69755158e-03j]]"
-1074.9790862312839j,"[[ 0.73809845+1.71870210e-03j -0.35638975+1.64996721e-07j]
 [-0.34881547+1.64867716e-07j  3.26191986+1.71837832e-03j]]"
-1074.6094870955674j,"[[ 0.73806339+1.82228022e-03j -0.35638216+1.54793076e-07j]
 [-0.34880787+1.54664518e-07j  3.26195485+1.82207355e-03j]]"
-1074.239887959851j,"[[ 0.73801397+1.88186015e-03j -0.35640197+1.52183140e-07j]
 [-0.34882769+1.52054371e-07j  3.2620043 +1.88178173e-03j]]"
-1073.8702888241346j,"[[ 0.73798826+1.88022462e-03j -0.35645168+1.73947351e-07j]
 [-0.34887739+1.73818134e-07j  3.26203006+1.88026542e-03j]]"
-1073.500689688418j,"[[ 0.73796287+1.75773517e-03j -0.35648661+2.03035635e-07j]
 [-0.34891232+2.02906931e-07j  3.26205537+1.75779201e-03j]]"
-1073.1310905527016j,"[[ 0.73788645+1.64908834e-03j -0.35645327+1.66756627e-07j]
 [-0.34887899+1.66628301e-07j  3.26213173+1.64916090e-03j]]"
-1072.761491416985j,"[[ 0.73783082+1.64363658e-03j -0.35641369+1.80872839e-07j]
 [-0.3488394 +1.80746455e-07j  3.26218708+1.64357657e-03j]]"
-1072.3918922812686j,"[[ 0.73783813+1.74929237e-03j -0.35641921+1.64289041e-07j]
 [-0.34884492+1.64164039e-07j  3.26217957+1.74921113e-03j]]"
-1072.0222931455523j,"[[ 0.73774778+1.80038678e-03j -0.35641658+8.90995105e-08j]
 [-0.3488423 +8.89732910e-08j  3.26227008+1.80022563e-03j]]"
-1071.6526940098358j,"[[ 0.7377369 +1.83040632e-03j -0.35637299+7.04902718e-08j]
 [-0.3487987 +7.03624856e-08j  3.26228118+1.83019825e-03j]]"
-1071.2830948741193j,"[[ 0.73775223+1.87988687e-03j -0.35636925+1.00413684e-07j]
 [-0.34879496+1.00285262e-07j  3.26226593+1.87979798e-03j]]"
-1070.913495738403j,"[[ 0.73786124+1.97734609e-03j -0.35639915+1.20019142e-07j]
 [-0.34882486+1.19889567e-07j  3.26215709+1.97734762e-03j]]"
-1070.5438966026866j,"[[ 0.7379914 +2.05214055e-03j -0.35642089+1.69727884e-07j]
 [-0.34884661+1.69598056e-07j  3.26202695+2.05214862e-03j]]"
-1070.1742974669703j,"[[ 0.7380702 +2.05775036e-03j -0.35646937+1.85079842e-07j]
 [-0.34889509+1.84950769e-07j  3.26194803+2.05783674e-03j]]"
-1069.8046983312538j,"[[ 0.73807489+1.98784505e-03j -0.35652694+1.43512866e-07j]
 [-0.34895265+1.43385113e-07j  3.26194315+1.98793716e-03j]]"
-1069.4350991955373j,"[[ 0.7379849 +2.00602937e-03j -0.3565353 +1.14128648e-07j]
 [-0.34896101+1.14001600e-07j  3.26203304+2.00615669e-03j]]"
-1069.0655000598208j,"[[ 0.7379402 +2.01285673e-03j -0.35653401+1.02305617e-07j]
 [-0.34895972+1.02178676e-07j  3.26207772+2.01292943e-03j]]"
-1068.6959009241043j,"[[ 0.73789733+1.95739701e-03j -0.35653684+9.93302691e-08j]
 [-0.34896255+9.92029489e-08j  3.26212063+1.95736049e-03j]]"
-1068.3263017883878j,"[[ 0.73795284+1.91989306e-03j -0.35653326+8.87138332e-08j]
 [-0.34895897+8.85870982e-08j  3.26206504+1.91984353e-03j]]"
-1067.9567026526715j,"[[ 0.73794199+1.90211749e-03j -0.35651824+8.91446391e-08j]
 [-0.34894395+8.90170783e-08j  3.26207599+1.90205990e-03j]]"
-1067.587103516955j,"[[ 0.73796355+1.91482015e-03j -0.35652395+1.09120610e-07j]
 [-0.34894966+1.08992550e-07j  3.2620545 +1.91467397e-03j]]"
-1067.2175043812385j,"[[ 0.73795814+1.98368004e-03j -0.35653297+1.23094958e-07j]
 [-0.34895868+1.22966322e-07j  3.26205998+1.98351116e-03j]]"
-1066.847905245522j,"[[ 0.73797537+2.03119112e-03j -0.35651517+1.23491190e-07j]
 [-0.34894088+1.23363662e-07j  3.26204259+2.03101888e-03j]]"
-1066.4783061098055j,"[[ 0.73799688+2.04776043e-03j -0.35652859+1.38590579e-07j]
 [-0.3489543 +1.38463454e-07j  3.26202102+2.04763222e-03j]]"
-1066.1087069740893j,"[[ 0.73805496+2.00655525e-03j -0.35655589+1.60485888e-07j]
 [-0.3489816 +1.60359425e-07j  3.26196284+2.00646018e-03j]]"
-1065.7391078383728j,"[[ 0.73809695+1.90875728e-03j -0.35654117+1.43932687e-07j]
 [-0.34896688+1.43806259e-07j  3.26192084+1.90866428e-03j]]"
-1065.3695087026563j,"[[ 0.73813327+1.83327140e-03j -0.35651464+1.14212999e-07j]
 [-0.34894035+1.14086112e-07j  3.26188458+1.83311796e-03j]]"
-1064.9999095669398j,"[[ 0.73821093+1.82275714e-03j -0.35648048+8.15184329e-08j]
 [-0.34890619+8.13909861e-08j  3.26180699+1.82253989e-03j]]"
-1064.6303104312233j,"[[ 0.7382239 +1.84250372e-03j -0.35647734+1.37538413e-07j]
 [-0.34890306+1.37410218e-07j  3.26179412+1.84231432e-03j]]"
-1064.2607112955068j,"[[ 0.73818779+1.80692073e-03j -0.35647409+1.53740259e-07j]
 [-0.3488998 +1.53612769e-07j  3.26183012+1.80668706e-03j]]"
-1063.8911121597905j,"[[ 0.73820816+1.74831621e-03j -0.35644945+1.42065740e-07j]
 [-0.34887516+1.41938485e-07j  3.26180971+1.74809520e-03j]]"
-1063.521513024074j,"[[ 0.73826788+1.75842067e-03j -0.35643336+1.56314094e-07j]
 [-0.34885908+1.56186904e-07j  3.26174998+1.75821992e-03j]]"
-1063.1519138883577j,"[[ 0.73829386+1.79622509e-03j -0.35644641+1.75639228e-07j]
 [-0.34887212+1.75511872e-07j  3.26172401+1.79587725e-03j]]"
-1062.7823147526412j,"[[ 0.73829457+1.80915635e-03j -0.35647347+1.86336635e-07j]
 [-0.34889919+1.86208343e-07j  3.26172343+1.80878232e-03j]]"
-1062.4127156169247j,"[[ 0.7382964 +1.75501479e-03j -0.35645163+1.70723795e-07j]
 [-0.34887734+1.70595971e-07j  3.26172153+1.75454043e-03j]]"
-1062.0431164812085j,"[[ 0.73828207+1.72143176e-03j -0.3564251 +9.77901015e-08j]
 [-0.34885081+9.76623428e-08j  3.26173584+1.72089275e-03j]]"
-1061.673517345492j,"[[ 0.73820152+1.71490659e-03j -0.35640031+7.76981921e-08j]
 [-0.34882603+7.75679636e-08j  3.26181673+1.71434452e-03j]]"
-1061.3039182097755j,"[[ 0.73819597+1.75462886e-03j -0.35637962+1.40956275e-07j]
 [-0.34880533+1.40825279e-07j  3.26182238+1.75405487e-03j]]"
-1060.934319074059j,"[[ 0.73828043+1.80151160e-03j -0.35638748+1.80563414e-07j]
 [-0.3488132 +1.80431984e-07j  3.26173798+1.80105062e-03j]]"
-1060.5647199383425j,"[[ 0.7382711 +1.80715221e-03j -0.35642267+2.06483593e-07j]
 [-0.34884838+2.06352502e-07j  3.26174725+1.80691610e-03j]]"
-1060.195120802626j,"[[ 0.73820614+1.76609875e-03j -0.35645569+2.46845723e-07j]
 [-0.34888141+2.46715181e-07j  3.26181213+1.76594366e-03j]]"
-1059.8255216669097j,"[[ 0.73810259+1.71699130e-03j -0.3564447 +2.57927659e-07j]
 [-0.34887042+2.57797915e-07j  3.26191557+1.71694373e-03j]]"
-1059.4559225311932j,"[[ 0.73803239+1.71858271e-03j -0.35643588+2.35946154e-07j]
 [-0.34886159+2.35816440e-07j  3.26198576+1.71844132e-03j]]"
-1059.0863233954767j,"[[ 0.7380574 +1.75395312e-03j -0.35641826+2.24800999e-07j]
 [-0.34884397+2.24670734e-07j  3.26196082+1.75379078e-03j]]"
-1058.7167242597602j,"[[ 0.73805107+1.70630393e-03j -0.3564111 +2.49240934e-07j]
 [-0.34883682+2.49110751e-07j  3.26196713+1.70603761e-03j]]"
-1058.3471251240437j,"[[ 0.73798995+1.73979159e-03j -0.35639853+2.51831304e-07j]
 [-0.34882424+2.51700864e-07j  3.26202827+1.73942219e-03j]]"
-1057.9775259883274j,"[[ 0.73796275+1.82947266e-03j -0.35639465+2.51601978e-07j]
 [-0.34882036+2.51471108e-07j  3.26205553+1.82917158e-03j]]"
-1057.607926852611j,"[[ 0.73797303+1.87037619e-03j -0.35643272+2.32418033e-07j]
 [-0.34885844+2.32287333e-07j  3.26204522+1.87018920e-03j]]"
-1057.2383277168944j,"[[ 0.73795647+1.86183311e-03j -0.35648655+2.41211681e-07j]
 [-0.34891226+2.41080477e-07j  3.26206185+1.86169264e-03j]]"
-1056.868728581178j,"[[ 0.73790518+1.85763150e-03j -0.35648744+2.63829037e-07j]
 [-0.34891315+2.63697757e-07j  3.26211314+1.85748673e-03j]]"
-1056.4991294454614j,"[[ 0.73792101+1.80611371e-03j -0.35644697+2.82820972e-07j]
 [-0.34887268+2.82690748e-07j  3.26209715+1.80594352e-03j]]"
-1056.129530309745j,"[[ 0.73793545+1.77316538e-03j -0.3564351 +2.51482742e-07j]
 [-0.34886082+2.51352544e-07j  3.26208271+1.77301182e-03j]]"
-1055.7599311740287j,"[[ 0.73794409+1.74497433e-03j -0.35642105+2.25062794e-07j]
 [-0.34884677+2.24932225e-07j  3.26207411+1.74471777e-03j]]"
-1055.3903320383124j,"[[ 0.73798103+1.74300963e-03j -0.35644071+2.40155086e-07j]
 [-0.34886643+2.40024570e-07j  3.26203716+1.74269680e-03j]]"
-1055.020732902596j,"[[ 0.73801515+1.69620596e-03j -0.35644947+2.09461440e-07j]
 [-0.34887518+2.09330077e-07j  3.26200315+1.69579787e-03j]]"
-1054.6511337668794j,"[[ 0.73805126+1.72599748e-03j -0.35642856+1.97371079e-07j]
 [-0.34885427+1.97238851e-07j  3.26196715+1.72562991e-03j]]"
-1054.281534631163j,"[[ 0.73811424+1.68682855e-03j -0.35643694+2.13981300e-07j]
 [-0.34886266+2.13848318e-07j  3.26190427+1.68655010e-03j]]"
-1053.9119354954466j,"[[ 0.73818411+1.59594275e-03j -0.35644238+2.41746674e-07j]
 [-0.3488681 +2.41614119e-07j  3.26183433+1.59574681e-03j]]"
-1053.5423363597301j,"[[ 0.73819334+1.51118983e-03j -0.35641203+2.58556395e-07j]
 [-0.34883775+2.58425380e-07j  3.26182489+1.51112780e-03j]]"
-1053.1727372240136j,"[[ 0.73811372+1.55527822e-03j -0.35636704+2.34985377e-07j]
 [-0.34879276+2.34854904e-07j  3.26190442+1.55530689e-03j]]"
-1052.8031380882971j,"[[ 0.73805986+1.61914566e-03j -0.35632406+2.10193154e-07j]
 [-0.34874977+2.10063205e-07j  3.2619582 +1.61902997e-03j]]"
-1052.4335389525806j,"[[ 0.73806593+1.71834487e-03j -0.35635465+2.18682027e-07j]
 [-0.34878036+2.18550749e-07j  3.26195231+1.71823411e-03j]]"
-1052.0639398168641j,"[[ 0.73815534+1.70215585e-03j -0.35637269+2.27056618e-07j]
 [-0.3487984 +2.26925149e-07j  3.26186292+1.70185235e-03j]]"
-1051.6943406811479j,"[[ 0.73814161+1.77315606e-03j -0.35634221+2.10959143e-07j]
 [-0.34876792+2.10826700e-07j  3.26187677+1.77282267e-03j]]"
-1051.3247415454314j,"[[ 0.73810584+1.80864051e-03j -0.3563443 +1.79081360e-07j]
 [-0.34877001+1.78948986e-07j  3.26191253+1.80841250e-03j]]"
-1050.9551424097149j,"[[ 0.73817755+1.79370950e-03j -0.35636596+1.56053964e-07j]
 [-0.34879168+1.55921342e-07j  3.26184085+1.79356750e-03j]]"
-1050.5855432739984j,"[[ 0.73823752+1.71948445e-03j -0.35638005+1.39276216e-07j]
 [-0.34880576+1.39143641e-07j  3.26178087+1.71945178e-03j]]"
-1050.2159441382819j,"[[ 0.73816465+1.67562375e-03j -0.35637075+1.09643902e-07j]
 [-0.34879646+1.09511481e-07j  3.26185371+1.67564281e-03j]]"
-1049.8463450025656j,"[[ 0.73810301+1.64448413e-03j -0.35634385+9.21745792e-08j]
 [-0.34876956+9.20420932e-08j  3.26191536+1.64447751e-03j]]"
