iw_n,Sigma_iw_n
-1103.0686205457337j,"[[ 1.10139206+2.06613105e-03j -0.61426335+7.18209455e-09j]
 [-0.614409  +7.18205851e-09j  2.89860767+2.06621745e-03j]]"
-1102.6990214100174j,"[[ 1.10137987+2.07818280e-03j -0.61426697+1.67413874e-08j]
 [-0.61441262+1.67413573e-08j  2.89861991+2.07829041e-03j]]"
-1102.329422274301j,"[[ 1.1013686 +2.04481168e-03j -0.61423734-3.14214836e-08j]
 [-0.61438299-3.14215127e-08j  2.89863118+2.04490783e-03j]]"
-1101.9598231385844j,"[[ 1.10142655+2.04670865e-03j -0.61418276-7.30357134e-08j]
 [-0.61432842-7.30357368e-08j  2.89857327+2.04685669e-03j]]"
-1101.5902240028681j,"[[ 1.10148416+2.07217777e-03j -0.61415912-6.36064219e-08j]
 [-0.61430477-6.36064572e-08j  2.89851558+2.07240570e-03j]]"
-1101.2206248671516j,"[[ 1.10148535+2.09563788e-03j -0.61414136-5.33125955e-08j]
 [-0.61428701-5.33126368e-08j  2.89851435+2.09590784e-03j]]"
-1100.8510257314351j,"[[ 1.10147645+2.11556592e-03j -0.61413329-5.13921136e-08j]
 [-0.61427895-5.13921563e-08j  2.89852324+2.11589074e-03j]]"
-1100.4814265957189j,"[[ 1.10141319+2.12674030e-03j -0.61413036-7.79983619e-08j]
 [-0.61427601-7.79984026e-08j  2.8985865 +2.12695073e-03j]]"
-1100.1118274600024j,"[[ 1.10131614+2.20542690e-03j -0.61412675-1.28033783e-07j]
 [-0.6142724 -1.28033820e-07j  2.89868359+2.20553994e-03j]]"
-1099.7422283242859j,"[[ 1.10130183+2.30048773e-03j -0.61415297-1.28582731e-07j]
 [-0.61429862-1.28582755e-07j  2.89869799+2.30058737e-03j]]"
-1099.3726291885694j,"[[ 1.10139742+2.40009579e-03j -0.6141848 -5.71825926e-08j]
 [-0.61433046-5.71826006e-08j  2.89860253+2.40021959e-03j]]"
-1099.0030300528529j,"[[ 1.10147489+2.46446853e-03j -0.61420778+7.57950796e-09j]
 [-0.61435343+7.57950826e-09j  2.89852511+2.46468534e-03j]]"
-1098.6334309171366j,"[[ 1.10158203+2.47610361e-03j -0.61423012+2.17961220e-08j]
 [-0.61437577+2.17961230e-08j  2.89841799+2.47633481e-03j]]"
-1098.26383178142j,"[[ 1.10166022+2.42070437e-03j -0.61426648+1.89907127e-08j]
 [-0.61441213+1.89907104e-08j  2.89833976+2.42093744e-03j]]"
-1097.8942326457036j,"[[ 1.10168938+2.40157451e-03j -0.61429232+7.00590288e-09j]
 [-0.61443797+7.00588341e-09j  2.89831048+2.40174175e-03j]]"
-1097.524633509987j,"[[ 1.10166538+2.38943780e-03j -0.61428123-2.82716015e-08j]
 [-0.61442688-2.82716328e-08j  2.89833438+2.38961688e-03j]]"
-1097.1550343742706j,"[[ 1.10162509+2.36402589e-03j -0.61429323-5.44203980e-08j]
 [-0.61443888-5.44204307e-08j  2.89837467+2.36413956e-03j]]"
-1096.785435238554j,"[[ 1.10159245+2.30387908e-03j -0.61433808-5.88659170e-08j]
 [-0.61448373-5.88659447e-08j  2.89840734+2.30386856e-03j]]"
-1096.4158361028378j,"[[ 1.10155593+2.24156107e-03j -0.61433428-5.84703368e-08j]
 [-0.61447993-5.84703656e-08j  2.89844385+2.24142899e-03j]]"
-1096.0462369671213j,"[[ 1.10152233+2.19205559e-03j -0.61434976-1.60412488e-08j]
 [-0.61449542-1.60412700e-08j  2.89847752+2.19176121e-03j]]"
-1095.6766378314048j,"[[ 1.1015216 +2.11911523e-03j -0.61436914+3.21941691e-08j]
 [-0.61451479+3.21941512e-08j  2.89847827+2.11872798e-03j]]"
-1095.3070386956883j,"[[ 1.10152944+2.09684660e-03j -0.61435865+1.64555824e-08j]
 [-0.6145043 +1.64555745e-08j  2.8984705 +2.09650647e-03j]]"
-1094.9374395599718j,"[[ 1.10152619+2.13460950e-03j -0.61432368-1.32066100e-08j]
 [-0.61446934-1.32066038e-08j  2.89847386+2.13431023e-03j]]"
-1094.5678404242556j,"[[ 1.10148746+2.20840816e-03j -0.6142783 -2.63475114e-08j]
 [-0.61442395-2.63474900e-08j  2.8985127 +2.20811506e-03j]]"
-1094.198241288539j,"[[ 1.10142809+2.30523819e-03j -0.61425028-2.74257300e-09j]
 [-0.61439594-2.74254292e-09j  2.89857214+2.30496748e-03j]]"
-1093.8286421528228j,"[[ 1.10145702+2.30218065e-03j -0.61424061+2.39203387e-08j]
 [-0.61438626+2.39203656e-08j  2.89854318+2.30183501e-03j]]"
-1093.4590430171063j,"[[ 1.10149646+2.27532864e-03j -0.61425755+4.27699350e-09j]
 [-0.6144032 +4.27700584e-09j  2.89850364+2.27497629e-03j]]"
-1093.0894438813898j,"[[ 1.10152185+2.19811435e-03j -0.61428922-1.18805854e-08j]
 [-0.61443487-1.18805822e-08j  2.89847817+2.19781703e-03j]]"
-1092.7198447456733j,"[[ 1.1014845 +2.13020463e-03j -0.61430779-2.09092757e-09j]
 [-0.61445345-2.09093026e-09j  2.89851548+2.12990212e-03j]]"
-1092.350245609957j,"[[ 1.10147898+2.06657976e-03j -0.61429039-2.61946358e-09j]
 [-0.61443605-2.61947551e-09j  2.89852094+2.06629386e-03j]]"
-1091.9806464742405j,"[[ 1.10147441+2.06198724e-03j -0.61425926-2.66536022e-08j]
 [-0.61440491-2.66536179e-08j  2.89852548+2.06169607e-03j]]"
-1091.611047338524j,"[[ 1.1014733 +2.05349040e-03j -0.6142378 -5.57314184e-08j]
 [-0.61438345-5.57314228e-08j  2.89852667+2.05313284e-03j]]"
-1091.2414482028075j,"[[ 1.10146593+2.01223068e-03j -0.61421824-4.04515153e-08j]
 [-0.61436389-4.04515120e-08j  2.8985341 +2.01180987e-03j]]"
-1090.871849067091j,"[[ 1.10146181+2.04021909e-03j -0.61417825-4.62894820e-08j]
 [-0.6143239 -4.62894808e-08j  2.8985382 +2.03980263e-03j]]"
-1090.5022499313748j,"[[ 1.10148273+2.10928920e-03j -0.61416152-1.04945988e-07j]
 [-0.61430717-1.04945979e-07j  2.89851734+2.10891916e-03j]]"
-1090.1326507956583j,"[[ 1.10150476+2.16854753e-03j -0.61416981-1.41643357e-07j]
 [-0.61431546-1.41643326e-07j  2.89849547+2.16818707e-03j]]"
-1089.7630516599418j,"[[ 1.10150094+2.18847143e-03j -0.61415748-1.37231856e-07j]
 [-0.61430313-1.37231804e-07j  2.89849945+2.18815613e-03j]]"
-1089.3934525242253j,"[[ 1.10153856+2.22486279e-03j -0.61414336-1.05253808e-07j]
 [-0.61428901-1.05253745e-07j  2.89846192+2.22466461e-03j]]"
-1089.0238533885088j,"[[ 1.1016001 +2.24527760e-03j -0.61415029-7.18529588e-08j]
 [-0.61429595-7.18528881e-08j  2.89840043+2.24518150e-03j]]"
-1088.6542542527923j,"[[ 1.10168288+2.22045490e-03j -0.61414271-4.72322123e-08j]
 [-0.61428836-4.72321462e-08j  2.89831761+2.22050197e-03j]]"
-1088.284655117076j,"[[ 1.10169247+2.19680980e-03j -0.61413427-1.96830486e-08j]
 [-0.61427992-1.96829825e-08j  2.89830802+2.19692292e-03j]]"
-1087.9150559813595j,"[[ 1.10161735+2.18258907e-03j -0.61409492+6.28449400e-09j]
 [-0.61424057+6.28455405e-09j  2.8983831 +2.18264979e-03j]]"
-1087.545456845643j,"[[ 1.10161075+2.24243122e-03j -0.61407515+1.94378776e-08j]
 [-0.6142208 +1.94379213e-08j  2.89838958+2.24238873e-03j]]"
-1087.1758577099265j,"[[ 1.10161838+2.28765153e-03j -0.61410062+4.89885887e-08j]
 [-0.61424627+4.89886241e-08j  2.89838188+2.28754926e-03j]]"
-1086.80625857421j,"[[ 1.10159746+2.30826651e-03j -0.61415259+8.29555751e-08j]
 [-0.61429824+8.29556069e-08j  2.89840278+2.30820009e-03j]]"
-1086.4366594384937j,"[[ 1.10153034+2.30624159e-03j -0.61419274+9.91591575e-08j]
 [-0.61433839+9.91591932e-08j  2.89846993+2.30619218e-03j]]"
-1086.0670603027775j,"[[ 1.10145152+2.29347768e-03j -0.61424497+1.23650794e-07j]
 [-0.61439062+1.23650831e-07j  2.89854877+2.29347238e-03j]]"
-1085.697461167061j,"[[ 1.10143511+2.25642779e-03j -0.61428359+1.25195687e-07j]
 [-0.61442924+1.25195720e-07j  2.89856514+2.25663887e-03j]]"
-1085.3278620313445j,"[[ 1.10144465+2.27307150e-03j -0.61429797+1.19664387e-07j]
 [-0.61444362+1.19664414e-07j  2.89855555+2.27335160e-03j]]"
-1084.958262895628j,"[[ 1.10144829+2.31247990e-03j -0.61433631+9.00658934e-08j]
 [-0.61448196+9.00659210e-08j  2.89855191+2.31278230e-03j]]"
-1084.5886637599115j,"[[ 1.10151523+2.32469500e-03j -0.61435233+8.64404621e-08j]
 [-0.61449799+8.64404957e-08j  2.89848502+2.32493401e-03j]]"
-1084.2190646241952j,"[[ 1.1016297 +2.28999721e-03j -0.61433515+1.19361360e-07j]
 [-0.6144808 +1.19361389e-07j  2.89837053+2.29016036e-03j]]"
-1083.8494654884787j,"[[ 1.10162766+2.26098243e-03j -0.61429613+1.32698957e-07j]
 [-0.61444178+1.32698986e-07j  2.89837256+2.26099578e-03j]]"
-1083.4798663527622j,"[[ 1.10157436+2.26279042e-03j -0.61428037+1.57010586e-07j]
 [-0.61442603+1.57010627e-07j  2.89842595+2.26267408e-03j]]"
-1083.1102672170457j,"[[ 1.10156712+2.27047811e-03j -0.61428945+2.00750869e-07j]
 [-0.6144351 +2.00750932e-07j  2.89843336+2.27040826e-03j]]"
-1082.7406680813292j,"[[ 1.10161885+2.26886365e-03j -0.61430948+2.10534509e-07j]
 [-0.61445513+2.10534579e-07j  2.89838167+2.26895566e-03j]]"
-1082.371068945613j,"[[ 1.10165307+2.27643384e-03j -0.61435301+2.06772728e-07j]
 [-0.61449866+2.06772798e-07j  2.89834745+2.27667965e-03j]]"
-1082.0014698098964j,"[[ 1.10161213+2.30801083e-03j -0.61440064+1.85597594e-07j]
 [-0.61454629+1.85597659e-07j  2.89838836+2.30833446e-03j]]"
-1081.63187067418j,"[[ 1.10158124+2.37114127e-03j -0.61444103+1.58868646e-07j]
 [-0.61458668+1.58868710e-07j  2.89841924+2.37157449e-03j]]"
-1081.2622715384634j,"[[ 1.10160128+2.38057543e-03j -0.61446477+1.64629445e-07j]
 [-0.61461042+1.64629501e-07j  2.89839914+2.38106459e-03j]]"
-1080.892672402747j,"[[ 1.10163113+2.37742205e-03j -0.61446596+1.99524802e-07j]
 [-0.61461161+1.99524827e-07j  2.89836906+2.37791220e-03j]]"
-1080.5230732670304j,"[[ 1.1016118 +2.32682567e-03j -0.61445298+2.04129608e-07j]
 [-0.61459863+2.04129601e-07j  2.89838816+2.32737964e-03j]]"
-1080.1534741313142j,"[[ 1.10156043+2.30434224e-03j -0.6144479 +1.87840407e-07j]
 [-0.61459355+1.87840379e-07j  2.89843936+2.30487550e-03j]]"
-1079.7838749955977j,"[[ 1.10156575+2.26634467e-03j -0.61445043+1.70816544e-07j]
 [-0.61459608+1.70816503e-07j  2.89843395+2.26666806e-03j]]"
-1079.4142758598812j,"[[ 1.1015786 +2.29770370e-03j -0.61441111+1.65396189e-07j]
 [-0.61455677+1.65396142e-07j  2.89842106+2.29783103e-03j]]"
-1079.0446767241647j,"[[ 1.10158132+2.35729393e-03j -0.61439367+1.72508295e-07j]
 [-0.61453932+1.72508256e-07j  2.89841839+2.35736008e-03j]]"
-1078.6750775884484j,"[[ 1.10160124+2.39234249e-03j -0.61443419+1.86403194e-07j]
 [-0.61457985+1.86403169e-07j  2.89839858+2.39245565e-03j]]"
-1078.3054784527321j,"[[ 1.10164311+2.39231530e-03j -0.61451946+1.98568054e-07j]
 [-0.61466511+1.98568030e-07j  2.89835671+2.39252125e-03j]]"
-1077.9358793170156j,"[[ 1.10167359+2.34438399e-03j -0.61454269+1.97509982e-07j]
 [-0.61468834+1.97509933e-07j  2.89832605+2.34459101e-03j]]"
-1077.5662801812991j,"[[ 1.1016826 +2.34041564e-03j -0.614529  +1.63442704e-07j]
 [-0.61467466+1.63442647e-07j  2.89831699+2.34063514e-03j]]"
-1077.1966810455826j,"[[ 1.10165208+2.29259492e-03j -0.61454796+1.29199901e-07j]
 [-0.61469362+1.29199854e-07j  2.89834758+2.29275835e-03j]]"
-1076.8270819098661j,"[[ 1.10157383+2.20160019e-03j -0.61453981+1.16857011e-07j]
 [-0.61468546+1.16856980e-07j  2.89842595+2.20170211e-03j]]"
-1076.4574827741496j,"[[ 1.10149535+2.24074689e-03j -0.61449664+1.24835692e-07j]
 [-0.61464229+1.24835669e-07j  2.89850449+2.24083377e-03j]]"
-1076.0878836384334j,"[[ 1.10144899+2.34763566e-03j -0.61447396+1.29057865e-07j]
 [-0.61461961+1.29057849e-07j  2.8985509 +2.34772287e-03j]]"
-1075.7182845027169j,"[[ 1.10148845+2.46745317e-03j -0.6144991 +1.00586837e-07j]
 [-0.61464475+1.00586833e-07j  2.89851152+2.46746929e-03j]]"
-1075.3486853670004j,"[[ 1.10153769+2.50647010e-03j -0.61453768+5.85596927e-08j]
 [-0.61468333+5.85597063e-08j  2.89846241+2.50654242e-03j]]"
-1074.9790862312839j,"[[ 1.1015787 +2.50559944e-03j -0.6145755 +4.76979867e-08j]
 [-0.61472115+4.76980284e-08j  2.89842161+2.50575287e-03j]]"
-1074.6094870955674j,"[[ 1.10159751+2.49838725e-03j -0.61460468+7.50231177e-08j]
 [-0.61475034+7.50231821e-08j  2.89840297+2.49864427e-03j]]"
-1074.239887959851j,"[[ 1.10162893+2.48210766e-03j -0.61456129+1.23186860e-07j]
 [-0.61470695+1.23186929e-07j  2.89837159+2.48244332e-03j]]"
-1073.8702888241346j,"[[ 1.10167763+2.49044393e-03j -0.61449817+1.37787820e-07j]
 [-0.61464383+1.37787868e-07j  2.89832273+2.49094113e-03j]]"
-1073.500689688418j,"[[ 1.10169619+2.51249969e-03j -0.61449441+1.29459042e-07j]
 [-0.61464006+1.29459081e-07j  2.8983041 +2.51315900e-03j]]"
-1073.1310905527016j,"[[ 1.10170097+2.52218263e-03j -0.61455757+1.62365305e-07j]
 [-0.61470323+1.62365340e-07j  2.89829929+2.52286066e-03j]]"
-1072.761491416985j,"[[ 1.10174586+2.46571747e-03j -0.61459962+2.01888749e-07j]
 [-0.61474527+2.01888763e-07j  2.89825425+2.46626335e-03j]]"
-1072.3918922812686j,"[[ 1.10177683+2.38214058e-03j -0.61460395+2.04466996e-07j]
 [-0.6147496 +2.04466988e-07j  2.89822311+2.38262984e-03j]]"
-1072.0222931455523j,"[[ 1.10171927+2.28182669e-03j -0.61456955+1.72118542e-07j]
 [-0.6147152 +1.72118525e-07j  2.89828061+2.28227362e-03j]]"
-1071.6526940098358j,"[[ 1.1016187 +2.25423089e-03j -0.61451957+1.84464513e-07j]
 [-0.61466522+1.84464501e-07j  2.89838122+2.25462947e-03j]]"
-1071.2830948741193j,"[[ 1.1015874 +2.28177858e-03j -0.61449128+1.89980450e-07j]
 [-0.61463693+1.89980437e-07j  2.89841251+2.28207481e-03j]]"
-1070.913495738403j,"[[ 1.10159061+2.33189843e-03j -0.61450056+1.93237174e-07j]
 [-0.61464622+1.93237182e-07j  2.89840945+2.33207602e-03j]]"
-1070.5438966026866j,"[[ 1.10160877+2.36287800e-03j -0.61454857+2.12889467e-07j]
 [-0.61469422+2.12889488e-07j  2.89839138+2.36295713e-03j]]"
-1070.1742974669703j,"[[ 1.10158159+2.36687005e-03j -0.61457892+1.99740156e-07j]
 [-0.61472458+1.99740168e-07j  2.8984185 +2.36693899e-03j]]"
-1069.8046983312538j,"[[ 1.10151312+2.36169879e-03j -0.61456755+1.95800962e-07j]
 [-0.61471321+1.95800967e-07j  2.89848692+2.36183008e-03j]]"
-1069.4350991955373j,"[[ 1.10144358+2.34621933e-03j -0.61455452+2.37728996e-07j]
 [-0.61470017+2.37728993e-07j  2.8985564 +2.34638946e-03j]]"
-1069.0655000598208j,"[[ 1.1014199 +2.34707496e-03j -0.61453456+2.40119490e-07j]
 [-0.61468021+2.40119482e-07j  2.89858005+2.34716041e-03j]]"
-1068.6959009241043j,"[[ 1.10149554+2.35086079e-03j -0.61451581+1.72889967e-07j]
 [-0.61466146+1.72889949e-07j  2.89850433+2.35091923e-03j]]"
-1068.3263017883878j,"[[ 1.10159001+2.31229002e-03j -0.61450279+1.18929710e-07j]
 [-0.61464844+1.18929688e-07j  2.89840983+2.31234513e-03j]]"
-1067.9567026526715j,"[[ 1.10164917+2.31228379e-03j -0.61448454+6.07493853e-08j]
 [-0.61463019+6.07493664e-08j  2.8983507 +2.31238722e-03j]]"
-1067.587103516955j,"[[ 1.10168198+2.28424677e-03j -0.61450477+1.72962051e-08j]
 [-0.61465043+1.72961922e-08j  2.89831793+2.28441591e-03j]]"
-1067.2175043812385j,"[[ 1.10169965+2.21765022e-03j -0.61450257+2.91716044e-08j]
 [-0.61464822+2.91715845e-08j  2.89830021+2.21784483e-03j]]"
-1066.847905245522j,"[[ 1.10171796+2.19172120e-03j -0.61447951+3.64964718e-08j]
 [-0.61462517+3.64964306e-08j  2.89828174+2.19192623e-03j]]"
-1066.4783061098055j,"[[ 1.10173475+2.25739019e-03j -0.61450424-6.72203063e-10j]
 [-0.61464989-6.72255440e-10j  2.89826487+2.25762417e-03j]]"
-1066.1087069740893j,"[[ 1.10176254+2.22820762e-03j -0.61456049-4.18933109e-08j]
 [-0.61470615-4.18933683e-08j  2.89823705+2.22845612e-03j]]"
-1065.7391078383728j,"[[ 1.10166615+2.15717417e-03j -0.61457334-7.40330738e-08j]
 [-0.61471899-7.40331413e-08j  2.89833336+2.15743504e-03j]]"
-1065.3695087026563j,"[[ 1.10154899+2.17706151e-03j -0.61453603-5.98267897e-08j]
 [-0.61468168-5.98268594e-08j  2.8984505 +2.17731063e-03j]]"
-1064.9999095669398j,"[[ 1.10146946+2.25922497e-03j -0.61450199-3.37549623e-08j]
 [-0.61464764-3.37550325e-08j  2.89853003+2.25940363e-03j]]"
-1064.6303104312233j,"[[ 1.10142635+2.31924991e-03j -0.61453269-2.53600652e-08j]
 [-0.61467834-2.53601322e-08j  2.89857316+2.31940513e-03j]]"
-1064.2607112955068j,"[[ 1.10138941+2.27536330e-03j -0.61457804-3.72196252e-08j]
 [-0.61472369-3.72196912e-08j  2.89861011+2.27552607e-03j]]"
-1063.8911121597905j,"[[ 1.10132617+2.23603544e-03j -0.61458744-8.49224826e-08j]
 [-0.61473309-8.49225523e-08j  2.89867332+2.23616540e-03j]]"
-1063.521513024074j,"[[ 1.10134427+2.25532657e-03j -0.61456123-1.28837588e-07j]
 [-0.61470688-1.28837651e-07j  2.89865528+2.25541491e-03j]]"
-1063.1519138883577j,"[[ 1.10144375+2.28318377e-03j -0.61450456-1.25093456e-07j]
 [-0.61465022-1.25093520e-07j  2.89855579+2.28322420e-03j]]"
-1062.7823147526412j,"[[ 1.10151851+2.27477545e-03j -0.61447237-1.04830233e-07j]
 [-0.61461802-1.04830294e-07j  2.89848104+2.27473532e-03j]]"
-1062.4127156169247j,"[[ 1.10150226+2.28048392e-03j -0.61446353-9.06923475e-08j]
 [-0.61460919-9.06923966e-08j  2.89849738+2.28035844e-03j]]"
-1062.0431164812085j,"[[ 1.10144341+2.32395361e-03j -0.6144269 -9.94335691e-08j]
 [-0.61457255-9.94336276e-08j  2.89855617+2.32382631e-03j]]"
-1061.673517345492j,"[[ 1.10147036+2.38038438e-03j -0.61438032-1.36870606e-07j]
 [-0.61452597-1.36870674e-07j  2.89852915+2.38027705e-03j]]"
-1061.3039182097755j,"[[ 1.10150569+2.39977294e-03j -0.61436504-1.82939639e-07j]
 [-0.61451069-1.82939705e-07j  2.89849384+2.39967012e-03j]]"
-1060.934319074059j,"[[ 1.10148169+2.34689853e-03j -0.61436121-1.93051835e-07j]
 [-0.61450686-1.93051886e-07j  2.89851794+2.34681649e-03j]]"
-1060.5647199383425j,"[[ 1.10143562+2.25471967e-03j -0.61434015-1.66752027e-07j]
 [-0.6144858 -1.66752053e-07j  2.8985642 +2.25465444e-03j]]"
-1060.195120802626j,"[[ 1.10140396+2.23061032e-03j -0.61432838-1.39000891e-07j]
 [-0.61447403-1.39000898e-07j  2.898596  +2.23056375e-03j]]"
-1059.8255216669097j,"[[ 1.10139062+2.27045082e-03j -0.61433255-1.10716793e-07j]
 [-0.6144782 -1.10716795e-07j  2.89860937+2.27037102e-03j]]"
-1059.4559225311932j,"[[ 1.10139333+2.30549687e-03j -0.61434046-9.46593448e-08j]
 [-0.61448611-9.46593431e-08j  2.89860669+2.30541705e-03j]]"
-1059.0863233954767j,"[[ 1.1013941 +2.27477873e-03j -0.61432804-9.82613111e-08j]
 [-0.6144737 -9.82613019e-08j  2.89860597+2.27468742e-03j]]"
-1058.7167242597602j,"[[ 1.10138455+2.27835493e-03j -0.61431244-9.62558052e-08j]
 [-0.6144581 -9.62557951e-08j  2.89861552+2.27828877e-03j]]"
-1058.3471251240437j,"[[ 1.10143738+2.27804123e-03j -0.61430155-9.75922944e-08j]
 [-0.61444721-9.75922910e-08j  2.89856265+2.27798998e-03j]]"
-1057.9775259883274j,"[[ 1.10143083+2.27968064e-03j -0.61423969-8.98189722e-08j]
 [-0.61438535-8.98189768e-08j  2.89856914+2.27965940e-03j]]"
-1057.607926852611j,"[[ 1.10142559+2.34242919e-03j -0.61416221-5.85182609e-08j]
 [-0.61430787-5.85182719e-08j  2.89857434+2.34242738e-03j]]"
-1057.2383277168944j,"[[ 1.10148549+2.48108025e-03j -0.6141379 +7.00480241e-10j]
 [-0.61428355+7.00448970e-10j  2.89851428+2.48105121e-03j]]"
-1056.868728581178j,"[[ 1.10155073+2.57663991e-03j -0.61420713+1.71572279e-08j]
 [-0.61435278+1.71571660e-08j  2.89844883+2.57661927e-03j]]"
-1056.4991294454614j,"[[ 1.10161846+2.48561809e-03j -0.61429524-2.04437430e-08j]
 [-0.61444089-2.04438203e-08j  2.89838098+2.48553641e-03j]]"
-1056.129530309745j,"[[ 1.10164992+2.37509633e-03j -0.61429681-6.28352525e-08j]
 [-0.61444246-6.28353267e-08j  2.89834954+2.37493392e-03j]]"
-1055.7599311740287j,"[[ 1.10166298+2.30407680e-03j -0.61427848-8.77154791e-08j]
 [-0.61442413-8.77155401e-08j  2.89833658+2.30392429e-03j]]"
-1055.3903320383124j,"[[ 1.10167339+2.22858092e-03j -0.61426411-1.03290392e-07j]
 [-0.61440976-1.03290441e-07j  2.89832625+2.22842218e-03j]]"
-1055.020732902596j,"[[ 1.10165897+2.14817258e-03j -0.61422511-1.13663080e-07j]
 [-0.61437076-1.13663121e-07j  2.89834074+2.14804361e-03j]]"
-1054.6511337668794j,"[[ 1.10167697+2.16030651e-03j -0.61418635-1.24922475e-07j]
 [-0.614332  -1.24922510e-07j  2.89832278+2.16024362e-03j]]"
-1054.281534631163j,"[[ 1.10172497+2.20352957e-03j -0.61416842-1.44882978e-07j]
 [-0.61431407-1.44883026e-07j  2.89827469+2.20354844e-03j]]"
-1053.9119354954466j,"[[ 1.1017114 +2.17666597e-03j -0.61417352-1.79516055e-07j]
 [-0.61431917-1.79516109e-07j  2.89828822+2.17669727e-03j]]"
-1053.5423363597301j,"[[ 1.10161116+2.12890342e-03j -0.61417566-1.68407753e-07j]
 [-0.61432131-1.68407801e-07j  2.89838849+2.12894414e-03j]]"
-1053.1727372240136j,"[[ 1.10145317+2.09214539e-03j -0.61419287-1.39980955e-07j]
 [-0.61433853-1.39980991e-07j  2.89854658+2.09212112e-03j]]"
-1052.8031380882971j,"[[ 1.101369  +2.08399395e-03j -0.61420201-1.48759593e-07j]
 [-0.61434767-1.48759618e-07j  2.89863082+2.08393201e-03j]]"
-1052.4335389525806j,"[[ 1.10134058+2.15348574e-03j -0.6141533 -1.64661195e-07j]
 [-0.61429895-1.64661190e-07j  2.89865946+2.15335381e-03j]]"
-1052.0639398168641j,"[[ 1.10135824+2.30324704e-03j -0.61411768-1.95333742e-07j]
 [-0.61426333-1.95333706e-07j  2.89864202+2.30302638e-03j]]"
-1051.6943406811479j,"[[ 1.10139418+2.45823007e-03j -0.61410392-2.29436539e-07j]
 [-0.61424958-2.29436493e-07j  2.89860616+2.45799489e-03j]]"
-1051.3247415454314j,"[[ 1.10146794+2.59325371e-03j -0.61410391-2.31214105e-07j]
 [-0.61424956-2.31214063e-07j  2.89853237+2.59313434e-03j]]"
-1050.9551424097149j,"[[ 1.10153686+2.68383832e-03j -0.61412472-2.18972465e-07j]
 [-0.61427037-2.18972441e-07j  2.89846331+2.68382276e-03j]]"
-1050.5855432739984j,"[[ 1.10159258+2.71304699e-03j -0.61415458-2.12902806e-07j]
 [-0.61430023-2.12902805e-07j  2.89840743+2.71299724e-03j]]"
-1050.2159441382819j,"[[ 1.10164809+2.71401977e-03j -0.61420456-2.46336759e-07j]
 [-0.61435021-2.46336781e-07j  2.89835176+2.71389394e-03j]]"
-1049.8463450025656j,"[[ 1.10169443+2.66976183e-03j -0.61422832-3.10195100e-07j]
 [-0.61437397-3.10195111e-07j  2.89830549+2.66958870e-03j]]"
